Date,MALAYSIA SMALL CAP
1994-05-31,1177.9835409136235
1994-06-30,1176.703176576764
1994-07-29,1239.476780371832
1994-08-31,1535.3684128039586
1994-09-30,1712.6501851762043
1994-10-31,1612.5588601384884
1994-11-30,1471.5724715876067
1994-12-30,1403.8605368669348
1995-01-31,1178.2941031273685
1995-02-28,1383.983992509637
1995-03-31,1357.4085873325462
1995-04-28,1281.5433876445393
1995-05-31,1356.3067508623235
1995-06-30,1389.9297029636216
1995-07-31,1472.498286983637
1995-08-31,1437.1138843789004
1995-09-29,1364.6244341420495
1995-10-31,1239.851931722019
1995-11-30,1234.1453785868803
1995-12-29,1309.8748255174555
1996-01-31,1475.0917607562105
1996-02-29,1507.8132013900254
1996-03-29,1645.8405717279402
1996-04-30,1905.7748064476862
1996-05-31,1709.977435818458
1996-06-28,1744.4466696473928
1996-07-31,1646.4257541656546
1996-08-30,1779.7954205010824
1996-09-30,1864.9134518818482
1996-10-31,1859.6606945465435
1996-11-29,1866.7821037522483
1996-12-31,1803.3224188721983
1997-01-01,1804.0484572741282
1997-01-02,1803.582735417309
1997-01-03,1821.8032295700743
1997-01-06,1866.1865929689523
1997-01-07,1872.7719955861555
1997-01-08,1899.4791529162603
1997-01-09,1895.3614212587977
1997-01-10,1900.6566939665965
1997-01-13,1921.930701492797
1997-01-14,1902.0226958318563
1997-01-15,1895.669661071381
1997-01-16,1900.4805866435865
1997-01-17,1925.015906287054
1997-01-20,1933.0220108447108
1997-01-21,1928.5459692693337
1997-01-22,1931.6858735549783
1997-01-23,1926.6927677037609
1997-01-24,1926.8155448765235
1997-01-27,1945.0849829698095
1997-01-28,1938.664144292017
1997-01-29,1930.71287628097
1997-01-30,1945.140355865559
1997-01-31,1942.9993727917965
1997-02-03,1928.9585466537371
1997-02-04,1926.5405193504218
1997-02-05,1959.1051028024497
1997-02-06,1958.990194285251
1997-02-07,1958.3617337024107
1997-02-10,1964.032437294873
1997-02-11,1963.1923604388246
1997-02-12,1987.9942721499394
1997-02-13,2010.0314106334024
1997-02-14,2027.9060129352085
1997-02-17,2051.9507122853574
1997-02-18,2049.9333733093154
1997-02-19,2083.4603247591
1997-02-20,2106.466924900558
1997-02-21,2147.5578141533915
1997-02-24,2175.545983620729
1997-02-25,2200.8554916155267
1997-02-26,2188.400600855769
1997-02-27,2170.6936171196608
1997-02-28,2204.241168117869
1997-03-03,2180.3226522592636
1997-03-04,2154.5218620601463
1997-03-05,2181.1190497852435
1997-03-06,2159.970979390074
1997-03-07,2157.7497561773102
1997-03-10,2156.940462154402
1997-03-11,2193.8484712248
1997-03-12,2170.465388852216
1997-03-13,2173.9359210900725
1997-03-14,2163.1186573313157
1997-03-17,2157.3229820983943
1997-03-18,2155.4659612975724
1997-03-19,2170.0319488631885
1997-03-20,2151.621715359565
1997-03-21,2130.1019655785617
1997-03-24,2130.740597933572
1997-03-25,2153.5484674186623
1997-03-26,2185.541986312984
1997-03-27,2167.0598813570473
1997-03-28,2167.7242232924064
1997-03-31,2112.4146023459166
1997-04-01,2084.7164629510576
1997-04-02,2031.0607894770765
1997-04-03,1977.0504600062404
1997-04-04,1948.0825379045157
1997-04-07,1928.577866226846
1997-04-08,1981.9445989955236
1997-04-09,1973.0321811186984
1997-04-10,1931.765003915632
1997-04-11,1916.9010117721123
1997-04-14,1828.8769572589156
1997-04-15,1748.524192473271
1997-04-16,1760.653725618463
1997-04-17,1822.2849490219924
1997-04-18,1824.0617722507761
1997-04-21,1877.575891429973
1997-04-22,1844.8181699241043
1997-04-23,1846.2965919391968
1997-04-24,1813.2388372102282
1997-04-25,1827.3810327121475
1997-04-28,1791.961168279989
1997-04-29,1765.690785019701
1997-04-30,1803.6346092189833
1997-05-01,1806.0090434194944
1997-05-02,1811.2333942186435
1997-05-05,1813.4806379495055
1997-05-06,1798.787037044037
1997-05-07,1794.8893396059432
1997-05-08,1797.0367645386723
1997-05-09,1788.1912340561657
1997-05-12,1754.4565645355187
1997-05-13,1731.4693589062952
1997-05-14,1692.8212586996506
1997-05-15,1659.2333933502982
1997-05-16,1700.4884685826792
1997-05-19,1727.494555967453
1997-05-20,1747.1095498944953
1997-05-21,1746.9982301180385
1997-05-22,1787.819645720826
1997-05-23,1809.2537021671124
1997-05-26,1815.5805952879732
1997-05-27,1815.8475617812271
1997-05-28,1821.5562807428294
1997-05-29,1804.5379425444166
1997-05-30,1802.9604119195453
1997-06-02,1788.4425448895431
1997-06-03,1785.5642419823214
1997-06-04,1768.762619609434
1997-06-05,1773.7297923235876
1997-06-06,1778.6506769003447
1997-06-09,1780.9194197202887
1997-06-10,1781.8184207456666
1997-06-11,1776.455725862101
1997-06-12,1768.7447851321479
1997-06-13,1767.3695540944077
1997-06-16,1763.1807181701474
1997-06-17,1761.67531810307
1997-06-18,1778.7606385942986
1997-06-19,1773.3941142482581
1997-06-20,1770.6191703669124
1997-06-23,1766.4266047860447
1997-06-24,1763.2986315377202
1997-06-25,1761.435603513033
1997-06-26,1755.3560962758618
1997-06-27,1752.3521289682035
1997-06-30,1743.2363911637801
1997-07-01,1739.9942079577522
1997-07-02,1751.110609217521
1997-07-03,1746.783022773492
1997-07-04,1745.7663131698755
1997-07-07,1730.979732005028
1997-07-08,1721.74377717316
1997-07-09,1685.767933297862
1997-07-10,1656.520936910702
1997-07-11,1683.7442390181814
1997-07-14,1625.0091772303317
1997-07-15,1599.4207251647658
1997-07-16,1583.2798524539185
1997-07-17,1580.7140643021721
1997-07-18,1557.4727967612641
1997-07-21,1591.5368841598884
1997-07-22,1588.3344372089703
1997-07-23,1607.114636658138
1997-07-24,1635.6336846679706
1997-07-25,1628.5594720011254
1997-07-28,1630.613791155313
1997-07-29,1642.789177034555
1997-07-30,1638.4661890194623
1997-07-31,1618.3508141788711
1997-08-01,1612.3084185693388
1997-08-04,1580.7121877925695
1997-08-05,1545.2775375320439
1997-08-06,1558.6971492085115
1997-08-07,1522.8344709372157
1997-08-08,1491.3686909943267
1997-08-11,1399.457894070326
1997-08-12,1371.2976887772184
1997-08-13,1383.0720929110732
1997-08-14,1386.9590640399394
1997-08-15,1371.8338847445716
1997-08-18,1330.0625539568407
1997-08-19,1331.1827189346538
1997-08-20,1370.7995484035494
1997-08-21,1360.7779559251273
1997-08-22,1345.5298891534035
1997-08-25,1328.4022291798206
1997-08-26,1290.0600352235035
1997-08-27,1241.198646805537
1997-08-28,1066.4074397491763
1997-08-29,1022.6468307092568
1997-09-01,1011.1791081308963
1997-09-02,1048.290775442189
1997-09-03,993.0978083635741
1997-09-04,963.8056104163627
1997-09-05,1085.0943019874123
1997-09-08,1215.1347874255996
1997-09-09,1223.28173021225
1997-09-10,1189.281560306951
1997-09-11,1154.8897542895795
1997-09-12,1167.5183087847786
1997-09-15,1143.1650116587311
1997-09-16,1105.1076167276678
1997-09-17,1067.0888275299706
1997-09-18,1047.125151208546
1997-09-19,1054.5687664802479
1997-09-22,995.2208450669502
1997-09-23,1033.2436688777059
1997-09-24,1020.8093968738128
1997-09-25,1001.6771056060591
1997-09-26,1003.6298271462139
1997-09-29,980.7055220247852
1997-09-30,966.7905980454477
1997-10-01,915.5241832007299
1997-10-02,918.2151108169036
1997-10-03,909.3201900659031
1997-10-06,906.4021733001583
1997-10-07,957.290734320182
1997-10-08,1010.3065685889285
1997-10-09,1017.0590225440634
1997-10-10,1035.2656221769926
1997-10-13,1012.8124373140256
1997-10-14,1021.1687877873618
1997-10-15,985.7849336010867
1997-10-16,975.0853433710995
1997-10-17,953.6766770288159
1997-10-20,902.5086704826326
1997-10-21,888.2179775427334
1997-10-22,843.3666140732935
1997-10-23,830.7624665195456
1997-10-24,813.929643168337
1997-10-27,797.0342165134659
1997-10-28,725.8688716546183
1997-10-29,735.9353029333593
1997-10-30,723.5533175813823
1997-10-31,737.8145925490533
1997-11-03,815.0535923839568
1997-11-04,799.8048064102627
1997-11-05,796.8355439677039
1997-11-06,797.1929064625407
1997-11-07,785.8207887770036
1997-11-10,759.0782251396447
1997-11-11,756.8459285376728
1997-11-12,749.8537132377166
1997-11-13,736.9132158132805
1997-11-14,718.9083725547005
1997-11-17,693.7390736916396
1997-11-18,642.0424673164129
1997-11-19,586.1835335169469
1997-11-20,510.6131482648912
1997-11-21,540.0385327541497
1997-11-24,524.5909621598393
1997-11-25,483.8515574843689
1997-11-26,453.3794148606304
1997-11-27,462.7112172426242
1997-11-28,470.2057241947463
1997-12-01,448.8006242947482
1997-12-02,444.49773328587
1997-12-03,441.54975335013063
1997-12-04,453.37659621227766
1997-12-05,442.8837509966378
1997-12-08,471.4956619088487
1997-12-09,453.65672779051204
1997-12-10,452.8753832553455
1997-12-11,431.4788385107329
1997-12-12,411.550410064324
1997-12-15,393.7696516100102
1997-12-16,377.8597286396125
1997-12-17,378.08005453322374
1997-12-18,379.51922000938316
1997-12-19,368.5781339353317
1997-12-22,352.39293492396206
1997-12-23,332.2306015381613
1997-12-24,322.1159929275352
1997-12-25,322.11599292753516
1997-12-26,323.1419856693367
1997-12-29,321.0221089934173
1997-12-30,328.6387612415506
1997-12-31,336.464598295365
1998-01-01,336.464598295365
1998-01-02,315.46476321180086
1998-01-05,291.7084263931601
1998-01-06,263.66074516776376
1998-01-07,251.97715195549898
1998-01-08,236.9766584274143
1998-01-09,235.4717927650507
1998-01-12,226.08138599746437
1998-01-13,238.24376391352612
1998-01-14,268.3328823021739
1998-01-15,269.99915551616436
1998-01-16,285.45356956888867
1998-01-19,327.22810878223453
1998-01-20,303.0362797425514
1998-01-21,278.4994591532689
1998-01-22,261.1671567817187
1998-01-23,259.2347702793858
1998-01-26,270.50904667429637
1998-01-27,276.0076626334642
1998-01-28,280.44381127805235
1998-01-29,279.8013651151108
1998-01-30,292.1247779456931
1998-02-02,296.7992003083014
1998-02-03,343.14576404780087
1998-02-04,349.4857202645104
1998-02-05,402.9398593857486
1998-02-06,446.97607614827115
