Date,KUWAIT SMALL CAP
2002-05-31,325.0584976687345
2002-06-03,331.03471430483864
2002-06-04,327.90642928143444
2002-06-05,330.75222091304875
2002-06-06,330.9697137428452
2002-06-07,331.0241316503991
2002-06-10,337.78861879015
2002-06-11,337.0783305630721
2002-06-12,337.0797466729389
2002-06-13,337.2460415652295
2002-06-14,337.4125006183219
2002-06-17,341.24724164106834
2002-06-18,340.848919437862
2002-06-19,339.3379815964435
2002-06-20,339.50580453491847
2002-06-21,340.01027081208775
2002-06-24,341.69589069181046
2002-06-25,339.9697067836913
2002-06-26,342.08604693092366
2002-06-27,341.9161085072123
2002-06-28,341.9161085072123
2002-07-01,338.1535511985279
2002-07-02,340.64671674406827
2002-07-03,344.24046661364576
2002-07-04,344.18347315890844
2002-07-05,343.9556879351104
2002-07-08,346.863569679804
2002-07-09,352.7304682676352
2002-07-10,354.0516513840876
2002-07-11,354.28670642235085
2002-07-12,354.28670642235085
2002-07-15,355.11661110045003
2002-07-16,355.8417732606823
2002-07-17,351.4720069015787
2002-07-18,351.413525702427
2002-07-19,351.8233032603009
2002-07-22,354.0536129544314
2002-07-23,348.7101627369929
2002-07-24,343.1380881929527
2002-07-25,343.36642829489443
2002-07-26,342.7392229293608
2002-07-29,331.33907794792435
2002-07-30,330.2012251861659
2002-07-31,333.6222635014805
2002-08-01,333.73289930433293
2002-08-02,333.9543911903819
2002-08-05,334.7121653830519
2002-08-06,327.0637284683021
2002-08-07,331.6645918723919
2002-08-08,331.6645918723919
2002-08-09,331.8291896847355
2002-08-12,323.61108015487434
2002-08-13,324.97670149551
2002-08-14,327.1369680375606
2002-08-15,326.70331505590354
2002-08-16,326.8116204810837
2002-08-19,323.82722479620367
2002-08-20,322.004124566882
2002-08-21,323.4791905008527
2002-08-22,323.1580130818547
2002-08-23,323.0510956250865
2002-08-26,327.9447838662825
2002-08-27,332.0674410597269
2002-08-28,333.6885280083623
2002-08-29,333.6885280083623
2002-08-30,333.5779802104467
2002-09-02,329.6967952332311
2002-09-03,331.87635243412393
2002-09-04,329.37060059897465
2002-09-05,329.37060059897465
2002-09-06,329.1520763988758
2002-09-09,316.542402125197
2002-09-10,314.50019099556806
2002-09-11,315.87877263955613
2002-09-12,316.0879292511367
2002-09-13,316.0879292511367
2002-09-16,316.07667130342867
2002-09-17,321.43162867838026
2002-09-18,321.2375539883722
2002-09-19,321.4502588743106
2002-09-20,321.2375539883722
2002-09-23,318.91797409766616
2002-09-24,317.2194906784186
2002-09-25,315.2933878836267
2002-09-26,315.13696649059693
2002-09-27,315.03277175874354
2002-09-30,304.2383902299558
2002-10-01,291.9014137369709
2002-10-02,294.3931753046076
2002-10-03,294.58816995624176
2002-10-04,294.7345855476713
2002-10-07,298.81819570031655
2002-10-08,301.54804191940633
2002-10-09,306.7965330571641
2002-10-10,307.152033095469
2002-10-11,306.9995751041906
