Date,THAILAND SMALL CAP
1994-05-31,3107.7323802423607
1994-06-30,3001.3920966600062
1994-07-29,3023.3403342439683
1994-08-31,3063.1451477144724
1994-09-30,2962.5115468100703
1994-10-31,2893.569007302275
1994-11-30,2563.130958425413
1994-12-30,2554.7617101060987
1995-01-31,2254.7797488674596
1995-02-28,2323.204715186426
1995-03-31,2224.098199681314
1995-04-28,2130.6589237745998
1995-05-31,2487.3370740476566
1995-06-30,2471.167126203105
1995-07-31,2496.388496502943
1995-08-31,2311.3236156062817
1995-09-29,2235.6330267430917
1995-10-31,2120.906727188852
1995-11-30,1996.053296264804
1995-12-29,2128.097206831592
1996-01-31,2241.6233137220315
1996-02-29,2155.921736114518
1996-03-29,2063.408984436329
1996-04-30,2020.9574019401095
1996-05-31,2059.0164579811667
1996-06-28,1997.8228571261363
1996-07-31,1775.3598448653077
1996-08-30,1795.3162149086613
1996-09-30,1772.7856003308557
1996-10-31,1515.1443597160508
1996-11-29,1481.6601666562817
1996-12-31,1398.9440588932625
1997-01-01,1398.5165758421163
1997-01-02,1356.7953496067387
1997-01-03,1331.0225403500872
1997-01-06,1330.152705294138
1997-01-07,1356.8884225450429
1997-01-08,1360.5677289957996
1997-01-09,1371.6000578684473
1997-01-10,1366.5190786579087
1997-01-13,1360.4237055579167
1997-01-14,1344.802985035139
1997-01-15,1365.036525122707
1997-01-16,1360.845679105519
1997-01-17,1364.989724650266
1997-01-20,1373.4151358876472
1997-01-21,1380.4204278885675
1997-01-22,1383.4079866748075
1997-01-23,1368.3617472434275
1997-01-24,1363.4632575508201
1997-01-27,1355.8090111605895
1997-01-28,1353.5975597620509
1997-01-29,1330.1244866346792
1997-01-30,1319.8428270664474
1997-01-31,1299.4057991085754
1997-02-03,1273.9211337815466
1997-02-04,1277.129459532631
1997-02-05,1256.4449618935707
1997-02-06,1253.3002810679593
1997-02-07,1249.7273310902212
1997-02-10,1239.8406200446411
1997-02-11,1239.069603117451
1997-02-12,1226.7709603395645
1997-02-13,1186.9669344145866
1997-02-14,1176.355846047923
1997-02-17,1166.377824195822
1997-02-18,1164.602934952593
1997-02-19,1184.4417017188132
1997-02-20,1192.6520520444046
1997-02-21,1193.1118253875215
1997-02-24,1196.421491387967
1997-02-25,1197.4537447124846
1997-02-26,1195.335664636484
1997-02-27,1183.1351580114035
1997-02-28,1174.814914699212
1997-03-03,1147.4693267212458
1997-03-04,1129.6514093744845
1997-03-05,1116.963280223169
1997-03-06,1110.3353801105488
1997-03-07,1127.6204305017282
1997-03-10,1132.298695513984
1997-03-11,1145.0212430797471
1997-03-12,1152.8064276838943
1997-03-13,1152.623637649065
1997-03-14,1136.151301217035
1997-03-17,1132.4217051857524
1997-03-18,1132.7506604024675
1997-03-19,1134.2742875663307
1997-03-20,1132.7181494531053
1997-03-21,1137.267508156484
1997-03-24,1135.2372198156575
1997-03-25,1133.5653132925793
1997-03-26,1134.7873099047029
1997-03-27,1138.2253904485044
1997-03-28,1144.1315552404046
1997-03-31,1143.269391726441
1997-04-01,1121.862806687025
1997-04-02,1139.5793485699635
1997-04-03,1127.614375883736
1997-04-04,1128.3780782915176
1997-04-07,1125.5625475779304
1997-04-08,1123.3546516741299
1997-04-09,1119.0428992608954
1997-04-10,1111.814368582873
1997-04-11,1100.6319601919047
1997-04-14,1100.6319601919047
1997-04-15,1100.8429709204695
1997-04-16,1103.6362009401255
1997-04-17,1096.6198142767826
1997-04-18,1097.4024177198505
1997-04-21,1085.9777280373105
1997-04-22,1087.6975271187093
1997-04-23,1081.9040336696537
1997-04-24,1082.997894820461
1997-04-25,1084.3702628368765
1997-04-28,1073.7192803848134
1997-04-29,1064.2180864310021
1997-04-30,1056.4523753268138
1997-05-01,1057.0592993264272
1997-05-02,1052.3902189769074
1997-05-05,1052.9952727632106
1997-05-06,1035.1958185546382
1997-05-07,1018.6590811777252
1997-05-08,1002.6698566841221
1997-05-09,997.4955463503042
1997-05-12,983.3719162059286
1997-05-13,976.7640526408616
1997-05-14,953.0590444129843
1997-05-15,961.167561736581
1997-05-16,938.7809726740544
1997-05-19,967.527114623289
1997-05-20,979.7608804095454
1997-05-21,987.1372451102234
1997-05-22,959.5248556379474
1997-05-23,953.9576708689417
1997-05-26,949.2638481243215
1997-05-27,939.9840700377034
1997-05-28,939.4173699779745
1997-05-29,943.4703074967376
1997-05-30,965.6808790887504
1997-06-02,955.8303047701002
1997-06-03,946.7568350605521
1997-06-04,951.4992936033193
1997-06-05,970.509288635802
1997-06-06,956.5061704754985
1997-06-09,942.3006476632399
1997-06-10,956.2059640418915
1997-06-11,950.5187555685335
1997-06-12,940.8048376500604
1997-06-13,877.8460097385936
1997-06-16,866.1791059173639
1997-06-17,855.2322422069915
1997-06-18,838.2167909889199
1997-06-19,825.6381676450244
1997-06-20,832.0670305223703
1997-06-23,845.7717793918127
1997-06-24,833.4195244097854
1997-06-25,827.6581836581477
1997-06-26,837.8817278638205
1997-06-27,832.7083611703932
1997-06-30,826.8740643914906
1997-07-01,826.8740643914906
1997-07-02,806.2212106818893
1997-07-03,832.1949503662169
1997-07-04,841.5584627261838
1997-07-07,817.7004713331676
1997-07-08,789.8060982355742
1997-07-09,795.4908171254183
1997-07-10,792.4573157406784
1997-07-11,767.7543254442967
1997-07-14,766.3481752055433
1997-07-15,774.1895551334325
1997-07-16,789.6771240577806
1997-07-17,786.7271901080929
1997-07-18,787.5862632309683
1997-07-21,787.5862632309683
1997-07-22,788.1134100522577
1997-07-23,735.4677791365737
1997-07-24,737.9713512419769
1997-07-25,747.0492902232999
1997-07-28,773.6715980066425
1997-07-29,777.3141729703071
1997-07-30,775.3429879950484
1997-07-31,775.4093345226769
1997-08-01,755.4244839307335
1997-08-04,770.2894328426967
1997-08-05,749.7320139381744
1997-08-06,742.6705455935688
1997-08-07,767.7070434795422
1997-08-08,759.3813012419325
1997-08-11,747.9674863382843
1997-08-12,747.9674863382843
1997-08-13,744.1401969513284
1997-08-14,734.7401187961541
1997-08-15,728.4134378851636
1997-08-18,704.3365428715606
1997-08-19,684.0442749441326
1997-08-20,683.9134807548053
1997-08-21,676.235710968195
1997-08-22,641.693265431227
1997-08-25,626.0616249847498
1997-08-26,624.0748920381203
1997-08-27,621.5152882720671
1997-08-28,615.7992649700017
1997-08-29,608.031850514946
1997-09-01,594.3039169442826
1997-09-02,592.9233150462707
1997-09-03,553.7852789868651
1997-09-04,551.825905663246
1997-09-05,570.242601653849
1997-09-08,601.0272981323584
1997-09-09,606.2530154395939
1997-09-10,591.4749092032471
1997-09-11,593.1938269016474
1997-09-12,574.2849523057052
1997-09-15,567.3033126582341
1997-09-16,558.7835489819114
1997-09-17,544.2398954373799
1997-09-18,552.3538901167863
1997-09-19,552.2329449909438
1997-09-22,544.8186215753285
