Date,TAIWAN SMALL CAP
1996-09-30,1611.1069843288283
1996-10-31,1650.7991627858412
1996-11-29,1695.7804025679914
1996-12-31,1812.2076714989214
1997-01-01,1812.2076714989214
1997-01-02,1812.2076714989214
1997-01-03,1812.2076714989214
1997-01-06,1800.9661597273462
1997-01-07,1823.858444409377
1997-01-08,1830.4402195018486
1997-01-09,1849.1204565188239
1997-01-10,1878.4709503669815
1997-01-13,1921.408627247312
1997-01-14,1915.9865907288481
1997-01-15,1932.715291091573
1997-01-16,1939.5395557624602
1997-01-17,1938.3759796683914
1997-01-20,1993.6555009131075
1997-01-21,1991.8245508166533
1997-01-22,2001.7393653706579
1997-01-23,1962.0035735469328
1997-01-24,1978.8799911578847
1997-01-27,1957.1171155232453
1997-01-28,1952.1005863689159
1997-01-29,1950.5192974694553
1997-01-30,1967.286450920938
1997-01-31,1982.5626818239687
1997-02-03,1993.5805085436664
1997-02-04,1993.5805085436664
1997-02-05,1989.2308783432075
1997-02-06,1989.2308783432075
1997-02-07,1988.6618021274219
1997-02-10,1989.3849518736502
1997-02-11,2010.0312727057772
1997-02-12,2037.4568542225572
1997-02-13,2061.965820832138
1997-02-14,2054.514756439261
1997-02-17,2123.4514820022805
1997-02-18,2120.084117923318
1997-02-19,2143.7614493449764
1997-02-20,2174.1575636602443
1997-02-21,2227.6420563938536
1997-02-24,2251.8244467846716
1997-02-25,2251.647669128516
1997-02-26,2203.4842899976834
1997-02-27,2238.0990891492197
1997-02-28,2226.127790809594
1997-03-03,2215.2339746292987
1997-03-04,2254.0169316816837
1997-03-05,2280.7120832271416
1997-03-06,2310.962941101023
1997-03-07,2349.9936411428325
1997-03-10,2371.697136866732
1997-03-11,2425.3587226212285
1997-03-12,2427.731119790796
1997-03-13,2415.75433164713
1997-03-14,2424.1093430334017
1997-03-17,2468.0393028598824
1997-03-18,2499.529230428012
1997-03-19,2460.0932310868866
1997-03-20,2508.695229818892
1997-03-21,2400.88445615252
1997-03-24,2317.818375200759
1997-03-25,2289.2284010828776
1997-03-26,2363.8255734519516
1997-03-27,2391.7278034527285
1997-03-28,2416.8570528784035
1997-03-31,2396.200182709762
1997-04-01,2453.624154658176
1997-04-02,2479.568436428015
1997-04-03,2506.9499093941963
1997-04-04,2506.9499093941963
1997-04-07,2547.3672165676876
1997-04-08,2510.529805843563
1997-04-09,2555.926830534182
1997-04-10,2536.0907960597547
1997-04-11,2559.4372304470335
1997-04-14,2593.3791018234583
1997-04-15,2600.847889823133
1997-04-16,2597.9759587325843
1997-04-17,2555.595167942228
1997-04-18,2501.997218469032
1997-04-21,2527.7753757448972
1997-04-22,2531.398992384317
1997-04-23,2565.19231856346
1997-04-24,2558.8879809376485
1997-04-25,2575.252162434771
1997-04-28,2551.6881742314094
1997-04-29,2522.2473207770863
1997-04-30,2492.3882491500435
1997-05-01,2492.3882491500435
1997-05-02,2384.2532432014505
1997-05-05,2389.6747232873536
1997-05-06,2405.6748416097157
1997-05-07,2426.453607697664
1997-05-08,2399.969610031559
1997-05-09,2351.10283680038
1997-05-12,2264.930132558649
1997-05-13,2243.5598474690278
1997-05-14,2301.8187517901633
1997-05-15,2250.5186073823716
1997-05-16,2241.8484709247055
1997-05-19,2249.940444726716
1997-05-20,2231.0751498028794
1997-05-21,2237.3385599562725
1997-05-22,2273.836388886843
1997-05-23,2268.2673380183364
1997-05-26,2249.863051148103
1997-05-27,2225.285573891742
1997-05-28,2196.2424244622857
1997-05-29,2180.8555159752914
1997-05-30,2175.2092223556033
1997-06-02,2263.043718168603
1997-06-03,2250.768657604275
1997-06-04,2253.460398079218
1997-06-05,2246.1591247787223
1997-06-06,2267.134060873674
1997-06-09,2267.2738492295557
1997-06-10,2256.212395516681
1997-06-11,2231.614787870726
1997-06-12,2233.4038135558576
1997-06-13,2239.734486915119
1997-06-16,2304.1736948462117
1997-06-17,2311.8874156816705
1997-06-18,2298.1202904849597
1997-06-19,2260.115855227248
1997-06-20,2263.5114634922643
1997-06-23,2277.180821026277
1997-06-24,2284.9284115989967
1997-06-25,2285.6525382613518
1997-06-26,2249.7780182109623
1997-06-27,2285.06425054197
1997-06-30,2348.4765290575438
1997-07-01,2348.4765290575438
1997-07-02,2357.2245964296
1997-07-03,2358.4150738160733
1997-07-04,2363.8694304642454
1997-07-07,2376.1249178569387
1997-07-08,2385.0924803433327
1997-07-09,2376.523618533417
1997-07-10,2381.4130373095813
1997-07-11,2370.7135115029464
1997-07-14,2388.2238990666037
1997-07-15,2338.9462226366686
1997-07-16,2301.0544066616753
1997-07-17,2304.07203245116
1997-07-18,2322.220762712056
1997-07-21,2345.557184430951
1997-07-22,2303.2898604905063
1997-07-23,2264.896057017242
1997-07-24,2299.5886297349166
1997-07-25,2291.4750845799144
1997-07-28,2294.8153573928203
1997-07-29,2289.329362424892
1997-07-30,2301.515076896193
1997-07-31,2314.842530927891
1997-08-01,2308.0700585548107
1997-08-04,2301.3264681230976
1997-08-05,2303.0947253912395
1997-08-06,2303.550941149477
1997-08-07,2291.1575579234955
1997-08-08,2329.833342428631
1997-08-11,2364.330231004328
1997-08-12,2340.726811167418
1997-08-13,2290.9733934916653
1997-08-14,2316.300637955868
1997-08-15,2329.9342707299425
1997-08-18,2320.3256789826974
1997-08-19,2324.313648309563
1997-08-20,2329.889091974814
1997-08-21,2345.7988377845822
1997-08-22,2365.822012408015
1997-08-25,2379.688810906977
1997-08-26,2404.927021273748
1997-08-27,2371.9990674051237
1997-08-28,2361.6506715314076
1997-08-29,2359.1426511455543
1997-09-01,2305.1919550266753
1997-09-02,2235.837862228327
1997-09-03,2297.227636368449
1997-09-04,2255.556530542789
1997-09-05,2300.6524514066555
1997-09-08,2318.3714819938696
1997-09-09,2300.221152274583
1997-09-10,2314.015040622587
1997-09-11,2313.510632815078
1997-09-12,2329.471687945467
1997-09-15,2289.718408797477
1997-09-16,2289.718408797477
1997-09-17,2309.9927921034755
1997-09-18,2313.8250334438753
1997-09-19,2314.0270645303126
1997-09-22,2321.2087945070966
1997-09-23,2292.1461499414486
1997-09-24,2274.6403357101185
1997-09-25,2242.623203654371
1997-09-26,2227.7956117598183
1997-09-29,2247.690233334149
1997-09-30,2299.6669847124067
1997-10-01,2211.580539919276
1997-10-02,2147.555304146518
1997-10-03,2157.4652001225622
1997-10-06,2155.3947689175866
1997-10-07,2107.3884039674676
1997-10-08,2111.9081731895444
1997-10-09,2152.223709646664
1997-10-10,2152.223709646664
1997-10-13,2149.4190857313215
1997-10-14,2148.3755664276173
1997-10-15,2124.367881086265
1997-10-16,2055.5698818462615
1997-10-17,1954.4796253698146
1997-10-20,1773.3906623348653
1997-10-21,1849.9684000948407
1997-10-22,1844.0937980213819
1997-10-23,1860.5672467960908
1997-10-24,1841.1827557049298
1997-10-27,1830.4836215684145
1997-10-28,1720.2910203217245
1997-10-29,1691.970641749319
1997-10-30,1734.2089039873465
1997-10-31,1734.2089039873465
1997-11-03,1793.5436787968656
1997-11-04,1855.342573769189
1997-11-05,1889.5409838030932
1997-11-06,1913.4743838374368
1997-11-07,1862.6042171279469
1997-11-10,1844.078150044319
1997-11-11,1828.150384971992
1997-11-12,1828.150384971992
1997-11-13,1797.9304544986503
1997-11-14,1774.6604074176664
1997-11-17,1794.9752288948855
1997-11-18,1777.966080066707
1997-11-19,1729.5819578834705
1997-11-20,1733.668328011507
1997-11-21,1762.8521714150875
1997-11-24,1778.8305951949294
1997-11-25,1775.8968846395271
1997-11-26,1774.8944111355004
1997-11-27,1800.3734549428546
1997-11-28,1804.1954141019949
1997-12-01,1743.8916752762668
1997-12-02,1810.4413661110116
1997-12-03,1885.1675351111742
1997-12-04,1944.8309253749806
1997-12-05,1978.40282696423
1997-12-08,2008.8816940385843
1997-12-09,1998.4284773754632
1997-12-10,2027.6875277119843
1997-12-11,1979.2924751173482
1997-12-12,1998.7903204126735
1997-12-15,1962.4705396220597
1997-12-16,1944.8029317509406
1997-12-17,1994.0881698662945
1997-12-18,2005.9509542852634
1997-12-19,1950.9959129985027
1997-12-22,1941.097877596556
1997-12-23,1921.3367847881789
1997-12-24,1923.7228075694397
1997-12-25,1923.6898358046396
1997-12-26,1952.4721087236417
1997-12-29,1954.383739205023
1997-12-30,1978.7596508965125
1997-12-31,1981.7145920098988
1998-01-01,1981.7145920098988
1998-01-02,1981.7145920098988
1998-01-05,1928.802616273655
1998-01-06,1877.1046650501812
1998-01-07,1816.9027773245891
1998-01-08,1814.8649578436903
