Date,COLOMBIA SMALL GROWTH
1994-05-31,160.7450485528317
1994-06-30,161.26558173122208
1994-07-29,157.85018460431
1994-08-31,149.59558332859478
1994-09-30,143.8752337410459
1994-10-31,138.10769494568174
1994-11-30,136.6582870552725
1994-12-30,136.96041634989032
1995-01-31,153.53931833104465
1995-02-28,141.5339264392015
1995-03-31,128.40270810173135
1995-04-28,123.99039286859335
1995-05-31,128.73886425486413
1995-06-30,137.1925876083428
1995-07-31,139.65073666123402
1995-08-31,124.37309856172611
1995-09-29,117.35092952236083
1995-10-31,108.55949083177322
1995-11-30,107.50820819115307
1995-12-29,103.56429162267601
1996-01-31,100.22025068039683
1996-02-29,115.01212446351241
1996-03-29,113.31975598143154
1996-04-30,103.60393881513853
1996-05-31,109.83076773599376
1996-06-28,108.24035311002137
1996-07-31,106.81172115433296
1996-08-30,104.51020693781146
1996-09-30,113.88723052996168
1996-10-31,114.70420783378964
1996-11-29,115.63445709834558
1996-12-31,119.30771887772868
1997-01-01,119.30771887772868
1997-01-02,118.30086029944145
1997-01-03,116.51760424633994
1997-01-06,116.51760424633994
1997-01-07,117.17449666505031
1997-01-08,118.72047117585397
1997-01-09,120.09656833372192
1997-01-10,122.19745953178136
1997-01-13,124.41924105347759
1997-01-14,123.83677562771454
1997-01-15,121.12939777512116
1997-01-16,120.71358130294904
1997-01-17,127.96213784678557
1997-01-20,126.0756192728865
1997-01-21,124.28093992347948
1997-01-22,122.29601251597019
1997-01-23,123.03726218856569
1997-01-24,123.49424678542447
1997-01-27,121.94700706605536
1997-01-28,121.18647077348058
1997-01-29,119.7794478429038
1997-01-30,120.76692544226222
1997-01-31,122.01785065298048
1997-02-03,121.30712596040179
1997-02-04,123.02562371797033
1997-02-05,122.88893927306992
1997-02-06,125.08113304694083
1997-02-07,123.82695285033785
1997-02-10,123.08979403536708
1997-02-11,122.1357622023291
1997-02-12,122.86560574799724
1997-02-13,123.45500247271873
1997-02-14,123.21972985482427
1997-02-17,123.34035978782167
1997-02-18,123.30211540800218
1997-02-19,123.3308193008656
1997-02-20,123.51599721216942
1997-02-21,124.01209649602451
1997-02-24,122.98915826710946
1997-02-25,123.01548526579542
1997-02-26,122.37129669957714
1997-02-27,123.1074541257636
1997-02-28,123.84993092664759
1997-03-03,124.72831302232112
1997-03-04,125.45600946922514
1997-03-05,123.03153772393105
1997-03-06,122.89612531000688
1997-03-07,127.63921440594228
1997-03-10,130.70521297456477
1997-03-11,130.96290930668744
1997-03-12,131.681723686502
1997-03-13,130.330390366536
1997-03-14,130.74410048056743
1997-03-17,129.01484524770612
1997-03-18,127.58407115863358
1997-03-19,129.34378856679916
1997-03-20,128.8989640463468
1997-03-21,123.99316414726492
1997-03-24,124.02827311304517
1997-03-25,123.77622726036563
1997-03-26,123.13189455504724
1997-03-27,123.13189455504724
1997-03-28,123.13189455504724
1997-03-31,123.0654805293463
1997-04-01,125.84419521187476
1997-04-02,126.33533121387417
1997-04-03,126.76174532295799
1997-04-04,126.46288350588067
1997-04-07,126.85699816014412
1997-04-08,126.75451471933111
1997-04-09,126.52217324605476
1997-04-10,127.53480175939069
1997-04-11,126.88796074127757
1997-04-14,126.61270272693667
1997-04-15,126.87632160735133
1997-04-16,127.4874283824819
1997-04-17,128.14107720211692
1997-04-18,127.84876658682178
1997-04-21,125.5560191630217
1997-04-22,126.42623107416055
1997-04-23,125.52935807773243
1997-04-24,126.84502374393116
1997-04-25,126.3608909353668
1997-04-28,127.22111032015894
1997-04-29,127.9237517276961
1997-04-30,127.49187160963422
1997-05-01,127.49187160963422
1997-05-02,126.60739642322032
1997-05-05,126.66310154856342
1997-05-06,127.57565227567594
1997-05-07,127.7420593556687
1997-05-08,127.59960654190385
1997-05-09,128.42326012675545
1997-05-12,128.42326012675545
1997-05-13,129.01223471904916
1997-05-14,128.5183389971019
1997-05-15,128.03753739384865
1997-05-16,129.29870671239073
1997-05-19,129.29552565871168
1997-05-20,129.76562162436235
1997-05-21,131.5199507390258
1997-05-22,131.98394319248143
1997-05-23,132.46808526287083
1997-05-26,133.05563927009953
1997-05-27,133.38510787223075
1997-05-28,132.97861655902253
1997-05-29,133.07125492809496
1997-05-30,132.1504348951633
1997-06-02,132.8240469358708
1997-06-03,133.01053447238348
1997-06-04,133.68782063984625
1997-06-05,133.80403567650217
1997-06-06,133.8331990726846
1997-06-09,133.9262464880306
1997-06-10,132.7415753615569
1997-06-11,133.30733996072416
1997-06-12,133.97213549856625
1997-06-13,135.66790824528542
1997-06-16,134.40541067478654
1997-06-17,135.749758110509
1997-06-18,136.51071256197773
1997-06-19,136.36909775983108
1997-06-20,136.0452805586198
1997-06-23,136.40654284366806
1997-06-24,135.40981260479614
1997-06-25,135.32450370415359
1997-06-26,135.4370372484295
1997-06-27,135.63566168435756
1997-06-30,135.63566168435756
1997-07-01,134.85092828087951
1997-07-02,134.23433023582524
1997-07-03,134.71600320496722
1997-07-04,134.38979462496727
1997-07-07,134.39894093585374
1997-07-08,135.03898602770013
1997-07-09,146.8742890349446
1997-07-10,147.18710749764716
1997-07-11,146.97882410817638
1997-07-14,146.49620829412532
1997-07-15,146.47314779706622
1997-07-16,147.06163162060122
1997-07-17,145.5513598516529
1997-07-18,145.15708980239333
1997-07-21,144.79844170944205
1997-07-22,146.09973007935184
1997-07-23,146.9572751796413
1997-07-24,149.51342510812043
1997-07-25,149.50246325979495
1997-07-28,149.0592223656469
1997-07-29,149.58609769423765
1997-07-30,149.72911757753295
1997-07-31,150.5094585541883
1997-08-01,154.0655436176958
1997-08-04,159.56171142034248
1997-08-05,160.08675607942283
1997-08-06,162.87309908627591
1997-08-07,162.87309908627591
1997-08-08,164.01357904739965
1997-08-11,167.14147348227354
1997-08-12,171.11733264506577
1997-08-13,172.68157637838476
1997-08-14,172.75455285965205
1997-08-15,172.76019592593033
1997-08-18,172.76019592593033
1997-08-19,171.4971428953035
1997-08-20,171.01056705819443
1997-08-21,170.25286326983093
1997-08-22,171.32367387019687
1997-08-25,168.62460409581124
1997-08-26,166.39685013972345
1997-08-27,166.08983759437012
1997-08-28,163.74432148007725
1997-08-29,161.27507912286544
1997-09-01,163.47853565308418
1997-09-02,165.75229665841132
1997-09-03,165.04572912300426
1997-09-04,165.55246639814928
1997-09-05,165.02037307147302
1997-09-08,161.97309119029913
1997-09-09,157.70214662686436
1997-09-10,162.12501162715336
1997-09-11,164.7958557629544
1997-09-12,161.76395651501457
1997-09-15,160.69761520288324
1997-09-16,162.2307082200769
1997-09-17,162.07230800407928
1997-09-18,160.75743011119573
1997-09-19,162.75111630991418
1997-09-22,162.7784449495578
1997-09-23,161.38220025523813
1997-09-24,162.91315450127206
1997-09-25,162.60390581064746
1997-09-26,158.03510971029178
1997-09-29,160.74416074998715
1997-09-30,161.20129149369075
1997-10-01,162.2794267797317
1997-10-02,162.26872333582162
1997-10-03,163.52116417811595
1997-10-06,163.4405840294573
1997-10-07,164.58562665147025
1997-10-08,162.91189362434713
1997-10-09,162.8908118942227
1997-10-10,161.45264154210042
1997-10-13,161.45264154210042
1997-10-14,162.1629232774425
1997-10-15,161.58111978343103
1997-10-16,162.0802046070171
1997-10-17,163.06026428909357
1997-10-20,162.9114441754388
1997-10-21,163.00110376505714
1997-10-22,165.5151093046507
1997-10-23,166.4449106453701
1997-10-24,164.87579902350348
1997-10-27,162.52059025669993
1997-10-28,161.03124229399074
1997-10-29,163.36956189077875
1997-10-30,160.5858163121549
1997-10-31,160.49947887071082
1997-11-03,160.49947887071082
1997-11-04,162.27878827628015
1997-11-05,160.01356726238186
1997-11-06,159.84941393633696
1997-11-07,157.8475215127378
1997-11-10,157.92864754498376
1997-11-11,157.73882102147147
1997-11-12,155.38287907032287
1997-11-13,154.4780790537886
1997-11-14,153.85020608582673
1997-11-17,153.85020608582673
1997-11-18,153.6060871341094
1997-11-19,152.79482866447808
1997-11-20,152.6162670143917
1997-11-21,152.54459550881498
1997-11-24,152.21023511873605
1997-11-25,149.20150710444076
1997-11-26,148.79051555324463
1997-11-27,151.02837060376459
1997-11-28,150.12226401376526
1997-12-01,152.25877977005095
1997-12-02,154.22319725385142
1997-12-03,155.08577637060392
1997-12-04,151.46198018827704
1997-12-05,151.96220287282463
1997-12-08,151.915940509899
1997-12-09,149.71422805997506
1997-12-10,149.57330364528065
1997-12-11,148.35343278277023
1997-12-12,148.75850414061532
1997-12-15,149.53149867714276
1997-12-16,151.02654389551844
1997-12-17,151.7662446152912
1997-12-18,150.73848425356945
1997-12-19,150.6266618990199
1997-12-22,151.24889206898467
1997-12-23,151.4684925831875
1997-12-24,151.3505264674685
1997-12-25,151.3505264674685
1997-12-26,150.16844706387008
1997-12-29,149.73555568114907
1997-12-30,149.78752113062006
1997-12-31,149.78752113062006
1998-01-01,149.78752113062006
1998-01-02,148.31767031234708
1998-01-05,147.74089596654918
1998-01-06,148.08679197635493
1998-01-07,148.4872704645975
1998-01-08,146.99383890407492
1998-01-09,146.18840410862512
1998-01-12,146.18840410862512
1998-01-13,146.35995695667054
1998-01-14,145.77061619296933
1998-01-15,145.5315842278439
1998-01-16,144.73617979086546
1998-01-19,144.57863540982459
1998-01-20,143.79650107290038
1998-01-21,143.32795067614597
1998-01-22,141.82470785468078
1998-01-23,139.75257776373715
