Date,UNITED ARAB EMIRATES SMALL CAP
2002-05-31,125.81238151259849
2002-06-03,125.81238151259849
2002-06-04,125.815806936147
2002-06-05,125.81238151259849
2002-06-06,125.81238151259849
2002-06-07,125.81238151259849
2002-06-10,128.0494531869058
2002-06-11,128.422298465957
2002-06-12,128.23936723310806
2002-06-13,128.0494531869058
2002-06-14,127.67660790785457
2002-06-17,126.93091734975214
2002-06-18,130.28652486121308
2002-06-19,130.28829845634587
2002-06-20,130.28652486121305
2002-06-21,130.29007209976737
2002-06-24,129.16798902405944
2002-06-25,128.79514374500823
2002-06-26,128.98507809371145
2002-06-27,128.98507809371145
2002-06-28,130.47472363364957
2002-07-01,131.58335556457473
2002-07-02,130.75410938899253
2002-07-03,131.3057535486157
2002-07-04,131.86095758053375
2002-07-05,131.86095758053375
2002-07-08,131.03528658773908
2002-07-09,131.02815153265672
2002-07-10,131.03171896306682
2002-07-11,131.03171896306682
2002-07-12,131.3093285371411
2002-07-15,132.14575511814365
2002-07-16,132.4197668334383
2002-07-17,133.25259555566117
2002-07-18,133.25259555566117
2002-07-19,133.25622364854823
2002-07-22,134.92008969712697
2002-07-23,131.59052085294138
2002-07-24,132.69737640751256
2002-07-25,132.1439561642643
2002-07-26,132.14575511814368
2002-07-29,132.14215725936404
2002-07-30,130.7541093889926
2002-07-31,131.31290372034027
2002-08-01,131.86454768528978
2002-08-02,133.25622364854834
2002-08-05,136.86152001862712
2002-08-06,136.02498781991915
2002-08-07,136.03239497455976
2002-08-08,136.02869129640425
2002-08-09,136.02869129640425
2002-08-12,138.5271774630729
2002-08-13,138.5271774630729
2002-08-14,140.4723567628525
2002-08-15,140.1928349075187
2002-08-16,141.02758346942505
2002-08-19,139.36000618529582
2002-08-20,139.6357148675017
2002-08-21,137.41673916677573
2002-08-22,139.08618343317235
2002-08-23,139.36000618529582
2002-08-26,139.64141769837465
2002-08-27,139.90951147607794
2002-08-28,141.02758346942508
2002-08-29,140.47426909617815
2002-08-30,140.47044448159306
2002-09-02,141.30327320381593
2002-09-03,141.8546301550587
2002-09-04,144.3569785186332
2002-09-05,145.4693971220055
2002-09-06,147.1330742593762
2002-09-09,147.1330742593762
2002-09-10,149.90508861787032
2002-09-11,149.62748660191127
2002-09-12,144.91219766678188
2002-09-13,143.24264023485387
2002-09-16,134.63881055812803
2002-09-17,134.63881055812803
2002-09-18,137.96820193163245
2002-09-19,139.63761575937022
2002-09-20,140.1928349075188
2002-09-23,140.19283490751877
2002-09-24,139.91141604334555
2002-09-25,139.63571486750178
2002-09-26,139.08050327757132
2002-09-27,138.5234059635504
2002-09-30,139.35621201142746
2002-10-01,139.3581090725365
2002-10-02,133.52838737826704
2002-10-03,136.85779386779626
2002-10-04,138.24580394759136
2002-10-07,138.22510593281785
2002-10-08,137.69059991567332
2002-10-09,137.96820193163234
2002-10-10,137.96820193163234
2002-10-11,137.96820193163234
2002-10-14,138.24580394759133
2002-10-15,138.52529168764082
2002-10-16,138.24580394759133
2002-10-17,138.52529168764082
2002-10-18,138.52340596355032
2002-10-21,139.08050327757124
2002-10-22,139.35621201142737
2002-10-23,139.35621201142737
2002-10-24,139.08050327757124
2002-10-25,138.799118527855
2002-10-28,137.69059991567326
2002-10-29,138.52717746307286
2002-10-30,138.52717746307286
2002-10-31,138.80100797950934
2002-11-01,138.52717746307286
2002-11-04,138.5252916876408
2002-11-05,138.5252916876408
2002-11-06,139.0805032775712
2002-11-07,139.07860999546833
2002-11-08,139.35621201142735
2002-11-11,139.35621201142735
2002-11-12,139.3543150019664
2002-11-13,140.96809273505264
2002-11-14,140.4666200752634
2002-11-15,140.4666200752634
2002-11-18,143.52024225081257
2002-11-19,143.79784426677156
2002-11-20,142.13223217101748
2002-11-21,142.96503821889453
2002-11-22,142.96309208369055
2002-11-25,143.52024225081254
2002-11-26,143.79784426677153
2002-11-27,143.79784426677153
2002-11-28,143.51828855780195
2002-11-29,143.79392937623584
2002-12-02,147.924353942439
2002-12-03,147.9263676145591
2002-12-04,147.9263676145591
2002-12-05,147.9263676145591
2002-12-06,144.17316457111588
2002-12-09,144.17316457111588
2002-12-10,145.65617414484373
2002-12-11,146.14920222863654
2002-12-12,146.3308913857659
2002-12-13,147.6465044315235
2002-12-16,143.56245555394503
2002-12-17,142.99947509742853
2002-12-18,143.00336846438918
2002-12-19,143.0053152273725
2002-12-20,143.00726204336067
2002-12-23,144.73093701191837
2002-12-24,146.3257485698544
2002-12-25,146.13808330836395
2002-12-26,146.14206223679207
2002-12-27,146.13410459659406
2002-12-30,146.13808330836397
2002-12-31,144.90551309888195
2003-01-01,144.90551309888195
2003-01-02,144.90748575653336
2003-01-03,145.6601399522427
2003-01-06,144.41770596484952
2003-01-07,145.79015552531055
2003-01-08,145.42077902322012
2003-01-09,145.41484033007586
2003-01-10,145.6044799927344
2003-01-13,145.79214014490657
2003-01-14,145.79214014490657
2003-01-15,144.8558112845533
2003-01-16,145.41681984056223
2003-01-17,145.2271827324585
2003-01-20,145.9798002970787
2003-01-21,145.9817875253325
2003-01-22,145.9798002970787
2003-01-23,146.17144006918195
2003-01-24,146.9181010579395
2003-01-27,146.92210111514385
2003-01-28,147.48108151445598
2003-01-29,146.35711293892558
2003-01-30,146.35910533067243
2003-01-31,146.92210111514385
2003-02-03,147.58837772558508
2003-02-04,147.6687416666281
2003-02-05,147.48108151445595
2003-02-06,147.48509689961526
2003-02-07,147.29342136228382
2003-02-10,147.2974316381248
2003-02-11,147.2974316381248
2003-02-12,147.29342136228385
2003-02-13,147.29342136228385
2003-02-14,147.29743163812483
2003-02-17,147.47907390386652
2003-02-18,147.4850968996153
2003-02-19,147.4850968996153
2003-02-20,147.67276216110577
2003-02-21,147.6687416666282
2003-02-24,147.48108151445604
2003-02-25,147.6727621611058
2003-02-26,146.9221011151439
2003-02-27,145.42077902322012
2003-02-28,145.41681984056225
2003-03-03,145.4207790232201
2003-03-04,144.8577832387487
2003-03-05,144.873560805337
2003-03-06,145.0454485002392
2003-03-07,145.0612465068832
2003-03-10,145.9758260028778
2003-03-11,145.98178752533258
2003-03-12,144.8459523188501
2003-03-13,144.85581128455334
2003-03-14,144.85383938404578
2003-03-17,144.6661792318736
2003-03-18,144.29085892752926
2003-03-19,143.34475284388907
2003-03-20,143.54803471060274
2003-03-21,142.78763396343322
2003-03-24,143.72787847101284
2003-03-25,140.10158121965088
2003-03-26,139.16139887402926
2003-03-27,139.16518764067433
2003-03-28,139.16139887402926
2003-03-31,135.71408501537124
2003-04-01,135.71223758496578
2003-04-02,135.52273516172446
