Date,EGYPT SMALL CAP
1996-05-31,199.86137277704938
1996-06-28,205.63677432459326
1996-07-31,229.3275515054623
1996-08-30,244.92507564536825
1996-09-30,282.7592921964654
1996-10-31,306.46329897872164
1996-11-29,349.65172457012716
1996-12-31,345.94797449282356
1997-01-01,345.94797449282356
1997-01-02,353.8519898709314
1997-01-03,351.8875665700393
1997-01-06,381.303182986227
1997-01-07,380.11564619059453
1997-01-08,384.2985652948073
1997-01-09,385.2514257933276
1997-01-10,386.5181072414024
1997-01-13,385.0305561843858
1997-01-14,383.26999342739015
1997-01-15,382.45843214171487
1997-01-16,383.49605204319437
1997-01-17,383.49605204319437
1997-01-20,399.8487976215293
1997-01-21,411.1562861858327
1997-01-22,417.4538374244885
1997-01-23,427.661812079013
1997-01-24,427.661812079013
1997-01-27,444.1393519357986
1997-01-28,454.8126776468229
1997-01-29,464.43507996243443
1997-01-30,475.86402700016026
1997-01-31,475.86402700016026
1997-02-03,507.3535403351006
1997-02-04,523.9753424736828
1997-02-05,532.3920035634311
1997-02-06,537.2852586570762
1997-02-07,537.2852586570762
1997-02-10,537.2852586570762
1997-02-11,542.1418425066475
1997-02-12,547.1918378532614
1997-02-13,551.7359888581748
1997-02-14,552.353952680343
1997-02-17,564.609812786531
1997-02-18,562.807302323431
1997-02-19,558.6678859545326
1997-02-20,555.885401867859
1997-02-21,555.885401867859
1997-02-24,560.8015027540915
1997-02-25,567.5577363037734
1997-02-26,554.9763972607241
1997-02-27,546.1943951885072
1997-02-28,546.1943951885072
1997-03-03,542.0281225996947
1997-03-04,543.983863258944
1997-03-05,544.1822050499347
1997-03-06,541.0932948427567
1997-03-07,541.0932948427567
1997-03-10,529.5185630291069
1997-03-11,522.3612589269886
1997-03-12,514.2218519727829
1997-03-13,512.5283656396203
1997-03-14,512.5283656396203
1997-03-17,517.4721022222723
1997-03-18,513.1660962647103
1997-03-19,512.5855230296968
1997-03-20,502.31040703148625
1997-03-21,502.31040703148625
1997-03-24,491.6299124133785
1997-03-25,488.3776150788689
1997-03-26,496.2966396082468
1997-03-27,508.58777204973046
1997-03-28,508.58777204973046
1997-03-31,510.9579484370425
1997-04-01,508.5606611657221
1997-04-02,512.868210701601
1997-04-03,510.9642735141968
1997-04-04,510.9642735141968
1997-04-07,502.6405574092105
1997-04-08,500.8869642288958
1997-04-09,499.50649718028313
1997-04-10,500.8754349890758
1997-04-11,500.2856059642856
1997-04-14,503.02823686671627
1997-04-15,505.0226934455906
1997-04-16,504.3336655235458
1997-04-17,504.3336655235458
1997-04-18,504.3336655235458
1997-04-21,506.24100362756786
1997-04-22,506.49412222060533
1997-04-23,507.83718943596875
