Date,INDIA DOMESTIC SMALL CAP
2008-05-30,1000.0
2008-06-02,973.7709482865483
2008-06-03,964.5791009090244
2008-06-04,934.8230527404767
2008-06-05,934.4645993830047
2008-06-06,934.3567762440248
2008-06-09,899.5972706399627
2008-06-10,886.7647442054714
2008-06-11,903.0294597180099
2008-06-12,910.3301236873446
2008-06-13,908.2759180455805
2008-06-16,915.4270038277499
2008-06-17,934.4838608704754
2008-06-18,924.8696228634938
2008-06-19,905.0463605012935
2008-06-20,877.0931723346065
2008-06-23,843.2264702391351
2008-06-24,828.9483610045867
2008-06-25,840.2561568791535
2008-06-26,838.6358355250956
2008-06-27,806.2312687354084
2008-06-30,775.1058016454849
2008-07-01,732.1999014457019
2008-07-02,762.6163275253167
2008-07-03,738.2536353451571
2008-07-04,759.4610448729312
2008-07-07,767.5252774129821
2008-07-08,765.5811381931791
2008-07-09,792.3995119922288
2008-07-10,795.0980312934471
2008-07-11,779.5534153985851
2008-07-14,773.4462504695355
2008-07-15,742.1524789555904
2008-07-16,732.8544757668838
2008-07-17,748.5740068321765
2008-07-18,764.808436434116
2008-07-21,768.8677065690877
2008-07-22,780.7926527668711
2008-07-23,838.8459677197187
2008-07-24,833.5398689707389
2008-07-25,829.8332515923252
2008-07-28,832.3851597825793
2008-07-29,807.9486292371329
2008-07-30,828.4385633068915
2008-07-31,820.6865015267504
2008-08-01,839.3280243301713
2008-08-04,851.2737529422682
2008-08-05,872.6616837149894
2008-08-06,875.6559417136656
2008-08-07,877.9509540055025
2008-08-08,879.54639214255
2008-08-11,893.0708104223964
2008-08-12,880.4912723513021
2008-08-13,873.3502957894868
2008-08-14,849.1572428458159
2008-08-15,849.1572428458156
2008-08-18,830.6599257090212
2008-08-19,828.0300436093105
2008-08-20,835.9838641408732
2008-08-21,820.0346591511313
2008-08-22,823.3261559081197
2008-08-25,818.225809023186
2008-08-26,817.3251057146821
2008-08-27,809.638792848501
2008-08-28,797.4639341911944
2008-08-29,816.7975023216202
2008-09-01,813.0671874163814
2008-09-02,822.8983169566919
2008-09-03,822.8983169566919
2008-09-04,823.4510048511216
2008-09-05,806.2139484604941
2008-09-08,818.3251579386449
2008-09-09,808.584357368525
2008-09-10,794.1629254865346
2008-09-11,776.3331735966389
2008-09-12,759.4318130327601
2008-09-15,717.5529527999546
2008-09-16,695.1324537321278
2008-09-17,692.9789438972319
2008-09-18,682.3542259726167
2008-09-19,714.693986465749
2008-09-22,719.168174954685
2008-09-23,696.9922453830708
2008-09-24,694.892917278579
2008-09-25,684.8569584980919
2008-09-26,658.2188898858356
2008-09-29,623.1483329315575
2008-09-30,631.8618798806968
2008-10-01,639.9059018484174
2008-10-02,639.9059018484174
2008-10-03,612.9295317604849
2008-10-06,559.9909701154852
2008-10-07,544.1554462540913
2008-10-08,510.26603795432266
2008-10-09,510.26603795432266
2008-10-10,458.42942004879455
2008-10-13,485.83535724216824
2008-10-14,498.37827056117226
2008-10-15,470.16569179107387
2008-10-16,459.93965513270075
2008-10-17,444.17375320263073
2008-10-20,438.477049009891
2008-10-21,451.08427702423273
2008-10-22,433.5032309305049
2008-10-23,414.8781490513223
2008-10-24,376.74001708711063
2008-10-27,360.43526569793454
2008-10-28,384.83914744554295
2008-10-29,378.29675709131675
2008-10-30,378.2967570913167
2008-10-31,397.7263584921813
2008-11-03,423.51359894073704
2008-11-04,446.1470102269256
2008-11-05,442.24509666906937
2008-11-06,426.74499937859076
2008-11-07,434.0753259684465
2008-11-10,455.2078418766073
2008-11-11,430.1255388306611
2008-11-12,407.8533337417387
2008-11-13,407.8533337417387
2008-11-14,400.60341928694777
2008-11-17,386.14570509335596
2008-11-18,374.1428733986361
2008-11-19,364.77128447166336
2008-11-20,351.6548533411519
2008-11-21,356.4016681917028
2008-11-24,353.6175563975118
2008-11-25,351.50958790450574
2008-11-26,356.0031127177956
2008-11-27,356.0031127177956
2008-11-28,352.0490604165534
2008-12-01,345.35917171530144
2008-12-02,341.326506216271
2008-12-03,346.71764568639514
2008-12-04,359.5101919795462
2008-12-05,357.7512369710792
2008-12-08,356.945587016404
2008-12-09,356.945587016404
2008-12-10,370.1307168196572
2008-12-11,382.2577269997405
2008-12-12,387.88378972764883
2008-12-15,408.1778301764537
2008-12-16,421.6507996676931
2008-12-17,408.54620896451945
2008-12-18,424.81644759618536
2008-12-19,428.4110595086876
2008-12-22,422.14906056808655
2008-12-23,403.30550365433453
2008-12-24,406.06984827629026
2008-12-25,406.06984827629026
2008-12-26,396.6014953970094
2008-12-29,402.9242382062336
2008-12-30,412.1111815251181
2008-12-31,412.2458818770781
2009-01-01,425.11225644543725
2009-01-02,436.6038028399678
2009-01-05,447.38221135920764
2009-01-06,444.486788567884
2009-01-07,409.81662984464646
2009-01-08,409.90060005873215
2009-01-09,402.4631658259417
2009-01-12,387.78819919960654
2009-01-13,379.29895699357
2009-01-14,388.91735291755117
2009-01-15,379.82006735771796
2009-01-16,384.76704185471755
2009-01-19,388.789699381435
2009-01-20,380.62631298805144
2009-01-21,371.5415815809835
2009-01-22,363.0980791820498
2009-01-23,355.3438257176512
2009-01-26,355.34382571765116
2009-01-27,359.66770566814745
2009-01-28,366.3513128232627
2009-01-29,365.2983501659244
2009-01-30,370.8545079704929
2009-02-02,364.6733959642474
2009-02-03,363.151825876369
2009-02-04,360.88591139264423
2009-02-05,358.7035954880692
2009-02-06,365.19453435232106
2009-02-09,373.22930457549666
2009-02-10,374.79577065618145
2009-02-11,376.84465763568556
2009-02-12,374.4498563514489
2009-02-13,381.0700057272912
2009-02-16,368.9910422092933
2009-02-17,353.62638393246624
2009-02-18,350.9246987390381
2009-02-19,352.8750124926622
2009-02-20,345.8101474650244
2009-02-23,345.8101474650244
2009-02-24,337.4265645069843
2009-02-25,338.41048990131367
2009-02-26,334.58673852413943
2009-02-27,331.0629264082642
2009-03-02,318.9228185832333
2009-03-03,312.49568708373215
2009-03-04,314.122827919563
2009-03-05,307.1628824056533
2009-03-06,306.3858063531003
2009-03-09,300.45057511135565
2009-03-10,300.45057511135565
2009-03-11,300.45057511135565
2009-03-12,302.31427447813917
2009-03-13,314.49130616225005
2009-03-16,323.0469714940821
2009-03-17,322.6465619197429
2009-03-18,331.0389575582981
2009-03-19,338.9701973232115
2009-03-20,337.3966292531269
2009-03-23,348.10298582158765
2009-03-24,343.37443047329924
2009-03-25,346.44927760616645
2009-03-26,354.6071203879113
2009-03-27,362.9861477276569
2009-03-30,350.8867194684328
2009-03-31,362.25190556773464
2009-04-01,371.14527275009897
2009-04-02,388.351991847682
2009-04-03,388.3519918476821
2009-04-06,399.948258064414
2009-04-07,399.948258064414
2009-04-08,411.71628838109547
2009-04-09,420.18422448255126
2009-04-10,420.18422448255126
2009-04-13,435.636515008244
2009-04-14,435.636515008244
2009-04-15,456.4735540960466
2009-04-16,432.6453261336381
2009-04-17,437.06059288025637
2009-04-20,440.3546031656614
2009-04-21,438.7444367400045
2009-04-22,432.71590128685693
2009-04-23,442.4633740811026
2009-04-24,451.9746865904306
2009-04-27,445.64693783350015
2009-04-28,424.2322777955033
2009-04-29,436.6324770353968
2009-04-30,436.6324770353969
2009-05-01,436.632477035397
2009-05-04,455.6260934145522
2009-05-05,470.27459846361154
2009-05-06,462.6345337683548
2009-05-07,478.15210839212784
2009-05-08,477.8325726546794
2009-05-11,468.4236785995607
2009-05-12,476.5061792220861
2009-05-13,471.1584403832539
2009-05-14,474.5546862379011
2009-05-15,483.7273334527671
2009-05-18,559.8085474345985
2009-05-19,580.3252068090745
2009-05-20,624.3885470809756
2009-05-21,626.8392413439949
2009-05-22,644.787272676081
2009-05-25,665.828248193442
2009-05-26,632.1151659784914
2009-05-27,661.2197490541122
2009-05-28,666.2286604947043
2009-05-29,692.1902725345499
2009-06-01,718.521029024268
2009-06-02,724.245632473344
2009-06-03,736.3027879202342
2009-06-04,749.1052705658454
2009-06-05,746.5124097938143
2009-06-08,694.6820950476077
2009-06-09,717.7783234564882
2009-06-10,731.8615848213519
2009-06-11,723.3071539972207
2009-06-12,705.3642351444689
2009-06-15,686.9749220250562
2009-06-16,703.6226140363459
2009-06-17,669.0213102511041
2009-06-18,647.491361095069
2009-06-19,660.0542222574186
2009-06-22,650.6358615556422
2009-06-23,652.7425727721724
2009-06-24,668.6954730248312
2009-06-25,664.8718616056484
2009-06-26,689.7276697146758
2009-06-29,700.5287166499841
2009-06-30,679.9010770367242
2009-07-01,685.9897060614309
2009-07-02,688.2695065491793
2009-07-03,694.7099399427963
2009-07-06,644.9069471572856
2009-07-07,652.1636438039778
2009-07-08,621.2162476751726
2009-07-09,627.2381560945227
2009-07-10,609.4946623497812
2009-07-13,587.1189890133793
2009-07-14,616.7397803603427
2009-07-15,648.6438875908372
2009-07-16,649.7601862160866
2009-07-17,666.0432148384509
2009-07-20,691.8655843989885
2009-07-21,686.6791672053051
2009-07-22,677.7057760891664
2009-07-23,694.5878203470427
2009-07-24,711.0273928704828
2009-07-27,721.6459636345305
2009-07-28,731.763474664865
2009-07-29,718.7762179713272
2009-07-30,724.0064889216897
2009-07-31,737.6632278939248
2009-08-03,758.45105675981
2009-08-04,755.230544703025
2009-08-05,761.5883116446997
2009-08-06,741.5681379244113
2009-08-07,722.670330344244
2009-08-10,710.6182633107895
2009-08-11,716.4548333739781
2009-08-12,712.1494479602808
2009-08-13,743.8296183563021
2009-08-14,743.4641493385906
2009-08-17,702.4035432562107
2009-08-18,721.897272286259
2009-08-19,715.4750571535292
2009-08-20,723.2712706991333
2009-08-21,735.5368591173585
2009-08-24,756.7033758177466
2009-08-25,759.4677481340913
2009-08-26,767.4132895815767
2009-08-27,771.2026166842877
2009-08-28,781.4564313185384
2009-08-31,782.0325784444659
2009-09-01,767.3011137862889
2009-09-02,763.7292034541811
2009-09-03,766.6182440717145
2009-09-04,776.1827844265013
2009-09-07,796.814594328165
2009-09-08,797.1067683437457
2009-09-09,796.1231160401379
2009-09-10,790.0409658313295
2009-09-11,792.6614522933926
2009-09-14,789.2560390952472
2009-09-15,806.0686767232331
2009-09-16,823.726036899558
2009-09-17,828.3558784749307
2009-09-18,834.1099373190364
2009-09-21,834.1099373190364
2009-09-22,842.8301376234232
2009-09-23,830.5982154790537
2009-09-24,835.8650421973983
2009-09-25,840.6721774128771
2009-09-28,840.6721774128771
2009-09-29,844.1596954542965
2009-09-30,852.6626504206757
2009-10-01,855.7449775487463
2009-10-02,855.7449775487463
2009-10-05,843.757533294765
2009-10-06,855.019814081495
2009-10-07,866.2852129653439
2009-10-08,879.4733329135626
2009-10-09,869.5391824032479
2009-10-12,879.3925480407831
2009-10-13,879.3925480407831
2009-10-14,908.8903724968761
2009-10-15,911.1925873856734
2009-10-16,919.2728456712003
2009-10-19,924.2270473916367
2009-10-20,932.0345427548872
2009-10-21,914.81560579658
2009-10-22,890.8534375459924
2009-10-23,903.7755425320663
2009-10-26,882.5043328630079
2009-10-27,838.9081400129971
2009-10-28,831.4138868540347
2009-10-29,815.4482328490425
2009-10-30,816.1075223904113
2009-11-02,816.1075223904113
2009-11-03,773.0831436005958
2009-11-04,807.7796445314123
2009-11-05,826.3137718870851
2009-11-06,850.2077929659558
2009-11-09,873.5784878834476
2009-11-10,868.7433512022415
2009-11-11,891.1232131531895
2009-11-12,875.8886675646943
2009-11-13,884.6822391825045
2009-11-16,894.5708278724187
2009-11-17,895.1315910220868
2009-11-18,899.2798686665734
2009-11-19,874.374509700163
2009-11-20,886.2886527206202
2009-11-23,891.3278453698965
2009-11-24,894.5055946676447
2009-11-25,897.2326846738016
2009-11-26,876.3942322144894
2009-11-27,860.7151215699021
2009-11-30,878.8285052997385
2009-12-01,899.3608642399138
2009-12-02,905.3848687942348
2009-12-03,913.7162118510349
