Date,SAUDI ARABIA SMALL CAP
2014-08-29,1021.132644334301
2014-09-01,1026.7933035751148
2014-09-02,1023.9194614139959
2014-09-03,1024.5162808478037
2014-09-04,1031.4973167863666
2014-09-05,1031.4973167863666
2014-09-08,1043.9411897669427
2014-09-09,1048.0509831443958
2014-09-10,1050.330850312654
2014-09-11,1044.6913930347669
2014-09-12,1044.6913930347669
2014-09-15,1036.451968025058
2014-09-16,1041.6388082103672
2014-09-17,1049.5965133995269
2014-09-18,1050.8242440790937
2014-09-19,1050.824244079093
2014-09-22,1029.8996281953007
2014-09-23,1029.8996281953005
2014-09-24,1012.6936354492265
2014-09-25,1020.391729895868
2014-09-26,1020.3509251079486
2014-09-29,1027.4299614124031
2014-09-30,1037.4343309009193
2014-10-01,1040.7294892597824
2014-10-02,1037.6676672528547
2014-10-03,1037.6538377689303
2014-10-06,1037.640008653626
2014-10-07,1037.7229888750358
2014-10-08,1037.861318741051
2014-10-09,1037.8336498175975
2014-10-10,1037.8336498175977
2014-10-13,984.8830629560526
2014-10-14,972.7687791754124
2014-10-15,952.9934998314661
2014-10-16,911.4014785018363
2014-10-17,911.3893308552757
2014-10-20,954.3278113265244
2014-10-21,982.4853246087401
2014-10-22,991.7042537088769
2014-10-23,986.5922180988421
2014-10-24,986.6842595409636
2014-10-27,999.6953426878421
2014-10-28,994.9050316282445
2014-10-29,984.489444279507
2014-10-30,977.3754961334614
2014-10-31,977.3494449441198
2014-11-03,998.9104352343934
2014-11-04,969.1267671935032
2014-11-05,964.6594184506005
2014-11-06,973.1385893879119
2014-11-07,973.0737471998902
2014-11-10,990.6670305296585
2014-11-11,979.429306338031
2014-11-12,978.2291536879454
2014-11-13,969.0222613854686
2014-11-14,969.0093488361795
2014-11-17,920.2765298555021
2014-11-18,927.9580354069499
2014-11-19,934.0140152306527
2014-11-20,937.3590958368261
2014-11-21,937.3091293342964
2014-11-24,931.960667289595
2014-11-25,914.0470641451308
2014-11-26,896.9859626700564
2014-11-27,901.0361258755465
2014-11-28,900.8800732032352
2014-12-01,875.1374741075666
2014-12-02,885.1714365362002
2014-12-03,888.2471818112173
2014-12-04,900.7425612859322
2014-12-05,900.7545603076364
2014-12-08,890.7720909859008
2014-12-09,877.8375370309478
2014-12-10,863.1227462885635
2014-12-11,851.3725527071225
2014-12-12,851.3838943605035
2014-12-15,786.4032988951019
2014-12-16,722.8776873143872
2014-12-17,750.526803452338
2014-12-18,809.8387077986665
2014-12-19,809.752420494451
2014-12-22,836.1318336671244
2014-12-23,839.4128176705211
2014-12-24,853.9847593632694
2014-12-25,854.9364728065636
2014-12-26,855.0048176048693
2014-12-29,870.1755029359249
2014-12-30,829.7047758186814
2014-12-31,814.8102129254667
2015-01-01,830.3891391622549
2015-01-02,829.9357371818892
2015-01-05,806.4849628521882
2015-01-06,799.6810690821576
2015-01-07,808.8788112050387
2015-01-08,819.4575329865808
2015-01-09,819.4575329865806
2015-01-12,832.5479214005809
2015-01-13,836.876166194713
2015-01-14,841.181132130824
2015-01-15,841.7367542451167
2015-01-16,841.4901473017221
2015-01-19,854.0123579562959
2015-01-20,857.355313376355
2015-01-21,844.9159069752864
2015-01-22,848.2484302125315
2015-01-23,848.3048822576675
2015-01-26,857.7122811371166
2015-01-27,873.8395396018487
2015-01-28,888.2757779331579
2015-01-29,891.4093399986122
2015-01-30,891.1130135110122
2015-02-02,924.2155311912228
2015-02-03,925.6748902655221
2015-02-04,923.7393417739504
2015-02-05,925.8008444874358
2015-02-06,925.9241957870978
2015-02-09,938.3936814109062
2015-02-10,937.3109724447377
2015-02-11,920.0513580247882
2015-02-12,933.4412251079478
2015-02-13,933.3790288642712
2015-02-16,947.104600582264
2015-02-17,934.7246222972054
2015-02-18,931.8744365553696
2015-02-19,929.8189363001688
2015-02-20,929.8561151775064
2015-02-23,918.6451035226247
2015-02-24,925.1003934840705
2015-02-25,926.7187561985013
2015-02-26,923.5889592261088
2015-02-27,923.6259003217378
2015-03-02,939.9396839391045
2015-03-03,948.7407773234206
2015-03-04,947.2804143177473
2015-03-05,954.2637615148037
2015-03-06,954.2637615148037
2015-03-09,955.1773673319492
2015-03-10,957.2610492846354
2015-03-11,956.1650155337195
2015-03-12,958.7107115897704
2015-03-13,958.6851500606386
2015-03-16,933.9907376935236
2015-03-17,923.0847375898716
2015-03-18,909.3211098840939
2015-03-19,918.1339900796182
2015-03-20,918.1095107496332
2015-03-23,938.2571914111805
2015-03-24,942.9088222130584
2015-03-25,889.6107857887474
2015-03-26,891.2580607519706
2015-03-27,891.3531092687475
2015-03-30,909.6680584160389
2015-03-31,893.4342365020497
2015-04-01,891.8008746986613
2015-04-02,881.9310417479895
2015-04-03,881.9310417479895
2015-04-06,877.0745102504465
2015-04-07,892.501789583883
2015-04-08,895.2600072650123
2015-04-09,900.51030439471
2015-04-10,900.51030439471
2015-04-13,917.3219313193263
2015-04-14,921.0186475433572
2015-04-15,936.255682450493
2015-04-16,944.56756985436
2015-04-17,944.5801629132727
2015-04-20,966.4626024298302
