Date,CHILE SMALL CAP
1994-05-31,180.0004452124925
1994-06-30,181.67782790628308
1994-07-29,175.53322336521342
1994-08-31,207.78807809910919
1994-09-30,240.93973593763207
1994-10-31,265.103852613543
1994-11-30,270.91366314455297
1994-12-30,267.16330936893013
1995-01-31,264.5063987935236
1995-02-28,264.31905753862037
1995-03-31,269.7606716616189
1995-04-28,295.01337943928166
1995-05-31,353.0452078304014
1995-06-30,369.2995187374635
1995-07-31,367.3409631180333
1995-08-31,359.83677378325586
1995-09-29,368.0236032622009
1995-10-31,341.08116176130744
1995-11-30,321.58797733294193
1995-12-29,336.26687880472116
1996-01-31,339.16798316829494
1996-02-29,331.81792493079894
1996-03-29,316.28831377096725
1996-04-30,329.359602081018
1996-05-31,318.39267672343874
1996-06-28,305.1742534756479
1996-07-31,299.34940649518205
1996-08-30,282.97948148513706
1996-09-30,281.4005407179751
1996-10-31,271.17385759794774
1996-11-29,261.01244867037036
1996-12-31,254.32991716051822
1997-01-01,254.35474780492532
1997-01-02,255.1154392720492
1997-01-03,256.8367750178714
1997-01-06,258.6573533577769
1997-01-07,259.58556132279654
1997-01-08,261.3210755378418
1997-01-09,261.88044726949533
1997-01-10,261.77232002491024
1997-01-13,261.9170066593985
1997-01-14,264.63633521260067
1997-01-15,266.2680491451802
1997-01-16,266.5119005023957
1997-01-17,267.4302276641213
1997-01-20,268.0424353228267
1997-01-21,268.8257850554439
1997-01-22,267.4679888309572
1997-01-23,268.7469285807297
1997-01-24,267.10999398084914
1997-01-27,265.08995966386544
1997-01-28,266.87533633898545
1997-01-29,267.29531486914055
1997-01-30,268.6657192665352
1997-01-31,268.62345681656876
1997-02-03,269.5580930059252
1997-02-04,268.4523030997922
1997-02-05,268.3098613471531
1997-02-06,270.1093080306237
1997-02-07,272.49315230325334
1997-02-10,272.4369442327479
1997-02-11,271.9376875011966
1997-02-12,273.2680860702538
1997-02-13,274.48732288477316
1997-02-14,274.5084136424253
1997-02-17,274.45791260476716
1997-02-18,274.8452394259606
1997-02-19,275.4164853096318
1997-02-20,276.7035809943074
1997-02-21,276.51198046182964
1997-02-24,277.8293288028921
1997-02-25,278.44855188281804
1997-02-26,279.12968954671817
1997-02-27,278.79108640961766
1997-02-28,277.108705350228
1997-03-03,275.07817655908434
1997-03-04,272.63753298190323
1997-03-05,271.01023241458495
1997-03-06,271.5700383658239
1997-03-07,271.78778438081827
1997-03-10,271.9556822420246
1997-03-11,272.1760027068095
1997-03-12,271.8589231664554
1997-03-13,271.2822663849052
1997-03-14,271.2218290272247
1997-03-17,270.5628492179235
1997-03-18,269.1327801737274
1997-03-19,268.52237006170304
1997-03-20,267.14761949559914
1997-03-21,266.4653140574802
1997-03-24,266.42233483531766
1997-03-25,266.27594583951236
1997-03-26,266.8713312591267
1997-03-27,268.78769399008775
1997-03-28,268.8168526997698
1997-03-31,268.2113467015609
1997-04-01,267.0816167140688
1997-04-02,266.21914470415794
1997-04-03,267.6332137329843
1997-04-04,266.81693279292284
1997-04-07,267.0071255130029
1997-04-08,267.26170612924074
1997-04-09,266.7995920716136
1997-04-10,268.25917469478503
1997-04-11,267.74975870284516
1997-04-14,267.6281111809615
1997-04-15,267.5639027779797
1997-04-16,267.4656890613395
1997-04-17,268.8938032483255
1997-04-18,269.2218952475016
1997-04-21,268.5853392989612
1997-04-22,268.34452498286976
1997-04-23,268.713573920374
1997-04-24,269.23575265262224
1997-04-25,269.3933850669167
1997-04-28,268.59032067532144
1997-04-29,269.3121971200781
1997-04-30,268.3504009298731
1997-05-01,268.3504009298731
1997-05-02,268.6086048921472
1997-05-05,267.8296433780353
1997-05-06,267.5289188256298
1997-05-07,266.31068947906874
1997-05-08,267.0203117280629
1997-05-09,268.1130638123647
1997-05-12,267.769006838383
1997-05-13,268.58074889856795
1997-05-14,268.9475020622458
1997-05-15,268.9067852598156
1997-05-16,269.2181459012857
1997-05-19,269.9633055435903
1997-05-20,269.85733718748537
1997-05-21,269.94373787029207
1997-05-22,271.18572067004936
1997-05-23,271.79864170024206
1997-05-26,271.80126043072266
1997-05-27,272.0717440872698
1997-05-28,272.3085796206818
1997-05-29,272.170107803787
1997-05-30,276.66764324752137
1997-06-02,278.8142513186134
1997-06-03,276.90410647379946
1997-06-04,278.5996609509909
1997-06-05,278.1222747771739
1997-06-06,278.6874477704812
1997-06-09,279.77837524165864
1997-06-10,281.13465340043484
1997-06-11,282.8940696369913
1997-06-12,287.0717650475903
1997-06-13,287.6024458538435
1997-06-16,285.9109111758763
1997-06-17,285.3492947122041
1997-06-18,284.11625835446284
1997-06-19,284.2962259413783
1997-06-20,285.43365678749234
1997-06-23,283.6986394762007
1997-06-24,282.36682852204103
1997-06-25,282.40090605378487
1997-06-26,282.28206999169197
1997-06-27,283.2978274279966
1997-06-30,284.04149916159196
1997-07-01,285.49612266443444
1997-07-02,287.0528151583574
1997-07-03,288.27615702443575
1997-07-04,289.13645645712666
1997-07-07,288.295926951982
1997-07-08,286.6484097272924
1997-07-09,285.02136149924166
1997-07-10,284.32187195198395
1997-07-11,283.90216112151836
1997-07-14,283.69654356036875
1997-07-15,281.82639774502064
1997-07-16,280.8663230550996
1997-07-17,280.622792188406
1997-07-18,278.5712335850032
1997-07-21,277.8707475178705
1997-07-22,277.6218902233848
1997-07-23,278.87703056876524
1997-07-24,279.37387852752835
1997-07-25,279.3249974972723
1997-07-28,280.0246015776047
1997-07-29,279.8946361320448
