Date,KOREA SMALL CAP
1994-05-31,805.6760859104684
1994-06-30,835.7614163876827
1994-07-29,851.367500175639
1994-08-31,823.9966234221376
1994-09-30,864.8520127265319
1994-10-31,1007.175527171241
1994-11-30,1021.5643329674378
1994-12-30,1076.7677587777541
1995-01-31,949.2759581625687
1995-02-28,870.3037329053882
1995-03-31,921.8063750604791
1995-04-28,860.0086789210336
1995-05-31,852.065374016949
1995-06-30,861.6376672461154
1995-07-31,897.9491322001152
1995-08-31,862.3453944138473
1995-09-29,915.9127991550694
1995-10-31,904.8301874938421
1995-11-30,863.4288663999987
1995-12-29,782.2163792031813
1996-01-31,775.2744149460992
1996-02-29,736.6998480468745
1996-03-29,738.1141385573098
1996-04-30,868.1172517610477
1996-05-31,842.0819142101677
1996-06-28,750.5265122727503
1996-07-31,789.6245386568693
1996-08-30,740.185317015016
1996-09-30,758.9758864696782
1996-10-31,765.3502137169703
1996-11-29,731.5572858980505
1996-12-31,628.3405635748248
1997-01-01,628.4968378603303
1997-01-02,629.7198648720841
1997-01-03,644.3495763712588
1997-01-06,610.9014293659606
1997-01-07,584.0773926464094
1997-01-08,582.2594657942751
1997-01-09,597.6594082912516
1997-01-10,603.6611849073746
1997-01-13,615.6620850420652
1997-01-14,636.3150859018713
1997-01-15,652.6595897461063
1997-01-16,678.1286146842408
1997-01-17,668.2148550862654
1997-01-20,690.9350841500058
1997-01-21,660.617474520342
1997-01-22,652.7726324548307
1997-01-23,651.3087693305052
1997-01-24,653.8051389005873
1997-01-27,648.0422360368846
1997-01-28,637.574548612021
1997-01-29,631.0952282403695
1997-01-30,639.212857828246
1997-01-31,653.5020434169508
1997-02-03,648.3577428781298
1997-02-04,656.5661295022721
1997-02-05,659.3864974334007
1997-02-06,665.0645184627047
1997-02-07,666.2161453345016
1997-02-10,684.1870935069846
1997-02-11,692.0364497514659
1997-02-12,688.6943605411449
1997-02-13,688.7308214483824
1997-02-14,681.5685609234556
1997-02-17,675.2457345779302
1997-02-18,678.700169983404
1997-02-19,696.4884791788754
1997-02-20,700.5009447241783
1997-02-21,678.3806754337127
1997-02-24,658.9014019436111
1997-02-25,660.7149167134152
1997-02-26,658.5685858239666
1997-02-27,652.1455681597205
1997-02-28,667.2348668434887
1997-03-03,673.0232165948006
1997-03-04,677.3811160915452
1997-03-05,680.7090594557267
1997-03-06,683.1804582021824
1997-03-07,689.279825732406
1997-03-10,667.8422205813168
1997-03-11,652.6268627350554
1997-03-12,656.2014665502803
1997-03-13,651.7858153332787
1997-03-14,631.6057247573061
1997-03-17,644.6530865378732
1997-03-18,643.6024337823953
1997-03-19,631.2954361102852
1997-03-20,625.4250947642846
1997-03-21,609.427199083941
1997-03-24,571.5583562953302
1997-03-25,593.0472542097851
1997-03-26,608.9237518390803
1997-03-27,611.8684222279927
1997-03-28,610.7138437015559
1997-03-31,636.6013896478479
1997-04-01,630.1703765439441
