Date,CZECH REPUBLIC SMALL CAP
1995-05-31,201.69310794704853
1995-06-30,195.25023083139803
1995-07-31,207.14191218720285
1995-08-31,226.0157638518348
1995-09-29,255.493804786025
1995-10-31,240.6541792079298
1995-11-30,225.5431543424645
1995-12-29,228.73478759982882
1996-01-31,230.7770892611624
1996-02-29,242.0447669745781
1996-03-29,253.28213689557126
1996-04-30,254.79653668944252
1996-05-31,270.56441379625676
1996-06-28,281.03612202358664
1996-07-31,310.94284183986895
1996-08-30,334.84422871119955
1996-09-30,314.78190764383913
1996-10-31,273.7732520211032
1996-11-29,278.0817758357001
1996-12-31,283.2695753099072
1997-01-01,283.2695753099072
1997-01-02,284.04154071363894
1997-01-03,283.061655774301
1997-01-06,284.6734291584398
1997-01-07,286.41706122969526
1997-01-08,285.96863332554886
1997-01-09,289.273442402946
1997-01-10,288.30932286618275
1997-01-13,287.623605151449
1997-01-14,288.9022968050811
1997-01-15,293.0759423317758
1997-01-16,293.98365521711634
1997-01-17,291.66308896987897
1997-01-20,291.98471553125603
1997-01-21,292.3590965159658
1997-01-22,290.2733599964605
1997-01-23,288.84307276604335
1997-01-24,286.68362222356006
1997-01-27,285.1530641523014
1997-01-28,283.12777135490074
1997-01-29,284.4535220415154
1997-01-30,285.95225729300927
1997-01-31,287.6330765971794
1997-02-03,289.04266508081815
1997-02-04,289.1549251659796
1997-02-05,289.4291823622175
1997-02-06,291.01548855705335
1997-02-07,291.60189077055105
1997-02-10,293.64447435287013
1997-02-11,291.92766085568167
1997-02-12,287.75140388670684
1997-02-13,285.06092877823727
1997-02-14,289.41685914280464
1997-02-17,289.21903040925315
1997-02-18,289.45127905648246
1997-02-19,285.408053354493
1997-02-20,286.4217345981238
1997-02-21,289.348097093384
1997-02-24,292.02056849331245
1997-02-25,292.1808440570587
1997-02-26,291.9641400233743
1997-02-27,289.55793653409773
1997-02-28,285.5797628623039
1997-03-03,284.4560089251847
1997-03-04,282.99299324442023
1997-03-05,280.0065116737361
1997-03-06,276.83944961182846
1997-03-07,275.20647116465966
1997-03-10,278.5051726886931
1997-03-11,277.4312588733207
1997-03-12,277.03213529654624
1997-03-13,277.8005978078883
1997-03-14,276.26175992482626
1997-03-17,274.1189242615862
1997-03-18,272.96918620812676
1997-03-19,269.52125017259135
1997-03-20,264.24231267077135
1997-03-21,266.92629963165905
1997-03-24,265.0525306513643
1997-03-25,265.15595454008536
1997-03-26,262.2416957540398
1997-03-27,266.0345236791054
1997-03-28,266.14894692061455
1997-03-31,266.9377266240804
1997-04-01,268.1390264298422
1997-04-02,267.3165784083921
1997-04-03,265.55095584959395
1997-04-04,263.01344179099493
1997-04-07,255.7283559384039
1997-04-08,254.75748438662123
1997-04-09,254.78854974610556
1997-04-10,254.47948710025594
1997-04-11,253.30296876577682
1997-04-14,250.2322189740973
1997-04-15,246.70853194098285
1997-04-16,248.8344288619301
1997-04-17,251.15036849357705
1997-04-18,250.31770139868493
1997-04-21,246.30167090121014
1997-04-22,246.88193763062654
1997-04-23,247.68656950482588
1997-04-24,245.89802881743105
1997-04-25,243.33274522707998
1997-04-28,240.55613891808827
1997-04-29,240.58350231531145
1997-04-30,240.98263793769846
1997-05-01,242.14839272009894
1997-05-02,240.58702268495838
1997-05-05,239.72136234750795
1997-05-06,240.8925097438346
1997-05-07,238.9469065509201
1997-05-08,239.98777968636065
1997-05-09,238.33800498872995
1997-05-12,238.24910082146005
1997-05-13,238.34332323573986
1997-05-14,236.97600055567688
1997-05-15,237.59735682193119
1997-05-16,236.8158341656159
1997-05-19,235.297780028955
1997-05-20,236.83416311855336
1997-05-21,229.31597706017578
1997-05-22,221.12006888467346
1997-05-23,227.73355042667265
1997-05-26,224.96906105184686
1997-05-27,210.6166253483921
1997-05-28,214.19209011013933
1997-05-29,219.12214076804054
1997-05-30,213.49761512501982
1997-06-02,209.24189598086974
1997-06-03,210.1052209185728
1997-06-04,209.53962552433575
1997-06-05,206.25714507698768
1997-06-06,206.73373541337793
1997-06-09,212.81368336513097
1997-06-10,215.57999808775
1997-06-11,217.43894781121267
1997-06-12,215.8684397230169
1997-06-13,214.84549526125787
1997-06-16,216.14048989912808
1997-06-17,218.5768352014804
1997-06-18,217.7295502371286
1997-06-19,217.19309873505364
1997-06-20,216.3373387038719
1997-06-23,218.07974176273407
1997-06-24,217.5640051045672
1997-06-25,218.19817339586646
1997-06-26,216.4517845772363
1997-06-27,213.27213497069138
1997-06-30,212.66380344854522
1997-07-01,214.61698427654946
1997-07-02,214.2921822275255
1997-07-03,216.06793700044483
1997-07-04,218.19313672515236
1997-07-07,221.0026156925499
1997-07-08,220.19856707907317
1997-07-09,219.69159565201485
1997-07-10,216.38866824554958
1997-07-11,212.61083722442237
1997-07-14,208.62628524936713
1997-07-15,207.12309718062562
1997-07-16,205.36604081357484
1997-07-17,206.64514170188687
1997-07-18,206.7699840949673
1997-07-21,204.78353852132804
1997-07-22,203.68112137126406
1997-07-23,204.33325269914508
1997-07-24,205.3354287886947
1997-07-25,206.0346254649699
1997-07-28,204.03212602498556
1997-07-29,205.52469018948585
1997-07-30,206.17542316265533
1997-07-31,206.30086856280272
1997-08-01,205.30225104320527
1997-08-04,205.09940258458738
1997-08-05,202.94258878248672
1997-08-06,204.67231167878515
1997-08-07,204.08047755977688
1997-08-08,206.9457732558417
1997-08-11,209.16031161025953
1997-08-12,209.16368771189244
1997-08-13,210.7741311403301
1997-08-14,209.29452661337066
1997-08-15,210.36702918782336
1997-08-18,208.62805309817543
1997-08-19,206.24416007434445
