Date,CHINA SMALL CAP
1994-05-31,335.7443195086592
1994-06-30,314.0989963491787
1994-07-29,323.1811486388987
1994-08-31,344.4056058979708
1994-09-30,332.5446096468804
1994-10-31,329.3247658424108
1994-11-30,308.31876152638097
1994-12-30,270.8808437320468
1995-01-31,238.08935254103065
1995-02-28,246.26698676332873
1995-03-31,235.40230136598777
1995-04-28,218.14950104841802
1995-05-31,238.871788208774
1995-06-30,229.62030497117826
1995-07-31,242.53831413955686
1995-08-31,212.64314185205055
1995-09-29,212.73942111121417
1995-10-31,197.33979518215725
1995-11-30,172.62905947179456
1995-12-29,167.51175227815665
1996-01-31,199.25102665498557
1996-02-29,208.36289130871887
1996-03-29,194.86980481111593
1996-04-30,194.52820152440074
1996-05-31,203.87139151934315
1996-06-28,199.7158754034565
1996-07-31,193.9189387448788
1996-08-30,197.4550969316067
1996-09-30,193.34415807624202
1996-10-31,183.3522720016076
1996-11-29,212.4543541233085
1996-12-31,235.38325563854892
1997-01-01,235.38325563854892
1997-01-02,241.27211812677024
1997-01-03,239.69258677632556
1997-01-06,241.63746488874656
1997-01-07,244.16148427496182
1997-01-08,237.96862847655626
1997-01-09,235.07007082981778
1997-01-10,236.65503083224755
1997-01-13,235.03952023145766
1997-01-14,236.59288030330367
1997-01-15,239.48300422275682
1997-01-16,243.85370156849737
1997-01-17,245.284003611316
1997-01-20,248.67616958539298
1997-01-21,242.0791860449318
1997-01-22,238.98714179231715
1997-01-23,236.4445691821845
1997-01-24,235.04939481925632
1997-01-27,237.0640177658412
1997-01-28,236.61009768972067
1997-01-29,235.52159951192183
1997-01-30,236.977321277705
1997-01-31,237.84413282805286
1997-02-03,238.29306738935415
1997-02-04,240.10356191585984
1997-02-05,239.46402098909266
1997-02-06,239.47238298052974
1997-02-07,238.68768801678223
1997-02-10,239.05845329087492
1997-02-11,237.2400130911364
1997-02-12,238.3649644415227
1997-02-13,235.41705524314244
1997-02-14,233.93471633064874
1997-02-17,233.67800938710596
1997-02-18,228.22320277164405
1997-02-19,230.03785221212868
1997-02-20,227.35150596356738
1997-02-21,234.22385473137237
1997-02-24,236.69946106973373
1997-02-25,239.2414319697486
1997-02-26,240.6456881047669
1997-02-27,242.86589561669987
1997-02-28,242.45526125916737
1997-03-03,246.0353105228414
1997-03-04,244.2644162496638
1997-03-05,242.45754248627392
1997-03-06,244.46188487115833
1997-03-07,240.77644103931146
1997-03-10,242.2656317591379
1997-03-11,243.28422383473873
1997-03-12,247.03329236034668
1997-03-13,249.50368884243298
1997-03-14,248.46107716787617
1997-03-17,254.2145981649413
1997-03-18,255.2153343956249
1997-03-19,250.55885961444397
1997-03-20,246.41550345350802
1997-03-21,245.77986529521215
1997-03-24,247.960679608578
1997-03-25,244.9464686858962
1997-03-26,245.27287416003946
1997-03-27,244.27211410025396
1997-03-28,243.17308209475698
1997-03-31,243.25488609439932
1997-04-01,241.1751083741913
1997-04-02,240.5631460893027
1997-04-03,238.59682371416505
1997-04-04,237.26796596227106
1997-04-07,238.01453325836832
1997-04-08,239.87808999457246
1997-04-09,240.53392943660702
1997-04-10,244.44252658954798
1997-04-11,252.21928253610463
1997-04-14,248.23775546476296
1997-04-15,250.4016456581249
1997-04-16,251.99610442406768
1997-04-17,256.48710330424603
1997-04-18,258.2452993596231
1997-04-21,261.18918714892897
1997-04-22,263.07238250860115
1997-04-23,264.05970836426695
1997-04-24,268.5213222879586
1997-04-25,270.7005353514375
1997-04-28,273.4656961546141
1997-04-29,268.2137585621304
1997-04-30,273.9346030612901
1997-05-01,277.54364521153633
1997-05-02,277.527777194413
1997-05-05,278.15048672417413
1997-05-06,284.574862679139
1997-05-07,294.3991689894987
1997-05-08,295.15556593075956
1997-05-09,292.169965068336
1997-05-12,291.6300448898094
1997-05-13,285.34287389727905
1997-05-14,283.28899974201494
1997-05-15,278.3781052195081
1997-05-16,269.7330097521108
1997-05-19,277.28369760987977
1997-05-20,282.2467469951323
1997-05-21,290.27887425590643
1997-05-22,283.3535776380064
1997-05-23,283.2279267431841
1997-05-26,282.69953821846906
1997-05-27,288.38868054850593
1997-05-28,285.83410748237173
1997-05-29,284.5445264159284
1997-05-30,287.45005375150373
1997-06-02,292.1039814427274
1997-06-03,303.94751631077014
1997-06-04,299.5078130452343
1997-06-05,304.28361973022965
1997-06-06,295.52851657927545
1997-06-09,294.64388997017994
1997-06-10,293.90299332051006
1997-06-11,290.3040936000616
1997-06-12,286.8048967970866
1997-06-13,287.8563908376709
1997-06-16,296.5818766965095
1997-06-17,303.2389982327456
1997-06-18,302.6813653120763
1997-06-19,309.4094249138206
1997-06-20,312.62453172687134
1997-06-23,303.9850716152822
1997-06-24,301.8238623404185
1997-06-25,311.6777392213234
1997-06-26,315.6953453970672
1997-06-27,321.8814049882049
1997-06-30,321.8917001313631
1997-07-01,320.2518007868078
1997-07-02,320.88324413632245
1997-07-03,324.86220851550513
1997-07-04,324.7388982347387
1997-07-07,325.958022410373
1997-07-08,312.106529128295
1997-07-09,304.0277673124863
1997-07-10,308.65668889359455
1997-07-11,325.0869763230972
1997-07-14,327.3381982048687
1997-07-15,346.2881688294504
1997-07-16,345.78227175719996
1997-07-17,344.84216387449817
1997-07-18,349.37974086952914
1997-07-21,350.6250653775899
1997-07-22,345.84235902940276
1997-07-23,348.75867596879334
1997-07-24,349.1164531285766
1997-07-25,351.2184200715546
1997-07-28,351.79215781915264
1997-07-29,344.8605350639968
1997-07-30,347.93410049050675
1997-07-31,354.00340531908154
1997-08-01,356.15311852092304
1997-08-04,368.43979103120347
1997-08-05,379.22132160018157
1997-08-06,374.0745209416676
1997-08-07,376.68423985857777
1997-08-08,376.8722203909985
1997-08-11,382.104182081978
1997-08-12,389.64485859371564
1997-08-13,414.83873590527077
1997-08-14,418.50306562410026
1997-08-15,416.8604581064938
1997-08-18,417.8054482520115
1997-08-19,393.52924672339964
1997-08-20,432.0466356328519
1997-08-21,437.14362823328776
1997-08-22,443.0075135304795
1997-08-25,462.48512343746813
1997-08-26,445.7654390456224
1997-08-27,430.69285586399394
1997-08-28,421.8606780510978
1997-08-29,406.72402109231473
1997-09-01,402.144483935143
1997-09-02,380.273682794861
1997-09-03,403.84258668202517
1997-09-04,400.79973913610223
1997-09-05,398.06922233325906
1997-09-08,401.1605354058034
1997-09-09,413.92998922916667
1997-09-10,412.2533834169937
1997-09-11,407.4171379093068
1997-09-12,403.5410128469732
1997-09-15,409.0792963736274
1997-09-16,400.5901893529477
1997-09-17,403.4046205580898
1997-09-18,401.3354396652559
1997-09-19,395.9142493529271
1997-09-22,383.11320409477327
1997-09-23,379.3370472808947
1997-09-24,374.6854133990715
1997-09-25,385.79104518199773
1997-09-26,392.0274424814287
1997-09-29,391.3830469653492
1997-09-30,387.8901908968808
1997-10-01,385.20755355532816
1997-10-02,382.90844407101173
1997-10-03,380.8008084881371
1997-10-06,378.86303377387816
1997-10-07,371.6022761666556
1997-10-08,369.26528046179976
1997-10-09,358.155789512841
1997-10-10,357.30657866561194
1997-10-13,353.7645373124777
1997-10-14,347.69506703818075
1997-10-15,346.0401268889264
1997-10-16,344.05825370388396
1997-10-17,345.7723767746392
1997-10-20,340.6655496895295
1997-10-21,339.367771477273
1997-10-22,329.09188220792043
1997-10-23,308.48147861269706
1997-10-24,312.3150020328946
1997-10-27,310.6180164852899
1997-10-28,288.1301332966403
1997-10-29,303.87332425269074
1997-10-30,311.8437384492022
1997-10-31,322.29191747751133
1997-11-03,335.776659304592
1997-11-04,341.3339533855236
1997-11-05,341.4158485060904
1997-11-06,345.14216782931123
1997-11-07,335.65194253481684
1997-11-10,324.87512657248243
1997-11-11,323.2669569757615
1997-11-12,314.37573779232446
1997-11-13,306.83854764367277
1997-11-14,307.46870740379495
1997-11-17,308.5669631772618
1997-11-18,308.21594968258285
1997-11-19,304.95189781263144
1997-11-20,300.98912405093876
1997-11-21,299.84945453869204
1997-11-24,291.42215048493546
1997-11-25,286.4213416199281
1997-11-26,286.7965306023647
1997-11-27,283.5101266723649
1997-11-28,284.28183942421566
1997-12-01,282.29845899689695
1997-12-02,287.40914543455534
1997-12-03,286.53454477399276
1997-12-04,293.01011882046754
1997-12-05,309.49291013212445
1997-12-08,315.85573249033985
1997-12-09,316.28203101040225
1997-12-10,301.6504755001022
1997-12-11,292.76479533937504
1997-12-12,291.9662052568225
1997-12-15,285.5716307873796
1997-12-16,281.6670432809155
1997-12-17,280.401674289997
1997-12-18,284.2561957586721
1997-12-19,280.80704587995905
1997-12-22,267.6823539812695
1997-12-23,263.5815664333047
1997-12-24,261.8332350294717
1997-12-25,261.944654338512
1997-12-26,262.3752156450324
1997-12-29,262.7363507833794
1997-12-30,267.9910501005429
1997-12-31,273.12153121617143
1998-01-01,273.12153121617143
1998-01-02,273.73061756400523
1998-01-05,267.7489754072216
1998-01-06,262.4524361222165
1998-01-07,242.45976249964787
1998-01-08,228.2630488336121
1998-01-09,221.60286688150813
1998-01-12,189.8894260854437
1998-01-13,192.68596084024742
1998-01-14,203.94198714319782
1998-01-15,196.43802488143314
1998-01-16,193.89120881906692
1998-01-19,206.65787135049925
1998-01-20,206.55666520658377
1998-01-21,206.4417831581063
1998-01-22,199.07274529909498
1998-01-23,200.05950412082086
1998-01-26,197.56859354364138
1998-01-27,201.74656236494215
1998-01-28,201.80105777677466
