Date,SAUDI ARABIA DOMESTIC SMALL CAP
2002-05-31,221.45793861466683
2002-06-03,216.76301466694548
2002-06-04,215.75814438686322
2002-06-05,215.812040481249
2002-06-06,214.77752865917265
2002-06-07,214.788982849811
2002-06-10,209.26916474259917
2002-06-11,203.22254418994305
2002-06-12,208.06700383747344
2002-06-13,211.21893099130125
2002-06-14,211.21893099130125
2002-06-17,208.08687641572516
2002-06-18,206.4862181859887
2002-06-19,206.67178464736617
2002-06-20,207.69429990421173
2002-06-21,207.69429990421173
2002-06-24,207.77950026382064
2002-06-25,212.44598703299312
2002-06-26,212.13114074922075
2002-06-27,212.24628900144066
2002-06-28,212.24628900144066
2002-07-01,214.4144043470587
2002-07-02,214.960182498922
2002-07-03,215.3529198691032
2002-07-04,215.65326876066558
2002-07-05,215.6590192078087
2002-07-08,218.86152689198312
2002-07-09,219.61167282554663
2002-07-10,218.89371140482234
2002-07-11,219.3270273119859
2002-07-12,219.3270273119859
2002-07-15,215.19695532211605
2002-07-16,215.827331550518
2002-07-17,214.9409595935313
2002-07-18,216.07875283015278
2002-07-19,216.07299119100844
2002-07-22,216.25878721929934
2002-07-23,215.17374066078204
2002-07-24,214.7311699704932
2002-07-25,214.97794032307178
2002-07-26,214.9750741798256
2002-07-29,216.98349651471585
2002-07-30,218.10982401040835
2002-07-31,218.50261387355332
2002-08-01,219.59316303352873
2002-08-02,219.59901853891603
2002-08-05,216.3009100645229
2002-08-06,214.64415634842274
2002-08-07,216.10824771325198
2002-08-08,216.43085566840355
2002-08-09,216.43085566840355
2002-08-12,218.91406415264885
2002-08-13,218.67328442925685
2002-08-14,217.8558800559689
2002-08-15,217.96209036933982
2002-08-16,217.96499633681358
2002-08-19,217.60267907041006
2002-08-20,217.4468307654977
2002-08-21,216.66437817086012
2002-08-22,217.5877495358658
2002-08-23,217.5877495358658
2002-08-26,219.22888820329834
2002-08-27,219.83995886971584
2002-08-28,219.79185641419434
2002-08-29,220.37171379796064
2002-08-30,220.3658376890147
2002-09-02,220.70216869812708
2002-09-03,220.75228356032412
2002-09-04,221.64795179099022
2002-09-05,222.0403947733753
2002-09-06,222.04631553479538
2002-09-09,217.11536714291526
2002-09-10,219.45338244904096
2002-09-11,219.87979310857162
2002-09-12,219.8668331457275
2002-09-13,219.86683314572753
2002-09-16,218.3297177137695
2002-09-17,221.66038219815417
2002-09-18,221.6995827615581
2002-09-19,220.8988486744994
2002-09-20,220.8988486744994
2002-09-23,220.6525540879624
2002-09-24,218.60150592556565
2002-09-25,220.30922841471494
2002-09-26,220.18185202890695
2002-09-27,220.18185202890695
2002-09-30,220.1267201397536
2002-10-01,221.18997532306594
2002-10-02,220.87079093731106
2002-10-03,219.85048678180328
2002-10-04,219.84755563738912
2002-10-07,220.01859944181976
2002-10-08,220.62245660264614
2002-10-09,220.54185063485238
2002-10-10,220.92624519485997
2002-10-11,220.92624519485997
2002-10-14,220.97102096909794
2002-10-15,220.23652550963644
2002-10-16,220.07854801338212
2002-10-17,220.30747561795303
2002-10-18,220.30453853739448
2002-10-21,220.0475954280753
2002-10-22,220.1279487231115
2002-10-23,219.19025406350295
2002-10-24,218.52396007507306
2002-10-25,218.53852756214542
2002-10-28,215.3407880802974
2002-10-29,213.7985122848153
2002-10-30,215.14315543326282
2002-10-31,215.76653809839752
2002-11-01,215.76941467873692
2002-11-04,212.70421058040887
2002-11-05,211.93089658046696
2002-11-06,211.26912620531502
2002-11-07,210.48752612568035
2002-11-08,210.4959450654627
2002-11-11,212.78512255134552
2002-11-12,211.12236279403533
2002-11-13,213.02394126895064
2002-11-14,213.1307365999383
2002-11-15,213.1307365999383
2002-11-18,209.07709453325882
2002-11-19,204.39572347178
2002-11-20,204.0203388343043
2002-11-21,204.26566782152526
2002-11-22,204.27928480647412
2002-11-25,201.87039923776928
2002-11-26,204.09253639369766
2002-11-27,206.09855065375112
2002-11-28,205.35067137801929
2002-11-29,205.35067137801929
2002-12-02,205.61228837360827
2002-12-03,204.7823097899863
2002-12-04,204.7823097899863
2002-12-05,204.77411948043184
2002-12-06,204.78230978998627
2002-12-09,204.78230978998627
2002-12-10,207.27324536644383
2002-12-11,204.52983518082962
2002-12-12,204.3294805047015
2002-12-13,204.32403215442272
2002-12-16,204.30478991495647
2002-12-17,207.2137149914794
2002-12-18,208.85492840146628
2002-12-19,207.27435273847763
2002-12-20,207.27711624912692
2002-12-23,208.9367575798311
2002-12-24,209.15055791329274
2002-12-25,207.3657288050659
2002-12-26,208.42788095044915
2002-12-27,208.41398742560878
2002-12-30,209.9000521339023
2002-12-31,209.79576917927528
2003-01-01,209.79576917927528
2003-01-02,212.7911896467484
2003-01-03,212.7911896467484
2003-01-06,214.44637416936513
2003-01-07,216.12331516821857
2003-01-08,218.89071930413522
2003-01-09,219.28253626874138
2003-01-10,219.29423040181175
2003-01-13,218.3868266453232
2003-01-14,218.7822619253959
2003-01-15,218.2795687638918
2003-01-16,219.1671465490803
2003-01-17,219.15545888128224
2003-01-20,221.80594294450216
2003-01-21,220.3300621913142
2003-01-22,218.38494606529102
2003-01-23,219.28804197260598
2003-01-24,219.29388949779127
2003-01-27,216.39764677049635
2003-01-28,217.77387237929256
2003-01-29,213.37338965081622
2003-01-30,213.43513045128864
2003-01-31,213.43513045128864
2003-02-03,210.74285541092462
2003-02-04,210.84333976359306
2003-02-05,211.9498113244312
2003-02-06,211.94981132443118
2003-02-07,211.94981132443124
2003-02-10,211.95546316868405
2003-02-11,211.95546316868405
2003-02-12,211.96111531436853
2003-02-13,211.96111531436853
2003-02-14,211.95546316868405
2003-02-17,215.65977137868785
2003-02-18,216.6150255489493
2003-02-19,216.98221517033198
2003-02-20,216.46019117923026
2003-02-21,216.45441921530357
2003-02-24,213.34886080892588
2003-02-25,212.1931865394574
2003-02-26,215.05069788900636
2003-02-27,214.52317591386188
2003-02-28,214.5260360703324
2003-03-03,215.30093461339246
2003-03-04,214.99591248801485
2003-03-05,214.45451809754752
2003-03-06,215.06995708717602
2003-03-07,215.08716222493933
2003-03-10,205.84579084756066
2003-03-11,207.70259443630658
2003-03-12,206.20559373906434
2003-03-13,207.8931393165903
2003-03-14,207.89591115119893
2003-03-17,201.6902253751799
2003-03-18,205.13824625592002
2003-03-19,205.43159900789982
2003-03-20,209.66537411904972
2003-03-21,209.66537411904972
2003-03-24,213.43569313234397
2003-03-25,215.01286190972357
2003-03-26,217.45792417667568
2003-03-27,219.06947328115922
2003-03-28,219.06363174008723
2003-03-31,220.25966127537842
2003-04-01,222.50316506456522
2003-04-02,223.6562077872448
2003-04-03,225.72824373370096
2003-04-04,225.72523414416813
2003-04-07,232.30766712798956
2003-04-08,229.2638317045901
2003-04-09,228.0886832644757
2003-04-10,227.66525673107492
2003-04-11,227.6713276426968
2003-04-14,229.589914183418
2003-04-15,232.1143517763022
2003-04-16,232.67941978838846
2003-04-17,232.02221329990147
2003-04-18,232.02221329990147
2003-04-21,234.15774680610616
2003-04-22,236.11929475409343
2003-04-23,236.65622477952354
2003-04-24,236.1820809147946
2003-04-25,236.1820809147946
2003-04-28,230.79877859116863
2003-04-29,231.91717830350586
2003-04-30,234.02559705412241
2003-05-01,234.02559705412241
2003-05-02,234.03183757029677
2003-05-05,240.18174001563486
2003-05-06,239.70756132781545
2003-05-07,240.65561605257847
2003-05-08,242.2550298565768
2003-05-09,242.2550298565768
2003-05-12,247.46474886691152
2003-05-13,246.41085687290803
2003-05-14,252.47664254093323
2003-05-15,254.88799727381206
2003-05-16,254.89479392458472
2003-05-19,263.934413500268
2003-05-20,264.1276406896444
2003-05-21,265.1768408108069
2003-05-22,267.63077009134923
2003-05-23,267.6379065312749
2003-05-26,274.36503357046996
2003-05-27,276.12570384094926
2003-05-28,280.85500071964026
2003-05-29,284.382711413232
2003-05-30,284.3751284808955
2003-06-02,287.61095119653555
2003-06-03,289.75033835689123
2003-06-04,290.341573879827
2003-06-05,289.8734555992549
2003-06-06,289.88118514582845
2003-06-09,290.86171596232697
2003-06-10,283.8103707031017
2003-06-11,285.63073356410865
2003-06-12,287.88898279270984
2003-06-13,287.8966592181369
2003-06-16,291.22589493414085
2003-06-17,289.5672837431713
2003-06-18,290.3151035685417
2003-06-19,290.0028172116553
2003-06-20,290.01055020768786
2003-06-23,290.1432184579859
2003-06-24,289.99311990541736
2003-06-25,287.70832061343805
2003-06-26,289.3397820333196
2003-06-27,289.3397820333196
2003-06-30,293.3179499290034
2003-07-01,292.7682464399813
2003-07-02,292.0125356246326
2003-07-03,293.2140123859314
2003-07-04,293.2179216454793
2003-07-07,298.0113190367242
2003-07-08,300.69064699399974
2003-07-09,304.0284184645326
2003-07-10,304.9037286303842
2003-07-11,304.9037286303842
2003-07-14,310.8882927865488
2003-07-15,309.52366310612655
2003-07-16,310.83952238307813
2003-07-17,312.4792697100039
2003-07-18,312.48760204613825
2003-07-21,329.62300979283515
2003-07-22,333.66398412189204
2003-07-23,334.3838037007831
2003-07-24,338.718149464865
2003-07-25,338.7091177034202
2003-07-28,334.40133715905534
2003-07-29,333.6718624221136
2003-07-30,328.8501060682344
2003-07-31,327.505978457675
2003-08-01,327.5147114846724
2003-08-04,326.1434552331973
2003-08-05,326.49566171554613
2003-08-06,324.26955371141497
2003-08-07,325.2693796980899
2003-08-08,325.26070654181706
2003-08-11,335.22655018149743
2003-08-12,336.3499313366208
2003-08-13,335.6437070891077
2003-08-14,334.0859685542076
2003-08-15,334.0859685542076
2003-08-18,338.201233075314
2003-08-19,340.9915961691435
2003-08-20,340.7574750649739
2003-08-21,343.2262479952514
2003-08-22,343.2216719503478
2003-08-25,345.45025618838355
2003-08-26,349.5406533208273
2003-08-27,347.3338535623505
2003-08-28,351.0592470704543
2003-08-29,351.0592470704543
2003-09-01,369.74691695442226
2003-09-02,371.55413570013513
2003-09-03,370.9452275242084
2003-09-04,373.9699619595947
2003-09-05,373.96497609230465
2003-09-08,379.1283655283614
2003-09-09,378.4609848844047
2003-09-10,379.99353767721806
2003-09-11,380.6126909679432
2003-09-12,380.6126909679432
2003-09-15,341.5300697896613
2003-09-16,363.4017687607753
2003-09-17,359.67088089308317
2003-09-18,360.7182234332942
2003-09-19,360.69898769280985
2003-09-22,328.51035295916887
2003-09-23,303.6832734056835
2003-09-24,331.4003336587149
2003-09-25,342.60154142059093
2003-09-26,342.59240611031123
2003-09-29,348.35028232739694
2003-09-30,350.64477891810856
2003-10-01,351.7512856022226
2003-10-02,350.7003339388085
2003-10-03,350.7143610170275
2003-10-06,343.08579050048814
2003-10-07,342.247155017068
2003-10-08,342.39204914958697
2003-10-09,342.5593895772246
2003-10-10,342.5730914047346
2003-10-13,328.0787095163112
2003-10-14,323.84319150467127
2003-10-15,334.9602535348302
2003-10-16,327.29964181659517
2003-10-17,327.29964181659517
2003-10-20,313.5511169073496
2003-10-21,321.3722452346594
2003-10-22,316.51287177953975
2003-10-23,316.8755285151594
2003-10-24,316.8755285151594
2003-10-27,303.813424456223
2003-10-28,310.21485620844754
2003-10-29,306.4082736242978
2003-10-30,306.4770891343924
2003-10-31,306.48526142091407
2003-11-03,312.5251906978793
2003-11-04,318.14798862995207
2003-11-05,315.0617110019484
2003-11-06,317.187684534658
2003-11-07,317.187684534658
2003-11-10,324.26206293874407
2003-11-11,322.75757752431105
2003-11-12,325.51002588537295
2003-11-13,324.19557182762424
2003-11-14,324.2042165818195
2003-11-17,331.05212228704715
2003-11-18,330.3950979699393
2003-11-19,335.02701930917044
2003-11-20,337.31340967867203
2003-11-21,337.2729374658056
2003-11-24,337.28193045155285
2003-11-25,337.27293746580557
2003-11-26,337.2819304515529
2003-11-27,337.2819304515529
2003-11-28,337.29092391688766
2003-12-01,354.3111039310138
2003-12-02,355.2055943174664
2003-12-03,359.4485873889473
2003-12-04,360.8532740697358
2003-12-05,360.8532740697358
2003-12-08,364.05553185396894
2003-12-09,363.04356899857356
2003-12-10,362.3755799309717
2003-12-11,362.53112222722496
2003-12-12,362.53112222722496
2003-12-15,364.82731976013855
2003-12-16,368.2728969974541
2003-12-17,370.34443875729374
2003-12-18,370.7844504756946
2003-12-19,370.7943375337309
2003-12-22,352.7027876002387
2003-12-23,361.43314686992125
2003-12-24,358.981645322886
2003-12-25,360.4918036025925
2003-12-26,360.4773862372267
2003-12-29,364.19995876690376
2003-12-30,368.832433817656
2003-12-31,364.7702706786022
2004-01-01,364.7702706786022
2004-01-02,364.77999736706363
2004-01-05,366.1633928607136
2004-01-06,369.1548745432051
2004-01-07,370.0341428581848
2004-01-08,371.2697977100223
