Date,KUWAIT DOMESTIC SMALL CAP
2002-05-31,320.0592349567041
2002-06-03,326.24722385973473
2002-06-04,323.09847434828646
2002-06-05,326.1694879917391
2002-06-06,326.3839673525753
2002-06-07,326.4376312735475
2002-06-10,333.0930691439506
2002-06-11,332.162415659881
2002-06-12,332.2509976542241
2002-06-13,332.4149103319026
2002-06-14,332.5789848187397
2002-06-17,336.91981465615595
2002-06-18,336.42677610912983
2002-06-19,335.01055215429835
2002-06-20,335.1762349199533
2002-06-21,335.6742679584673
2002-06-24,337.3760281615363
2002-06-25,335.30134210192733
2002-06-26,337.18770833542175
2002-06-27,337.02020326421683
2002-06-28,337.02020326421683
2002-07-01,332.9879178016876
2002-07-02,335.5628424160434
2002-07-03,338.9429706775432
2002-07-04,338.8868542916694
2002-07-05,338.66257444104616
2002-07-08,342.0196192216807
2002-07-09,347.43559031854943
2002-07-10,348.3598199654909
2002-07-11,348.5910961945135
2002-07-12,348.5910961945135
2002-07-15,349.39450588071344
2002-07-16,350.2181650520995
2002-07-17,345.56816901761823
2002-07-18,345.510670154221
2002-07-19,345.9135644889002
2002-07-22,348.38850699736406
2002-07-23,342.9094585520964
2002-07-24,337.2455830376043
2002-07-25,337.4700019915472
2002-07-26,336.8535672486201
2002-07-29,325.04049399399815
2002-07-30,324.09937611770454
2002-07-31,327.14031817838315
2002-08-01,327.24880443876395
2002-08-02,327.465992960044
2002-08-05,328.7955617623291
2002-08-06,321.053543661848
2002-08-07,325.55382327320734
2002-08-08,325.55382327320734
2002-08-09,325.71538844604765
2002-08-12,317.50189987746387
2002-08-13,319.01001214619055
2002-08-14,321.1115832907171
2002-08-15,320.685917563074
2002-08-16,320.7922281606418
2002-08-19,317.7456475003903
2002-08-20,316.0067983029954
2002-08-21,317.21578736381804
2002-08-22,316.9008287796408
2002-08-23,316.79598152446147
2002-08-26,321.5226117793586
2002-08-27,325.86140223564234
2002-08-28,327.45640190298025
2002-08-29,327.45640190298025
2002-08-30,327.3479187484654
2002-09-02,323.3625575063025
2002-09-03,325.31788653485216
2002-09-04,323.0270377290627
2002-09-05,323.0270377290627
2002-09-06,322.8127222288279
2002-09-09,309.903988400879
2002-09-10,307.6743999076058
2002-09-11,309.35569190431426
2002-09-12,309.5605293099785
2002-09-13,309.5605293099785
2002-09-16,309.4894002970475
2002-09-17,314.5809171274502
2002-09-18,314.3839652035929
2002-09-19,314.59213204034415
2002-09-20,314.3839652035929
2002-09-23,312.21082317521353
2002-09-24,310.52998629211396
2002-09-25,308.59119645568404
2002-09-26,308.43810011214725
2002-09-27,308.3361202476698
2002-09-30,297.2639462544647
2002-10-01,284.8870015322274
2002-10-02,287.62823209611145
2002-10-03,287.81874591104514
2002-10-04,287.9617969776014
2002-10-07,291.9353523856825
2002-10-08,294.69144988063874
2002-10-09,299.68229703924885
2002-10-10,300.0295534668725
2002-10-11,299.8806307897711
2002-10-14,300.1664810182075
2002-10-15,299.2380955676639
2002-10-16,302.0858535672763
2002-10-17,301.6367665699018
2002-10-18,301.48736747798995
2002-10-21,310.0600792573109
2002-10-22,310.30589674250484
2002-10-23,309.6536743214176
2002-10-24,309.5513939995938
2002-10-25,311.1960303283315
2002-10-28,306.1084071490835
2002-10-29,305.8539859491326
2002-10-30,307.63221386558075
2002-10-31,307.93796064099797
2002-11-01,308.0400113321797
2002-11-04,314.30203099418935
2002-11-05,314.72679974049504
2002-11-06,314.84598742842985
2002-11-07,315.578309047303
2002-11-08,315.8932050816093
2002-11-11,324.8822067693601
2002-11-12,325.2874982160201
2002-11-13,325.36726766638867
2002-11-14,325.04325047037236
2002-11-15,325.09720851327904
2002-11-18,329.3554120664757
2002-11-19,331.4890735706839
2002-11-20,333.46802218702186
2002-11-21,333.35743753366853
2002-11-22,333.19169800556097
2002-11-25,339.6040209156766
2002-11-26,341.14997237649305
2002-11-27,339.64362735423293
2002-11-28,339.8687432630012
2002-11-29,339.8687432630012
2002-12-02,344.0345964457447
2002-12-03,343.75145201403757
2002-12-04,343.41988033153075
2002-12-05,343.4767567608669
2002-12-06,343.41988033153075
2002-12-09,345.2896172036161
2002-12-10,343.41562602085753
2002-12-11,348.4857491376042
2002-12-12,348.65926901269347
2002-12-13,349.4713185495722
2002-12-16,357.5494395328583
2002-12-17,358.7976384956447
2002-12-18,362.20105657334534
2002-12-19,362.26135307019456
2002-12-20,362.3820063101846
2002-12-23,351.63576101363793
2002-12-24,354.9573752362415
2002-12-25,354.5553770751415
2002-12-26,354.61443026919136
2002-12-27,354.9099915546299
2002-12-30,355.2374123542199
2002-12-31,355.1723620164343
2003-01-01,355.1723620164343
2003-01-02,354.4029501340458
2003-01-03,354.63933696088185
2003-01-06,364.5361828406925
2003-01-07,368.95953541028274
2003-01-08,368.7475460745329
2003-01-09,368.8706054925455
2003-01-10,369.1169708994532
2003-01-13,370.52812847059676
2003-01-14,372.61027970994576
2003-01-15,372.9238802632197
2003-01-16,372.9238802632197
2003-01-17,373.11093454190046
2003-01-20,381.99864848080176
2003-01-21,381.6646308737377
2003-01-22,383.4183258776584
2003-01-23,383.93203323103666
2003-01-24,384.06067522575296
2003-01-27,381.21114983628894
2003-01-28,376.20381804118927
2003-01-29,375.68679481498253
2003-01-30,375.24680693415513
2003-01-31,375.1212853395961
2003-02-03,368.0958802579143
2003-02-04,368.6361826008653
2003-02-05,365.8696231444292
2003-02-06,365.6249352172302
2003-02-07,365.7472382562726
2003-02-10,362.9744955125045
2003-02-11,363.21716607610966
2003-02-12,363.095790247847
2003-02-13,363.095790247847
2003-02-14,362.9744955125045
2003-02-17,376.7005804833414
2003-02-18,377.4787191594357
2003-02-19,378.78345976236096
2003-02-20,378.65713544694916
2003-02-21,378.9098683923502
2003-02-24,378.37195678133384
2003-02-25,377.8675449076044
2003-02-26,378.37195678133384
2003-02-27,377.8675449076044
2003-02-28,378.18264459481884
2003-03-03,386.47491018561345
2003-03-04,386.66853489011527
2003-03-05,390.7317688865796
2003-03-06,391.1241355164238
2003-03-07,391.2550995664879
2003-03-10,391.95622749823383
2003-03-11,392.45168155352746
2003-03-12,396.3144487077859
2003-03-13,395.4537591265628
2003-03-14,394.92595964824915
2003-03-17,397.8963380291784
2003-03-18,402.6735436622776
2003-03-19,407.6258540658778
2003-03-20,407.4226169772626
2003-03-21,407.287238137928
2003-03-24,407.4903401516271
2003-03-25,408.1008633847492
2003-03-26,408.1688122464516
2003-03-27,408.2367837389156
2003-03-28,408.3047778734491
2003-03-31,410.5398177887926
2003-04-01,409.61072499336666
2003-04-02,415.5651860830995
2003-04-03,415.4267105129284
2003-04-04,415.01183696714327
2003-04-07,436.6842593308133
2003-04-08,433.36664253410044
2003-04-09,438.09896835021357
2003-04-10,438.75589782624684
2003-04-11,438.31772615731256
2003-04-14,421.9409260907351
2003-04-15,432.3399441234455
2003-04-16,435.4731499803768
2003-04-17,436.0543620590961
2003-04-18,436.0543620590961
2003-04-21,452.91679351077323
2003-04-22,458.51875643748883
2003-04-23,459.8894325661331
2003-04-24,460.04283130948403
2003-04-25,460.1195690628302
2003-04-28,458.59372234924734
2003-04-29,462.0835600439539
2003-04-30,475.14463376181783
2003-05-01,475.9405209205479
2003-05-02,475.6218463166507
2003-05-05,474.1187861597938
2003-05-06,473.00205573849786
2003-05-07,467.9860409555216
2003-05-08,467.8293142170905
2003-05-09,467.8293142170905
2003-05-12,471.67898938270656
2003-05-13,471.65351466961164
2003-05-14,471.6555216334219
2003-05-15,471.3398218197449
2003-05-16,472.1298651013737
2003-05-19,471.8160946289435
2003-05-20,473.7015813669924
2003-05-21,476.74333292370994
2003-05-22,476.74333292370994
2003-05-23,476.90299244578745
2003-05-26,499.00151410863623
2003-05-27,503.41694555018
2003-05-28,507.01212899233616
2003-05-29,507.26682363181664
2003-05-30,506.08043279806355
2003-06-02,520.3255754785393
2003-06-03,515.6730665063182
2003-06-04,511.13204814806636
2003-06-05,512.416299525323
2003-06-06,511.7305634269284
2003-06-09,521.0646799175646
2003-06-10,523.1184877977273
2003-06-11,538.728314762238
2003-06-12,538.5481983079543
2003-06-13,539.4499869856302
2003-06-16,545.0010078823855
2003-06-17,557.372475156791
2003-06-18,565.5003785672571
2003-06-19,566.0681500316821
2003-06-20,565.8787662411062
2003-06-23,550.106583384004
2003-06-24,524.4307547044671
2003-06-25,521.2232431780485
2003-06-26,520.1807966916924
2003-06-27,519.8342405313381
2003-06-30,491.67156620265877
2003-07-01,466.8623976715523
2003-07-02,491.4857709457363
2003-07-03,491.8137561115327
2003-07-04,491.48577094573636
2003-07-07,520.0873096302646
2003-07-08,524.2822378669073
2003-07-09,530.8736272795662
2003-07-10,530.8736272795662
2003-07-11,530.6969638428676
2003-07-14,532.1068005865911
2003-07-15,524.1220471319871
