Date,COLOMBIA SMALL CAP
1994-05-31,147.90118225109825
1994-06-30,147.04213271586437
1994-07-29,142.17001330769529
1994-08-31,132.9674069475777
1994-09-30,125.14114912965567
1994-10-31,117.49021718191968
1994-11-30,114.02346552679975
1994-12-30,116.18193390376008
1995-01-31,127.65369809906228
1995-02-28,118.26117493406885
1995-03-31,109.42445939025212
1995-04-28,102.85694026565439
1995-05-31,104.84571931853078
1995-06-30,109.55144308602601
1995-07-31,111.09663347538151
1995-08-31,102.74720727137196
1995-09-29,96.48913699179388
1995-10-31,89.66082817610987
1995-11-30,91.32199295593688
1995-12-29,90.07855728971327
1996-01-31,87.32701070366956
1996-02-29,98.33712607492535
1996-03-29,93.22614884638595
1996-04-30,94.15162746570373
1996-05-31,92.95507761333126
1996-06-28,91.82277915037747
1996-07-31,90.37434516552763
1996-08-30,88.79442951971735
1996-09-30,95.17012178689988
1996-10-31,97.10631744298172
1996-11-29,97.46600481521719
1996-12-31,100.32814046675418
1997-01-01,100.32814046675418
1997-01-02,99.65635202763312
1997-01-03,98.22873662644686
1997-01-06,98.22873662644686
1997-01-07,98.70230542625069
1997-01-08,100.25804468050116
1997-01-09,102.63673939198779
1997-01-10,104.67902897178591
1997-01-13,108.4187428647578
1997-01-14,108.48509655351971
1997-01-15,107.19996179108608
1997-01-16,108.6608968063676
1997-01-17,113.688522807451
1997-01-20,112.36020817791514
1997-01-21,109.03747240720713
1997-01-22,104.44840888821227
1997-01-23,104.99832860488274
1997-01-24,105.30259476770011
1997-01-27,103.95562149487044
1997-01-28,102.88155671113505
1997-01-29,101.61949088277014
1997-01-30,102.33645268754552
1997-01-31,103.74255891044396
1997-02-03,103.21259452632994
1997-02-04,105.98547535516755
1997-02-05,106.66627953445612
1997-02-06,107.49348576630179
1997-02-07,105.93595492007579
1997-02-10,105.69435065633715
1997-02-11,105.12369066048812
1997-02-12,105.58591089124462
1997-02-13,106.00234974144728
1997-02-14,105.11097338459838
1997-02-17,105.3618694388998
1997-02-18,106.47017271419044
1997-02-19,106.20855065387242
1997-02-20,107.06470830199562
1997-02-21,107.99279625681488
1997-02-24,107.15115746508079
1997-02-25,107.24859512687796
1997-02-26,106.55577131555148
