Date,BRAZIL SMALL CAP
1994-05-31,108.4454604995809
1994-06-30,111.24202355155326
1994-07-29,123.16523476764294
1994-08-31,160.80152774507093
1994-09-30,177.54455302043684
1994-10-31,186.3954746085085
1994-11-30,194.22817789923295
1994-12-30,186.89897721280522
1995-01-31,169.3298046812241
1995-02-28,155.63310800307187
1995-03-31,140.40170545186294
1995-04-28,145.1016544786168
1995-05-31,140.2262398339189
1995-06-30,131.14753010506732
1995-07-31,124.97644784405296
1995-08-31,125.16093434120143
1995-09-29,126.20805027809403
1995-10-31,115.43898637605514
1995-11-30,106.50820916233042
1995-12-29,100.25593724760272
1996-01-31,110.41402278657647
1996-02-29,111.36886298262371
1996-03-29,106.75926800699128
1996-04-30,107.878102356936
1996-05-31,118.69036856181754
1996-06-28,122.99298079894437
1996-07-31,120.57069376273209
1996-08-30,118.21240907395315
1996-09-30,122.86270284320975
1996-10-31,124.3737748686788
1996-11-29,124.45691904579841
1996-12-31,123.52832800907188
1997-01-01,123.29447661676765
1997-01-02,123.30834184296461
1997-01-03,122.9680490333236
1997-01-06,122.31903811912123
1997-01-07,123.37117468640305
1997-01-08,122.56172578216442
1997-01-09,123.08913819841932
1997-01-10,123.22359027540743
1997-01-13,123.84627093783484
1997-01-14,124.93849635951135
1997-01-15,126.78581954724395
1997-01-16,127.73456670332502
1997-01-17,128.3466479352054
1997-01-20,129.2951322178065
1997-01-21,130.3664484659584
1997-01-22,130.2016680592636
1997-01-23,131.08202080692436
1997-01-24,132.19873076239617
1997-01-27,131.24913485468676
1997-01-28,132.71905163272157
1997-01-29,131.76552750139217
1997-01-30,131.78287466837224
1997-01-31,132.9127299466548
1997-02-03,133.00099623108383
1997-02-04,133.39114912370528
1997-02-05,134.357034529307
1997-02-06,134.92813977724026
1997-02-07,136.53665153518514
1997-02-10,136.53665153518514
1997-02-11,136.65769686537757
1997-02-12,139.75179817906707
1997-02-13,139.71211308065122
1997-02-14,140.99487351905395
1997-02-17,141.538661474631
1997-02-18,141.74909051537458
1997-02-19,142.12267157088627
1997-02-20,140.98278956906893
1997-02-21,142.65485428692992
1997-02-24,143.97442694330894
1997-02-25,145.748571377749
1997-02-26,145.3671403890796
1997-02-27,144.47191769209297
1997-02-28,145.64502300383793
1997-03-03,145.9470991631494
1997-03-04,145.7682727015894
1997-03-05,145.91111623291528
1997-03-06,146.31768261669893
1997-03-07,147.43070765032803
1997-03-10,149.21740917630055
1997-03-11,149.59819823430047
1997-03-12,147.92750540223508
1997-03-13,146.9405159145041
1997-03-14,147.62342315005938
1997-03-17,146.4468006898501
1997-03-18,145.6640874707087
1997-03-19,144.99170871856768
1997-03-20,145.18338048885994
1997-03-21,145.021622610023
1997-03-24,145.0617411123349
1997-03-25,145.7634563263162
1997-03-26,146.6107638981782
1997-03-27,146.6107638981782
1997-03-28,146.57125125777605
1997-03-31,145.3383893696791
1997-04-01,145.9874270482092
1997-04-02,145.0827892127023
1997-04-03,146.02773474341322
1997-04-04,147.16428443439307
1997-04-07,147.9369843521158
1997-04-08,148.09479029609628
1997-04-09,147.66130168001627
1997-04-10,147.8004647914489
1997-04-11,148.1683749975988
1997-04-14,146.54306095040664
1997-04-15,145.71900072027162
1997-04-16,145.09286287248477
1997-04-17,144.09534136818883
1997-04-18,144.84480027299247
1997-04-21,144.80568186687987
1997-04-22,144.6645849367077
1997-04-23,146.47634797529565
1997-04-24,147.18534460579863
1997-04-25,147.37077788323685
1997-04-28,147.6807353228261
1997-04-29,148.67038956281647
1997-04-30,149.5345955937973
1997-05-01,149.4951535601318
1997-05-02,150.15659142729677
1997-05-05,149.45399107617115
1997-05-06,150.44985228370152
1997-05-07,150.77332686372412
1997-05-08,152.20002186643538
1997-05-09,152.96217208391928
1997-05-12,154.48203023016097
1997-05-13,155.37651447789372
1997-05-14,154.02415289669938
