Date,UNITED ARAB EMIRATES DOMESTIC SMALL CAP
2002-05-31,116.92354754410565
2002-06-03,116.92354754410565
2002-06-04,116.92673095632881
2002-06-05,116.92354754410565
2002-06-06,116.92354754410565
2002-06-07,116.92354754410565
2002-06-10,119.67491944809206
2002-06-11,120.13348143208975
2002-06-12,119.90746500488821
2002-06-13,119.67491944809204
2002-06-14,119.2163574640943
2002-06-17,118.29923349609882
2002-06-18,122.42629135207842
2002-06-19,122.42795794557074
2002-06-20,122.42629135207842
2002-06-21,122.42962458443849
2002-06-24,121.05060540008523
2002-06-25,120.59204341608749
2002-06-26,120.82461394290648
2002-06-27,120.82461394290648
2002-06-28,122.65724205877997
2002-07-01,123.69944955551625
2002-07-02,122.91988822706847
2002-07-03,123.43848025265653
2002-07-04,123.96041885837602
2002-07-05,123.96041885837602
2002-07-08,123.18421850321381
2002-07-09,123.1775109497968
2002-07-10,123.1808646351939
2002-07-11,123.1808646351939
2002-07-12,123.4418410433193
2002-07-15,124.22815255832577
2002-07-16,124.48574667582095
2002-07-17,125.26867590019718
2002-07-18,125.26867590019718
2002-07-19,125.27208661343775
2002-07-22,126.83626099902177
2002-07-23,123.70618553076979
2002-07-24,124.74672308394635
2002-07-25,124.22646138998843
2002-07-26,124.2281525583258
2002-07-29,124.22477026769558
2002-07-30,122.91988822706853
2002-07-31,123.44520201699184
2002-08-01,123.9637938595702
2002-08-02,125.27208661343786
2002-08-05,128.6613692058276
2002-08-06,127.87495840127218
2002-08-07,127.8819217512178
2002-08-08,127.87843998145138
2002-08-09,127.87843998145138
2002-08-12,130.22722765458008
2002-08-13,130.22722765458008
2002-08-14,132.05586021708868
2002-08-15,131.7930861033326
2002-08-16,132.57782013889536
2002-08-19,131.0101568789564
2002-08-20,131.26934628843915
2002-08-21,129.18332202207853
2002-08-22,130.75274040277583
2002-08-23,131.01015687895642
2002-08-26,131.27470743033183
2002-08-27,131.5267381874809
2002-08-28,132.57782013889542
2002-08-29,132.05765797166586
2002-08-30,132.05406251145808
2002-09-02,132.83699173583432
2002-09-03,133.35531376132687
2002-09-04,135.7077322252139
2002-09-05,136.75349951334888
2002-09-06,138.31749630646806
2002-09-09,138.31749630646806
2002-09-10,140.9234235442594
2002-09-11,140.66245424139967
2002-09-12,136.2296850414648
2002-09-13,134.66016027562566
2002-09-16,126.5718348904435
2002-09-17,126.5718348904435
2002-09-18,129.70174352129058
2002-09-19,131.27113328708194
2002-09-20,131.79308610333274
2002-09-23,131.7930861033327
2002-09-24,131.52852864130872
2002-09-25,131.26934628843927
2002-09-26,130.74740057755082
2002-09-27,130.22368212700997
2002-09-30,131.0065900355892
2002-10-01,131.00837343299503
2002-10-02,125.52794346866654
2002-10-03,128.65786630985153
2002-10-04,129.9627128241502
2002-10-07,129.9432549449725
2002-10-08,129.44077421843073
2002-10-09,129.70174352129047
2002-10-10,129.70174352129047
2002-10-11,129.70174352129047
2002-10-14,129.9627128241502
2002-10-15,130.22545486666235
2002-10-16,129.96271282415017
2002-10-17,130.22545486666232
2002-10-18,130.22368212700988
2002-10-21,130.7474005775507
2002-10-22,131.00659003558908
2002-10-23,131.00659003558908
2002-10-24,130.7474005775507
2002-10-25,130.48287518599284
2002-10-28,129.44077421843062
2002-10-29,130.22722765458005
2002-10-30,130.22722765458005
2002-10-31,130.48465142986956
2002-11-01,130.22722765458008
2002-11-04,130.22545486666226
2002-11-05,130.22545486666226
2002-11-06,130.74740057755068
2002-11-07,130.7456207327293
2002-11-08,131.00659003558906
2002-11-11,131.00659003558906
2002-11-12,131.0048066867368
2002-11-13,132.52189383222878
2002-11-14,132.050467247028
2002-11-15,132.050467247028
2002-11-18,134.9211295784851
2002-11-19,135.18209888134484
2002-11-20,133.61628306418643
2002-11-21,134.39919097276564
2002-11-22,134.3973614415726
2002-11-25,134.92112957848508
2002-11-26,135.1820988813448
2002-11-27,135.1820988813448
2002-11-28,134.91929294231656
2002-11-29,135.17841855413127
2002-12-02,140.18693322194164
2002-12-03,140.18884156570996
2002-12-04,140.18884156570996
2002-12-05,140.18884156570996
2002-12-06,135.6372573071962
2002-12-09,135.6372573071962
2002-12-10,136.19004665560954
2002-12-11,136.37307879842646
2002-12-12,136.59508571019083
2002-12-13,138.18999964915568
2002-12-16,135.72636141377058
2002-12-17,135.04362377499348
2002-12-18,135.04730053242702
2002-12-19,135.04913898622357
2002-12-20,135.050977490076
