Date,HUNGARY SMALL CAP
1994-05-31,312.137685670819
1994-06-30,269.15792882286223
1994-07-29,301.45528684206425
1994-08-31,329.69093458334606
1994-09-30,308.4286322580612
1994-10-31,321.6539346200429
1994-11-30,307.80662403947645
1994-12-30,284.96153473321635
1995-01-31,251.1275487302456
1995-02-28,254.789494975489
1995-03-31,251.48723485160053
1995-04-28,280.16992039929613
1995-05-31,307.10022069615684
1995-06-30,300.5974866820518
1995-07-31,309.4666867229388
1995-08-31,299.5971436611146
1995-09-29,295.45888017215736
1995-10-31,294.77724616837236
1995-11-30,273.85682597851326
1995-12-29,267.63969399316204
1996-01-31,319.68770828020223
1996-02-29,326.0607362126345
1996-03-29,342.9861415820092
1996-04-30,363.08965152029833
1996-05-31,396.670536702887
1996-06-28,391.65477742659976
1996-07-31,376.6866813238582
1996-08-30,402.70474515031384
1996-09-30,414.67314653691335
1996-10-31,411.73552093014877
1996-11-29,412.02801651451637
1996-12-31,471.9118168007792
1997-01-01,471.9118168007792
1997-01-02,475.07112057198174
1997-01-03,471.5180343409215
1997-01-06,479.45906310454495
1997-01-07,493.19903325468636
1997-01-08,511.76415381286444
1997-01-09,515.8271074656816
1997-01-10,502.85876901254153
1997-01-13,509.242773531677
1997-01-14,510.9553064379718
1997-01-15,533.0049549163903
1997-01-16,556.0865390107538
1997-01-17,543.5307676951428
1997-01-20,555.7092206843566
1997-01-21,579.4631280742459
1997-01-22,566.7587102836443
1997-01-23,571.2741351068213
1997-01-24,580.3166228124323
1997-01-27,578.757214895812
1997-01-28,569.1349130338941
1997-01-29,556.186782885235
1997-01-30,553.8877973447223
1997-01-31,577.7656654486227
1997-02-03,590.911474038537
1997-02-04,599.5344557735971
1997-02-05,604.6968965882315
1997-02-06,615.7253276888976
1997-02-07,603.6824523702619
1997-02-10,605.8335920877872
1997-02-11,591.433509177929
1997-02-12,598.0763411931728
1997-02-13,594.5351525148053
1997-02-14,584.0058126950166
1997-02-17,586.9544604303538
1997-02-18,588.6074791423009
1997-02-19,590.1246175062495
1997-02-20,581.3483313332497
1997-02-21,574.1459175904498
1997-02-24,585.1852861825435
1997-02-25,589.8382698785556
1997-02-26,593.4040494856874
1997-02-27,584.7389683900257
1997-02-28,579.9292978685964
1997-03-03,578.3612369060803
1997-03-04,573.2822342892895
1997-03-05,564.4419419576949
1997-03-06,561.5375205937618
1997-03-07,550.1413190106108
1997-03-10,542.6049149094628
1997-03-11,528.6191689014129
1997-03-12,537.8340230431684
1997-03-13,530.6087423545317
1997-03-14,520.2408614121631
1997-03-17,525.7168236081922
1997-03-18,542.6907629305256
1997-03-19,537.4882431473856
1997-03-20,532.5210030372109
1997-03-21,535.9212702028815
1997-03-24,532.3967450377986
1997-03-25,540.6718632196344
1997-03-26,558.8881875312585
1997-03-27,577.2200224307801
1997-03-28,574.6195601191272
1997-03-31,576.3857584995487
1997-04-01,561.1887124447472
1997-04-02,562.9136736839041
1997-04-03,554.6348580086632
1997-04-04,556.9349175350098
1997-04-07,554.483210256974
1997-04-08,556.0744820821182
1997-04-09,556.5611323443885
1997-04-10,557.3027250802818
1997-04-11,560.1708653595404
1997-04-14,558.2714631644473
1997-04-15,558.7909068123282
1997-04-16,566.2720270624536
1997-04-17,575.6953224961253
1997-04-18,580.493049755101
1997-04-21,601.2844291798807
1997-04-22,592.2742585487819
1997-04-23,592.6681374892129
1997-04-24,582.5958407110285
1997-04-25,583.293071482991
1997-04-28,583.3688401117857
1997-04-29,583.5778217706252
1997-04-30,584.9676055873522
1997-05-01,588.3275124859039
1997-05-02,586.133284001108
1997-05-05,582.7323940324136
1997-05-06,581.7357179320015
1997-05-07,578.1530014141376
1997-05-08,576.671255002479
1997-05-09,580.8826915720394
1997-05-12,575.4987105318517
1997-05-13,564.1978015943816
1997-05-14,571.731564268689
1997-05-15,571.4981166840099
1997-05-16,573.3164410075259
1997-05-19,570.2246808634213
1997-05-20,574.3305371805445
1997-05-21,572.7574742067901
1997-05-22,569.880550945417
1997-05-23,571.5365418695769
1997-05-26,581.8980040050867
1997-05-27,576.9420020431081
1997-05-28,579.7536355320037
1997-05-29,577.4734354904982
1997-05-30,583.6689824797354
1997-06-02,581.5367835130312
1997-06-03,586.6415432784707
1997-06-04,593.1910376515051
1997-06-05,599.0517989903752
1997-06-06,601.8027434283814
1997-06-09,607.4431207628842
1997-06-10,601.9691479457525
1997-06-11,600.4988789721671
1997-06-12,600.1045934060986
1997-06-13,598.0088555896406
1997-06-16,597.3927881441734
1997-06-17,593.8743702141411
1997-06-18,606.1278492974851
1997-06-19,598.7584021279973
1997-06-20,594.3059879130452
1997-06-23,596.4470829832457
1997-06-24,602.6849470610433
1997-06-25,607.2362250822458
1997-06-26,601.99359663441
1997-06-27,599.609920349497
1997-06-30,602.819896276187
1997-07-01,602.428906488867
1997-07-02,605.5245144930352
1997-07-03,609.5692031993743
1997-07-04,604.3432962031039
1997-07-07,608.5224665602943
1997-07-08,605.565428106481
1997-07-09,610.5426068198005
1997-07-10,611.8199386875744
1997-07-11,604.8073448198534
1997-07-14,602.0113396377468
1997-07-15,607.6438710823935
1997-07-16,615.5202195816639
1997-07-17,619.3564461135076
1997-07-18,620.7634754402515
1997-07-21,624.1015327205005
1997-07-22,621.0631677960034
1997-07-23,633.3434906511412
1997-07-24,638.5513868540052
1997-07-25,639.6510927432381
1997-07-28,652.915181226049
1997-07-29,666.5995088276505
1997-07-30,669.6123023802279
1997-07-31,671.0643995341272
1997-08-01,658.3425668779399
1997-08-04,648.9199770290058
1997-08-05,649.5630648636184
1997-08-06,664.6108072013735
1997-08-07,668.6001563293319
1997-08-08,672.3057031762859
1997-08-11,648.3998759169605
1997-08-12,641.6970204626444
1997-08-13,647.3475298513296
1997-08-14,642.4581366152181
1997-08-15,650.3983890966813
1997-08-18,639.9036281374059
1997-08-19,642.4777351084078
1997-08-20,637.5109134319091
1997-08-21,647.2639194931122
1997-08-22,655.6748684873281
1997-08-25,653.8978178092734
1997-08-26,649.802660464242
