Date,EUROPE IMI MINIMUM VOLATILITY (EUR)
2001-05-31,1000.0
2001-06-01,1001.2324199043301
2001-06-04,1003.6710964390096
2001-06-05,1008.19192079786
2001-06-06,1005.0023500686203
2001-06-07,1005.198391399269
2001-06-08,1004.1795050369221
2001-06-11,1001.1791110462086
2001-06-12,995.9432847881876
2001-06-13,999.9432129443547
2001-06-14,996.221361243057
2001-06-15,990.8723635282211
2001-06-18,986.2068291367315
2001-06-19,987.599727338775
2001-06-20,988.1928117850164
2001-06-21,986.0110102480367
2001-06-22,986.125219412714
2001-06-25,984.6831096428135
2001-06-26,978.1255166300897
2001-06-27,980.1669060326175
2001-06-28,985.9504756693216
2001-06-29,992.9825427242373
2001-07-02,996.5453772099617
2001-07-03,989.481020756285
2001-07-04,988.1371970364954
2001-07-05,990.0095725367192
2001-07-06,981.6052460098525
2001-07-09,980.0150571094747
2001-07-10,974.2646583717025
2001-07-11,969.1631449759145
2001-07-12,973.8698293727977
2001-07-13,975.7382722287924
2001-07-16,972.0872300421411
2001-07-17,971.0565542219474
2001-07-18,963.6235429659929
2001-07-19,972.3830556073658
2001-07-20,970.5013253190981
2001-07-23,972.5599799779516
2001-07-24,965.6807529280156
2001-07-25,957.5310052497706
2001-07-26,960.8614786862369
2001-07-27,969.3429108031821
2001-07-30,972.5348399997447
2001-07-31,978.3837090436499
2001-08-01,982.3106645800625
2001-08-02,978.8650538356305
2001-08-03,973.7211610983375
2001-08-06,974.8480797425708
2001-08-07,974.1079047195587
2001-08-08,968.9132947782972
2001-08-09,958.7737307508185
2001-08-10,955.4251358802646
2001-08-13,957.7222123174122
2001-08-14,962.5675928856738
2001-08-15,959.8553532901502
2001-08-16,956.1043153154405
2001-08-17,949.5109258524081
2001-08-20,950.4456783287545
2001-08-21,955.742007725616
2001-08-22,954.4306509007597
2001-08-23,957.6539493123071
2001-08-24,964.8820500459733
2001-08-27,965.6418847882645
2001-08-28,960.7074667072984
2001-08-29,959.1769768587887
2001-08-30,949.7780630508887
2001-08-31,951.7856590740096
2001-09-03,947.3484669689226
2001-09-04,955.1348804982246
2001-09-05,950.0008663368831
2001-09-06,941.2630470193008
2001-09-07,926.6577197682274
2001-09-10,914.9934564552185
2001-09-11,882.1144594709741
2001-09-12,884.5880738529198
2001-09-13,891.6245418022824
2001-09-14,863.5532173525024
2001-09-17,867.8398727938337
2001-09-18,860.5910867987823
2001-09-19,852.2575956206474
2001-09-20,827.8059986627119
2001-09-21,805.5862845220807
2001-09-24,829.6790532187554
2001-09-25,833.410399597833
2001-09-26,843.3058118367504
2001-09-27,854.4260624328398
2001-09-28,874.9602152813751
2001-10-01,865.5649824975947
2001-10-02,871.5521212186381
2001-10-03,873.3382143002974
2001-10-04,888.9904995021958
2001-10-05,885.2076080994713
2001-10-08,882.8751408129268
2001-10-09,881.772170844622
2001-10-10,894.5297047140651
2001-10-11,899.8808575009646
2001-10-12,899.1364883399243
2001-10-15,889.9405247883827
2001-10-16,891.7870901200291
2001-10-17,900.983948329527
2001-10-18,895.3415621814653
2001-10-19,887.4789013475439
2001-10-22,894.0944695626256
2001-10-23,903.3650976158367
2001-10-24,903.4761438624641
2001-10-25,894.2053864885338
2001-10-26,905.712310715159
2001-10-29,894.9742083948356
2001-10-30,884.0573221301701
2001-10-31,894.3785135781513
2001-11-01,897.3919969957415
2001-11-02,896.5305475173781
2001-11-05,908.2697656607456
2001-11-06,906.8799302326219
2001-11-07,909.995872609506
2001-11-08,919.0583977816318
2001-11-09,915.5071588369684
2001-11-12,904.3596294531175
2001-11-13,918.5342180706854
2001-11-14,917.2335586058208
2001-11-15,912.8975039260113
2001-11-16,916.5757553798476
2001-11-19,922.9362819842751
2001-11-20,919.7999901435971
2001-11-21,922.230835990126
2001-11-22,924.7039086425026
2001-11-23,921.8473168365238
2001-11-26,919.226511833532
2001-11-27,913.0729205057688
2001-11-28,908.3335674510827
2001-11-29,909.1243734538758
2001-11-30,909.290817233598
2001-12-03,908.3683588276062
2001-12-04,913.2924991542184
2001-12-05,919.9965876344354
2001-12-06,921.5338085683456
2001-12-07,912.9375913862544
2001-12-10,907.070520473278
2001-12-11,906.5264368318574
2001-12-12,902.251304895051
2001-12-13,896.5216071894162
2001-12-14,891.6847418606629
2001-12-17,900.6118670769544
2001-12-18,902.9294352536457
2001-12-19,901.280597387147
2001-12-20,902.6928055238564
2001-12-21,914.2774606323761
2001-12-24,917.339396443257
2001-12-25,917.3077734262688
2001-12-26,918.5156917768466
2001-12-27,925.9554529617502
2001-12-28,931.5010951323187
2001-12-31,930.2950040501831
2002-01-01,930.2634027069581
2002-01-02,920.6047551568968
2002-01-03,926.4742113760851
2002-01-04,926.1042918752263
2002-01-07,921.4422349083292
2002-01-08,918.718181936088
2002-01-09,918.6470583052424
2002-01-10,915.9420571140494
2002-01-11,919.2355058649126
2002-01-14,911.5966592410865
2002-01-15,917.5633316953265
2002-01-16,915.306014302201
2002-01-17,924.8226811080152
2002-01-18,925.3797412686172
2002-01-21,924.9583896484472
2002-01-22,927.2185061183876
2002-01-23,930.7590818312763
2002-01-24,935.5946807894521
2002-01-25,935.5664250336407
2002-01-28,940.3699041439074
2002-01-29,934.4970996847786
2002-01-30,929.7148144945902
2002-01-31,937.7628620439282
2002-02-01,941.782477735684
2002-02-04,938.8668930514758
2002-02-05,932.7988093758252
2002-02-06,931.2647697646019
2002-02-07,931.1255981828756
2002-02-08,930.5380705424448
2002-02-11,933.3110615665622
2002-02-12,936.2832639760544
2002-02-13,942.0405903865444
2002-02-14,947.7338702703807
2002-02-15,946.6454136347486
2002-02-18,943.1295302529903
2002-02-19,934.1659564197265
2002-02-20,932.5442286334206
2002-02-21,936.0554080447329
2002-02-22,932.5482745391145
2002-02-25,940.4457835652019
2002-02-26,943.2490414384391
2002-02-27,950.6833576489034
2002-02-28,949.8827076196114
2002-03-01,953.8042190992799
2002-03-04,958.6317198627353
2002-03-05,955.8985452147984
2002-03-06,955.2307792980515
2002-03-07,955.6523779405929
2002-03-08,958.8168779547094
2002-03-11,959.1413332376786
2002-03-12,957.684885350702
2002-03-13,957.9681040468573
2002-03-14,958.5820972655647
2002-03-15,963.0425519787339
2002-03-18,965.5275118676726
2002-03-19,966.8833271125994
2002-03-20,963.7307590557734
2002-03-21,964.0731373542036
2002-03-22,967.9670255778054
2002-03-25,965.8791847442956
2002-03-26,966.1998489355893
2002-03-27,968.3080203428137
2002-03-28,975.2061605628769
2002-03-29,975.1741624116966
2002-04-01,975.9758472465121
2002-04-02,975.3208837473632
2002-04-03,975.5213954591569
2002-04-04,969.1482350077899
2002-04-05,971.5173653943858
2002-04-08,967.5830394487579
2002-04-09,969.3204374705016
2002-04-10,973.6853691676563
2002-04-11,967.5928580081554
2002-04-12,971.981397361683
2002-04-15,974.7480014523628
2002-04-16,978.652488790286
2002-04-17,978.5565447791535
2002-04-18,978.3505925779837
2002-04-19,983.2077382388214
2002-04-22,984.4268673413028
2002-04-23,984.132037606601
2002-04-24,983.5919822965569
2002-04-25,976.4547443238142
2002-04-26,975.9372754326134
2002-04-29,973.6907798924602
2002-04-30,978.83753497243
2002-05-01,978.3577850601353
2002-05-02,981.3219251472336
2002-05-03,981.0519145623617
2002-05-06,978.599249331687
2002-05-07,972.1880325113902
2002-05-08,981.1814234696648
2002-05-09,979.8536732330931
2002-05-10,976.620090765431
2002-05-13,981.5792769095987
2002-05-14,986.6812695191163
2002-05-15,988.6338078294613
2002-05-16,986.9796655066351
2002-05-17,982.2371209274226
2002-05-20,980.5731204282308
2002-05-21,980.6902308416111
2002-05-22,973.8055217354522
2002-05-23,976.2834135590624
2002-05-24,975.3128207281967
2002-05-27,976.3715287013657
2002-05-28,971.2005472617118
2002-05-29,969.7846343050644
2002-05-30,963.8138384306083
2002-05-31,967.545362893384
2002-06-03,962.8815399120775
2002-06-04,950.1568489938151
2002-06-05,946.0306644351841
2002-06-06,944.5767680162338
2002-06-07,938.9736384377452
2002-06-10,941.3107823628824
2002-06-11,946.7300568537476
2002-06-12,934.6093018429691
2002-06-13,928.5683821791591
2002-06-14,908.4851236500122
2002-06-17,929.7804195763935
2002-06-18,926.5608555442209
2002-06-19,918.0486669351293
2002-06-20,904.0760229409681
2002-06-21,901.3198768824685
2002-06-24,885.0604149378756
2002-06-25,899.7309136484907
2002-06-26,885.8972341959203
2002-06-27,891.6821744450981
2002-06-28,910.931156321149
2002-07-01,914.046359418042
2002-07-02,900.0818950423436
2002-07-03,886.6822635984793
2002-07-04,898.1189201831813
2002-07-05,919.467815131377
2002-07-08,917.1120435440201
2002-07-09,909.7557827640118
2002-07-10,892.5053402505936
2002-07-11,867.5516744433409
2002-07-12,866.0410899632022
2002-07-15,832.9486018101596
2002-07-16,824.7509231800101
2002-07-17,841.0082193340331
2002-07-18,850.0680710081355
2002-07-19,823.8680624566115
2002-07-22,797.0771906926946
2002-07-23,789.7421317510631
2002-07-24,776.0171797592616
2002-07-25,798.6733255298084
2002-07-26,806.1087719223146
2002-07-29,837.9737381661784
2002-07-30,837.0977024385649
2002-07-31,844.5301004453554
2002-08-01,823.0150609147842
2002-08-02,828.9575485119453
2002-08-05,815.0327628323178
2002-08-06,835.4505240396219
2002-08-07,827.8692859458889
2002-08-08,846.2261162737415
2002-08-09,854.5663141392118
2002-08-12,844.2247696949007
2002-08-13,851.5901371417833
2002-08-14,841.1157117057471
2002-08-15,857.9947874942192
2002-08-16,855.9613263930714
2002-08-19,870.0472631877093
2002-08-20,858.434331938108
2002-08-21,862.5888277961269
2002-08-22,870.356618735987
2002-08-23,864.3839101947634
2002-08-26,861.3542923768009
2002-08-27,869.7697692235779
2002-08-28,850.2947147325557
2002-08-29,840.7208879941992
2002-08-30,848.7639807418468
2002-09-02,839.9759448174204
2002-09-03,818.5443617985644
2002-09-04,822.7305492668401
2002-09-05,820.7750472263899
2002-09-06,836.7158639217687
2002-09-09,831.9794141698493
2002-09-10,845.0784559444774
2002-09-11,854.6537245104403
2002-09-12,835.0098019095091
2002-09-13,826.285486110513
2002-09-16,825.0666867476699
2002-09-17,819.2474221557078
2002-09-18,799.4599398591685
2002-09-19,790.204316842389
2002-09-20,791.6711543469365
2002-09-23,776.0527107315535
2002-09-24,763.5685493813003
2002-09-25,771.6997812493049
2002-09-26,794.9938778719045
2002-09-27,796.8632920167328
2002-09-30,774.3294335678887
2002-10-01,779.3306092337116
2002-10-02,795.0341638077606
2002-10-03,788.7368640993982
2002-10-04,782.3493001164588
2002-10-07,774.7759225350959
2002-10-08,767.9726619569441
2002-10-09,760.2736220156995
2002-10-10,766.3964463841928
2002-10-11,790.1620319846694
2002-10-14,786.8993823143832
2002-10-15,811.8921011123774
2002-10-16,806.044612442615
2002-10-17,819.716348214946
2002-10-18,814.1686738689518
2002-10-21,814.1124833222785
2002-10-22,808.7214683020126
2002-10-23,794.5373997117738
2002-10-24,806.3279951322676
2002-10-25,803.2472311615377
2002-10-28,804.9343937336145
2002-10-29,785.0825920490474
2002-10-30,795.5375897016105
2002-10-31,803.6216241584127
2002-11-01,797.8517538735434
