Date,EUROPE IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1001.054307919836
2001-06-04,1003.5662141211708
2001-06-05,1008.4902915268203
2001-06-06,1003.6718002793274
2001-06-07,1002.6748203812949
2001-06-08,1001.5236637625211
2001-06-11,998.7237419166783
2001-06-12,992.804054766548
2001-06-13,997.4703615866463
2001-06-14,993.047378945637
2001-06-15,988.3285827466946
2001-06-18,983.8913617903347
2001-06-19,985.8117894186831
2001-06-20,986.5186010144747
2001-06-21,985.3722237289836
2001-06-22,985.7288959824825
2001-06-25,984.1137578513839
2001-06-26,976.7684792783376
2001-06-27,979.0983757464695
2001-06-28,985.6217425635855
2001-06-29,991.472916437123
2001-07-02,996.0525301684846
2001-07-03,988.4399201084572
2001-07-04,987.195563568039
2001-07-05,989.8464085598062
2001-07-06,980.7492014646153
2001-07-09,978.773316509542
2001-07-10,972.6169083390911
2001-07-11,967.3036739608815
2001-07-12,973.065796328783
2001-07-13,974.3568926400895
2001-07-16,970.9810002900597
2001-07-17,969.1512201462749
2001-07-18,960.0355031461604
2001-07-19,968.7940486814423
2001-07-20,967.9604537728759
2001-07-23,970.235266927784
2001-07-24,962.2265124353277
2001-07-25,954.9818316820791
2001-07-26,958.4018223334458
2001-07-27,967.0063061730092
2001-07-30,969.583702442844
2001-07-31,975.9565861392417
2001-08-01,979.556225971995
2001-08-02,976.3424362640598
2001-08-03,970.4023043539611
2001-08-06,971.0819116838001
2001-08-07,971.3763680685771
2001-08-08,966.6105640294893
2001-08-09,955.194896870824
2001-08-10,951.5877441525669
2001-08-13,953.1660441602504
2001-08-14,958.4916585104038
2001-08-15,955.4802825117599
2001-08-16,952.051889878635
2001-08-17,944.832743624148
2001-08-20,944.9378107172192
2001-08-21,950.5091625885304
2001-08-22,949.1608091910562
2001-08-23,952.0661741915808
2001-08-24,959.6109206490831
2001-08-27,960.566537663455
2001-08-28,955.6398254195942
2001-08-29,953.7441412864944
2001-08-30,944.0459612218882
2001-08-31,945.4450271739523
2001-09-03,940.9873168946579
2001-09-04,950.3818424743695
2001-09-05,946.1655076817278
2001-09-06,936.343046406255
2001-09-07,920.3937213687074
2001-09-10,909.458512580849
2001-09-11,875.5380311434334
2001-09-12,878.8077631300891
2001-09-13,886.5491778791129
2001-09-14,858.2472344508953
2001-09-17,862.227323220317
2001-09-18,852.5529922721804
2001-09-19,843.1121387964029
2001-09-20,818.475592927129
2001-09-21,796.1169021406525
2001-09-24,820.1487930810824
2001-09-25,823.9333440353704
2001-09-26,833.1169702563369
2001-09-27,844.5900793194413
2001-09-28,866.7710829222431
2001-10-01,857.5810357424614
2001-10-02,862.4929329421753
2001-10-03,865.873929023569
2001-10-04,882.6068665352097
2001-10-05,878.1247092072632
2001-10-08,874.7426240684405
2001-10-09,873.6652454100335
2001-10-10,886.4886964856
2001-10-11,893.8227581746603
2001-10-12,892.9067938938748
2001-10-15,883.4624628009354
2001-10-16,885.6829991781062
2001-10-17,895.9903167485884
2001-10-18,889.5647444215803
2001-10-19,881.031396842154
2001-10-22,887.0200057899291
2001-10-23,896.779042121042
2001-10-24,896.6033613564682
2001-10-25,886.7044662753489
2001-10-26,899.3724421535699
2001-10-29,888.0818518715233
2001-10-30,875.8551420204445
2001-10-31,886.1623061069697
2001-11-01,888.7454480281694
2001-11-02,889.4175293380721
2001-11-05,901.3773816411535
2001-11-06,900.1652001504568
2001-11-07,903.2404196981199
2001-11-08,913.5059033745712
2001-11-09,910.522670309359
2001-11-12,898.7332044795498
2001-11-13,913.4703614567787
2001-11-14,911.0789471077672
2001-11-15,906.3287166665652
2001-11-16,908.7469522646692
2001-11-19,914.2841584452019
2001-11-20,910.4089722587091
2001-11-21,913.9840675740759
2001-11-22,916.8895091181964
2001-11-23,914.3401153956121
2001-11-26,912.2814435992595
2001-11-27,905.8585268538912
2001-11-28,901.5211999443443
2001-11-29,902.2420058086065
2001-11-30,900.7936887706632
2001-12-03,899.9103903551581
2001-12-04,904.3847799945534
2001-12-05,911.8525246955813
2001-12-06,914.3474528914471
2001-12-07,906.3468121904182
2001-12-10,900.9269951467684
2001-12-11,900.1851723044432
2001-12-12,895.4643494631249
2001-12-13,889.8658645486231
2001-12-14,884.3150823699497
2001-12-17,893.3667755396606
2001-12-18,896.1219729577463
2001-12-19,894.2065843119027
2001-12-20,895.6263778478249
2001-12-21,908.1082267036003
2001-12-24,911.9001796276827
2001-12-25,911.8633874172095
2001-12-26,913.354743712809
2001-12-27,920.9526019755632
2001-12-28,927.1655199044217
2001-12-31,925.7568126230748
2002-01-01,925.7201387524077
2002-01-02,914.287995996784
2002-01-03,921.5042382121637
2002-01-04,921.843532399685
2002-01-07,917.4556514612518
2002-01-08,914.8080860077813
2002-01-09,914.9059002201385
2002-01-10,911.7372430808781
2002-01-11,915.5164012868229
2002-01-14,907.6820200985189
2002-01-15,913.1515986917428
2002-01-16,911.5158053086176
2002-01-17,920.2591199983582
2002-01-18,919.7391043237241
2002-01-21,920.1339801975591
2002-01-22,921.5257199350834
2002-01-23,924.6003532071919
2002-01-24,929.812886299771
2002-01-25,930.0105727363874
2002-01-28,934.7790725027068
2002-01-29,928.8117755285483
2002-01-30,923.8196667212228
2002-01-31,932.6868560061918
2002-02-01,936.4854230227838
2002-02-04,933.2074830789624
2002-02-05,926.8462541652768
2002-02-06,924.921863528333
2002-02-07,925.2757820785312
2002-02-08,924.5830807224542
2002-02-11,927.8350952940156
2002-02-12,931.6182364485257
2002-02-13,937.7421569746865
2002-02-14,943.5552707582301
2002-02-15,942.4816874118468
2002-02-18,939.2002956431077
2002-02-19,930.1613639476349
2002-02-20,927.8968150089247
2002-02-21,931.8374965060203
2002-02-22,928.1385794829439
2002-02-25,936.4450159342591
2002-02-26,939.7762878560192
2002-02-27,947.2450006186968
2002-02-28,946.141513864945
2002-03-01,950.0320797932545
2002-03-04,955.071609622019
2002-03-05,952.8533781678462
2002-03-06,951.1823270796979
2002-03-07,951.6658766072686
2002-03-08,955.0824923651326
2002-03-11,955.1555334780503
2002-03-12,953.7573791489536
2002-03-13,953.8521897550338
2002-03-14,954.0206866608947
2002-03-15,958.0559517765406
2002-03-18,960.3957025839879
2002-03-19,961.9006607044396
2002-03-20,958.9837864542451
2002-03-21,960.2256346316946
2002-03-22,964.5115858019057
2002-03-25,962.6067753586505
2002-03-26,962.9267365020817
2002-03-27,965.181566351833
2002-03-28,972.1370740755361
2002-03-29,972.1000148081289
2002-04-01,973.1216003858501
2002-04-02,973.284849823892
2002-04-03,972.8072305673593
2002-04-04,966.2842111578773
2002-04-05,969.612210489773
2002-04-08,965.9322866589608
2002-04-09,967.6026653463724
2002-04-10,971.1998873941959
2002-04-11,964.4375216778468
2002-04-12,969.1006759296296
2002-04-15,972.0934358104103
2002-04-16,975.6260090578903
2002-04-17,975.0832803888495
2002-04-18,974.1266775507399
2002-04-19,978.8803879999211
2002-04-22,980.1480782367925
2002-04-23,979.4379476419169
2002-04-24,978.1555644061261
2002-04-25,970.0302323692678
2002-04-26,969.5004522709959
2002-04-29,966.8382621160833
2002-04-30,971.4770438822546
2002-05-01,971.0098323777623
2002-05-02,974.722734226537
2002-05-03,973.9788682246462
2002-05-06,971.6144794989634
2002-05-07,964.7837752956475
2002-05-08,973.6878505224068
2002-05-09,971.8696026531667
2002-05-10,968.2458689206123
2002-05-13,973.0563063180475
2002-05-14,978.0284968734155
2002-05-15,979.2970275965419
2002-05-16,977.9774875970177
2002-05-17,972.2281823946437
2002-05-20,970.549704229234
2002-05-21,970.0921467644587
2002-05-22,962.4578253583873
2002-05-23,964.946391586164
2002-05-24,964.8173895262523
2002-05-27,965.9631789360892
2002-05-28,959.8776580514601
2002-05-29,957.4067993460089
2002-05-30,951.4029841770031
2002-05-31,955.2060560990999
2002-06-03,950.6179661685652
2002-06-04,938.0399777596691
2002-06-05,934.2652371478282
2002-06-06,931.6502011455192
2002-06-07,925.0249899167502
2002-06-10,926.9491521068175
2002-06-11,932.5248803454292
2002-06-12,919.964743723889
2002-06-13,913.9847724731211
2002-06-14,893.5153365909202
2002-06-17,915.7888682866154
2002-06-18,912.4183041069192
2002-06-19,903.0644456485068
2002-06-20,888.8420717282814
2002-06-21,886.8291765893898
2002-06-24,870.7888981926071
2002-06-25,886.0155982558265
2002-06-26,871.8084436250967
2002-06-27,878.4402197330564
2002-06-28,897.2185103794674
2002-07-01,899.7177307897767
2002-07-02,885.3188200248069
2002-07-03,871.1316752782118
2002-07-04,882.9134923628612
2002-07-05,904.0008535084725
2002-07-08,901.6757505996412
2002-07-09,894.1454065101616
2002-07-10,876.8618865335726
2002-07-11,851.4116071692197
2002-07-12,849.9547306923384
2002-07-15,817.401824424834
2002-07-16,809.4413274836136
2002-07-17,825.9296818238548
2002-07-18,834.9655696609179
2002-07-19,809.19829454904
2002-07-22,781.2944106113104
2002-07-23,774.1914002994823
2002-07-24,760.8282836306818
2002-07-25,782.9896531239831
2002-07-26,791.0116894001825
2002-07-29,822.8236560423989
2002-07-30,822.5630608524451
2002-07-31,830.857283403809
2002-08-01,809.0391558469979
2002-08-02,815.510380199462
2002-08-05,801.7979224617568
2002-08-06,821.814643922764
2002-08-07,814.6882110709219
2002-08-08,832.8542362738225
2002-08-09,840.471478416419
2002-08-12,830.657884212091
2002-08-13,838.2658364651502
2002-08-14,827.7034294666875
2002-08-15,845.1153206387883
2002-08-16,843.0989217387801
2002-08-19,856.3190754548209
2002-08-20,845.0265694987046
2002-08-21,848.815713996134
2002-08-22,856.5615186471653
2002-08-23,850.6663733091326
2002-08-26,848.0143557363293
2002-08-27,855.9811039776424
2002-08-28,836.7083806709898
2002-08-29,826.9714768815337
2002-08-30,834.624302269634
2002-09-02,825.62424753981
2002-09-03,803.8971045018575
2002-09-04,807.9687228855598
2002-09-05,805.8151904323
2002-09-06,821.8111027236121
2002-09-09,817.0839030073225
2002-09-10,830.7778502278376
2002-09-11,840.0500510371357
2002-09-12,820.7106958686737
2002-09-13,812.3102002808182
2002-09-16,811.5161119874225
2002-09-17,805.876239418687
2002-09-18,786.6590100359437
2002-09-19,777.9492507099767
2002-09-20,779.1417038157118
2002-09-23,763.3146807770523
2002-09-24,752.4500963732748
2002-09-25,760.4368829736378
2002-09-26,782.9882670566853
2002-09-27,784.749863107039
2002-09-30,762.2152697958197
2002-10-01,767.6087317275462
2002-10-02,783.2404301945894
2002-10-03,777.4090703940252
2002-10-04,770.9666597716132
2002-10-07,762.9998852038468
2002-10-08,755.5766894029006
2002-10-09,748.251480114947
2002-10-10,754.4763872429676
2002-10-11,777.9783817282415
2002-10-14,774.5713881107843
2002-10-15,800.4046581421433
2002-10-16,793.4554304189356
2002-10-17,806.7477107509301
2002-10-18,801.1502538581686
2002-10-21,801.4130502937037
2002-10-22,795.9950164649451
2002-10-23,782.7833283223192
2002-10-24,795.2081963210222
2002-10-25,792.1623595573498
