Date,WORLD IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1003.5014400349237
2001-06-04,1006.3790225330798
2001-06-05,1007.745722038251
2001-06-06,1003.3581047984851
2001-06-07,1002.7018891455599
2001-06-08,1002.9340131337357
2001-06-11,1005.1989171345209
2001-06-12,996.1442012310109
2001-06-13,993.311525441907
2001-06-14,982.3951064395021
2001-06-15,975.8025755401507
2001-06-18,972.700989252726
2001-06-19,975.9508218932868
2001-06-20,984.0960122955495
2001-06-21,982.5208164469957
2001-06-22,980.0540095853867
2001-06-25,971.0387128773402
2001-06-26,971.4669681160689
2001-06-27,969.6512631235461
2001-06-28,980.1705013434618
2001-06-29,987.5823352577397
2001-07-02,990.7023902651179
2001-07-03,988.8480006336094
2001-07-04,988.5519232897532
2001-07-05,994.0834219883836
2001-07-06,977.8379812774457
2001-07-09,972.6623401560244
2001-07-10,963.9362885910756
2001-07-11,957.0494433994347
2001-07-12,970.1788974706818
2001-07-13,971.1660823404567
2001-07-16,964.7616404515583
2001-07-17,968.8792701535972
2001-07-18,949.6903625249201
2001-07-19,956.058584764284
2001-07-20,952.2518105551619
2001-07-23,946.4477335898629
2001-07-24,934.8826918293214
2001-07-25,936.6553090744509
2001-07-26,941.3753124221206
2001-07-27,946.2280011575606
2001-07-30,943.8911612241288
2001-07-31,951.0886800830688
2001-08-01,951.3060167707882
2001-08-02,952.4573233594889
2001-08-03,946.2029144151187
2001-08-06,948.3114612681102
2001-08-07,954.4285553667182
2001-08-08,950.0183204815332
2001-08-09,935.8607874057458
2001-08-10,933.8510204443081
2001-08-13,930.7883688741194
2001-08-14,936.6415569689657
2001-08-15,928.9006755532376
2001-08-16,926.4657450550735
2001-08-17,918.5572864766765
2001-08-20,921.9470756738731
2001-08-21,924.9442842893288
2001-08-22,921.3417761842572
2001-08-23,926.3273033747668
2001-08-24,931.2515638902007
2001-08-27,933.3549869349783
2001-08-28,927.4746246479092
2001-08-29,922.5998334133051
2001-08-30,915.3564428363744
2001-08-31,915.335973894888
2001-09-03,912.53205264109
2001-09-04,932.9217206894004
2001-09-05,930.5415216301418
2001-09-06,921.7247441291737
2001-09-07,903.7955640646366
2001-09-10,900.1860902761068
2001-09-11,888.2076907894162
2001-09-12,882.239970500391
2001-09-13,885.161713405849
2001-09-14,872.8708673981829
2001-09-17,857.8242228916163
2001-09-18,855.7417022433305
2001-09-19,844.131721622555
2001-09-20,829.4093684040952
2001-09-21,819.53857844917
2001-09-24,828.972350848409
2001-09-25,827.9589511481294
2001-09-26,832.1371938324468
2001-09-27,842.0045982611745
2001-09-28,866.4099449613561
2001-10-01,859.0109046350357
2001-10-02,865.235589441011
2001-10-03,860.9922737848773
2001-10-04,873.6990885642015
2001-10-05,871.3265277329068
2001-10-08,869.3856529173648
2001-10-09,865.6214468508877
2001-10-10,878.8685615488909
2001-10-11,890.6635818984122
2001-10-12,886.9001754935143
2001-10-15,882.7623366010537
2001-10-16,884.6796033206296
2001-10-17,886.2348965526215
2001-10-18,879.3449449097443
2001-10-19,882.6339158397502
2001-10-22,889.9834383786698
2001-10-23,893.8166838709761
2001-10-24,888.7144444589429
2001-10-25,887.5114901660393
2001-10-26,894.0162967671989
2001-10-29,877.8122804536298
2001-10-30,866.8692936718161
2001-10-31,875.4023081579932
2001-11-01,878.103931330638
2001-11-02,877.7908354854236
2001-11-05,888.7948428497818
2001-11-06,893.9478532103483
2001-11-07,889.4077138914238
2001-11-08,899.5513065882371
2001-11-09,896.3479421416067
2001-11-12,891.1539862220611
2001-11-13,905.5326421100929
2001-11-14,901.8644919969172
2001-11-15,902.9869707649997
2001-11-16,900.5003268376132
2001-11-19,907.385638021266
2001-11-20,906.2868664311613
2001-11-21,910.9195551758492
2001-11-22,908.9964773817894
2001-11-23,912.5656106472696
2001-11-26,911.810491376633
2001-11-27,905.3863597006077
2001-11-28,897.6585546270364
2001-11-29,899.5268382981639
2001-11-30,894.1980235172807
2001-12-03,894.8942647374561
2001-12-04,898.8990248982178
2001-12-05,907.6913449287168
2001-12-06,902.0998286104832
2001-12-07,898.4057647999967
2001-12-10,892.7251532749317
2001-12-11,888.8206120730327
2001-12-12,885.5626881651615
2001-12-13,877.3800493350157
2001-12-14,874.521134026414
2001-12-17,875.447336716951
2001-12-18,883.5450528651753
2001-12-19,887.5765240565313
2001-12-20,888.8632406960188
2001-12-21,900.5318646350335
2001-12-24,909.2706009677545
2001-12-25,908.7478608576272
2001-12-26,908.8859722596214
2001-12-27,909.2767018202046
2001-12-28,916.9844217638714
2001-12-31,907.451763211294
2002-01-01,907.4328703678334
2002-01-02,893.0791015745691
2002-01-03,898.4071137473281
2002-01-04,905.4979064120216
2002-01-07,904.3666548012186
2002-01-08,899.4661683682683
2002-01-09,899.2668889933938
2002-01-10,893.3561485861578
2002-01-11,895.0701266986599
2002-01-14,891.6747182860378
2002-01-15,897.9688176926894
2002-01-16,900.1939142662618
2002-01-17,904.3013013896021
2002-01-18,901.349777103662
2002-01-21,901.4861666848877
2002-01-22,898.9575679802158
2002-01-23,898.7282513763764
2002-01-24,903.5997490463909
