Date,EAFE IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1001.6891017223293
2001-06-04,1003.8843458987639
2001-06-05,1004.5620607370141
2001-06-06,1001.6522441186817
2001-06-07,1003.8201579508011
2001-06-08,1003.1881410264365
2001-06-11,1000.6329400325566
2001-06-12,989.9218563016735
2001-06-13,992.97653457794
2001-06-14,987.9632080850032
2001-06-15,981.752968821547
2001-06-18,977.0907987877355
2001-06-19,979.5153015334765
2001-06-20,982.5290245050875
2001-06-21,982.891973547145
2001-06-22,984.570967668674
2001-06-25,980.1165797722513
2001-06-26,977.5139399639452
2001-06-27,977.6206446891674
2001-06-28,982.5686224118467
2001-06-29,991.8944695046428
2001-07-02,992.3812683119136
2001-07-03,989.3731787806585
2001-07-04,988.1924222856509
2001-07-05,990.6884874779678
2001-07-06,977.3250540794088
2001-07-09,973.3241987312421
2001-07-10,968.6925071017241
2001-07-11,962.3484229301024
2001-07-12,971.7337673905822
2001-07-13,970.1201922585979
2001-07-16,966.3231908974661
2001-07-17,964.1914973227213
2001-07-18,949.8705073949559
2001-07-19,957.2125366118308
2001-07-20,954.860684403509
2001-07-23,952.6431966366387
2001-07-24,946.9293897707652
2001-07-25,942.6525679279165
2001-07-26,944.4285888329307
2001-07-27,951.5271313908634
2001-07-30,949.5756221040283
2001-07-31,957.5837223180692
2001-08-01,962.7547816333068
2001-08-02,964.1663725351104
2001-08-03,956.6915065420732
2001-08-06,959.495030340187
2001-08-07,962.0061598819578
2001-08-08,959.6533024630908
2001-08-09,944.0738207850085
2001-08-10,941.5760521207703
2001-08-13,939.2873679074432
2001-08-14,947.6875673553862
2001-08-15,945.1843566832129
2001-08-16,940.1626518875563
2001-08-17,935.3410737985289
2001-08-20,933.9554307212609
2001-08-21,939.8291032671008
2001-08-22,938.3299469579268
2001-08-23,940.2377788546253
2001-08-24,944.4605055664422
2001-08-27,946.6917063283988
2001-08-28,942.7922502025567
2001-08-29,939.8327660332799
2001-08-30,932.5890510663695
2001-08-31,932.0888412624221
2001-09-03,926.1035174502758
2001-09-04,941.0564735016746
2001-09-05,933.8078342600187
2001-09-06,926.4764216312079
2001-09-07,912.008287800285
2001-09-10,900.9869334985815
2001-09-11,883.19534551574
2001-09-12,869.3248829814789
2001-09-13,877.2503833659305
2001-09-14,862.4243041448194
2001-09-17,853.5127957909496
2001-09-18,849.2054730931317
2001-09-19,844.8853863372141
2001-09-20,829.2734537957041
2001-09-21,812.0507058942477
2001-09-24,825.1310864843283
2001-09-25,826.627308649695
2001-09-26,831.7415779500436
2001-09-27,838.0764341864657
2001-09-28,862.7154172485214
2001-10-01,857.2610551496205
2001-10-02,863.8624109397863
2001-10-03,862.4078112023211
2001-10-04,877.5544968231095
2001-10-05,874.1726260184857
2001-10-08,872.0243132992528
2001-10-09,868.5465906066736
2001-10-10,877.424166594434
2001-10-11,888.3765925011855
2001-10-12,888.1091671923213
2001-10-15,882.4933967049195
2001-10-16,885.1443262795033
2001-10-17,894.4531259831135
2001-10-18,886.8555163232885
2001-10-19,883.0120284201689
2001-10-22,887.5045397259229
2001-10-23,896.5916176096205
2001-10-24,894.9859781944433
2001-10-25,890.4590761257219
2001-10-26,897.6542188563549
2001-10-29,885.202431247809
2001-10-30,877.0506755831212
2001-10-31,884.7809115446461
2001-11-01,884.6516917525689
2001-11-02,883.8270818454884
2001-11-05,893.9128741597386
2001-11-06,896.8843211652667
2001-11-07,894.2633864394406
2001-11-08,906.7428777061026
2001-11-09,902.8995317004882
2001-11-12,895.2654557537378
2001-11-13,905.1185698231711
2001-11-14,903.2525583011602
2001-11-15,902.7318236118571
2001-11-16,900.578907630438
2001-11-19,905.1801428071954
2001-11-20,902.8531144473817
2001-11-21,908.5347525607955
2001-11-22,907.4715947308766
2001-11-23,906.9304073427194
2001-11-26,908.2528010700539
2001-11-27,902.3076326415882
2001-11-28,895.9114286426361
2001-11-29,894.8333976090579
2001-11-30,892.2058793066122
2001-12-03,887.9649353751055
2001-12-04,890.018801847324
2001-12-05,897.0996051907297
2001-12-06,895.4219932714973
2001-12-07,886.9523247328186
2001-12-10,880.3480022339036
2001-12-11,879.9458700100697
2001-12-12,879.102576643749
2001-12-13,870.6331826902687
2001-12-14,864.8493456225185
2001-12-17,864.1474289569933
2001-12-18,868.5976790893557
2001-12-19,869.8247310302909
2001-12-20,872.4193477791517
2001-12-21,881.654451146588
2001-12-24,887.9195139294472
2001-12-25,887.1465509683619
2001-12-26,885.1329520607309
2001-12-27,889.3123023528174
2001-12-28,898.7474751974632
2001-12-31,894.866002747057
2002-01-01,894.8142471361634
2002-01-02,881.2271885500913
2002-01-03,886.7503820250305
2002-01-04,893.9391855485143
2002-01-07,892.0490204443695
2002-01-08,885.4718598333277
2002-01-09,883.8630447578679
2002-01-10,876.934801911422
2002-01-11,879.4067565169602
2002-01-14,874.5603571157212
2002-01-15,878.4351735435931
2002-01-16,880.789525070405
2002-01-17,885.2316136780089
2002-01-18,886.4421873858034
2002-01-21,887.8450243512356
2002-01-22,882.6909700250236
2002-01-23,881.2789422311024
2002-01-24,885.9506694659443
2002-01-25,891.6749096909707
2002-01-28,899.0681018291692
2002-01-29,893.098740033374
2002-01-30,887.9243929067085
2002-01-31,893.5566039593938
2002-02-01,893.1807949794782
2002-02-04,890.0605568746436
2002-02-05,880.5281289728645
2002-02-06,879.1791338538872
2002-02-07,880.3343990627883
2002-02-08,880.3639320065587
2002-02-11,883.2020318992761
2002-02-12,890.7319528312936
2002-02-13,896.5852890832919
2002-02-14,902.0389605684636
2002-02-15,899.7786002296779
2002-02-18,899.9018924611787
2002-02-19,887.6688883928
2002-02-20,887.0135751619249
2002-02-21,893.5358778554177
2002-02-22,889.3893854761021
2002-02-25,895.0667855502832
2002-02-26,896.7366743625093
2002-02-27,907.6845228479883
2002-02-28,907.9972262701986
2002-03-01,913.6111883419292
2002-03-04,924.6693759908711
2002-03-05,921.9950536359914
2002-03-06,921.490859898886
2002-03-07,930.7000729746754
2002-03-08,934.4216739656777
2002-03-11,936.597489201524
2002-03-12,931.9657139091108
2002-03-13,926.5913342712199
2002-03-14,927.7795688743753
2002-03-15,929.6874493703995
2002-03-18,926.9611969777975
2002-03-19,931.0035387757034
2002-03-20,928.3242044115669
2002-03-21,928.3996960385377
2002-03-22,927.8411844449353
2002-03-25,928.3909578891721
2002-03-26,926.5471204806544
2002-03-27,931.3735282124454
2002-03-28,937.4395346777396
2002-03-29,933.3133041291812
2002-04-01,929.1862909361531
2002-04-02,929.4936038925152
2002-04-03,932.2744915088974
2002-04-04,930.3862280172365
2002-04-05,934.7833370686055
2002-04-08,933.5948008877637
2002-04-09,931.7500694166857
2002-04-10,936.6259916851319
2002-04-11,928.6421011098064
2002-04-12,930.080840027886
2002-04-15,933.6136159467617
2002-04-16,937.4158806130679
2002-04-17,939.0533689363994
2002-04-18,941.2588465704655
2002-04-19,943.96998761535
2002-04-22,948.3304493675938
2002-04-23,948.3637881509128
2002-04-24,946.1759136678992
2002-04-25,942.0759782717862
2002-04-26,940.460091040887
2002-04-29,936.7334230277331
2002-04-30,940.0094737030713
2002-05-01,940.7736651246026
2002-05-02,944.6151463408796
2002-05-03,942.6448285060561
2002-05-06,938.4563658334816
2002-05-07,935.2029753657296
2002-05-08,942.3797898120298
2002-05-09,942.0262012465416
2002-05-10,939.2675680472433
2002-05-13,940.764376565468
2002-05-14,944.6112547745024
2002-05-15,947.6021904132318
2002-05-16,948.7925078629632
2002-05-17,945.7641666444756
2002-05-20,945.2811082366784
2002-05-21,949.7856594153506
2002-05-22,946.6788151111862
2002-05-23,949.7818736148541
2002-05-24,950.5531674478202
2002-05-27,951.412184746299
2002-05-28,945.5957111134455
2002-05-29,942.4758426514973
2002-05-30,938.6850835441617
2002-05-31,940.277743385906
2002-06-03,938.5980632439719
2002-06-04,927.4436451804344
2002-06-05,926.0841128635475
2002-06-06,921.6325139333711
2002-06-07,917.5312735412963
2002-06-10,918.1998964383084
2002-06-11,920.6491072729527
2002-06-12,910.5878498995713
2002-06-13,904.6132374407649
2002-06-14,887.3032320056321
2002-06-17,896.5325795689708
2002-06-18,895.6031226696041
2002-06-19,884.6341876217925
2002-06-20,877.3691655377809
2002-06-21,874.5785421905096
2002-06-24,865.1173734000375
2002-06-25,873.1782238326028
2002-06-26,856.0538985589692
2002-06-27,862.6516078718238
2002-06-28,875.5815026752819
2002-07-01,877.1447963212166
2002-07-02,871.146531267884
2002-07-03,868.469238813013
2002-07-04,872.4494828993453
2002-07-05,888.330137067337
2002-07-08,884.130628042527
2002-07-09,882.8775889918884
2002-07-10,872.6696155803747
2002-07-11,853.6809845591474
2002-07-12,853.8299352236132
2002-07-15,827.0503643474946
2002-07-16,816.44569893186
2002-07-17,823.2572902699962
2002-07-18,828.7472913461263
2002-07-19,809.3639746074465
2002-07-22,796.1861632583862
2002-07-23,794.985925971461
2002-07-24,782.9098400133682
2002-07-25,793.4022745928263
2002-07-26,794.5445740353957
2002-07-29,816.7790821396624
2002-07-30,818.6080827060101
2002-07-31,825.9881228269986
2002-08-01,812.5031569751429
2002-08-02,816.6304809203376
2002-08-05,809.0414314856838
2002-08-06,819.87887835058
2002-08-07,820.7127843840683
2002-08-08,832.1812579300455
2002-08-09,839.4398784862094
2002-08-12,831.6377160199621
2002-08-13,836.6003319364894
2002-08-14,831.5764517840405
2002-08-15,845.0998225167631
2002-08-16,841.8213093986984
2002-08-19,845.6233447500808
2002-08-20,838.8104126991398
2002-08-21,839.0997814236978
2002-08-22,845.5733108240116
2002-08-23,840.7392992253597
2002-08-26,843.367024811871
2002-08-27,845.9027344982782
2002-08-28,833.2077489086863
2002-08-29,825.5457792249334
2002-08-30,831.1265711639836
2002-09-02,825.1721729391529
2002-09-03,806.4995139704237
2002-09-04,806.3637331459694
2002-09-05,808.048109420955
2002-09-06,818.1407865706624
2002-09-09,818.59704558699
2002-09-10,827.1865589025505
2002-09-11,832.4426840775883
2002-09-12,822.1011665054925
2002-09-13,813.824961173713
2002-09-16,813.3427465785418
2002-09-17,815.6217365461363
2002-09-18,802.3305399245429
2002-09-19,797.6889589812122
2002-09-20,793.3580973879899
2002-09-23,782.7951634513005
2002-09-24,777.4736228528848
2002-09-25,779.1882043631211
2002-09-26,793.8802734078789
2002-09-27,798.1175551034495
2002-09-30,780.7043333354621
2002-10-01,781.0977568785332
2002-10-02,788.2956711242076
2002-10-03,785.2373054647264
2002-10-04,785.409687767757
2002-10-07,773.831959561416
2002-10-08,771.6767443735731
2002-10-09,762.6332775103153
2002-10-10,764.0788062815463
2002-10-11,778.2792587471909
2002-10-14,776.1895821539235
2002-10-15,795.7687404467316
2002-10-16,793.023661593434
2002-10-17,804.2116874161309
2002-10-18,800.5222490638824
2002-10-21,800.0369729444895
2002-10-22,791.8935823539731
2002-10-23,788.4159757841388
2002-10-24,794.841941937488
