Date,ACWI ex JAPAN IMI MINIMUM VOL (USD)
2001-05-31,1000.0
2001-06-01,1003.4565920513177
2001-06-04,1006.2547331334771
2001-06-05,1008.9947040031017
2001-06-06,1004.4376061552167
2001-06-07,1002.5726449650265
2001-06-08,1004.5471485811124
2001-06-11,1009.7091142610113
2001-06-12,1003.3783190417095
2001-06-13,999.886556399445
2001-06-14,986.682534946047
2001-06-15,981.1287454866462
2001-06-18,977.2649042872242
2001-06-19,980.7410965964419
2001-06-20,987.067677183363
2001-06-21,983.7201286327218
2001-06-22,979.2935832894698
2001-06-25,970.559310193959
2001-06-26,969.142540486479
2001-06-27,968.1765426746892
2001-06-28,979.6484061130371
2001-06-29,985.10682029766
2001-07-02,989.4511805131816
2001-07-03,985.8505053600518
2001-07-04,985.9720930498145
2001-07-05,992.5352336866607
2001-07-06,978.3942211373069
2001-07-09,973.8416914914616
2001-07-10,964.5861996395793
2001-07-11,956.6856603078293
2001-07-12,967.9913930029949
2001-07-13,969.3981536183157
2001-07-16,963.4790953171328
2001-07-17,968.3080346291569
2001-07-18,950.8764383873852
2001-07-19,956.9831344711496
2001-07-20,952.2897028980296
2001-07-23,948.8419911543214
2001-07-24,933.2464283278067
2001-07-25,936.1120828085299
2001-07-26,942.7817158933149
2001-07-27,946.8332735319714
2001-07-30,948.2258636834514
2001-07-31,953.9450565260452
2001-08-01,954.4809159921253
2001-08-02,954.0094342247693
2001-08-03,948.9252155005398
2001-08-06,949.9670373009859
2001-08-07,954.3929282763993
2001-08-08,950.3393768422179
2001-08-09,938.5200725439202
2001-08-10,935.901159156362
2001-08-13,934.5398681201073
2001-08-14,938.2945575630338
2001-08-15,929.9562496157106
2001-08-16,929.2308536265404
2001-08-17,922.5774753189703
2001-08-20,926.4153196055164
2001-08-21,928.7387858675459
2001-08-22,923.7881816238743
2001-08-23,930.0966388333673
2001-08-24,934.7106328895258
2001-08-27,937.3366583044387
2001-08-28,932.5038675741139
2001-08-29,928.9734159345336
2001-08-30,922.2935395917808
2001-08-31,921.6400819019973
2001-09-03,921.0054420315323
2001-09-04,938.870760334141
2001-09-05,939.4943324929963
2001-09-06,929.3766830100033
2001-09-07,911.0326391568551
2001-09-10,909.4685040868055
2001-09-11,893.5274408680839
2001-09-12,893.1006948845235
2001-09-13,891.5821040228481
2001-09-14,872.2273674955733
2001-09-17,860.1409825392643
2001-09-18,854.8837199252126
2001-09-19,840.1729283811478
2001-09-20,823.1489536924557
2001-09-21,810.8265079088527
2001-09-24,822.6035080271109
2001-09-25,821.7695072001151
2001-09-26,828.5500850122577
2001-09-27,839.8160126105709
2001-09-28,863.0962568685671
2001-10-01,853.7225126385016
2001-10-02,857.4415861489587
2001-10-03,854.8006571630499
2001-10-04,865.352313089898
2001-10-05,865.4908487115713
2001-10-08,861.4579484811529
2001-10-09,861.3272996555279
2001-10-10,876.0668814414536
2001-10-11,887.8966137567596
2001-10-12,883.9298443829192
2001-10-15,880.6751940169969
2001-10-16,882.777869329431
2001-10-17,885.1037737911868
2001-10-18,878.8078567811945
2001-10-19,882.1481279767061
2001-10-22,890.6766522574313
2001-10-23,893.0202443253279
2001-10-24,888.9321374554457
2001-10-25,887.21230410952
2001-10-26,895.5994186186848
2001-10-29,880.4414065885221
2001-10-30,868.2810474570663
2001-10-31,878.2925953465846
2001-11-01,881.7281701187219
2001-11-02,883.6372773561837
2001-11-05,895.4305149254187
2001-11-06,899.2863204051049
2001-11-07,897.868268219983
2001-11-08,907.2179383096233
2001-11-09,906.4872518191589
2001-11-12,902.8709095707295
2001-11-13,920.6788837340534
2001-11-14,917.8301086437388
2001-11-15,917.749126405876
2001-11-16,916.1884443987343
2001-11-19,924.0242965461453
2001-11-20,921.5955983379181
2001-11-21,926.1824723084363
2001-11-22,924.5175984479789
2001-11-23,929.5908694065816
2001-11-26,927.3324207038588
2001-11-27,922.2979862990545
2001-11-28,914.3987022826657
2001-11-29,917.1326242317973
2001-11-30,910.4766543650551
2001-12-03,916.0202715070444
2001-12-04,921.3416195360912
2001-12-05,932.5132171285468
2001-12-06,929.5931375582238
2001-12-07,929.0164535611483
2001-12-10,922.7416443583519
2001-12-11,919.5456339137912
2001-12-12,915.5857265917876
2001-12-13,908.6539829590339
2001-12-14,905.8981035131553
2001-12-17,907.9326944386037
2001-12-18,914.715109424267
2001-12-19,917.9820493025526
2001-12-20,919.9075589157701
2001-12-21,932.8306817045849
2001-12-24,942.8863363153114
2001-12-25,944.5704784806757
2001-12-26,946.691898765664
2001-12-27,944.8457960491728
2001-12-28,952.220244772591
2001-12-31,944.6994147052583
2002-01-01,944.72250487004
2002-01-02,931.5730604353811
2002-01-03,935.7656111935291
2002-01-04,943.0007750702215
2002-01-07,943.8809159811645
2002-01-08,941.8545082422364
2002-01-09,943.3363774489036
2002-01-10,938.5954234908952
2002-01-11,938.0913334117137
2002-01-14,933.7816895993444
2002-01-15,940.4979089933512
2002-01-16,941.9971730713421
2002-01-17,947.2402860785879
2002-01-18,942.1633912302019
2002-01-21,944.8355216411102
2002-01-22,946.7485424378235
2002-01-23,947.991881263616
2002-01-24,953.5550202469675
2002-01-25,966.0552381725063
2002-01-28,969.6573365882189
2002-01-29,960.8867170538481
2002-01-30,961.7916539581372
2002-01-31,972.1847362492199
2002-02-01,973.8848264525742
2002-02-04,965.3067848427679
2002-02-05,962.1592496176409
2002-02-06,958.4493926182148
2002-02-07,956.74520044038
2002-02-08,957.9258166837011
2002-02-11,957.7970648347729
2002-02-12,960.2871495101077
2002-02-13,968.4292911584139
2002-02-14,974.2363284524514
2002-02-15,971.9743347454001
2002-02-18,973.585590273624
2002-02-19,961.1976237910355
2002-02-20,965.3793699848776
2002-02-21,963.3053192009289
2002-02-22,962.5395100743696
2002-02-25,970.7561159150877
2002-02-26,975.4691451628212
2002-02-27,984.9218936373217
2002-02-28,983.1080282338028
2002-03-01,990.8825713772543
2002-03-04,995.7121481514868
2002-03-05,995.4896700432922
2002-03-06,997.7291235183163
2002-03-07,992.5435265186113
2002-03-08,994.9674490233695
2002-03-11,997.7036101123978
2002-03-12,999.7853733898903
2002-03-13,996.0909679530957
2002-03-14,992.969676755693
2002-03-15,995.252431993051
2002-03-18,1000.7632718507875
2002-03-19,1001.4700370273847
2002-03-20,998.7889901868575
2002-03-21,1002.8971078512596
2002-03-22,1007.0362582604969
2002-03-25,1005.4570203311104
2002-03-26,1006.5992884182145
2002-03-27,1014.9413467400568
2002-03-28,1019.1398770739338
2002-03-29,1019.1187982547535
2002-04-01,1013.5734285402633
2002-04-02,1012.7148425486647
2002-04-03,1008.4371108453081
2002-04-04,1004.0789407909011
2002-04-05,1007.0692219707304
2002-04-08,1010.5981837683545
2002-04-09,1008.1742571253288
2002-04-10,1013.9220435448603
2002-04-11,1002.1527087969253
2002-04-12,1009.321398981081
2002-04-15,1007.0713411836683
2002-04-16,1010.3800085694418
2002-04-17,1006.8481651660745
2002-04-18,1005.581200738255
2002-04-19,1009.9904340485017
2002-04-22,1006.338792844409
2002-04-23,1003.8878700945493
2002-04-24,999.3857612118628
2002-04-25,990.5994073536006
2002-04-26,987.0664060370285
2002-04-29,979.1895398109039
2002-04-30,984.0916061216886
2002-05-01,985.5154222514913
2002-05-02,990.1321134894894
2002-05-03,981.1534486622949
2002-05-06,969.8598776811692
2002-05-07,967.6013322220424
2002-05-08,979.9367141920737
2002-05-09,976.5858902011533
2002-05-10,968.0262308255044
2002-05-13,974.4374513925329
2002-05-14,987.1867656863776
2002-05-15,983.4240385982525
2002-05-16,981.5135052570872
2002-05-17,974.9161840084234
2002-05-20,970.2559507166605
2002-05-21,969.8734367876574
2002-05-22,966.1155230501167
2002-05-23,974.3620226443218
2002-05-24,970.0021563446279
2002-05-27,971.7810308184602
2002-05-28,961.9956924414855
2002-05-29,957.6727166437151
2002-05-30,949.4670179929647
2002-05-31,954.1626003858116
2002-06-03,942.9866363020681
2002-06-04,934.1886829450256
2002-06-05,938.3232266016595
2002-06-06,924.9809677972131
2002-06-07,922.4602640901533
2002-06-10,924.2502061225817
2002-06-11,922.0861800169132
2002-06-12,914.5379319691539
2002-06-13,910.8234269182449
2002-06-14,902.2568590359016
2002-06-17,919.4261535797054
2002-06-18,917.2661001054956
2002-06-19,904.9113974235249
2002-06-20,894.968468062607
2002-06-21,886.1149943534703
2002-06-24,873.4373250416392
2002-06-25,875.7754336121955
2002-06-26,856.3483189905988
2002-06-27,867.8583755982191
2002-06-28,869.5809765415905
2002-07-01,863.8231886194135
2002-07-02,852.2189550808639
2002-07-03,849.1327323534005
2002-07-04,853.625048009529
2002-07-05,873.6727234864027
2002-07-08,862.7929439939653
2002-07-09,849.0335029224701
2002-07-10,835.0711786343838
2002-07-11,823.2867652435456
2002-07-12,821.3569310328209
2002-07-15,798.6153089159117
2002-07-16,787.356772168359
2002-07-17,792.9841401602312
2002-07-18,782.4397069167101
