Date,AC Asia Pacific Select High Dividend Index
2016-09-01,1001.3580873446596
2016-09-02,1002.3915691369832
2016-09-05,1017.5559373902283
2016-09-06,1019.1701503660398
2016-09-07,1017.3202336371058
2016-09-08,1016.0226354335197
2016-09-09,1014.166655480856
2016-09-12,991.6267354011615
2016-09-13,986.034027284892
2016-09-14,980.789787178995
2016-09-15,979.2662689028367
2016-09-16,987.5359778121015
2016-09-19,994.1134594828707
2016-09-20,999.7533852482338
2016-09-21,1021.1975348324693
2016-09-22,1017.0051490795985
2016-09-23,1014.6057721419135
2016-09-26,1004.0540549449101
2016-09-27,1016.6311811847506
2016-09-28,1013.5555123064638
2016-09-29,1015.7920885459591
2016-09-30,1002.5887215219824
2016-10-03,1009.3882133523076
2016-10-04,1016.8444567898467
2016-10-05,1012.8582849698863
2016-10-06,1017.1338431375913
2016-10-07,1017.4655200675755
2016-10-10,1019.5983569832921
2016-10-11,1021.6198328701025
2016-10-12,1019.3207411183888
2016-10-13,1011.7207566708998
2016-10-14,1019.1090482332831
2016-10-17,1017.3505214200801
2016-10-18,1026.8659388834094
2016-10-19,1028.5638803421034
2016-10-20,1031.867241273808
2016-10-21,1034.247173801838
2016-10-24,1036.4694942680387
2016-10-25,1041.5920269841636
2016-10-26,1031.6222825603907
2016-10-27,1020.0634627347325
2016-10-28,1016.7234991896171
2016-10-31,1020.0298967786331
2016-11-01,1020.4221426672729
2016-11-02,1004.3973204842929
2016-11-03,1005.0323852284472
2016-11-04,992.1840149587558
2016-11-07,1003.4970213601963
2016-11-08,1006.1712674816692
2016-11-09,983.291748542725
2016-11-10,1008.0168042829329
2016-11-11,1004.0873438958613
2016-11-14,1010.6872854639535
2016-11-15,1011.1698584255125
2016-11-16,1018.1648180966688
2016-11-17,1021.062179756129
2016-11-18,1027.2718075745368
2016-11-21,1025.6088676666075
2016-11-22,1036.200312300446
2016-11-23,1041.1113080913033
2016-11-24,1044.1361669539867
2016-11-25,1048.4899608529631
2016-11-28,1057.974284977682
2016-11-29,1049.9805220164137
2016-11-30,1044.8568938984856
2016-12-01,1051.9676758790472
2016-12-02,1042.456710133678
2016-12-05,1025.8722991983182
2016-12-06,1031.071230854177
2016-12-07,1039.329558082098
2016-12-08,1063.952252745927
2016-12-09,1070.193403278158
2016-12-12,1058.206178111659
2016-12-13,1056.5716753930117
2016-12-14,1058.379020888586
2016-12-15,1057.4063978348283
2016-12-16,1055.841700775919
2016-12-19,1055.1012455225
2016-12-20,1056.6290483904609
2016-12-21,1054.588310635582
2016-12-22,1049.3867049609494
2016-12-23,1045.200993774988
2016-12-26,1041.1926242356585
2016-12-27,1040.0615882416826
2016-12-28,1050.3293897100668
2016-12-29,1043.0617093496799
2016-12-30,1040.0741416072906
2017-01-02,1040.0741416072906
2017-01-03,1057.222731461197
2017-01-04,1062.7064216566246
2017-01-05,1065.9830328935443
2017-01-06,1060.6401334665713
2017-01-09,1065.4631812930056
2017-01-10,1064.7285222202197
2017-01-11,1078.321868669585
2017-01-12,1069.2264786137225
2017-01-13,1073.1182031980259
2017-01-16,1070.8966426224301
2017-01-17,1062.9336169915111
2017-01-18,1067.0274260492552
2017-01-19,1069.7007473095928
2017-01-20,1059.2838863742809
2017-01-23,1055.4020982556242
2017-01-24,1053.9140590230777
2017-01-25,1057.3464495021944
2017-01-26,1069.1595140851637
2017-01-27,1067.5518564985289
2017-01-30,1069.7982645630523
2017-01-31,1055.3266880212623
2017-02-01,1057.0592877884608
2017-02-02,1052.6455264471745
2017-02-03,1053.7250151246499
2017-02-06,1063.557417859911
2017-02-07,1064.7480264436895
2017-02-08,1072.9719057294426
2017-02-09,1070.8505225658723
2017-02-10,1086.070340374176
2017-02-13,1093.5455850531505
2017-02-14,1091.5075468006048
2017-02-15,1102.4697795575403
2017-02-16,1094.5658483807483
2017-02-17,1094.3317730832193
2017-02-20,1100.5362859794823
2017-02-21,1106.8650865424547
2017-02-22,1116.6167713346501
2017-02-23,1113.9639468703729
2017-02-24,1110.2478315089525
2017-02-27,1100.5156619126246
2017-02-28,1096.5648215655208
2017-03-01,1100.594448859963
2017-03-02,1102.6436916033067
2017-03-03,1088.4504779357064
2017-03-06,1093.3612074415444
2017-03-07,1100.6237074457285
2017-03-08,1103.5870798082115
2017-03-09,1089.596391296227
2017-03-10,1088.051604358174
2017-03-13,1098.6904568446653
2017-03-14,1100.3691779893309
2017-03-15,1104.4343959470364
2017-03-16,1112.5983441588164
2017-03-17,1109.633887212716
2017-03-20,1108.9926215719242
2017-03-21,1106.3723624351792
2017-03-22,1088.188266275346
2017-03-23,1090.897331602546
2017-03-24,1093.0801373008578
2017-03-27,1075.532069954376
2017-03-28,1090.61273756646
2017-03-29,1105.6083708081783
2017-03-30,1104.4207267460881
2017-03-31,1099.7771447809362
2017-04-03,1106.6555612886148
2017-04-04,1099.522210529556
2017-04-05,1103.5925341775985
2017-04-06,1095.108072543117
2017-04-07,1100.101694446529
2017-04-10,1104.3669138470816
2017-04-11,1101.5972047136588
2017-04-12,1094.1097694891237
2017-04-13,1089.5845600976922
2017-04-14,1088.4222225406274
2017-04-17,1088.045190862368
2017-04-18,1068.7438705409475
2017-04-19,1064.3710546139098
2017-04-20,1067.4689798701866
2017-04-21,1079.7261951324338
2017-04-24,1064.2556727872427
2017-04-25,1064.6127746377292
2017-04-26,1072.559453490425
2017-04-27,1068.4916043795072
2017-04-28,1066.7322074139056
2017-05-01,1068.8247849774327
2017-05-02,1070.4733485646545
2017-05-03,1063.6669501103854
2017-05-04,1050.234264494023
2017-05-05,1042.7199981910385
2017-05-08,1054.4745326919601
2017-05-09,1060.581620174781
2017-05-10,1069.161296690552
2017-05-11,1067.7276947330292
2017-05-12,1063.396869147706
2017-05-15,1062.1563579231135
2017-05-16,1056.5690999497467
2017-05-17,1051.0880253717173
2017-05-18,1045.1387533319164
2017-05-19,1042.4929328074807
2017-05-22,1046.8907907028938
2017-05-23,1045.0756576573856
2017-05-24,1052.8482904777002
2017-05-25,1056.065305615449
2017-05-26,1055.0690177753213
2017-05-29,1061.470504106488
2017-05-30,1063.5039231728872
2017-05-31,1053.542431585829
2017-06-01,1055.1025422481107
2017-06-02,1067.4239475342579
2017-06-05,1069.5417688567447
2017-06-06,1071.3091879815656
2017-06-07,1073.8074988585906
2017-06-08,1074.5755364962695
2017-06-09,1073.6027686349353
2017-06-12,1071.3426281344218
2017-06-13,1076.5374121803202
2017-06-14,1072.6010185865227
2017-06-15,1067.9783002489728
2017-06-16,1066.2238431384076
2017-06-19,1074.1754712340442
2017-06-20,1073.0786824938157
2017-06-21,1060.8566708866952
2017-06-22,1062.178422438276
2017-06-23,1063.6491006697001
2017-06-26,1067.5599469619924
2017-06-27,1057.9376403473957
2017-06-28,1053.6418351825914
2017-06-29,1061.4045959973494
2017-06-30,1057.5551460618574
2017-07-03,1063.5892642917306
2017-07-04,1067.646942120289
2017-07-05,1073.0208280272448
2017-07-06,1061.7106330718902
2017-07-07,1055.8381359767584
2017-07-10,1057.224965706251
2017-07-11,1062.3068890415095
2017-07-12,1067.010443181851
2017-07-13,1075.1791603123456
2017-07-14,1081.937551537776
2017-07-17,1079.1005387184694
2017-07-18,1068.7705944843938
2017-07-19,1079.9965035376251
2017-07-20,1076.4224669315888
2017-07-21,1070.834258128423
2017-07-24,1070.4927411409983
2017-07-25,1067.1340257516845
2017-07-26,1082.3001224949276
2017-07-27,1091.9977900928466
2017-07-28,1074.8763105547955
2017-07-31,1076.9063197021103
2017-08-01,1079.820859092783
2017-08-02,1071.8317376452067
2017-08-03,1067.2549573642427
2017-08-04,1072.2845647322818
2017-08-07,1070.3195533759078
2017-08-08,1074.6115536891893
2017-08-09,1076.6482255417604
2017-08-10,1071.4793510043025
2017-08-11,1054.811752287097
2017-08-14,1059.1672386285013
2017-08-15,1063.0068312801657
2017-08-16,1073.7169859233497
2017-08-17,1061.5492986238748
2017-08-18,1055.1663160450964
2017-08-21,1059.1168686275048
2017-08-22,1066.367898176851
2017-08-23,1062.9492162340312
2017-08-24,1065.3587154744305
2017-08-25,1067.696228536255
2017-08-28,1060.4173011761272
2017-08-29,1056.9841841257366
2017-08-30,1062.6111004402915
2017-08-31,1073.0648198184354
2017-09-01,1074.5432943501824
2017-09-04,1065.926475407252
2017-09-05,1070.625461487833
2017-09-06,1064.7173262352762
2017-09-07,1066.131435241466
2017-09-08,1067.4632276828247
2017-09-11,1075.2352116339116
2017-09-12,1079.4562229003102
2017-09-13,1080.1267178655435
2017-09-14,1080.9905771798747
2017-09-15,1073.2520395069753
2017-09-18,1075.0805387624357
2017-09-19,1082.3389899755014
2017-09-20,1081.8326068000147
2017-09-21,1079.5792707087446
2017-09-22,1075.458912292661
2017-09-25,1078.386669215047
2017-09-26,1086.7642338699022
2017-09-27,1092.4582409864363
2017-09-28,1082.4231877559823
2017-09-29,1080.9192332416262
2017-10-02,1088.0679765876769
2017-10-03,1097.885814818265
2017-10-04,1099.143935049282
2017-10-05,1102.540174622114
2017-10-06,1105.1979827804214
2017-10-09,1102.8100676651527
2017-10-10,1102.7505552930168
2017-10-11,1097.5096614024715
2017-10-12,1100.9640748905804
2017-10-13,1106.636091924518
2017-10-16,1116.4620372341715
2017-10-17,1120.1422922221734
2017-10-18,1117.1801143618136
2017-10-19,1105.357626915424
2017-10-20,1112.5409498110507
2017-10-23,1113.4160616704025
2017-10-24,1112.2955714803334
2017-10-25,1107.3998959368637
2017-10-26,1114.4235330108959
2017-10-27,1133.87155290602
2017-10-30,1130.933164588071
2017-10-31,1121.1644716260325
2017-11-01,1133.2366940655465
2017-11-02,1130.9853717530118
2017-11-03,1134.5953775924531
2017-11-06,1134.4993847358146
2017-11-07,1149.4822141201578
2017-11-08,1152.7443591909816
2017-11-09,1149.4834867549114
2017-11-10,1141.5028805496422
2017-11-13,1134.6716209834788
2017-11-14,1119.799096730526
2017-11-15,1101.0313655538625
2017-11-16,1105.7320238376283
2017-11-17,1106.6515063357
2017-11-20,1105.4894270610325
2017-11-21,1116.8889681206904
2017-11-22,1122.3652737602958
2017-11-23,1116.8851389910444
2017-11-24,1110.088233848233
2017-11-27,1112.0902019983341
2017-11-28,1111.6375545751482
2017-11-29,1112.9216753042551
2017-11-30,1103.1195207329506
2017-12-01,1106.2333785837754
2017-12-04,1105.998644067106
2017-12-05,1106.4460058787204
2017-12-06,1096.970510196975
2017-12-07,1097.490343397564
2017-12-08,1104.49108986839
2017-12-11,1105.5082965146767
2017-12-12,1111.8306884351766
2017-12-13,1120.0656108630096
2017-12-14,1122.876877335817
2017-12-15,1111.391822444952
2017-12-18,1118.5144273349724
2017-12-19,1118.1755526324237
2017-12-20,1114.944441430066
2017-12-21,1119.9408631226743
