Date,SWITZERLAND QUALITY
1998-11-30,1000.0
1998-12-01,979.6930160295312
1998-12-02,978.8713304203443
1998-12-03,990.2243229473182
1998-12-04,999.1067251949028
1998-12-07,997.898759441279
1998-12-08,1000.3519563902599
1998-12-09,1004.9796447610286
1998-12-10,1000.7102383777625
1998-12-11,1011.9076202646526
1998-12-14,1004.2189785485779
1998-12-15,1012.139836814426
1998-12-16,1028.326712142366
1998-12-17,1049.9851254101113
1998-12-18,1043.9245829680071
1998-12-21,1057.4629519476287
1998-12-22,1050.6445952475087
1998-12-23,1060.3542510093373
1998-12-24,1052.9375655377964
1998-12-25,1052.9375655377964
1998-12-28,1064.4604859052884
1998-12-29,1067.5983254998669
1998-12-30,1058.4900591974636
1998-12-31,1055.9854412925552
1999-01-01,1055.9854412925552
1999-01-04,1089.3547113902557
1999-01-05,1092.9909513594214
1999-01-06,1096.3637901585978
1999-01-07,1084.2901787853625
1999-01-08,1091.7776529654284
1999-01-11,1067.8296712997148
1999-01-12,1066.2233687456346
1999-01-13,1054.7167123150584
1999-01-14,1054.1390466309513
1999-01-15,1055.9137089828496
1999-01-18,1054.8308930753892
1999-01-19,1055.5059522837266
1999-01-20,1052.6735507480953
1999-01-21,1032.6856116952363
1999-01-22,1029.3470765750646
1999-01-25,1034.493966697004
1999-01-26,1030.3000987847495
1999-01-27,1014.0829539243776
1999-01-28,1015.8694123866167
1999-01-29,1013.7470771251116
1999-02-01,1022.8893638909559
1999-02-02,1030.6942523721439
1999-02-03,1025.4666247740122
1999-02-04,1014.7565967675991
1999-02-05,1008.3628561896934
1999-02-08,987.2217767226747
1999-02-09,980.3411566700071
1999-02-10,976.2228260571609
1999-02-11,972.7955330060714
1999-02-12,980.332296036244
1999-02-15,977.2555069514643
1999-02-16,974.7269813175566
1999-02-17,981.544368169059
1999-02-18,968.6499727898666
1999-02-19,952.2872625443179
1999-02-22,965.7433892668557
1999-02-23,974.4346423193057
1999-02-24,991.0832894548921
1999-02-25,988.5337205847974
1999-02-26,981.2457125159681
1999-03-01,969.080523512948
1999-03-02,966.8927862614083
1999-03-03,969.9902839892984
1999-03-04,972.8163763137201
1999-03-05,989.5872774853783
1999-03-08,983.3541148312631
1999-03-09,983.6621644328314
1999-03-10,975.2100200755176
1999-03-11,982.3131874291885
1999-03-12,982.7318650382692
1999-03-15,986.1699721909358
1999-03-16,980.0968972458493
1999-03-17,986.5524433685654
1999-03-18,985.212279308334
1999-03-19,975.0309785879545
1999-03-22,964.8041305098257
1999-03-23,950.5724120176168
1999-03-24,947.608214785465
1999-03-25,956.0660524193389
1999-03-26,934.2215508526214
1999-03-29,944.7623744848845
1999-03-30,937.0184971684971
1999-03-31,953.996741012949
1999-04-01,956.3007958963138
1999-04-02,953.8459265965733
1999-04-05,947.318433506144
1999-04-06,956.8388848541722
1999-04-07,963.5469977717393
1999-04-08,982.8202784175933
1999-04-09,973.7392241577209
1999-04-12,970.900820973978
1999-04-13,966.2771407193445
1999-04-14,965.9678156844221
1999-04-15,938.9297939391729
1999-04-16,933.6934183731036
1999-04-19,933.8765808123171
1999-04-20,921.0757161658163
1999-04-21,916.5197835779807
1999-04-22,921.1242448359825
1999-04-23,922.0566393532297
1999-04-26,936.7077347570857
1999-04-27,955.0983228654255
1999-04-28,949.7958157881804
1999-04-29,938.2045463917956
1999-04-30,937.5969658079077
1999-05-03,945.8841724909287
1999-05-04,943.3144019122684
1999-05-05,949.1030455661262
1999-05-06,948.4855917966761
1999-05-07,947.6473771288665
1999-05-10,949.4648313337253
1999-05-11,944.7397700001471
1999-05-12,938.7550084964852
1999-05-13,935.8902924031564
1999-05-14,931.4447453333611
1999-05-17,915.0355472993092
1999-05-18,923.7431518986043
1999-05-19,925.9763501515012
1999-05-20,930.9817642984095
1999-05-21,915.8640774588632
1999-05-24,918.6737544901571
1999-05-25,909.2677691481612
1999-05-26,903.5415961688933
1999-05-27,889.230028363863
1999-05-28,895.9273101683452
1999-05-31,906.4471088957491
1999-06-01,903.3683051684777
1999-06-02,904.8967927017811
1999-06-03,913.5195056850096
1999-06-04,921.4332552940932
1999-06-07,928.3910296052809
1999-06-08,938.5091350372181
1999-06-09,941.0690840092843
1999-06-10,924.1776534427565
1999-06-11,924.1781216721495
1999-06-14,924.4294835895496
1999-06-15,926.4624351369024
1999-06-16,921.9773471865973
1999-06-17,926.9582894506383
1999-06-18,936.9404178516467
1999-06-21,941.2190235279595
1999-06-22,929.325416127888
1999-06-23,922.7356548380444
1999-06-24,917.7466914618446
1999-06-25,920.086142882472
1999-06-28,909.5643245205656
1999-06-29,916.2396133309653
1999-06-30,901.6148070549984
1999-07-01,912.7437235123214
1999-07-02,924.9715891043227
1999-07-05,932.557934074045
1999-07-06,925.1465213123836
1999-07-07,916.8704668950111
1999-07-08,915.4636437422565
1999-07-09,910.7369378849683
1999-07-12,903.8783669521735
1999-07-13,900.6920480575336
1999-07-14,906.4609528237406
1999-07-15,914.1565410151999
1999-07-16,904.8082038221573
1999-07-19,901.4667547150804
1999-07-20,910.1116536174578
1999-07-21,920.1515652586675
1999-07-22,911.3000300149948
1999-07-23,897.2397356418961
1999-07-26,907.6985950738308
1999-07-27,919.7778041718863
1999-07-28,913.6531007355957
1999-07-29,913.8785638581909
