Date,UNITED KINGDOM QUALITY
1998-11-30,1000.0
1998-12-01,972.4935465865595
1998-12-02,970.990366368311
1998-12-03,973.4530428497621
1998-12-04,978.5216308753685
1998-12-07,967.1018689735008
1998-12-08,969.5561448915365
1998-12-09,989.6669667436843
1998-12-10,991.2654847144546
1998-12-11,985.5932111719727
1998-12-14,991.1320682614714
1998-12-15,998.1168545694946
1998-12-16,1005.6445650925472
1998-12-17,1008.3428485689842
1998-12-18,1022.2502391300237
1998-12-21,1045.4778719450726
1998-12-22,1041.645625023806
1998-12-23,1051.1744607560884
1998-12-24,1041.502445832476
1998-12-25,1041.502445832476
1998-12-28,1042.1868261732263
1998-12-29,1059.4874104833846
1998-12-30,1047.7627466475658
1998-12-31,1043.3416744882015
1999-01-01,1043.3416744882015
1999-01-04,1036.1525012868378
1999-01-05,1049.5588059812787
1999-01-06,1082.6003000383532
1999-01-07,1068.9852113289014
1999-01-08,1065.0004553683157
1999-01-11,1059.570935911791
1999-01-12,1042.1165056821353
1999-01-13,1028.1053351916207
1999-01-14,1021.8269667003184
1999-01-15,1034.004287456028
1999-01-18,1052.0726715320884
1999-01-19,1041.7436355271946
1999-01-20,1054.6564007352122
1999-01-21,1050.6236441798264
1999-01-22,1028.1915677568293
1999-01-25,1036.9142643279065
1999-01-26,1049.2827000545274
1999-01-27,1057.8673533659526
1999-01-28,1058.3456580102884
1999-01-29,1059.6177726424753
1999-02-01,1082.07512822142
1999-02-02,1093.4552189251212
1999-02-03,1070.384442060959
1999-02-04,1074.970787149946
1999-02-05,1058.2465385310622
1999-02-08,1054.5761478266643
1999-02-09,1041.1235417442917
1999-02-10,1035.6647894294751
1999-02-11,1044.2301588321563
1999-02-12,1051.3770635363496
1999-02-15,1057.356663923409
1999-02-16,1080.8856319106678
1999-02-17,1078.9785370010472
1999-02-18,1075.886805536385
1999-02-19,1069.0074299152468
1999-02-22,1070.882371782618
1999-02-23,1068.224611527031
1999-02-24,1080.7130641989272
1999-02-25,1075.9343367764518
1999-02-26,1069.2483370755187
1999-03-01,1059.5006920424873
1999-03-02,1066.9766549989145
1999-03-03,1069.8605225047802
1999-03-04,1073.8163396347634
1999-03-05,1089.6596427295826
1999-03-08,1090.1579220254023
1999-03-09,1101.2383575337062
1999-03-10,1112.1033013439032
1999-03-11,1114.666253705953
1999-03-12,1115.3894042314596
1999-03-15,1103.4126707147202
1999-03-16,1099.3651912917069
1999-03-17,1082.0311073144221
1999-03-18,1073.1237994180947
1999-03-19,1088.1262307132658
1999-03-22,1086.1118721252535
1999-03-23,1074.7984928552733
1999-03-24,1071.852583194108
1999-03-25,1073.3635841440896
1999-03-26,1068.8041410799483
1999-03-29,1086.3749415089655
1999-03-30,1087.024565507938
1999-03-31,1094.290208822326
1999-04-01,1090.0788538473998
1999-04-02,1089.331759305822
1999-04-05,1087.497981794677
1999-04-06,1095.8340271668837
1999-04-07,1100.81165175562
1999-04-08,1112.8434884903595
1999-04-09,1122.3497708368125
1999-04-12,1129.3177247933613
1999-04-13,1138.1229209053886
1999-04-14,1131.3639618940213
1999-04-15,1130.1240020080843
1999-04-16,1127.7532816280404
1999-04-19,1132.5132077958006
1999-04-20,1104.8326576488691
1999-04-21,1102.6297670997762
1999-04-22,1118.8605474048943
1999-04-23,1122.9801886624405
1999-04-26,1126.1599629461575
1999-04-27,1141.8445998553805
1999-04-28,1142.6875761627095
1999-04-29,1122.1393291450406
1999-04-30,1124.7271958039803
1999-05-03,1124.7271958039803
1999-05-04,1132.9326460926238
1999-05-05,1117.1146005405467
1999-05-06,1134.2657494016585
1999-05-07,1124.0337750832944
1999-05-10,1117.2380160818132
1999-05-11,1118.814839582004
1999-05-12,1117.4723071554754
1999-05-13,1131.2441256368236
1999-05-14,1109.5971599328261
1999-05-17,1087.366661231905
1999-05-18,1091.428236723425
1999-05-19,1096.1560689815938
1999-05-20,1101.9831100659208
1999-05-21,1087.1332137514469
1999-05-24,1069.2384904358657
1999-05-25,1060.3158979375528
1999-05-26,1052.764986904579
1999-05-27,1052.1381237341302
1999-05-28,1061.1781721682805
1999-05-31,1061.7410787124288
1999-06-01,1068.2607177966186
1999-06-02,1085.5289729830931
1999-06-03,1089.2936393366954
1999-06-04,1089.8002563025268
1999-06-07,1089.8450877597054
1999-06-08,1095.1912844465883
1999-06-09,1096.6180167372631
1999-06-10,1096.7941728931971
1999-06-11,1110.3375763836461
1999-06-14,1098.0583344764323
1999-06-15,1091.1912108974116
1999-06-16,1098.1320729684742
1999-06-17,1098.087712756919
1999-06-18,1104.0822921925303
1999-06-21,1108.6216623230164
1999-06-22,1102.8089190656565
1999-06-23,1083.301822761317
1999-06-24,1072.5615205827298
1999-06-25,1086.482762334665
1999-06-28,1078.4632888452725
1999-06-29,1063.741426961213
1999-06-30,1058.742405258633
1999-07-01,1078.3110442304896
1999-07-02,1075.0391204409477
1999-07-05,1082.9708893244715
1999-07-06,1080.5663530123868
1999-07-07,1078.5901203120502
1999-07-08,1071.880317082164
1999-07-09,1070.716894125295
1999-07-12,1070.3232014403256
1999-07-13,1057.32697976389
1999-07-14,1061.391439376232
1999-07-15,1075.8168886309934
1999-07-16,1079.389322465945
1999-07-19,1071.5202694734573
1999-07-20,1072.8051495519394
1999-07-21,1066.3963288750226
1999-07-22,1068.5970980198128
1999-07-23,1053.4619292592859
1999-07-26,1055.2540225857952
1999-07-27,1063.6588725688252
1999-07-28,1070.6320998779738
1999-07-29,1067.2193804913059
1999-07-30,1087.8070519296796
1999-08-02,1089.76511911988
1999-08-03,1092.5970826172115
1999-08-04,1095.4010866826445
1999-08-05,1066.7139736193276
1999-08-06,1062.8814971398422
1999-08-09,1063.1624117296528
1999-08-10,1047.0425411953165
1999-08-11,1048.642267841283
1999-08-12,1065.5921487816643
1999-08-13,1078.3462413438983
1999-08-16,1084.153640108366
1999-08-17,1075.181711580717
1999-08-18,1081.363288405074
1999-08-19,1079.6715116798644
1999-08-20,1085.9283521482612
1999-08-23,1098.151173202081
1999-08-24,1092.2736730467898
1999-08-25,1099.5258418144638
1999-08-26,1098.653586031411
1999-08-27,1098.5077642055942
1999-08-30,1098.2656192770942
1999-08-31,1089.887854164587
1999-09-01,1098.3480522525276
1999-09-02,1099.6470957541806
1999-09-03,1116.1741514928947
1999-09-06,1121.1911256589028
1999-09-07,1109.9274877411515
1999-09-08,1108.9359784572566
1999-09-09,1109.3521325319316
1999-09-10,1091.8111649152233
1999-09-13,1085.7437289891695
1999-09-14,1074.0029681057683
1999-09-15,1068.9463165730472
1999-09-16,1066.0634605382877
1999-09-17,1068.9096734393447
1999-09-20,1074.2152837471517
1999-09-21,1066.655620119802
1999-09-22,1058.2252431118177
1999-09-23,1062.251309054638
1999-09-24,1045.8365533505303
1999-09-27,1066.895204675954
1999-09-28,1060.327292431444
1999-09-29,1059.4094937905957
1999-09-30,1065.0022271170812
1999-10-01,1056.8585260748985
1999-10-04,1066.5120973756614
1999-10-05,1070.4179901610926
1999-10-06,1076.0332220213772
1999-10-07,1089.4695896727137
1999-10-08,1095.4553042926875
1999-10-11,1100.7397526546004
1999-10-12,1089.2731960279204
1999-10-13,1072.7865759451709
1999-10-14,1065.2985360280425
1999-10-15,1057.000761720558
1999-10-18,1043.4447857501314
1999-10-19,1061.2187306491787
1999-10-20,1052.4299852642184
1999-10-21,1043.7373013870667
1999-10-22,1044.7244498109737
1999-10-25,1041.4346033272263
1999-10-26,1049.2183852113835
1999-10-27,1041.1843417087998
1999-10-28,1047.6134898002435
1999-10-29,1067.3331460046866
1999-11-01,1078.7415084812415
1999-11-02,1081.4819939218662
1999-11-03,1082.8556064052596
1999-11-04,1087.7279429107734
1999-11-05,1084.0325322182837
1999-11-08,1079.4252732677946
1999-11-09,1090.2147757834446
1999-11-10,1092.5134458103023
1999-11-11,1097.6553359237846
1999-11-12,1084.2160479734118
1999-11-15,1091.6157232945984
1999-11-16,1083.2046970968204
1999-11-17,1082.3238374360649
1999-11-18,1084.3646384964502
1999-11-19,1080.0241255690614
1999-11-22,1079.7395886632098
1999-11-23,1102.6544634261618
1999-11-24,1094.088335268003
1999-11-25,1101.829267127365
1999-11-26,1092.5138275150766
1999-11-29,1094.4372029973845
1999-11-30,1071.3075477932223
1999-12-01,1072.1569095739674
1999-12-02,1087.851712463091
1999-12-03,1107.355186695137
1999-12-06,1106.1150633071584
1999-12-07,1103.9812444314457
1999-12-08,1107.9784826075693
1999-12-09,1103.8739612655575
1999-12-10,1105.1066714744138
1999-12-13,1108.0393049921
1999-12-14,1095.4928989366913
1999-12-15,1087.4755491697083
1999-12-16,1090.9699271043578
1999-12-17,1099.8203215292801
1999-12-20,1106.2143237991893
1999-12-21,1104.856293562703
1999-12-22,1104.0862621592937
1999-12-23,1114.837667550911
1999-12-24,1126.1609538483542
1999-12-27,1127.2760336962147
1999-12-28,1125.3246439624593
1999-12-29,1125.737384539688
1999-12-30,1135.974276707398
1999-12-31,1135.974276707398
2000-01-03,1144.4322349629597
2000-01-04,1130.0590634805671
2000-01-05,1106.9406295004896
2000-01-06,1118.1610478277375
2000-01-07,1122.8089830954068
2000-01-10,1139.4362147540908
2000-01-11,1143.3812449466682
2000-01-12,1125.6046596149422
2000-01-13,1119.5836088239455
2000-01-14,1131.5414378715986
2000-01-17,1134.3768379599426
2000-01-18,1120.458212362214
2000-01-19,1111.9044484181923
2000-01-20,1101.2468430204683
2000-01-21,1094.177268828318
2000-01-24,1092.6982395752486
2000-01-25,1068.2127934151654
2000-01-26,1067.592659299749
2000-01-27,1068.6922874277536
2000-01-28,1055.044869502307
2000-01-31,1047.7147687848856
2000-02-01,1039.0165957306504
2000-02-02,1039.476355617702
2000-02-03,1055.5209024546648
2000-02-04,1040.866120331919
2000-02-07,1023.0897904350778
2000-02-08,1066.1850966452648
2000-02-09,1105.6228743690056
2000-02-10,1072.6861834178653
2000-02-11,1052.7254906004441
2000-02-14,1039.2706039062273
2000-02-15,1048.675612688719
2000-02-16,1073.2981907776482
2000-02-17,1069.0754291457758
2000-02-18,1061.6756173627941
2000-02-21,1057.489886642941
