Date,JAPAN QUALITY
1997-04-03,983.1392318
1997-04-04,976.16463673
1997-04-07,961.1806043
1997-04-08,975.98149304
1997-04-09,964.66697062
1997-04-10,955.12356802
1997-04-11,961.37029395
1997-04-14,951.31713166
1997-04-15,956.74911611
1997-04-16,962.55122447
1997-04-17,955.90760426
1997-04-18,962.97881291
1997-04-21,974.85415289
1997-04-22,970.93738125
1997-04-23,983.71171504
1997-04-24,981.88678657
1997-04-25,987.76203817
1997-04-28,983.04130394
1997-04-29,981.64532196
1997-04-30,1000.85565086
1997-05-01,1006.31945874
1997-05-02,1008.11184485
1997-05-05,1007.95277634
1997-05-06,1045.79691308
1997-05-07,1047.49914598
1997-05-08,1052.10997783
1997-05-09,1062.21479399
1997-05-12,1095.87712091
1997-05-13,1099.25304059
1997-05-14,1111.76815626
1997-05-15,1125.83019934
1997-05-16,1139.92998683
1997-05-19,1139.93959965
1997-05-20,1162.30923336
1997-05-21,1133.17560575
1997-05-22,1117.53633717
1997-05-23,1140.04924464
1997-05-26,1136.45306171
1997-05-27,1130.07180652
1997-05-28,1156.42995941
1997-05-29,1167.46334263
1997-05-30,1152.04788009
1997-06-02,1165.32818276
1997-06-03,1171.50330161
1997-06-04,1184.01249418
1997-06-05,1180.96393835
1997-06-06,1178.44680091
1997-06-09,1200.22020432
1997-06-10,1210.32411494
1997-06-11,1225.22490247
1997-06-12,1200.72835815
1997-06-13,1185.72658763
1997-06-16,1207.48082373
1997-06-17,1208.62347137
1997-06-18,1213.84940616
1997-06-19,1204.06315161
1997-06-20,1191.31995693
1997-06-23,1183.38692863
1997-06-24,1187.36719143
1997-06-25,1215.05294826
1997-06-26,1210.69605229
1997-06-27,1195.17285292
1997-06-30,1208.06793764
1997-07-01,1189.78259122
1997-07-02,1199.93348496
1997-07-03,1206.72307532
1997-07-04,1201.36868206
1997-07-07,1207.37971493
1997-07-08,1208.51391662
1997-07-09,1211.96879618
1997-07-10,1217.95505258
1997-07-11,1225.03182237
1997-07-14,1245.67766261
1997-07-15,1230.84161868
1997-07-16,1246.71367813
1997-07-17,1244.95452854
1997-07-18,1242.11531184
1997-07-21,1238.63044185
1997-07-22,1230.01380149
1997-07-23,1234.59850785
1997-07-24,1246.29001324
1997-07-25,1244.97258765
1997-07-28,1246.44462463
1997-07-29,1240.87290623
1997-07-30,1236.48305773
1997-07-31,1248.98871521
1997-08-01,1228.66279911
1997-08-04,1219.80166725
1997-08-05,1201.12674643
1997-08-06,1231.23245463
1997-08-07,1233.32348672
1997-08-08,1260.83046392
1997-08-11,1230.09562809
1997-08-12,1240.32158644
1997-08-13,1250.22260125
1997-08-14,1244.50466904
1997-08-15,1259.95536841
1997-08-18,1238.46166986
1997-08-19,1219.0665613
1997-08-20,1225.75015298
1997-08-21,1230.56404998
1997-08-22,1203.65768348
1997-08-25,1174.07975648
1997-08-26,1178.21542383
1997-08-27,1161.12822306
1997-08-28,1155.69576889
1997-08-29,1125.65220853
1997-09-01,1096.6361602
1997-09-02,1107.63911358
1997-09-03,1147.93758854
1997-09-04,1145.14716852
1997-09-05,1146.52884203
1997-09-08,1149.62718342
1997-09-09,1175.3876772
1997-09-10,1174.38317253
1997-09-11,1149.55631967
1997-09-12,1117.87037537
1997-09-15,1122.88928197
1997-09-16,1112.84253686
1997-09-17,1103.92427213
1997-09-18,1091.95430759
1997-09-19,1099.91263518
1997-09-22,1101.47599446
1997-09-23,1107.23267041
1997-09-24,1143.93908699
1997-09-25,1138.78911858
1997-09-26,1121.83779417
1997-09-29,1120.96408868
1997-09-30,1130.84333584
1997-10-01,1139.16814013
1997-10-02,1128.62385931
1997-10-03,1124.9883905
1997-10-06,1138.40782328
1997-10-07,1123.32273277
1997-10-08,1138.7500101
1997-10-09,1125.14656478
1997-10-10,1135.26951133
1997-10-13,1116.99867069
1997-10-14,1113.95185917
1997-10-15,1123.7424996
1997-10-16,1154.48130361
1997-10-17,1143.49428963
1997-10-20,1103.8661691
1997-10-21,1105.67310395
1997-10-22,1120.4939858
1997-10-23,1095.07966807
1997-10-24,1093.99227315
1997-10-27,1067.94972191
1997-10-28,1036.17420862
1997-10-29,1061.23645631
1997-10-30,1038.31537856
1997-10-31,1031.11561776
1997-11-03,1026.67667912
1997-11-04,1021.33490955
1997-11-05,1025.60444792
1997-11-06,1033.36791028
1997-11-07,1000.86845733
1997-11-10,976.5679633
1997-11-11,968.49946183
1997-11-12,944.5768217
1997-11-13,930.10657989
1997-11-14,909.76309808
1997-11-17,977.21993855
1997-11-18,1000.1860207
1997-11-19,944.52254823
1997-11-20,957.46974791
1997-11-21,989.03462845
1997-11-24,981.81511343
1997-11-25,931.59938815
1997-11-26,938.183114
1997-11-27,955.30665796
1997-11-28,952.86017098
1997-12-01,949.23006469
1997-12-02,958.32658005
1997-12-03,945.1077329
1997-12-04,924.8694985
1997-12-05,924.74833089
1997-12-08,917.62984216
1997-12-09,946.73174017
1997-12-10,937.88533835
1997-12-11,909.58364838
1997-12-12,888.17201701
1997-12-15,883.40549204
1997-12-16,886.0248681
1997-12-17,932.96556961
1997-12-18,921.12590122
1997-12-19,898.74904309
1997-12-22,868.85261234
1997-12-23,871.79469889
1997-12-24,879.27829478
1997-12-25,879.38466573
1997-12-26,879.9384519
1997-12-29,881.58347765
1997-12-30,897.05442592
1997-12-31,895.08818181
1998-01-01,895.08818181
1998-01-02,879.53025458
1998-01-05,867.77136174
1998-01-06,873.13001845
1998-01-07,894.47911714
1998-01-08,890.69233656
1998-01-09,885.53850595
1998-01-12,855.05235639
1998-01-13,869.58714955
1998-01-14,895.12439307
1998-01-15,902.39569491
1998-01-16,943.44820577
1998-01-19,958.15719514
1998-01-20,950.07321089
1998-01-21,961.14105351
1998-01-22,960.55802346
1998-01-23,977.94214172
1998-01-26,980.88174757
1998-01-27,971.93969443
1998-01-28,972.29228725
1998-01-29,970.63974778
1998-01-30,965.15444555
1998-02-02,974.52926763
1998-02-03,988.74531284
1998-02-04,1000.92419872
1998-02-05,1001.37984646
1998-02-06,987.71216184
1998-02-09,983.036385
1998-02-10,971.49219015
1998-02-11,969.998912
1998-02-12,966.79362412
1998-02-13,961.71271428
1998-02-16,966.2321716
1998-02-17,953.64703799
1998-02-18,948.03343391
1998-02-19,945.7582126
1998-02-20,936.89198446
1998-02-23,930.1737256
1998-02-24,924.75674245
1998-02-25,923.21065593
1998-02-26,930.79691259
1998-02-27,951.84997964
1998-03-02,969.02622974
1998-03-03,965.06274716
1998-03-04,962.22035854
1998-03-05,943.16061507
1998-03-06,947.52249289
1998-03-09,936.12056114
1998-03-10,928.72646532
1998-03-11,910.12911731
1998-03-12,900.86500136
1998-03-13,922.80826417
1998-03-16,904.10583036
1998-03-17,912.06609068
1998-03-18,893.85070639
1998-03-19,887.37312844
1998-03-20,889.70411479
1998-03-23,890.12977933
1998-03-24,886.0017675
1998-03-25,895.03791235
1998-03-26,918.49616566
1998-03-27,916.34741007
1998-03-30,898.27277253
1998-03-31,908.21928348
1998-04-01,918.721375
1998-04-02,909.4755617
1998-04-03,887.16944478
1998-04-06,883.54212085
1998-04-07,892.20686158
1998-04-08,909.94245329
1998-04-09,939.39504296
1998-04-10,944.98848321
1998-04-13,946.93625312
1998-04-14,949.57705378
1998-04-15,948.44829346
1998-04-16,919.02204366
1998-04-17,917.37289689
1998-04-20,911.01967488
1998-04-21,924.32414876
1998-04-22,927.45185212
1998-04-23,937.75522199
1998-04-24,939.29165672
1998-04-27,920.32958562
1998-04-28,916.48586116
1998-04-29,918.63918514
1998-04-30,934.59958816
1998-05-01,923.11717817
1998-05-04,922.14686344
1998-05-05,932.29648506
1998-05-06,917.3123036
1998-05-07,907.09929163
1998-05-08,909.61904459
1998-05-11,920.95742942
1998-05-12,915.06214479
1998-05-13,919.26557679
1998-05-14,925.44078119
1998-05-15,925.96629199
1998-05-18,905.6179409
1998-05-19,910.86538791
1998-05-20,911.17460788
1998-05-21,920.2231346
1998-05-22,917.21570334
1998-05-25,903.54609917
1998-05-26,901.88723205
1998-05-27,901.73855206
1998-05-28,892.90891483
1998-05-29,887.17276756
1998-06-01,862.83678861
1998-06-02,875.48608164
1998-06-03,873.82235315
1998-06-04,872.70667718
1998-06-05,860.41261942
1998-06-08,848.26437428
1998-06-09,858.38182492
1998-06-10,848.29823413
1998-06-11,830.17213228
1998-06-12,822.44178114
1998-06-15,800.55889834
1998-06-16,802.22219589
1998-06-17,837.90369442
1998-06-18,852.31454611
1998-06-19,867.08188529
1998-06-22,843.67738086
1998-06-23,830.67424755
1998-06-24,831.43359228
1998-06-25,839.85024075
1998-06-26,836.25744317
1998-06-29,849.51068684
1998-06-30,879.33818336
1998-07-01,907.71657492
1998-07-02,893.24179783
1998-07-03,900.16084178
1998-07-06,888.01129017
1998-07-07,901.12218007
1998-07-08,899.99946552
1998-07-09,892.48383685
1998-07-10,886.32075171
1998-07-13,892.9706079
1998-07-14,907.23064548
1998-07-15,908.14389873
1998-07-16,921.98157298
1998-07-17,918.85691751
1998-07-20,923.12236751
1998-07-21,905.9109285
1998-07-22,888.30826901
1998-07-23,889.44050312
1998-07-24,897.34394895
1998-07-27,877.49648118
1998-07-28,880.8268092
1998-07-29,872.42340686
1998-07-30,879.44882179
1998-07-31,882.98717663
1998-08-03,865.83720791
1998-08-04,863.30354681
1998-08-05,871.85296135
1998-08-06,871.64719807
1998-08-07,866.66729085
1998-08-10,855.85540653
1998-08-11,843.29744295
1998-08-12,846.40108147
1998-08-13,844.86727119
1998-08-14,832.95539406
1998-08-17,824.47010922
1998-08-18,835.88168574
1998-08-19,852.43502229
1998-08-20,861.17051384
1998-08-21,838.73683169
1998-08-24,836.27283356
1998-08-25,836.58734218
1998-08-26,836.59250958
1998-08-27,824.66176471
1998-08-28,803.47817532
1998-08-31,829.6103218
1998-09-01,851.29121451
1998-09-02,846.65799834
1998-09-03,869.18141667
1998-09-04,853.74862585
1998-09-07,892.55763324
1998-09-08,890.29405757
1998-09-09,854.81925351
1998-09-10,873.1813015
1998-09-11,868.39010021
1998-09-14,866.6526685
1998-09-15,868.61112301
1998-09-16,854.48943232
1998-09-17,863.30567744
1998-09-18,858.07670223
1998-09-21,834.90860179
1998-09-22,827.74354669
1998-09-23,821.03563137
1998-09-24,854.12995578
1998-09-25,837.30978099
1998-09-28,841.47855865
1998-09-29,860.47783493
1998-09-30,837.82913593
1998-10-01,830.88916863
1998-10-02,832.41170988
1998-10-05,813.83339425
1998-10-06,814.53548216
1998-10-07,906.25213467
1998-10-08,905.56438872
1998-10-09,878.57538129
1998-10-12,907.27963382
1998-10-13,888.1987273
1998-10-14,892.40756009
1998-10-15,917.2958456
1998-10-16,955.86301579
1998-10-19,980.28084512
1998-10-20,969.28866513
1998-10-21,989.10617712
1998-10-22,984.01555792
1998-10-23,975.74468239
1998-10-26,964.17082536
1998-10-27,968.32549975
1998-10-28,956.78548621
1998-10-29,974.29550187
1998-10-30,971.21970987
1998-11-02,1004.9064998
1998-11-03,1001.37622686
1998-11-04,1026.26443362
1998-11-05,1028.82666545
1998-11-06,1005.27982394
1998-11-09,977.2188876
1998-11-10,959.96668071
1998-11-11,971.05066282
1998-11-12,947.58945973
1998-11-13,969.0259857
1998-11-16,983.87444625
1998-11-17,977.95441929
1998-11-18,981.47492991
1998-11-19,995.38324029
1998-11-20,1011.12611347
1998-11-23,1004.94185094
1998-11-24,1034.15749922
1998-11-25,1024.78031404
1998-11-26,1023.74082846
1998-11-27,1012.89853564
1998-11-30,1000.0
1998-12-01,1005.2702127953519
1998-12-02,1020.4705527812271
1998-12-03,1021.7879746890045
1998-12-04,1008.0968481589399
1998-12-07,999.27570543627
1998-12-08,1013.4581910751186
1998-12-09,1041.332474327417
1998-12-10,1044.2847030276068
1998-12-11,1022.4839972608057
1998-12-14,1015.0299778462434
1998-12-15,999.5744191619787
1998-12-16,1014.0984003667828
1998-12-17,1010.2359981874101
1998-12-18,1027.7667440325936
1998-12-21,1020.0981970987394
1998-12-22,1002.1856906228359
1998-12-23,1010.8293207114368
1998-12-24,1005.4122249210614
1998-12-25,1010.6578315168117
1998-12-28,1011.7211282401594
1998-12-29,1025.4530322308274
1998-12-30,1031.7889199133365
1998-12-31,1049.305549183142
1999-01-01,1049.305549183142
1999-01-04,1024.2976577088134
1999-01-05,1025.6451602527272
1999-01-06,1028.5352641071606
1999-01-07,1047.824110012631
1999-01-08,1042.6485118632072
1999-01-11,1052.8795931430861
1999-01-12,1024.9382834609366
1999-01-13,1008.1982089221287
1999-01-14,1026.5410331954597
1999-01-15,1021.8972751727475
1999-01-18,1019.7204260088123
1999-01-19,1024.8457269382682
1999-01-20,1047.4778301931315
1999-01-21,1065.5339390873858
1999-01-22,1045.3814869927828
1999-01-25,1047.1989605276306
1999-01-26,1058.3755289506134
1999-01-27,1052.6060098952946
1999-01-28,1036.3365979244336
1999-01-29,1053.547545965576
1999-02-01,1052.872929304032
1999-02-02,1078.6576002463316
1999-02-03,1066.2941128291557
1999-02-04,1059.055627191317
1999-02-05,1043.894031814298
1999-02-08,1045.8444129515972
1999-02-09,1033.994686934396
1999-02-10,1032.7646829505518
1999-02-11,1034.7525064872896
1999-02-12,1043.4753701930065
1999-02-15,1034.8901442377025
1999-02-16,1019.8768585980359
1999-02-17,1013.5002850075658
1999-02-18,1005.555705675487
1999-02-19,1002.5030656745006
1999-02-22,1018.208626094795
1999-02-23,1020.0913989893933
1999-02-24,1012.768367739833
1999-02-25,1027.546243138216
1999-02-26,1033.2607173821732
1999-03-01,1020.0357827528702
1999-03-02,994.6039893355792
1999-03-03,994.6449467823912
1999-03-04,984.4310212214116
1999-03-05,1034.8634681445378
1999-03-08,1039.8875529845216
1999-03-09,1064.182322665781
1999-03-10,1107.8837874233345
1999-03-11,1111.3685829195451
1999-03-12,1116.9731235924007
1999-03-15,1142.8274126230992
1999-03-16,1164.7626604172704
1999-03-17,1176.7371057080686
1999-03-18,1144.842563475829
1999-03-19,1186.911716753021
1999-03-22,1178.8097585406392
1999-03-23,1158.0977258910132
1999-03-24,1133.8710387278863
1999-03-25,1157.2352923486103
1999-03-26,1157.2198531839365
1999-03-29,1167.27210127911
1999-03-30,1161.7391946715163
1999-03-31,1174.2739505732786
1999-04-01,1205.4502850266538
1999-04-02,1205.1171736054428
1999-04-05,1191.7297415883888
1999-04-06,1217.210538290664
1999-04-07,1216.6803620799674
1999-04-08,1231.9388816527307
1999-04-09,1212.5940408475165
1999-04-12,1183.9041085309755
1999-04-13,1203.2204082882408
1999-04-14,1234.1032914561858
1999-04-15,1223.4653842781377
1999-04-16,1230.9529457477377
1999-04-19,1225.3953818909315
1999-04-20,1216.9909613149043
1999-04-21,1188.4539997476752
1999-04-22,1204.4976643804484
1999-04-23,1225.0250618642651
1999-04-26,1234.0063159155834
1999-04-27,1223.283108563747
1999-04-28,1229.9991789877993
1999-04-29,1230.3089374379115
1999-04-30,1208.3161351781537
1999-05-03,1200.6714295570475
1999-05-04,1192.6788677378674
1999-05-05,1191.4965342878177
1999-05-06,1235.9522190575249
1999-05-07,1213.671044438395
1999-05-10,1215.573102606184
1999-05-11,1190.245733243015
1999-05-12,1201.051906408073
1999-05-13,1189.849519413017
1999-05-14,1175.343582800187
1999-05-17,1145.5088513983046
1999-05-18,1169.0042527409068
1999-05-19,1139.7648918745463
1999-05-20,1153.4795398804513
1999-05-21,1167.0877073705958
1999-05-24,1178.6324684038807
1999-05-25,1176.1614858226417
1999-05-26,1179.4480541072862
1999-05-27,1175.2935261315713
1999-05-28,1181.4749352020199
1999-05-31,1171.4808883153678
1999-06-01,1203.808674692058
1999-06-02,1207.860414677722
1999-06-03,1190.8257596703259
1999-06-04,1191.7417884580263
1999-06-07,1213.2865609696773
1999-06-08,1234.7585088258095
1999-06-09,1247.363934908481
1999-06-10,1272.6758523372193
1999-06-11,1293.7326191616125
1999-06-14,1266.815064423713
1999-06-15,1277.4307610761707
1999-06-16,1279.0170550708701
1999-06-17,1297.4546155244786
1999-06-18,1287.9104505339867
1999-06-21,1305.566560192889
1999-06-22,1326.5588596806938
1999-06-23,1302.0562317207393
1999-06-24,1304.184963266954
1999-06-25,1298.9764277523504
1999-06-28,1310.2303747703272
1999-06-29,1329.605121764486
1999-06-30,1320.1297164960522
1999-07-01,1366.8466845110913
1999-07-02,1385.7166744299932
1999-07-05,1386.2807412446602
1999-07-06,1373.737204738805
1999-07-07,1361.808730576401
1999-07-08,1350.961038138111
1999-07-09,1350.2366569041717
1999-07-12,1377.8585182857723
1999-07-13,1390.6842123850754
1999-07-14,1415.8479060702482
1999-07-15,1437.5008470381765
1999-07-16,1409.2347118544124
1999-07-19,1435.2352467143696
1999-07-20,1433.4912669039818
1999-07-21,1411.1868887680514
1999-07-22,1383.4762320647721
1999-07-23,1371.669747425045
1999-07-26,1377.6533575612227
1999-07-27,1375.5007003587928
1999-07-28,1404.854599707743
1999-07-29,1438.1591915671213
1999-07-30,1452.601529005933
1999-08-02,1444.4681575671152
1999-08-03,1458.3749558581585
1999-08-04,1444.4473675536015
1999-08-05,1420.4798242346649
1999-08-06,1395.1458417739632
1999-08-09,1390.1169446505428
1999-08-10,1404.0437628321718
1999-08-11,1386.0072658303236
1999-08-12,1403.2284686578919
1999-08-13,1417.6516179180503
1999-08-16,1462.344173322234
1999-08-17,1481.4027049751771
1999-08-18,1515.576080321452
1999-08-19,1498.9216466036994
1999-08-20,1496.1937981207154
1999-08-23,1471.8463866709233
1999-08-24,1474.5925296587488
1999-08-25,1473.2824290801423
1999-08-26,1451.1463677327147
1999-08-27,1452.132444559513
1999-08-30,1490.6557266581574
1999-08-31,1454.790195061923
1999-09-01,1505.8290675208173
1999-09-02,1514.0462706364142
1999-09-03,1491.569182692135
1999-09-06,1517.2540792816233
1999-09-07,1495.5559246006233
1999-09-08,1508.543550246942
1999-09-09,1551.0449977117237
1999-09-10,1544.0291327919208
1999-09-13,1591.5159571506604
1999-09-14,1605.551237609652
1999-09-15,1621.7883595007388
1999-09-16,1574.051024640389
1999-09-17,1558.164553570047
1999-09-20,1583.0617059040137
1999-09-21,1649.6108757419024
1999-09-22,1582.5512988818639
1999-09-23,1579.7367248548198
1999-09-24,1529.6410473097615
1999-09-27,1501.0302303568667
1999-09-28,1545.3434770109575
1999-09-29,1521.7528009128087
1999-09-30,1557.5645327527964
1999-10-01,1611.7474384931331
1999-10-04,1597.0305670216767
1999-10-05,1584.0518813432554
1999-10-06,1590.9402310672513
1999-10-07,1603.722549406374
1999-10-08,1603.4281019160098
1999-10-11,1613.4190102109187
1999-10-12,1609.929736840602
1999-10-13,1566.401180077452
1999-10-14,1569.2635536043465
1999-10-15,1549.398776777137
1999-10-18,1507.9881457213244
1999-10-19,1515.0986427715563
1999-10-20,1555.3006384397806
1999-10-21,1556.64215546979
1999-10-22,1573.6095908465
1999-10-25,1610.64998787601
1999-10-26,1615.2377646673904
1999-10-27,1602.906487339696
1999-10-28,1593.3962541087133
1999-10-29,1652.4026846371887
1999-11-01,1654.0876576702174
1999-11-02,1661.910752114327
1999-11-03,1647.4325236254704
1999-11-04,1684.9519655758784
1999-11-05,1663.4429999988602
1999-11-08,1658.49440796649
1999-11-09,1658.948060295677
1999-11-10,1678.366105930904
1999-11-11,1665.8581047156488
1999-11-12,1695.6203485616666
1999-11-15,1721.335946338687
1999-11-16,1724.809974472872
1999-11-17,1733.1430325098793
1999-11-18,1740.2427754135258
1999-11-19,1764.2247417938079
1999-11-22,1797.3318274204403
1999-11-23,1808.4637558695104
1999-11-24,1777.3551265934282
1999-11-25,1748.919523777909
1999-11-26,1813.8335072616994
1999-11-29,1829.7304832549412
1999-11-30,1770.6261933025119
1999-12-01,1745.891940629684
1999-12-02,1730.8562566794003
1999-12-03,1748.6846410833305
1999-12-06,1765.068700967661
1999-12-07,1783.682581797344
1999-12-08,1763.2657152589381
1999-12-09,1770.4133323701667
1999-12-10,1786.8335117173176
1999-12-13,1754.8629880396945
1999-12-14,1748.4149564635784
1999-12-15,1745.8906035675839
1999-12-16,1759.6628107819213
1999-12-17,1789.5020159859328
1999-12-20,1792.964191313174
1999-12-21,1802.3618173960258
1999-12-22,1868.8558554570889
1999-12-23,1864.1754562905053
1999-12-24,1898.973719461566
1999-12-27,1887.3388253948617
1999-12-28,1951.6215306169881
1999-12-29,2005.3308960055344
1999-12-30,2001.8558152682535
1999-12-31,2001.8558152682535
2000-01-03,2019.9127757470633
2000-01-04,1952.429300896678
2000-01-05,1829.7640421329472
2000-01-06,1757.3519813963283
2000-01-07,1749.0132157170603
2000-01-10,1750.5903241171661
2000-01-11,1831.649451274121
2000-01-12,1822.1365756121436
2000-01-13,1821.8841830041974
2000-01-14,1819.7861297186623
2000-01-17,1869.3427867258151
2000-01-18,1835.6123419713374
2000-01-19,1790.0300402641094
2000-01-20,1784.8493466356017
2000-01-21,1805.206487227172
2000-01-24,1829.197229620978
2000-01-25,1815.5911501879286
2000-01-26,1844.2889146387408
2000-01-27,1879.3695667309173
2000-01-28,1916.7313563634048
2000-01-31,1892.354353804878
2000-02-01,1869.8585116412912
2000-02-02,1894.968957009516
2000-02-03,1949.5543428561527
2000-02-04,1985.2056867145138
2000-02-07,1969.6405676866234
2000-02-08,1930.4286191360193
2000-02-09,1949.1509253148151
2000-02-10,1950.1541148773297
2000-02-11,1942.9920008806266
2000-02-14,1950.2625826319936
2000-02-15,1919.4537510419552
2000-02-16,1894.9197410493673
2000-02-17,1945.1022035871642
2000-02-18,1943.3632517393596
2000-02-21,1921.362042370133
2000-02-22,1883.0271261636603
2000-02-23,1869.563587272363
2000-02-24,1880.9863744311658
2000-02-25,1918.5929600347
2000-02-28,1941.3340734706555
2000-02-29,1944.4513713685276
2000-03-01,1976.2960356571434
2000-03-02,1953.9319186036062
2000-03-03,1917.432363417237
2000-03-06,1855.58293444855
2000-03-07,1897.2978622575135
2000-03-08,1876.5111675737191
2000-03-09,1848.2920938052662
2000-03-10,1822.042138475496
2000-03-13,1739.4891919361148
2000-03-14,1762.1138182712857
2000-03-15,1778.7478760226163
2000-03-16,1842.218139377811
2000-03-17,1867.2439402151238
2000-03-20,1858.8349043160454
2000-03-21,1875.321079250053
2000-03-22,1866.051641887265
2000-03-23,1847.272411690634
2000-03-24,1834.8759168028196
2000-03-27,1859.2986796646062
2000-03-28,1915.2246090508113
2000-03-29,1991.7344757094083
2000-03-30,1974.0254089620578
2000-03-31,2020.0255559061873
2000-04-03,1995.9073114460734
2000-04-04,1962.9696534286059
2000-04-05,1937.5562758743
2000-04-06,1903.419963085189
2000-04-07,1920.5825877850968
2000-04-10,1933.9541411331975
2000-04-11,1916.8157768126605
2000-04-12,1935.8007446285337
2000-04-13,1877.7233187197462
2000-04-14,1876.585705822798
2000-04-17,1772.9087234705482
2000-04-18,1789.6242920371017
2000-04-19,1813.3869797126129
2000-04-20,1859.3494467649116
2000-04-21,1899.70336416897
2000-04-24,1927.2821283552328
2000-04-25,1924.4001597580814
2000-04-26,1912.090487418641
2000-04-27,1900.9407807952714
2000-04-28,1893.9762851534206
2000-05-01,1933.9869588028746
2000-05-02,1933.3576684977481
2000-05-03,1930.1668705302095
2000-05-04,1948.2083173789024
2000-05-05,1938.3421549134691
2000-05-08,1914.204309791315
2000-05-09,1860.5308814113862
2000-05-10,1855.3576284167534
2000-05-11,1795.1524780874377
2000-05-12,1846.5085486971302
2000-05-15,1825.5169878373072
2000-05-16,1837.6853221416818
2000-05-17,1824.4506252129938
2000-05-18,1794.0661813611196
2000-05-19,1776.8387706296382
2000-05-22,1712.2336235423684
2000-05-23,1712.9873244870928
2000-05-24,1681.516271325422
2000-05-25,1714.804626538351
2000-05-26,1693.5497607978537
2000-05-29,1709.7444138307742
2000-05-30,1721.8422065739164
2000-05-31,1710.5666515179748
2000-06-01,1731.4780076569416
2000-06-02,1762.6510924183121
2000-06-05,1837.8769384661794
2000-06-06,1863.0569221734224
2000-06-07,1853.2074946551108
2000-06-08,1838.685054165797
2000-06-09,1814.161353933504
2000-06-12,1801.8704276157093
2000-06-13,1783.273868011699
2000-06-14,1758.473499116087
2000-06-15,1707.3670748796976
2000-06-16,1713.3901242877753
2000-06-19,1746.7311760819653
2000-06-20,1794.4831387098145
2000-06-21,1828.7144648067424
2000-06-22,1840.3457246030116
2000-06-23,1805.036767759613
2000-06-26,1764.2156780809876
2000-06-27,1801.7766508656234
2000-06-28,1802.6256359012286
2000-06-29,1813.6500692694265
2000-06-30,1789.5120201030165
2000-07-03,1790.3516061256207
2000-07-04,1793.150767805152
2000-07-05,1788.715910977791
2000-07-06,1767.0159293192767
2000-07-07,1785.61874967705
2000-07-10,1813.8922928030102
2000-07-11,1805.539404936028
2000-07-12,1767.9455313504343
2000-07-13,1756.5237155369018
2000-07-14,1772.7124320780235
2000-07-17,1770.5216318505466
2000-07-18,1746.6887441007955
2000-07-19,1753.4923673458572
2000-07-20,1752.3575257619611
2000-07-21,1718.8415858932976
2000-07-24,1709.6821028008394
2000-07-25,1699.1958510870036
2000-07-26,1699.3108773268234
2000-07-27,1666.6750161882344
2000-07-28,1611.457424272491
2000-07-31,1619.6328958094427
2000-08-01,1652.5696650051739
2000-08-02,1662.954365888723
2000-08-03,1644.8350380533384
