Date,JAPAN IMI MOMENTUM
1995-05-31,1000.0
1995-06-30,945.5732048338115
1995-07-31,1007.3502350996712
1995-08-31,935.1497068500852
1995-09-29,947.6219143938215
1995-10-31,893.838902815689
1995-11-30,941.5914099355138
1995-12-29,967.9645756523328
1996-01-31,940.8736536135243
1996-02-29,925.4322979763108
1996-03-29,951.6814214318763
1996-04-30,1013.0796202082432
1996-05-31,948.0886570857297
1996-06-28,953.0065605381318
1996-07-31,894.9473869109547
1996-08-30,857.4626104544577
1996-09-30,877.1882654691441
1996-10-31,827.2868658627201
1996-11-29,846.8740851903219
1996-12-31,824.6155696202493
1997-01-01,824.6155696202493
1997-01-02,827.2883803606248
1997-01-03,823.6930220810882
1997-01-06,834.2941667341254
1997-01-07,825.995252431132
1997-01-08,814.5152950397347
1997-01-09,793.8001928591029
1997-01-10,772.9260911743598
1997-01-13,779.0917277481647
1997-01-14,780.991390502643
1997-01-15,779.1619916784593
1997-01-16,789.5658728303622
1997-01-17,780.6847123905401
1997-01-20,762.2796075890558
1997-01-21,760.9393832710124
1997-01-22,768.3304385708514
1997-01-23,763.7716953128877
1997-01-24,763.3269133136272
1997-01-27,753.3599331360818
1997-01-28,753.031488260717
1997-01-29,762.1105838162624
1997-01-30,752.3259557958098
1997-01-31,764.4342545837916
1997-02-03,756.2385816978209
1997-02-04,755.2331138014905
1997-02-05,742.7485769800778
1997-02-06,741.7571110631205
1997-02-07,738.2013419425966
1997-02-10,757.383358407703
1997-02-11,755.8900586636358
1997-02-12,767.248643104903
1997-02-13,778.9507490849787
1997-02-14,787.6133546625218
1997-02-17,785.3308109499949
1997-02-18,776.778235391001
1997-02-19,773.457096674717
1997-02-20,783.6877800378807
1997-02-21,780.2024678330856
1997-02-24,774.3255240367387
1997-02-25,776.6808933637927
1997-02-26,775.7830989629003
1997-02-27,786.1155141347374
1997-02-28,777.5087849339691
1997-03-03,774.2153847488448
1997-03-04,775.4462991420573
1997-03-05,770.4149763832697
1997-03-06,760.9886946197726
1997-03-07,760.7696823508884
1997-03-10,762.1057252025267
1997-03-11,762.9623781593538
1997-03-12,759.7705804133667
1997-03-13,751.3316138911822
1997-03-14,750.4342927580275
1997-03-17,753.6943226959964
1997-03-18,764.7925084796101
1997-03-19,761.6311827441871
1997-03-20,757.3738470661788
1997-03-21,764.7911941197461
1997-03-24,752.9192738921561
1997-03-25,755.4641140701306
1997-03-26,765.6846452672288
1997-03-27,769.2293738290471
1997-03-28,769.9456094559318
1997-03-31,769.6217510866092
1997-04-01,773.8799207794593
1997-04-02,787.4969855933709
1997-04-03,792.4549108332799
1997-04-04,785.1328343988728
1997-04-07,776.7966593749077
1997-04-08,791.1288887976052
1997-04-09,785.2155405279007
1997-04-10,778.2081279944676
1997-04-11,783.5999655291313
1997-04-14,774.9626292611525
1997-04-15,777.9633934790709
1997-04-16,781.4637018645512
1997-04-17,776.0837482395175
1997-04-18,780.3267714508343
1997-04-21,789.1758011803122
1997-04-22,785.1881000682661
1997-04-23,797.085803249515
1997-04-24,799.8517162056792
1997-04-25,802.3267362870127
1997-04-28,801.505282808389
1997-04-29,800.3670953530192
1997-04-30,812.8091343706484
1997-05-01,824.8622046283397
1997-05-02,832.3568640377579
1997-05-05,832.1740227411315
1997-05-06,866.2710598624204
1997-05-07,864.0892682390712
1997-05-08,868.3398709174219
1997-05-09,868.9107079803184
1997-05-12,886.9784778107967
1997-05-13,886.3768994110862
1997-05-14,897.7027785450682
1997-05-15,906.3539716892766
1997-05-16,918.8016975632477
1997-05-19,917.4650942044598
1997-05-20,932.2598666846279
1997-05-21,907.1498488514666
1997-05-22,887.0329255951349
1997-05-23,906.9693574573133
1997-05-26,902.7049915051715
1997-05-27,898.9232397287645
1997-05-28,923.9119135924569
1997-05-29,923.6253000042936
1997-05-30,911.5829338859868
1997-06-02,921.0199695890263
1997-06-03,928.5479954725218
1997-06-04,935.3673930127958
1997-06-05,938.0048463754613
1997-06-06,935.3701903381484
1997-06-09,952.8190778375127
1997-06-10,956.1243892981952
1997-06-11,964.9749128244925
1997-06-12,947.6891868480548
1997-06-13,940.7544833355944
1997-06-16,958.8327079283813
1997-06-17,957.0166331511882
1997-06-18,957.4527967067336
1997-06-19,950.8064265874218
1997-06-20,944.6222066357897
1997-06-23,940.1009451669687
1997-06-24,944.7036263576532
1997-06-25,965.3260056112547
1997-06-26,961.9177565119371
1997-06-27,948.7650253309325
1997-06-30,953.8323791777461
1997-07-01,940.3299558001578
1997-07-02,946.581950619928
1997-07-03,951.3409871446172
1997-07-04,946.9560896248123
1997-07-07,947.6958351539283
1997-07-08,953.4570920734302
1997-07-09,954.3561329705445
1997-07-10,963.3809040101536
1997-07-11,968.8868119859326
1997-07-14,981.6656664377333
1997-07-15,968.6693518391378
1997-07-16,984.3821544035619
1997-07-17,988.1618492912047
1997-07-18,983.0863794207997
1997-07-21,980.3149417920437
1997-07-22,975.5767322211586
1997-07-23,975.849158736746
1997-07-24,984.3254079461736
1997-07-25,981.7996121036826
1997-07-28,987.2935147451657
1997-07-29,988.9505690146733
1997-07-30,985.2542224112386
1997-07-31,997.1713813086131
1997-08-01,989.2636394996508
1997-08-04,975.5451143660613
1997-08-05,954.5890317110385
1997-08-06,972.9689423138168
1997-08-07,970.751535837452
1997-08-08,993.1328537751046
1997-08-11,962.398898851247
1997-08-12,972.6333620811391
1997-08-13,979.4189497481268
1997-08-14,974.7486741793202
1997-08-15,988.4059948429764
1997-08-18,972.8895674368531
1997-08-19,958.6246943194608
1997-08-20,962.7634500573101
1997-08-21,961.68175419228
1997-08-22,939.4475007488679
1997-08-25,919.4688494715836
1997-08-26,928.7850849688048
1997-08-27,912.5518266261065
1997-08-28,908.435040470479
1997-08-29,885.2807816183727
1997-09-01,861.5552584549471
1997-09-02,870.2852216624182
1997-09-03,905.4285078939484
1997-09-04,903.1726200375923
1997-09-05,902.7881837090426
1997-09-08,901.3748906408517
1997-09-09,917.8243995502688
1997-09-10,916.7571259373843
1997-09-11,896.5619527512938
1997-09-12,876.5744529218009
1997-09-15,880.4997023456062
1997-09-16,876.9585040055513
1997-09-17,876.6536735267814
1997-09-18,873.5874817638863
1997-09-19,885.3210140952644
1997-09-22,892.7745541200012
1997-09-23,897.4404952053203
1997-09-24,927.3359218739603
1997-09-25,918.8781041425324
1997-09-26,904.2187471166213
1997-09-29,902.376773767645
1997-09-30,909.1657906796527
1997-10-01,916.684110862962
1997-10-02,906.6533367141446
1997-10-03,906.182026675394
1997-10-06,920.9037225500745
