Date,CHILE VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.65318945257889
2001-01-03,100.83924142286685
2001-01-04,101.83522331945548
2001-01-05,102.08581724983841
2001-01-08,101.60198920610631
2001-01-09,101.28713275234536
2001-01-10,101.72996910736103
2001-01-11,102.43379954318132
2001-01-12,102.28729599866
2001-01-15,102.5631657669044
2001-01-16,103.0353634252221
2001-01-17,104.00952609772474
2001-01-18,105.42548337317885
2001-01-19,105.95486562645438
2001-01-22,106.48226708822959
2001-01-23,106.92914655352438
2001-01-24,105.33504767326751
2001-01-25,105.53505662612297
2001-01-26,105.14045379210745
2001-01-29,105.20273438073481
2001-01-30,105.84289234218453
2001-01-31,106.78793355448384
2001-02-01,106.10088935242501
2001-02-02,105.2193655623929
2001-02-05,104.76314364241425
2001-02-06,104.29365811433208
2001-02-07,102.17805718253658
2001-02-08,102.940488657751
2001-02-09,103.52960417540844
2001-02-12,102.98455801432665
2001-02-13,103.52771503484634
2001-02-14,102.04515207240846
2001-02-15,101.57479978697333
2001-02-16,100.3457831240566
2001-02-19,101.31917229531895
2001-02-20,101.6476273942007
2001-02-21,100.16737471208793
2001-02-22,99.15477466296234
2001-02-23,98.22497712233411
2001-02-26,98.89216435410931
2001-02-27,98.91718023757869
2001-02-28,98.45338883095296
2001-03-01,97.41212092622771
2001-03-02,96.95590015134317
2001-03-05,95.71304062016132
2001-03-06,97.35586644153248
2001-03-07,98.52567715518097
2001-03-08,98.68929861914005
2001-03-09,97.60333925464215
2001-03-12,96.33166533966696
2001-03-13,96.37350517268412
2001-03-14,96.06136911853014
2001-03-15,96.46753716290458
2001-03-16,95.73022772453683
2001-03-19,96.34674613491099
2001-03-20,96.46325252934282
2001-03-21,95.95931587501498
2001-03-22,94.24562290563662
2001-03-23,93.76680753832451
2001-03-26,94.94044957741978
2001-03-27,94.69761625462753
2001-03-28,94.23088476523054
2001-03-29,95.36526457306172
2001-03-30,96.64667904459917
2001-04-02,96.94648145737247
2001-04-03,95.59669781336868
2001-04-04,95.60172651097608
2001-04-05,96.28696182793445
2001-04-06,96.08061398945439
2001-04-09,95.49894065974667
2001-04-10,94.94827344173005
2001-04-11,95.0739220245066
2001-04-12,94.56153743623372
2001-04-13,94.56153743623372
2001-04-16,93.81815774550202
2001-04-17,94.67557674557744
2001-04-18,96.74176445983858
2001-04-19,98.65065648242133
2001-04-20,96.44880593716422
2001-04-23,96.87396824533211
2001-04-24,96.61774681488714
2001-04-25,96.27118787435938
2001-04-26,97.97173481806581
2001-04-27,101.68023227616546
2001-04-30,103.11419394621228
2001-05-01,102.59935233542984
2001-05-02,101.90022153338994
2001-05-03,101.36755717489439
2001-05-04,102.33742540632467
2001-05-07,102.87064420943055
2001-05-08,104.18390199441448
