Date,COLOMBIA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.7771501639731
2001-01-03,99.4661148337368
2001-01-04,98.97799203062678
2001-01-05,98.91180077425321
2001-01-08,98.7796834980632
2001-01-09,100.10817335574134
2001-01-10,100.62908265150027
2001-01-11,100.34224382396765
2001-01-12,99.9971190532428
2001-01-15,99.68010820386546
2001-01-16,100.386990063078
2001-01-17,100.22281828873487
2001-01-18,100.92814032174437
2001-01-19,101.74308685853936
2001-01-22,101.56631897625722
2001-01-23,104.10502643777312
2001-01-24,108.39002722614494
2001-01-25,108.98085165561514
2001-01-26,113.43850980972302
2001-01-29,113.78143748947933
2001-01-30,116.14018165181675
2001-01-31,119.28176945372334
2001-02-01,125.35276055214716
2001-02-02,125.6035829840742
2001-02-05,124.13437237256534
2001-02-06,123.29225029284773
2001-02-07,118.99393633752133
2001-02-08,117.45691029482342
2001-02-09,119.97234931443225
2001-02-12,122.82560545550601
2001-02-13,121.97309234832488
2001-02-14,124.76323382229614
2001-02-15,124.62684884695572
2001-02-16,125.34312172746047
2001-02-19,124.80931864248542
2001-02-20,123.3383130184306
2001-02-21,120.73695779739458
2001-02-22,121.33653605842841
2001-02-23,121.10813155029051
2001-02-26,120.93101720251485
2001-02-27,121.62302107685102
2001-02-28,120.06958341184135
2001-03-01,116.59670484966931
2001-03-02,118.02656554071457
2001-03-05,117.89420659040066
2001-03-06,115.71297384376254
2001-03-07,116.26207772691349
2001-03-08,116.9915649677659
2001-03-09,118.47463396727665
2001-03-12,118.15184276070222
2001-03-13,117.79511788034799
2001-03-14,113.81326905931931
2001-03-15,113.68755613517244
2001-03-16,113.15552102329711
2001-03-19,113.07376483391656
2001-03-20,109.51359610672962
2001-03-21,106.60565799522814
2001-03-22,105.86086725661647
2001-03-23,104.78979268883998
2001-03-26,104.21780917889718
2001-03-27,104.32497491544102
2001-03-28,103.29636760813173
2001-03-29,102.45721876043368
2001-03-30,102.10128935358352
2001-04-02,103.69025522984917
2001-04-03,104.85074730791113
2001-04-04,107.71792617700011
2001-04-05,109.9343050110259
2001-04-06,111.28598297018753
2001-04-09,111.9406745340878
2001-04-10,111.07235664711428
2001-04-11,110.20965371752901
2001-04-12,110.25488014130079
2001-04-13,110.29012107384268
2001-04-16,110.53112772830902
2001-04-17,109.22989985620292
2001-04-18,108.46655598877969
2001-04-19,108.51014519597533
2001-04-20,108.1538892693732
2001-04-23,107.4498777057863
2001-04-24,104.99691013499442
2001-04-25,105.05855485852189
2001-04-26,104.43862353560642
2001-04-27,105.51776951800302
2001-04-30,105.7557220681527
2001-05-01,105.71058518293371
2001-05-02,106.1429628223412
2001-05-03,106.30244450257503
2001-05-04,106.49706948261952
2001-05-07,109.03943697810534
