Date,POLAND VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.95152331859683
2001-01-03,98.90985481113884
2001-01-04,99.63393563757721
2001-01-05,98.02542438021247
2001-01-08,94.92161082566506
2001-01-09,95.59583862872299
2001-01-10,94.10460152598723
2001-01-11,94.76251715323548
2001-01-12,95.82970561995994
2001-01-15,95.5674823828451
2001-01-16,96.16744537792412
2001-01-17,96.34943666367836
2001-01-18,97.5080437590399
2001-01-19,100.20629581140152
2001-01-22,98.10838424196861
2001-01-23,99.38787490253385
2001-01-24,98.74455660172735
2001-01-25,98.92420832199757
2001-01-26,99.14794930425337
2001-01-29,100.44892552571616
2001-01-30,101.25336643860719
2001-01-31,101.53807391796182
2001-02-01,102.32758873243799
2001-02-02,102.76562460259025
2001-02-05,100.23977328224645
2001-02-06,100.04540619770978
2001-02-07,97.41254517241437
2001-02-08,96.50293029791293
2001-02-09,95.28207449536816
2001-02-12,95.68658629804271
2001-02-13,95.74671890810491
2001-02-14,94.96649041697225
2001-02-15,93.81960528601554
2001-02-16,92.4795303821815
2001-02-19,92.34474365305515
2001-02-20,91.21246729394115
2001-02-21,89.44887137807882
2001-02-22,87.51232104776547
2001-02-23,88.56998970697525
2001-02-26,90.0867805395662
2001-02-27,88.81558941779728
2001-02-28,89.25214855266239
2001-03-01,87.35395022371125
2001-03-02,88.0094821643065
2001-03-05,89.21017009188463
2001-03-06,90.55902998179269
2001-03-07,89.82697922709356
2001-03-08,89.79762374148133
2001-03-09,88.4051492905725
2001-03-12,84.20468376257361
2001-03-13,83.5790636456911
2001-03-14,82.46406102135221
2001-03-15,84.56178503909084
2001-03-16,83.62042181311
2001-03-19,84.66151339878867
2001-03-20,86.78640241110983
2001-03-21,85.62939659240824
2001-03-22,83.42539318373177
2001-03-23,85.80911979161523
2001-03-26,87.20340125832846
2001-03-27,86.89535498907013
2001-03-28,87.08863913878656
2001-03-29,86.40269636339059
2001-03-30,86.53601173102349
2001-04-02,85.98040013714332
2001-04-03,84.53419608679984
2001-04-04,84.14699186164779
2001-04-05,85.21957883112204
2001-04-06,86.67148208791826
2001-04-09,87.74899993361272
2001-04-10,88.21079443204852
2001-04-11,88.74674349072293
2001-04-12,89.04801057335405
2001-04-13,89.04801057335405
2001-04-16,88.72641750901691
2001-04-17,87.56773371122607
2001-04-18,90.78824155402893
2001-04-19,92.80999391648551
2001-04-20,92.39845621805465
2001-04-23,90.41925977339044
2001-04-24,90.46009428341641
2001-04-25,91.59801241789586
2001-04-26,93.27495712788081
2001-04-27,92.6047364178099
2001-04-30,91.08786036245378
2001-05-01,91.03042791581917
2001-05-02,90.90318029128886
2001-05-03,90.97208984046735
2001-05-04,91.02550577324017
2001-05-07,90.20855379739541
2001-05-08,89.26300255852846
