Date,BRAZIL VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.0958006191078
2001-01-03,107.97920258077086
2001-01-04,108.80204607076564
2001-01-05,106.082467220671
2001-01-08,107.20595926301154
2001-01-09,110.70416768352896
2001-01-10,109.85145978639795
2001-01-11,111.12914202831466
2001-01-12,110.73168388122784
2001-01-15,111.48760978560095
2001-01-16,109.49845694959133
2001-01-17,111.7358241677781
2001-01-18,114.56185154845696
2001-01-19,114.20606886674574
2001-01-22,114.00204196599
2001-01-23,116.48651268148367
2001-01-24,115.90968145374856
2001-01-25,115.11798871424664
2001-01-26,116.89883668252288
2001-01-29,117.17027214838438
2001-01-30,116.27425337010406
2001-01-31,116.96060160544484
2001-02-01,112.14227965572249
2001-02-02,110.94151689083357
2001-02-05,109.30385346858637
2001-02-06,110.9195833341885
2001-02-07,109.24028155187203
2001-02-08,112.91475347684363
2001-02-09,112.07997947706681
2001-02-12,111.78854544045272
2001-02-13,112.68037097963958
2001-02-14,112.28104515804587
2001-02-15,111.58318274954367
2001-02-16,106.02001494623744
2001-02-19,104.47925284009183
2001-02-20,103.56436873145921
2001-02-21,101.69307880814445
2001-02-22,103.15071574125868
2001-02-23,104.17995443585298
2001-02-26,105.00168441907881
2001-02-27,104.79503903768826
2001-02-28,103.69571144539788
2001-03-01,106.6788977284175
2001-03-02,108.37842733578107
2001-03-05,108.33465652987424
2001-03-06,106.79877162285734
2001-03-07,105.44650394277028
2001-03-08,106.87978362482988
2001-03-09,106.03040985150587
2001-03-12,102.73047516396826
2001-03-13,103.09470393129337
2001-03-14,100.11286167583991
2001-03-15,98.75282892406072
2001-03-16,97.56751177238993
2001-03-19,93.29175103198654
2001-03-20,97.34655018453374
2001-03-21,97.25144309740813
2001-03-22,90.11134788611383
2001-03-23,91.20865876459699
2001-03-26,95.25803383289737
2001-03-27,96.28779806633608
2001-03-28,95.67104410467117
2001-03-29,93.0241049601189
2001-03-30,93.72333785708788
2001-04-02,92.45785847216447
2001-04-03,89.67234155355283
2001-04-04,90.38564052687735
2001-04-05,93.07246679215103
2001-04-06,93.18833466865806
2001-04-09,94.56808126391397
2001-04-10,96.93261304154863
2001-04-11,94.2660734225865
2001-04-12,94.28584340410153
2001-04-13,94.28584340410153
2001-04-16,90.88693156538962
2001-04-17,90.2195138514666
2001-04-18,93.9997935866894
2001-04-19,90.58400915865282
2001-04-20,85.13001787715712
2001-04-23,85.175592582397
2001-04-24,86.24215457383627
2001-04-25,85.3297586160042
2001-04-26,89.66058464931767
2001-04-27,91.97536315528228
2001-04-30,93.50757941095088
2001-05-01,92.72180143270761
2001-05-02,92.1122617595666
2001-05-03,91.91830797525017
2001-05-04,92.7978482821861
2001-05-07,92.17496721242172
2001-05-08,90.31615799184198
