Date,PHILIPPINES VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,95.34426412099619
2001-01-03,96.52763490560196
2001-01-04,98.13309100867654
2001-01-05,97.67299779843219
2001-01-08,99.58984596404483
2001-01-09,101.48076137088664
2001-01-10,101.56229240086263
2001-01-11,99.88243149902047
2001-01-12,100.70493285459644
2001-01-15,101.46326307364536
2001-01-16,99.46582785034748
2001-01-17,91.34062892268818
2001-01-18,89.91191344906159
2001-01-19,101.2651940528751
2001-01-22,118.76648765933359
2001-01-23,116.68063984627092
2001-01-24,118.10393535088332
2001-01-25,119.24396732889302
2001-01-26,118.12621282980862
2001-01-29,117.01495486771181
2001-01-30,116.14268640026002
2001-01-31,118.73262585409361
2001-02-01,116.85465984013727
2001-02-02,117.61936982886876
2001-02-05,115.70513459079498
2001-02-06,115.95513361384724
2001-02-07,115.91515772247082
2001-02-08,119.7665471629917
2001-02-09,119.85678140079108
2001-02-12,121.16829930553887
2001-02-13,119.59534412475978
2001-02-14,118.20152106723936
2001-02-15,119.0955701571994
2001-02-16,118.56751008949634
2001-02-19,116.40724927190978
2001-02-20,115.87253252624016
2001-02-21,114.59110237830684
2001-02-22,113.6424580922828
2001-02-23,114.23961004355819
2001-02-26,112.70386040522261
2001-02-27,112.25749012764173
2001-02-28,111.14991224747094
2001-03-01,107.98287488911045
2001-03-02,111.51357576129617
2001-03-05,115.30196502027991
2001-03-06,115.84207097129797
2001-03-07,115.03469481192462
2001-03-08,113.82909794016975
2001-03-09,112.83536222593861
2001-03-12,111.75609018076516
2001-03-13,107.70562554673391
2001-03-14,106.49364744094683
2001-03-15,103.9313598254529
2001-03-16,103.9640672565846
2001-03-19,104.06922749768471
2001-03-20,103.28765620270241
2001-03-21,101.77885948489315
2001-03-22,101.25867825206632
2001-03-23,99.79891998363938
2001-03-26,101.59861066430892
2001-03-27,101.08278927158202
2001-03-28,100.46716075549114
2001-03-29,99.02949427550041
2001-03-30,99.09616589005925
2001-04-02,98.3182850833933
2001-04-03,100.2355835625444
2001-04-04,101.7339830980087
2001-04-05,100.55559318293069
2001-04-06,100.63097098578582
2001-04-09,100.781541017186
2001-04-10,102.55155519333275
2001-04-11,103.06159418385438
2001-04-12,103.11328003851027
2001-04-13,103.11328003851027
2001-04-16,102.75745433038274
2001-04-17,100.59393518984702
2001-04-18,99.35355161986038
2001-04-19,99.3757563020025
2001-04-20,97.95380620391566
2001-04-23,98.96347724474684
2001-04-24,99.84860865182351
2001-04-25,101.24920050457266
2001-04-26,98.6683071323127
2001-04-27,97.81735167796435
2001-04-30,94.45170862995592
2001-05-01,94.26830725397541
2001-05-02,97.66847761443474
2001-05-03,98.93573175151619
2001-05-04,98.98121581735099
2001-05-07,98.13545993076679
