Date,INDONESIA VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.52883494781551
2001-01-03,95.9419462652854
2001-01-04,98.39722806302741
2001-01-05,101.96716808628814
2001-01-08,101.64510020596786
2001-01-09,101.63311469413729
2001-01-10,100.56537759296128
2001-01-11,97.51630399338035
2001-01-12,96.71654336216926
2001-01-15,99.8902955572206
2001-01-16,99.11152116840876
2001-01-17,99.50092378547373
2001-01-18,99.34560013903719
2001-01-19,97.82017683490977
2001-01-22,99.0371390863332
2001-01-23,97.69670223671172
2001-01-24,98.16948062072211
2001-01-25,97.95129841841431
2001-01-26,98.19521176760121
2001-01-29,97.56815428776166
2001-01-30,97.68535673357837
2001-01-31,99.972138142166
2001-02-01,98.23925055919169
2001-02-02,101.0267624275314
2001-02-05,98.313015676937
2001-02-06,95.30725698722901
2001-02-07,93.90052791036197
2001-02-08,91.80305418905479
2001-02-09,91.94411746766231
2001-02-12,91.01554407504618
2001-02-13,91.42445192171148
2001-02-14,90.61923705858423
2001-02-15,92.88772514917314
2001-02-16,92.55170573771991
2001-02-19,92.3516331802446
2001-02-20,91.71664214506347
2001-02-21,90.64374336915597
2001-02-22,90.6143723820501
2001-02-23,91.30018879176147
2001-02-26,88.93979811287481
2001-02-27,89.06524398888973
2001-02-28,88.58241583704059
2001-03-01,87.60316035785776
2001-03-02,87.61918576588504
2001-03-05,87.7524806732368
2001-03-06,88.4828478329926
2001-03-07,88.83019045377178
2001-03-08,87.39044583832232
2001-03-09,81.55996946809859
2001-03-12,75.95707696661988
2001-03-13,74.37438689366074
2001-03-14,75.87233139429057
2001-03-15,76.97215380921395
2001-03-16,71.99549725840005
2001-03-19,67.43490868665573
2001-03-20,65.20542646443567
2001-03-21,68.15349759201914
2001-03-22,66.26697243772709
2001-03-23,67.72024634145887
2001-03-26,67.62257290923563
2001-03-27,66.8064036137216
2001-03-28,68.40583218824487
2001-03-29,70.06429179642414
2001-03-30,69.70128806017644
2001-04-02,66.57632172745451
2001-04-03,66.10144562011637
2001-04-04,64.05701149910041
2001-04-05,63.51537945799548
2001-04-06,62.71178211286029
2001-04-09,62.73531638910437
2001-04-10,65.34482564326726
2001-04-11,65.72566022506761
2001-04-12,64.96145107756665
2001-04-13,64.96145107756665
2001-04-16,63.31674372866132
2001-04-17,62.49699115033246
2001-04-18,62.02269435930579
2001-04-19,59.97535237807379
2001-04-20,55.59500672305641
2001-04-23,55.46171987650979
2001-04-24,56.57527250627228
2001-04-25,57.17352442215999
2001-04-26,56.0155518669314
2001-04-27,57.08486691484307
2001-04-30,59.6646398790124
2001-05-01,61.69582711532931
2001-05-02,62.13585481390974
2001-05-03,65.30594231465594
2001-05-04,66.09477705580234
2001-05-07,66.09477705580234
