Date,TURKEY VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,101.38446109404782
2001-01-03,98.38655035951844
2001-01-04,110.00780719435122
2001-01-05,108.44720718395278
2001-01-08,115.8666627349131
2001-01-09,121.08784222645512
2001-01-10,129.23268926959176
2001-01-11,126.20681427983834
2001-01-12,121.49763463397777
2001-01-15,114.08170183235845
2001-01-16,117.63832390143172
2001-01-17,123.7964043338672
2001-01-18,122.35573673638152
2001-01-19,128.57146337052586
2001-01-22,124.93701384991434
2001-01-23,123.31704935436082
2001-01-24,122.06356208567647
2001-01-25,122.50123568163484
2001-01-26,119.49112295131653
2001-01-29,118.08331986005328
2001-01-30,115.86678350473142
2001-01-31,118.25037045073925
2001-02-01,118.5028156234603
2001-02-02,116.88818795536261
2001-02-05,110.35596554548474
2001-02-06,112.70284344082711
2001-02-07,108.6866294727843
2001-02-08,107.81056186945003
2001-02-09,107.09959681623313
2001-02-12,101.194568856506
2001-02-13,104.53640099606959
2001-02-14,111.3933398856993
2001-02-15,107.86259430347356
2001-02-16,114.68055711537978
2001-02-19,98.3455478782744
2001-02-20,95.58904611414627
2001-02-21,78.3314081771816
2001-02-22,55.62095427618395
2001-02-23,48.511604519936704
2001-02-26,60.91428945188527
2001-02-27,60.33781599633852
2001-02-28,63.160024691212556
2001-03-01,70.16366920530425
2001-03-02,71.69597054778272
2001-03-05,71.69597054778272
2001-03-06,71.69597054778272
2001-03-07,71.69597054778272
2001-03-08,71.69597054778272
2001-03-09,73.49336256708649
2001-03-12,62.82998532558191
2001-03-13,61.88186887847515
2001-03-14,57.92940164479841
2001-03-15,59.1977301076263
2001-03-16,62.327879487982955
2001-03-19,61.12111159868597
2001-03-20,64.69002537851472
2001-03-21,62.77094197930453
2001-03-22,60.87586153914667
2001-03-23,60.6037246095264
2001-03-26,60.16393908920516
2001-03-27,57.54323003288831
2001-03-28,54.536025142576335
2001-03-29,48.63960733788998
2001-03-30,55.69209216148992
2001-04-02,50.50871331410589
2001-04-03,46.54344165286407
2001-04-04,47.59064935614398
2001-04-05,51.271116306959364
2001-04-06,50.827673807798504
2001-04-09,48.891233930387635
2001-04-10,46.95232771295187
2001-04-11,49.40517471295697
2001-04-12,52.53222602399846
2001-04-13,51.982347275779404
2001-04-16,59.546880145480486
2001-04-17,54.80576736086193
2001-04-18,53.431552453973204
2001-04-19,56.881330147647674
2001-04-20,57.56968598947828
2001-04-23,57.63938294588201
2001-04-24,61.01191006283274
2001-04-25,59.89323529764514
2001-04-26,65.06900871057184
2001-04-27,79.7872603672519
2001-04-30,80.28781266758031
2001-05-01,78.04455426797988
2001-05-02,75.83404553219401
2001-05-03,81.52244871545722
2001-05-04,82.66175683205321
2001-05-07,79.74529217323692
