Date,QATAR VALUE
2014-05-30,1000.0
2014-06-02,994.0843000670781
2014-06-03,964.9828138143205
2014-06-04,952.1272451098622
2014-06-05,964.2188001156054
2014-06-06,964.1923145900635
2014-06-09,943.67625945962
2014-06-10,957.0780518215898
2014-06-11,944.511605734777
2014-06-12,942.6904184555628
2014-06-13,942.6774719010754
2014-06-16,914.3649606257669
2014-06-17,896.8302261527887
2014-06-18,893.6619243517158
2014-06-19,879.9481944078761
2014-06-20,879.9481944078759
2014-06-23,893.3895663525767
2014-06-24,883.0459048489203
2014-06-25,858.6983494826458
2014-06-26,842.1199066046174
2014-06-27,842.1199066046177
2014-06-30,815.0289450214691
2014-07-01,854.7984113859293
2014-07-02,876.4291773855861
2014-07-03,871.0810155190266
2014-07-04,871.0929787812946
2014-07-07,876.7807707125509
2014-07-08,885.2282680164699
2014-07-09,904.403959479474
2014-07-10,916.7825948362571
2014-07-11,916.7825948362571
2014-07-14,914.0815508169686
2014-07-15,929.0917822739688
2014-07-16,933.5809143308124
2014-07-17,942.927807081061
2014-07-18,942.927807081061
2014-07-21,911.6812092039214
2014-07-22,921.1923103175277
2014-07-23,912.9948079302935
2014-07-24,893.7154326896244
2014-07-25,893.7154326896244
2014-07-28,889.5005690175035
2014-07-29,889.5372141933763
2014-07-30,889.5372141933763
2014-07-31,889.5372141933763
2014-08-01,889.5372141933763
2014-08-04,887.1564689827859
2014-08-05,902.9607370037195
2014-08-06,902.7297959310332
2014-08-07,895.0811724322373
2014-08-08,895.0811724322373
2014-08-11,901.2630125054127
2014-08-12,909.4152323497105
2014-08-13,920.1578054270472
2014-08-14,920.8816072184387
2014-08-15,920.8563173052974
2014-08-18,923.6387249969529
2014-08-19,923.2228767450526
2014-08-20,922.6265035828524
2014-08-21,931.2635798638337
2014-08-22,931.1996440438286
2014-08-25,934.7262578115028
2014-08-26,944.3520953555478
2014-08-27,949.3377805292154
2014-08-28,898.7376511215036
2014-08-29,898.7746748081092
2014-09-01,916.2072874383367
2014-09-02,918.4924960194676
2014-09-03,930.917768650607
2014-09-04,939.1880492809516
2014-09-05,939.1880492809516
2014-09-08,939.6473588317803
2014-09-09,937.3618920605958
2014-09-10,939.4005969750295
2014-09-11,943.5044776367954
2014-09-12,943.5044776367954
2014-09-15,950.4053221720465
2014-09-16,952.5100022190745
2014-09-17,955.3690609542994
2014-09-18,972.0146847285257
2014-09-19,972.0146847285256
2014-09-22,956.8329715250254
2014-09-23,942.7590141830965
2014-09-24,941.4826352569672
2014-09-25,938.292375871648
2014-09-26,938.2923758716479
2014-09-29,932.9617790308173
2014-09-30,917.9752477372899
2014-10-01,925.4487914262661
2014-10-02,931.9605430782018
2014-10-03,931.9477472227094
2014-10-06,931.9477472227094
2014-10-07,931.9221565658213
2014-10-08,931.9221565658213
2014-10-09,931.9221565658213
2014-10-10,931.9349517185875
2014-10-13,912.3692528353575
2014-10-14,915.1918537173173
2014-10-15,898.6379942924732
2014-10-16,879.3236196769556
2014-10-17,879.3115463627574
2014-10-20,891.8224938935759
2014-10-21,897.6818258235061
2014-10-22,909.410081868304
2014-10-23,923.2844518253107
2014-10-24,923.3351615399478
2014-10-27,923.1086951798845
2014-10-28,920.063989807466
2014-10-29,935.2595946042563
2014-10-30,909.2849099270012
2014-10-31,909.2474553440657
2014-11-03,926.497521167546
2014-11-04,925.4607082687753
2014-11-05,910.3354639809495
2014-11-06,912.0626412246146
2014-11-07,912.0626412246146
2014-11-10,929.2034798715268
2014-11-11,929.7044413219714
2014-11-12,926.440060455407
2014-11-13,924.0551026344843
2014-11-14,924.0297280075257
2014-11-17,929.0775282782378
2014-11-18,933.4844584553823
2014-11-19,939.1849202913927
2014-11-20,932.8594461988791
2014-11-21,932.8594461988791
2014-11-24,930.8216756305499
2014-11-25,901.1558149895137
2014-11-26,909.5044773891057
2014-11-27,907.0856336552232
2014-11-28,907.0607209066027
2014-12-01,881.1306335500437
2014-12-02,877.4870891535098
2014-12-03,872.9846206261543
2014-12-04,882.330033113695
2014-12-05,882.2815760725816
2014-12-08,879.6396809092411
2014-12-09,862.4043753613221
2014-12-10,871.5605910459319
2014-12-11,827.9513356093606
2014-12-12,827.9513356093605
2014-12-15,814.5511981091985
2014-12-16,774.1129502726092
2014-12-17,771.7908601456369
2014-12-18,771.7908601456369
2014-12-19,771.7908601456369
2014-12-22,853.9359632438377
2014-12-23,848.5504206783437
2014-12-24,857.882063654714
2014-12-25,861.5997356525907
2014-12-26,861.5997356525907
2014-12-29,863.9737756385781
2014-12-30,851.0892680055731
2014-12-31,845.9092048965117
2015-01-01,845.9092048965117
2015-01-02,845.8743603597183
2015-01-05,833.0197349920655
2015-01-06,827.8522970857081
2015-01-07,829.8328623688886
2015-01-08,859.8634591650616
2015-01-09,859.8634591650616
2015-01-12,792.1150649763716
2015-01-13,796.6464986469507
2015-01-14,792.7611450716779
2015-01-15,790.7392256134259
2015-01-16,790.7935234384356
2015-01-19,791.6268109003729
2015-01-20,793.1203255277889
2015-01-21,801.2547716733357
2015-01-22,790.3169052130169
2015-01-23,790.2518049737077
2015-01-26,795.9853445158295
2015-01-27,801.9482481613702
