Date,THAILAND VALUE
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.12936176047164
2001-01-03,99.24311906923619
2001-01-04,103.91994078195916
2001-01-05,107.8365973300524
2001-01-08,117.09964259086212
2001-01-09,119.74983525278408
2001-01-10,117.1185034159747
2001-01-11,118.53425613179002
2001-01-12,129.29959129832028
2001-01-15,129.3812426546571
2001-01-16,124.32526687571759
2001-01-17,127.84837716811352
2001-01-18,127.59832285257136
2001-01-19,128.42979231651537
2001-01-22,128.7560913194112
2001-01-23,132.15797345302138
2001-01-24,132.53997174480187
2001-01-25,140.99730409749233
2001-01-26,136.41802459992593
2001-01-29,133.85801922754112
2001-01-30,129.04759855676437
2001-01-31,135.10817391178153
2001-02-01,134.17691248461023
2001-02-02,137.2791743412844
2001-02-05,134.01196434763477
2001-02-06,131.30421926498644
2001-02-07,133.09937674955466
2001-02-08,133.2399416862768
2001-02-09,132.73143184334032
2001-02-12,129.25422845292908
2001-02-13,130.9791947837474
2001-02-14,128.81914374072193
2001-02-15,126.91860232078675
2001-02-16,126.92884161364705
2001-02-19,124.09974654693293
2001-02-20,125.34376594388252
2001-02-21,124.09026529653772
2001-02-22,123.34256575788248
2001-02-23,130.41010044442945
2001-02-26,129.89270627494807
2001-02-27,132.53215161390247
2001-02-28,132.47632664864952
2001-03-01,128.38726753782578
2001-03-02,123.92826478526652
2001-03-05,119.39422730167945
2001-03-06,119.15791392983772
2001-03-07,122.20048529381889
2001-03-08,121.03139610956246
2001-03-09,124.10857998920059
2001-03-12,125.0512122292733
2001-03-13,124.04601739707745
2001-03-14,120.75324246645377
2001-03-15,117.5416543603901
2001-03-16,115.60862077671811
2001-03-19,115.82899428803682
2001-03-20,115.98576483083062
2001-03-21,114.81187744262628
2001-03-22,113.05247018680066
2001-03-23,114.07328669046773
2001-03-26,114.42771177758262
2001-03-27,113.15870060932141
2001-03-28,111.02825383420104
2001-03-29,111.98802720371546
2001-03-30,112.30695543744281
2001-04-02,110.74393997847248
2001-04-03,109.54337064897123
2001-04-04,106.35963663064015
2001-04-05,107.10508158164059
2001-04-06,106.65778043864657
2001-04-09,105.27877114280062
2001-04-10,106.30942201497125
2001-04-11,108.60632038927392
2001-04-12,113.1260139530949
2001-04-13,113.1260139530949
2001-04-16,112.74148473899997
2001-04-17,110.59560676432524
2001-04-18,116.28576795759386
2001-04-19,116.51954101660296
2001-04-20,112.36582270759466
2001-04-23,112.13856219665291
2001-04-24,114.30585847786378
2001-04-25,113.95888337953716
2001-04-26,113.55824766828265
2001-04-27,113.60910639690785
2001-04-30,115.31795571188175
2001-05-01,115.33060022456945
2001-05-02,116.25505520222636
2001-05-03,115.5907790648112
2001-05-04,115.42996869940151
2001-05-07,115.49320413749693
