Date,TAIWAN VALUE
2000-12-29,100.0
2001-01-01,100.95299157477871
2001-01-02,105.43602408213276
2001-01-03,104.68438704454319
2001-01-04,108.90571156238585
2001-01-05,111.0411284794403
2001-01-08,109.53867726977847
2001-01-09,113.26700216113207
2001-01-10,113.80497627339477
2001-01-11,112.79826345317201
2001-01-12,111.39489024740988
2001-01-15,113.35901637415851
2001-01-16,118.94606701867863
2001-01-17,122.12781855335902
2001-01-18,125.0289102026203
2001-01-19,125.16512399154746
2001-01-22,125.24199494133502
2001-01-23,125.20354766736993
2001-01-24,125.20354766736993
2001-01-25,125.29971014637715
2001-01-26,125.29971014637715
2001-01-29,123.41821773700262
2001-01-30,126.57071321455888
2001-01-31,128.22534924815594
2001-02-01,128.689867016139
2001-02-02,132.78127363502418
2001-02-05,129.2111265938367
2001-02-06,126.0011853459358
2001-02-07,123.72114227070594
2001-02-08,124.79039338716034
2001-02-09,125.78904618305924
2001-02-12,124.92257833891959
2001-02-13,127.3536822381857
2001-02-14,124.60846419096247
2001-02-15,128.38121287490887
2001-02-16,127.20986893894255
2001-02-19,124.66781954442227
2001-02-20,125.75765776931463
2001-02-21,124.73133890387477
2001-02-22,121.48715823901873
2001-02-23,122.40980383420076
2001-02-26,122.89019379685465
2001-02-27,121.97075675715008
2001-02-28,121.97075675715008
2001-03-01,118.90134211020052
2001-03-02,119.00355521626103
2001-03-05,121.03852380988124
2001-03-06,120.833231391466
2001-03-07,122.13899312652211
2001-03-08,121.19741970537277
2001-03-09,120.5652957364859
2001-03-12,117.26890176659639
2001-03-13,117.91678592456579
2001-03-14,118.04370006838116
2001-03-15,118.80880249379123
2001-03-16,120.25071223335208
2001-03-19,117.49800484828572
2001-03-20,117.48361792008636
2001-03-21,117.90559669867329
2001-03-22,119.15554758028371
2001-03-23,120.69695067275292
2001-03-26,123.30214516374258
2001-03-27,123.24751696857176
2001-03-28,121.92800372898463
2001-03-29,121.20091377363917
2001-03-30,119.49204823172434
2001-04-02,114.99803285734528
2001-04-03,111.90203090732867
2001-04-04,111.25644109889436
2001-04-05,111.61003897282481
2001-04-06,113.60903631474179
2001-04-09,110.85261594102505
2001-04-10,110.13339268042043
2001-04-11,111.90337108083673
2001-04-12,112.12976621233582
2001-04-13,112.03759225857507
2001-04-16,110.60614526276342
2001-04-17,110.84645361554854
2001-04-18,111.97298261318798
2001-04-19,113.28793723226568
2001-04-20,112.06720348360395
2001-04-23,111.94471215315002
2001-04-24,111.93139681105319
2001-04-25,111.08565702812503
2001-04-26,110.61654875970984
2001-04-27,108.41742238070339
2001-04-30,106.75524347820175
2001-05-01,106.83152040802042
2001-05-02,103.15813359961169
2001-05-03,105.78998855042813
2001-05-04,102.71365711724567
2001-05-07,102.24144675101206
2001-05-08,100.65162381005139
2001-05-09,102.33895912892974
2001-05-10,100.09587461193654
2001-05-11,102.95885841963548
2001-05-14,101.57923067189218
2001-05-15,101.28643621870076
2001-05-16,100.06217303703437
2001-05-17,101.46404827229003
2001-05-18,100.65048870333473
2001-05-21,96.98199181298293
2001-05-22,98.11645661329412
2001-05-23,103.05356031677653
2001-05-24,103.28237952505191
2001-05-25,101.22795271938506
2001-05-28,99.49915473028678
2001-05-29,98.26252790242735
2001-05-30,97.57573809753373
2001-05-31,97.83793661489364
2001-06-01,96.85071683872135
2001-06-04,95.51965095901987
2001-06-05,97.85337819533439
2001-06-06,100.78823763257296
2001-06-07,99.26646704591418
2001-06-08,100.0750865936154
2001-06-11,101.04385466636545
2001-06-12,101.33748145079551
2001-06-13,99.90895743705796
2001-06-14,98.06356038660303
2001-06-15,98.82980524789959
2001-06-18,97.46107406425354
2001-06-19,97.47538618533484
2001-06-20,97.22051032622586
