Date,UNITED ARAB EMIRATES VALUE
2014-05-30,1000.0
2014-06-02,958.0984966854854
2014-06-03,943.0066834398477
2014-06-04,919.1557854631676
2014-06-05,928.284576419491
2014-06-06,928.284576419491
2014-06-09,903.728250612451
2014-06-10,896.3196515430338
2014-06-11,892.7580745030562
2014-06-12,903.9591741909751
2014-06-13,903.9591741909753
2014-06-16,860.9871708441932
2014-06-17,832.6802580669977
2014-06-18,854.9764792346489
2014-06-19,872.7640758150603
2014-06-20,872.7640758150606
2014-06-23,856.289887101531
2014-06-24,831.852105764194
2014-06-25,844.5533776654685
2014-06-26,853.232151926093
2014-06-27,853.2222046413051
2014-06-30,831.1675824737175
2014-07-01,843.6656519498422
2014-07-02,888.133318211642
2014-07-03,873.8569417597373
2014-07-04,873.8569417597371
2014-07-07,891.183496415754
2014-07-08,886.1330098203114
2014-07-09,888.8347948239051
2014-07-10,902.6953838015663
2014-07-11,902.6953838015665
2014-07-14,906.87897976762
2014-07-15,906.1300725261491
2014-07-16,918.5937880027478
2014-07-17,923.1038012672127
2014-07-18,923.1038012672129
2014-07-21,910.830835839296
2014-07-22,909.8843031741457
2014-07-23,904.2599883778843
2014-07-24,900.6329965109668
2014-07-25,900.6329965109668
2014-07-28,911.8522083917364
2014-07-29,911.8522083917364
2014-07-30,911.8522083917364
2014-07-31,933.2614371714559
2014-08-01,933.2614371714559
2014-08-04,926.0382222015005
2014-08-05,924.3631739517934
2014-08-06,906.3351915796663
2014-08-07,912.3355300419719
2014-08-08,912.3355300419719
2014-08-11,925.2577634398308
2014-08-12,926.3867233308727
2014-08-13,932.1291934094331
2014-08-14,941.5722144936656
2014-08-15,941.5611987984086
2014-08-18,938.8483901295793
2014-08-19,941.9604496512527
2014-08-20,944.0833325954748
2014-08-21,942.1148909183995
2014-08-22,942.1148909183997
2014-08-25,932.7869201988003
2014-08-26,941.8509820028843
2014-08-27,940.2195012078164
2014-08-28,917.4646687823202
2014-08-29,917.4646687823202
2014-09-01,963.9356642731394
2014-09-02,964.9063903285088
2014-09-03,978.5814268257435
2014-09-04,973.0989939672195
2014-09-05,973.0989939672194
2014-09-08,981.6049504897803
2014-09-09,972.8980476931589
2014-09-10,960.8111011466472
2014-09-11,974.9375364100005
2014-09-12,974.9375364100005
2014-09-15,976.4256750769122
2014-09-16,974.3134713682301
2014-09-17,976.1388721479024
2014-09-18,1011.3627909156675
2014-09-19,1011.3627909156675
2014-09-22,992.3528488054637
2014-09-23,998.4965428735713
2014-09-24,997.2688907111065
2014-09-25,997.6572433477518
2014-09-26,997.6689628020579
2014-09-29,987.3771691844908
2014-09-30,984.1169922869416
2014-10-01,984.1362465266752
2014-10-02,970.9916519195134
2014-10-03,970.9916519195134
2014-10-06,970.9686130472002
2014-10-07,981.9870314105582
2014-10-08,970.514515172409
2014-10-09,973.833377725334
2014-10-10,973.833377725334
2014-10-13,938.5466691265993
2014-10-14,928.5925924767567
2014-10-15,919.6832470253208
2014-10-16,895.6039432040631
2014-10-17,895.6039432040633
2014-10-20,883.5952061605852
2014-10-21,899.2188949493154
2014-10-22,907.7456932078458
2014-10-23,915.1069017229254
2014-10-24,915.1069017229254
2014-10-27,923.0343980032076
2014-10-28,921.3520212143819
2014-10-29,930.4977840943806
2014-10-30,902.1544737716042
2014-10-31,902.1438531221506
2014-11-03,929.0496939925076
2014-11-04,932.7389446591907
2014-11-05,898.5138197712321
2014-11-06,894.2294781361533
2014-11-07,894.2294781361533
2014-11-10,923.2285964155202
2014-11-11,920.4153475447599
2014-11-12,920.1845161413688
2014-11-13,938.5519858344813
2014-11-14,938.5519858344813
2014-11-17,934.1374051414791
2014-11-18,944.5954221192989
2014-11-19,941.7239758850383
2014-11-20,948.1963219396353
2014-11-21,948.1963219396353
2014-11-24,964.4908011057443
2014-11-25,938.0403600205519
2014-11-26,924.6007051736805
2014-11-27,924.9470170192616
2014-11-28,924.9245333920004
2014-12-01,900.5487378894464
2014-12-02,900.5596118919225
2014-12-03,900.5487378894467
2014-12-04,883.9655560930746
2014-12-05,883.9655560930746
2014-12-08,874.5533846032553
2014-12-09,847.4805337437422
2014-12-10,849.1633764957267
2014-12-11,785.9971449938392
2014-12-12,785.9971449938392
2014-12-15,740.9009986206705
2014-12-16,677.2845412901469
2014-12-17,713.892905978449
2014-12-18,788.1523306343579
2014-12-19,788.1523306343578
2014-12-22,840.8288710980673
2014-12-23,827.4713361631306
2014-12-24,840.962554108014
2014-12-25,845.461211061304
2014-12-26,845.4612110613039
2014-12-29,851.4861926105772
2014-12-30,822.6556703237521
2014-12-31,836.8276893090971
2015-01-01,836.8276893090971
2015-01-02,836.8176730451529
2015-01-05,806.1478056368567
2015-01-06,771.6323408262414
2015-01-07,802.0194545736648
2015-01-08,812.714870984317
2015-01-09,812.714870984317
2015-01-12,816.6831805451745
2015-01-13,839.820546362706
2015-01-14,836.0856281572571
2015-01-15,826.0796369478606
2015-01-16,826.0796369478606
2015-01-19,843.4788086450997
2015-01-20,833.6661126556681
2015-01-21,833.5012187945741
2015-01-22,828.1837079734371
2015-01-23,828.1837079734371
2015-01-26,817.9814452125855
2015-01-27,818.4870093012977
2015-01-28,810.9578224195292
2015-01-29,791.0674502567437
2015-01-30,791.0674502567435
2015-02-02,815.6751089132869
2015-02-03,838.8924908530715
2015-02-04,846.6567001522538
2015-02-05,839.3139812775646
2015-02-06,839.3139812775646
2015-02-09,847.7379760202786
2015-02-10,843.5283574580353
2015-02-11,841.8795310050846
2015-02-12,843.4677115361337
2015-02-13,843.4677115361337
2015-02-16,851.9430647962208
2015-02-17,856.0405749948928
2015-02-18,859.7489264470846
2015-02-19,859.2416146222557
2015-02-20,859.2416146222557
2015-02-23,849.934981591422
2015-02-24,851.151010971949
2015-02-25,855.7416033009202
2015-02-26,856.0869998171195
2015-02-27,856.1280645208453
2015-03-02,852.820105324269
2015-03-03,847.7348521148987
2015-03-04,841.0990749363929
2015-03-05,836.385400916709
2015-03-06,836.3854009167089
2015-03-09,835.2386031780712
2015-03-10,823.9297169349124
2015-03-11,811.9792126144948
2015-03-12,812.4992760084434
2015-03-13,812.4992760084434
2015-03-16,772.6237812481364
2015-03-17,765.3054901704585
2015-03-18,749.6433651841273
2015-03-19,774.7148373680087
2015-03-20,774.7148373680087
2015-03-23,793.7918506157079
2015-03-24,795.6827039361395
2015-03-25,785.0999998156738
2015-03-26,789.9608818931664
2015-03-27,789.9139932056912
2015-03-30,807.2278604587801
2015-03-31,820.8591001018282
2015-04-01,824.5918992819783
2015-04-02,849.9150489633132
2015-04-03,849.9150489633132
2015-04-06,854.4875860963687
2015-04-07,864.0993123423947
2015-04-08,867.6638064034458
2015-04-09,864.2593387882758
2015-04-10,864.2593387882758
2015-04-13,871.4596975138154
2015-04-14,870.695135936238
2015-04-15,884.1620938663433
2015-04-16,911.0674170437608
2015-04-17,911.0782074136787
2015-04-20,908.0624415540491
2015-04-21,916.2292426274313
2015-04-22,918.9850742774154
2015-04-23,898.6967368435934
2015-04-24,898.6967368435934
2015-04-27,907.8006997232139
2015-04-28,910.8875006720493
2015-04-29,909.4390082490477
2015-04-30,901.1419274075282
2015-05-01,901.1205367797379
2015-05-04,874.8719092053329
2015-05-05,879.5441121155728
2015-05-06,876.0997671220755
2015-05-07,875.8676319821377
2015-05-08,875.8676319821376
2015-05-11,884.4053754183012
2015-05-12,885.5964747519696
2015-05-13,891.350437925934
2015-05-14,893.9986967504939
2015-05-15,893.9986967504939
2015-05-18,897.4184910935853
2015-05-19,905.4628324351578
2015-05-20,900.9789752056272
2015-05-21,903.8258889386099
2015-05-22,903.8258889386099
2015-05-25,892.1857208662207
2015-05-26,890.8876845108581
2015-05-27,875.1075290574549
2015-05-28,854.0995574553131
2015-05-29,854.0995574553131
2015-06-01,862.5429692729539
2015-06-02,872.2958833926677
2015-06-03,870.7719693441097
2015-06-04,862.3136259519745
2015-06-05,862.3253641788938
2015-06-08,865.0310803031022
2015-06-09,871.3272494409404
2015-06-10,873.2213868052845
2015-06-11,863.3732142467401
2015-06-12,863.3614614362115
2015-06-15,865.6006478569391
2015-06-16,857.4377417759346
2015-06-17,860.6897114946833
2015-06-18,859.2703875701915
2015-06-19,859.3171779584496
2015-06-22,878.9480095264543
2015-06-23,882.3722415955452
2015-06-24,890.454412159004
2015-06-25,878.5076239454486
2015-06-26,878.4717469665235
2015-06-29,860.8865012968281
2015-06-30,877.987084656409
2015-07-01,868.5678119175401
2015-07-02,874.7262681147444
2015-07-03,874.6667313354931
2015-07-06,866.851614510334
2015-07-07,863.2487288920964
2015-07-08,852.3548117715062
2015-07-09,856.7601712912574
2015-07-10,856.7601712912574
2015-07-13,866.173887300635
2015-07-14,872.2212448604755
2015-07-15,882.5505136553597
2015-07-16,882.526485925989
2015-07-17,882.5264859259889
2015-07-20,888.293277362056
2015-07-21,893.4579584280485
2015-07-22,912.0375953642205
2015-07-23,910.5826822647011
2015-07-24,910.5826822647011
2015-07-27,901.968681990821
2015-07-28,896.0462504708291
2015-07-29,903.1425458314891
2015-07-30,908.3104439144241
2015-07-31,908.3722707525255
2015-08-03,903.5099719523116
2015-08-04,897.936935305895
2015-08-05,909.9281947791868
2015-08-06,920.0004664574623
2015-08-07,920.0380389669148
2015-08-10,922.6326781778919
2015-08-11,922.9503739687151
2015-08-12,911.7459529427897
2015-08-13,896.1756041728078
2015-08-14,896.2366033562982
2015-08-17,872.5623145776442
2015-08-18,850.3182664259148
2015-08-19,850.500692973185
2015-08-20,828.1858431202809
2015-08-21,828.1858431202809
2015-08-24,762.5386442161735
2015-08-25,803.6987434946402
2015-08-26,798.925561660081
2015-08-27,832.6936800671458
2015-08-28,832.7390226400481
2015-08-31,850.1331306522326
2015-09-01,817.2008376077416
2015-09-02,809.4608020887056
2015-09-03,809.5707172068032
2015-09-04,809.5817380720217
2015-09-07,804.2715146461254
2015-09-08,805.8449214595412
2015-09-09,817.2548308143874
2015-09-10,824.8710647759324
2015-09-11,824.9496720518624
2015-09-14,811.0156425775202
2015-09-15,814.6887013357451
2015-09-16,826.828653710038
2015-09-17,817.6608383966048
2015-09-18,817.6385751886544
2015-09-21,828.858371029729
2015-09-22,828.2915896181736
2015-09-23,828.3366949406677
2015-09-24,828.3592494441513
2015-09-25,828.3366949406677
2015-09-28,820.1810278105852
2015-09-29,807.8514092538859
2015-09-30,820.8959059450499
2015-10-01,824.1609354255543
2015-10-02,824.1497163986497
2015-10-05,834.1740880105627
2015-10-06,834.279225318634
2015-10-07,843.4702361045348
2015-10-08,833.1550419507155
2015-10-09,833.1550419507154
2015-10-12,832.2487787214276
2015-10-13,828.9127602741664
2015-10-14,822.7185412586182
2015-10-15,822.7969476763499
2015-10-16,822.6737443001223
2015-10-19,832.7548616136237
2015-10-20,830.2224734123728
2015-10-21,821.1609908497422
2015-10-22,807.8379206565373
2015-10-23,807.8599149096758
2015-10-26,794.4124447756919
2015-10-27,792.3283645710272
2015-10-28,779.3416677035377
2015-10-29,771.554138495326
2015-10-30,771.554138495326
2015-11-02,760.7127757571426
2015-11-03,770.4698843526598
2015-11-04,750.0018853634646
2015-11-05,751.5738828239672
