Date,INDIA VALUE
2000-12-29,100.0
2001-01-01,100.76138886274002
2001-01-02,102.74933005695385
2001-01-03,104.24514502685483
2001-01-04,103.51916808670737
2001-01-05,105.39406432142637
2001-01-08,103.59823378156503
2001-01-09,103.10296110502958
2001-01-10,102.18483915136177
2001-01-11,101.66502931371997
2001-01-12,101.75691452261768
2001-01-15,101.62836712342299
2001-01-16,102.0522257388136
2001-01-17,101.60193706005204
2001-01-18,103.02256867601888
2001-01-19,104.47273712533402
2001-01-22,106.3817182940883
2001-01-23,106.71857598535615
2001-01-24,107.8674835737585
2001-01-25,108.00742350754761
2001-01-26,108.03066090503194
2001-01-29,106.02305156505588
2001-01-30,108.77391633007986
2001-01-31,108.11812533393073
2001-02-01,106.77435567639598
2001-02-02,109.19749636855677
2001-02-05,111.08379348029753
2001-02-06,111.38339715447793
2001-02-07,109.35760103268498
2001-02-08,111.78007099159693
2001-02-09,112.40718316717643
2001-02-12,112.16036214909971
2001-02-13,110.98316094326188
2001-02-14,111.20934877095397
2001-02-15,112.61643848793082
2001-02-16,109.74880600315178
2001-02-19,110.41858404911805
2001-02-20,110.56130396683443
2001-02-21,109.16788053743406
2001-02-22,108.4807040887077
2001-02-23,103.91306525518809
2001-02-26,104.13219097691368
2001-02-27,103.0244525877065
2001-02-28,105.07534751269344
2001-03-01,108.80052181906856
2001-03-02,105.69321597861074
2001-03-05,102.46501382711135
2001-03-06,102.56142944932743
2001-03-07,101.63521098787308
2001-03-08,101.15538855795387
2001-03-09,96.4258374893597
2001-03-12,93.96575187374921
2001-03-13,87.65046903342494
2001-03-14,90.64450263816494
2001-03-15,92.62920425731157
2001-03-16,90.81009772394363
2001-03-19,91.29723692090664
2001-03-20,89.8748633147926
2001-03-21,92.70321464178173
2001-03-22,91.04790775752174
2001-03-23,88.57551625625307
2001-03-26,88.75205283173602
2001-03-27,89.8880180330223
2001-03-28,91.8445607489242
2001-03-29,91.46326181299125
2001-03-30,87.57305526124036
2001-04-02,85.26270058903833
2001-04-03,86.69981411930857
2001-04-04,85.91821145289936
2001-04-05,85.91821145289936
2001-04-06,85.73633152931603
2001-04-09,84.88654912463403
2001-04-10,82.16940455286833
2001-04-11,80.35759957958977
2001-04-12,77.19954903533758
2001-04-13,77.19954903533758
2001-04-16,79.36847033435153
2001-04-17,81.96501644384487
2001-04-18,85.09450015807774
2001-04-19,88.11207304784715
2001-04-20,87.4788541372446
2001-04-23,88.32959334098729
2001-04-24,88.4586667332562
2001-04-25,89.89594278267354
2001-04-26,88.4690316776495
2001-04-27,85.00358378220677
2001-04-30,86.14561300565275
2001-05-01,86.14561300565275
2001-05-02,86.87106724309915
2001-05-03,85.91579439571105
2001-05-04,87.26794504236787
2001-05-07,88.05842441468735
2001-05-08,89.34452807423338
2001-05-09,88.78422807152656
2001-05-10,89.12306983612628
2001-05-11,88.56424575834816
2001-05-14,88.86714480688222
2001-05-15,89.19535704964447
2001-05-16,89.43962713419064
2001-05-17,92.34125618881154
2001-05-18,92.25176173818305
2001-05-21,92.01906020225132
2001-05-22,91.72717315784185
2001-05-23,92.29295343061065
2001-05-24,93.07987021755224
2001-05-25,92.35684531265996
2001-05-28,94.05291951996168
