Date,CHINA EQUAL WEIGHTED
1994-05-31,1000.0
1994-06-30,928.6631363146167
1994-07-29,979.2462496431943
1994-08-31,1072.8001274192216
1994-09-30,1100.7545257925424
1994-10-31,1071.7044507186058
1994-11-30,934.3516330489693
1994-12-30,839.232842531767
1995-01-31,728.4651450604638
1995-02-28,781.9445266170355
1995-03-31,782.3360667211514
1995-04-28,708.2838384377463
1995-05-31,808.9724030949075
1995-06-30,800.6826862109975
1995-07-31,847.6645980517649
1995-08-31,817.5691070717487
1995-09-29,788.3825075435334
1995-10-31,725.6647058025429
1995-11-30,651.2673715073032
1995-12-29,616.7221318467923
1996-01-31,711.0698708758935
1996-02-29,724.6689624638856
1996-03-29,701.2733231446169
1996-04-30,682.8067458730405
1996-05-31,698.5531291071818
1996-06-28,720.7029205438313
1996-07-31,716.1143690354191
1996-08-30,687.2055802257921
1996-09-30,679.4523018829568
1996-10-31,657.4346557578419
1996-11-29,799.0655604116979
1996-12-31,909.3216390307135
1997-01-01,909.3216390307135
1997-01-02,929.0509876093876
1997-01-03,922.9036714290653
1997-01-06,907.8027425009974
1997-01-07,905.8107741567133
1997-01-08,887.0155697160376
1997-01-09,884.8482511256587
1997-01-10,890.386037436019
1997-01-13,895.9696006659544
1997-01-14,887.6164568743678
1997-01-15,889.4073350470528
1997-01-16,893.4012019932737
1997-01-17,901.080968799452
1997-01-20,899.7942217628793
1997-01-21,887.4363462367235
1997-01-22,884.5691968092308
1997-01-23,887.7181227305095
1997-01-24,889.7602222901261
1997-01-27,894.796555818764
1997-01-28,895.0749804030268
1997-01-29,891.0322069644961
1997-01-30,894.7037740107813
1997-01-31,902.4463293454884
1997-02-03,904.6877195364357
1997-02-04,905.3280455948685
1997-02-05,905.7116142149747
1997-02-06,905.3242785198927
1997-02-07,905.4724706165171
1997-02-10,900.9093094066637
1997-02-11,894.9938932689431
1997-02-12,895.7014539741427
1997-02-13,891.6637969982972
1997-02-14,884.0571812810614
1997-02-17,884.3663395552333
1997-02-18,842.3910636224463
1997-02-19,847.0072416805313
1997-02-20,849.1262872667712
1997-02-21,867.4021067865253
1997-02-24,878.3794125953015
1997-02-25,885.2600379829762
1997-02-26,889.298429387457
1997-02-27,905.6476475008021
1997-02-28,907.5170058319508
1997-03-03,919.8844408888264
1997-03-04,912.6120869605659
1997-03-05,906.9901751234437
1997-03-06,911.1955912574751
1997-03-07,900.279110721013
1997-03-10,903.850475765921
1997-03-11,908.3533853283459
1997-03-12,918.5885030450416
1997-03-13,925.6738054439988
1997-03-14,929.1852416764851
1997-03-17,946.6653119513712
1997-03-18,941.0164139404377
1997-03-19,925.6786149992172
1997-03-20,911.4204915058692
1997-03-21,917.3498792218096
1997-03-24,921.9103509866671
1997-03-25,913.5865275941958
1997-03-26,923.7038700329983
1997-03-27,922.6121228278694
1997-03-28,921.619242554768
1997-03-31,923.9650791627048
1997-04-01,913.6466934383698
1997-04-02,911.6673582772719
1997-04-03,914.5486246713613
1997-04-04,916.2670821425422
1997-04-07,919.8507528805761
1997-04-08,921.573441669161
1997-04-09,923.2443126307844
1997-04-10,927.8500862159518
1997-04-11,943.0491270312614
1997-04-14,953.3650396501864
1997-04-15,952.2644989858057
1997-04-16,966.4656015643991
1997-04-17,1007.9104138617371
1997-04-18,1027.9342253363943
1997-04-21,1046.2324958623117
1997-04-22,1054.3949507919813
1997-04-23,1049.3503396232231
1997-04-24,1068.290461736938
1997-04-25,1073.311345039081
1997-04-28,1073.0180378745324
1997-04-29,1066.8005710747098
1997-04-30,1096.2343682005387
1997-05-01,1110.5189673762993
1997-05-02,1112.3132377243976
1997-05-05,1151.6706128751543
1997-05-06,1171.6787171796695
1997-05-07,1183.6874083226044
1997-05-08,1149.987239210317
1997-05-09,1154.5802962116393
1997-05-12,1157.5914454455637
1997-05-13,1126.1098023891457
1997-05-14,1080.506365766028
1997-05-15,1072.0983680728743
1997-05-16,1028.1745880681399
1997-05-19,1041.41450901109
1997-05-20,1073.3014692695285
1997-05-21,1070.5876104334077
1997-05-22,1013.3495949866078
1997-05-23,1019.8515678272843
1997-05-26,1004.9811265623267
1997-05-27,1047.5527461940837
1997-05-28,1044.1924292168308
1997-05-29,1044.7880213461478
1997-05-30,1058.8080033307517
1997-06-02,1093.6497238989625
1997-06-03,1107.9656810564043
1997-06-04,1102.2697657235233
1997-06-05,1102.6337106566586
1997-06-06,1072.576227401327
1997-06-09,1074.955533350989
1997-06-10,1065.9321262777007
1997-06-11,1036.769060965925
1997-06-12,1014.0954938902365
1997-06-13,1038.726864728276
1997-06-16,1059.6315632478738
1997-06-17,1059.430296952823
1997-06-18,1054.2917962987688
1997-06-19,1060.6234691087152
1997-06-20,1065.1838675385832
1997-06-23,1066.0369516793655
1997-06-24,1058.7475875339378
1997-06-25,1053.0529091592964
1997-06-26,1056.205411176353
1997-06-27,1057.06640810208
1997-06-30,1058.1902276336646
1997-07-01,1058.9662227019503
1997-07-02,1046.043271087368
1997-07-03,1024.4274796668929
1997-07-04,1023.781156791591
1997-07-07,997.5800773951108
1997-07-08,963.8794418775129
1997-07-09,960.6612692637909
1997-07-10,984.8340872769875
1997-07-11,1019.568183399528
1997-07-14,1032.106972213869
1997-07-15,1074.4985059065173
1997-07-16,1109.6605278933475
1997-07-17,1110.5854330897077
1997-07-18,1112.34418974699
1997-07-21,1103.5169957675596
1997-07-22,1083.7994130266247
1997-07-23,1107.1794850557571
1997-07-24,1116.961781569436
1997-07-25,1116.2544903335945
1997-07-28,1096.3631145576335
1997-07-29,1092.2101758975743
1997-07-30,1110.339546768677
1997-07-31,1150.6366508981414
1997-08-01,1152.1657848781988
1997-08-04,1168.1329620567549
1997-08-05,1198.237585668355
1997-08-06,1180.8393610051755
1997-08-07,1179.2440793358026
1997-08-08,1177.9091952848275
1997-08-11,1178.6923659572908
1997-08-12,1199.8113952590209
1997-08-13,1250.4679859405908
1997-08-14,1293.207015894627
1997-08-15,1284.2643675173595
1997-08-18,1287.6007252835586
1997-08-19,1212.4156255199573
1997-08-20,1292.9828771295913
1997-08-21,1329.1921225250474
1997-08-22,1341.7277526449298
1997-08-25,1384.9133027675136
1997-08-26,1347.540829859251
1997-08-27,1330.6049824555919
1997-08-28,1281.6639922830977
1997-08-29,1243.1033223779566
1997-09-01,1170.2631222166287
1997-09-02,1076.0788071055135
1997-09-03,1171.4923173697498
1997-09-04,1149.981906585322
1997-09-05,1151.0765049599727
1997-09-08,1167.7346759729492
1997-09-09,1206.8943878442403
1997-09-10,1215.9846927043882
1997-09-11,1195.4147630752152
1997-09-12,1197.1280666499626
1997-09-15,1202.05387606086
1997-09-16,1185.7065470534276
1997-09-17,1197.1852785446063
1997-09-18,1172.4363562270962
1997-09-19,1157.165209774884
1997-09-22,1109.452992619264
1997-09-23,1073.6385321763987
1997-09-24,1073.168671665729
1997-09-25,1104.1221687148116
1997-09-26,1092.5292479502502
1997-09-29,1088.326355290141
1997-09-30,1084.178832508191
1997-10-01,1084.507723584627
1997-10-02,1083.5060784424998
1997-10-03,1081.0556749882219
1997-10-06,1042.229592109276
1997-10-07,1028.126611426027
1997-10-08,1024.9172061631223
1997-10-09,1004.7085500045393
1997-10-10,1010.6639385879723
1997-10-13,978.9196864018061
1997-10-14,972.7233647589414
1997-10-15,944.2919691411605
1997-10-16,960.4208930933088
1997-10-17,980.3063676917538
1997-10-20,951.993805471719
1997-10-21,932.0827603883906
1997-10-22,914.2560662973307
1997-10-23,862.9491439468023
1997-10-24,891.4084866203738
1997-10-27,882.1254253321388
1997-10-28,820.5343909055733
1997-10-29,855.3093717620385
1997-10-30,877.7868457667796
1997-10-31,904.3442977242843
1997-11-03,903.2151164266032
1997-11-04,903.1279009825475
1997-11-05,921.7833944706218
1997-11-06,928.5408616043444
1997-11-07,907.273059476496
1997-11-10,891.827219682244
1997-11-11,884.0698201776878
1997-11-12,862.6367254135215
1997-11-13,846.9570702520605
1997-11-14,850.8965752985126
1997-11-17,853.2767744191783
1997-11-18,845.5055760157996
1997-11-19,836.8298517515881
1997-11-20,809.1693066846079
1997-11-21,811.600432762155
1997-11-24,785.8122928328842
1997-11-25,765.8407405337776
1997-11-26,776.8997620628953
1997-11-27,757.6394809853392
1997-11-28,757.2204401155391
1997-12-01,751.1682449392589
1997-12-02,771.4694717241574
1997-12-03,768.3164741598678
1997-12-04,779.5969185685179
1997-12-05,793.4661794473004
1997-12-08,811.5430798074462
1997-12-09,812.6682994213025
1997-12-10,790.6054024772887
1997-12-11,772.6940369772025
1997-12-12,756.3899523680136
1997-12-15,739.4772252134586
1997-12-16,728.6129701233467
1997-12-17,731.5571765958462
1997-12-18,733.4279775307781
1997-12-19,719.1739074994258
1997-12-22,695.0025539075219
1997-12-23,686.4942228890706
1997-12-24,684.5690911600117
1997-12-25,684.5690911600117
1997-12-26,688.1098353811609
1997-12-29,693.6207295486588
1997-12-30,706.0394717125804
1997-12-31,708.8947094747048
1998-01-01,708.8947094747048
1998-01-02,709.1116898482554
1998-01-05,694.7351098610067
1998-01-06,671.6683926441832
1998-01-07,629.8514329659538
1998-01-08,598.1024001858954
1998-01-09,581.4638852349142
1998-01-12,513.5659296679054
1998-01-13,536.0655872919585
1998-01-14,558.3879205557224
1998-01-15,531.7354838156814
1998-01-16,535.0721182345291
1998-01-19,564.9218881788844
1998-01-20,558.4141448586555
1998-01-21,569.0612904530406
1998-01-22,549.291571831568
1998-01-23,561.5418359694193
1998-01-26,564.9275534741091
1998-01-27,572.9978388162189
1998-01-28,571.64938645837
1998-01-29,571.9206354628985
1998-01-30,571.2609730439136
1998-02-02,605.7104385177901
1998-02-03,620.304803993651
1998-02-04,618.7054510535062
1998-02-05,624.215252019978
1998-02-06,638.9470404776628
1998-02-09,697.7630748072233
1998-02-10,715.2642888917597
1998-02-11,704.8846689008101
1998-02-12,700.1895000403797
1998-02-13,664.9353868303496
1998-02-16,651.4472279242995
1998-02-17,657.9590494615042
1998-02-18,661.0493299506254
1998-02-19,664.9247967201618
1998-02-20,667.8749818894748
1998-02-23,669.7370330868932
1998-02-24,716.4376387763427
1998-02-25,713.6424282797492
1998-02-26,720.0820596473476
1998-02-27,735.9376447192675
1998-03-02,725.586885754001
1998-03-03,729.3962448822192
1998-03-04,729.7086637958132
1998-03-05,677.6192332530663
1998-03-06,685.9619362224546
1998-03-09,684.5429233050949
1998-03-10,690.1548518043265
1998-03-11,694.4867741701177
1998-03-12,682.1439876307453
1998-03-13,690.8223135239663
1998-03-16,694.9933471671843
1998-03-17,700.144285105697
1998-03-18,702.2787080746848
1998-03-19,715.7257232265291
1998-03-20,711.7412489286515
1998-03-23,720.7401614831613
1998-03-24,725.7560160645644
1998-03-25,749.2729778727555
1998-03-26,746.013633188151
1998-03-27,736.1044828531662
1998-03-30,722.5549972610705
1998-03-31,713.5744815890896
1998-04-01,701.2857300544641
1998-04-02,686.4521928984938
1998-04-03,678.7000020898918
1998-04-06,681.1530328567695
1998-04-07,676.8121366646437
1998-04-08,684.2218527806344
1998-04-09,694.5225366050655
1998-04-10,698.2955346314002
1998-04-13,700.5397400572926
1998-04-14,698.4214183369173
1998-04-15,702.5134014678629
1998-04-16,702.838563712116
1998-04-17,703.2516805981905
1998-04-20,707.4494156511762
1998-04-21,691.5474769897852
1998-04-22,681.0377391389596
1998-04-23,661.2608842567099
1998-04-24,660.0997113988316
1998-04-27,650.4875571392254
1998-04-28,643.7283517836416
1998-04-29,640.5269500051521
1998-04-30,642.3332822237187
1998-05-01,643.1919287708189
1998-05-04,640.9157535712496
1998-05-05,620.9282316647142
1998-05-06,606.1888554788193
1998-05-07,600.0549382372056
1998-05-08,612.3323225220973
1998-05-11,612.3224079598926
1998-05-12,599.0706731099368
1998-05-13,582.5272232018616
1998-05-14,592.0496783791352
1998-05-15,610.9062173509251
1998-05-18,605.8876644247406
1998-05-19,610.5561970672004
1998-05-20,625.6097191967075
1998-05-21,627.22370716351
1998-05-22,617.5707453582693
1998-05-25,615.5217385404482
1998-05-26,610.6612715684668
1998-05-27,594.9781810652684
1998-05-28,577.1182827012515
1998-05-29,575.5376083572805
1998-06-01,567.4604399279376
1998-06-02,560.2973910986985
1998-06-03,577.8700051213809
1998-06-04,571.24960401585
1998-06-05,566.2256908357163
1998-06-08,557.4415245400426
1998-06-09,532.6836717147754
1998-06-10,514.8813873505394
1998-06-11,507.2254443794239
1998-06-12,505.0871662504282
1998-06-15,488.3997233818205
1998-06-16,476.8246795255584
1998-06-17,499.08715199464996
1998-06-18,534.3002320151483
1998-06-19,548.8192350395999
1998-06-22,527.8452465226186
1998-06-23,522.3319038784023
1998-06-24,524.1145776833439
1998-06-25,532.7305079496795
1998-06-26,528.2913062452524
1998-06-29,509.8904004263956
1998-06-30,506.64857815358585
1998-07-01,506.37012259105245
1998-07-02,514.7740640839628
1998-07-03,503.4391714429689
1998-07-06,493.9372592598944
1998-07-07,492.570479885053
1998-07-08,494.74456089633827
1998-07-09,489.3017593245906
1998-07-10,488.23617007074546
1998-07-13,477.9488916266256
1998-07-14,465.63948531025613
1998-07-15,465.0078112578273
1998-07-16,468.6930563263792
1998-07-17,470.5184936098818
1998-07-20,469.0318161575226
1998-07-21,466.72338604665936
1998-07-22,456.6027885796292
1998-07-23,434.5141315864342
1998-07-24,436.13746019348173
1998-07-27,419.88079652415564
1998-07-28,410.9465488441504
1998-07-29,388.06714230377236
1998-07-30,396.31856137701686
1998-07-31,405.881964818709
1998-08-03,392.6704922113391
1998-08-04,386.26972359698266
1998-08-05,388.22331435017134
1998-08-06,370.5253880501959
1998-08-07,361.2446246791333
1998-08-10,350.7054546915229
1998-08-11,338.673081163902
1998-08-12,331.5069575534676
1998-08-13,330.9944692060184
1998-08-14,343.7231610248201
1998-08-17,343.6046099229281
1998-08-18,337.99494511176647
1998-08-19,352.5947149679455
1998-08-20,357.720705436139
1998-08-21,354.376818220172
1998-08-24,343.92251674608593
1998-08-25,345.0018793004888
1998-08-26,337.2603333146403
1998-08-27,332.62492256611677
1998-08-28,310.1252266633923
1998-08-31,312.59485805694646
1998-09-01,314.8508747868155
1998-09-02,325.40979677925395
1998-09-03,342.22969109898065
1998-09-04,379.06145890643
1998-09-07,404.5134369660951
1998-09-08,404.864038108249
1998-09-09,392.35853444018755
1998-09-10,406.61430007266836
1998-09-11,390.45745954672435
1998-09-14,406.42017571953784
1998-09-15,422.0639589613169
1998-09-16,433.9544543689256
1998-09-17,419.4604379998391
1998-09-18,408.76645370641353
1998-09-21,396.22159228686024
1998-09-22,407.0248606929119
1998-09-23,413.35612671172237
1998-09-24,430.7216520437989
1998-09-25,436.31960055784714
1998-09-28,430.3070804730127
1998-09-29,419.68038075294635
1998-09-30,422.83138121168867
1998-10-01,422.3800845933689
1998-10-02,422.62041398830036
1998-10-05,406.4377682164143
1998-10-06,404.2396239462996
1998-10-07,404.51107852923263
1998-10-08,414.9273684297723
1998-10-09,430.85411528358037
1998-10-12,453.01799824285945
1998-10-13,450.99762694428773
1998-10-14,446.0106522296728
1998-10-15,444.80578748162924
1998-10-16,461.2378613100244
1998-10-19,479.20377174599287
1998-10-20,471.9774762344028
1998-10-21,469.7497863460508
1998-10-22,453.117590314163
1998-10-23,455.27983866656274
1998-10-26,456.1053804989548
1998-10-27,461.27555557582116
1998-10-28,460.9983246380203
1998-10-29,451.1642108747735
1998-10-30,448.1012948170225
1998-11-02,461.92063660495387
1998-11-03,506.4685810222955
1998-11-04,501.3023776591852
1998-11-05,490.3490170024533
1998-11-06,502.1786940052265
1998-11-09,504.36226579601214
1998-11-10,504.42688053901327
1998-11-11,502.91735138143986
1998-11-12,501.71281120630005
1998-11-13,498.1381169948702
1998-11-16,501.04462885608035
1998-11-17,503.1829247086694
1998-11-18,504.1405086433669
1998-11-19,502.5066955785288
1998-11-20,495.7122476858739
1998-11-23,488.3554279365438
1998-11-24,494.53102464132456
1998-11-25,486.8512652859809
1998-11-26,470.68353855625895
1998-11-27,463.8108091060561
1998-11-30,454.5502590138849
1998-12-01,442.1136238964632
1998-12-02,441.31851243267755
1998-12-03,446.0225402783021
1998-12-04,436.06113959784
1998-12-07,441.48654123475524
1998-12-08,435.92127126003726
1998-12-09,440.0795296939826
1998-12-10,438.737128511311
1998-12-11,429.01238491264326
1998-12-14,420.02816621589227
1998-12-15,414.96515199404246
1998-12-16,414.1624736413008
1998-12-17,409.0546049338426
1998-12-18,403.4116157717302
1998-12-21,403.9663439758525
1998-12-22,404.46655845773233
1998-12-23,404.5442241597944
1998-12-24,409.8119802066834
1998-12-25,413.894200095767
1998-12-28,407.00994233244114
1998-12-29,407.8899946260504
1998-12-30,411.1455396048275
1998-12-31,412.3601926902002
1999-01-01,412.3601926902002
1999-01-04,404.86216012232825
1999-01-05,403.2971123931695
1999-01-06,412.42659254653177
1999-01-07,417.0745992243077
1999-01-08,414.16967258982663
1999-01-11,406.60003262918707
1999-01-12,398.05646154685166
1999-01-13,372.6153159783596
1999-01-14,361.894439533054
1999-01-15,370.3058475134712
1999-01-18,366.0452414529336
1999-01-19,357.784116758666
1999-01-20,347.2208656486196
1999-01-21,344.8079229809741
1999-01-22,332.6297009970931
1999-01-25,330.5786234258744
1999-01-26,334.57674599028144
1999-01-27,346.1859983929581
1999-01-28,343.2873150727954
1999-01-29,344.2637277808915
1999-02-01,339.74929242222134
1999-02-02,334.15317220278905
1999-02-03,327.09344287293766
1999-02-04,324.4893264164994
1999-02-05,323.2213068128143
1999-02-08,322.6013581515111
1999-02-09,331.15697493863775
1999-02-10,327.51209517862344
1999-02-11,329.06812115948486
1999-02-12,335.1742585135163
1999-02-15,334.4016245370608
1999-02-16,334.415772679621
1999-02-17,334.0499324489108
1999-02-18,333.41891145483424
1999-02-19,328.13915649261924
1999-02-22,325.06684268930906
1999-02-23,324.5371097785189
1999-02-24,325.1486072953981
1999-02-25,324.7789172877221
1999-02-26,332.8230877309589
1999-03-01,338.9272893520523
1999-03-02,327.72743632103413
1999-03-03,339.07046215826347
1999-03-04,336.4419168040904
1999-03-05,333.63112200069446
1999-03-08,328.5799523608337
1999-03-09,326.13050794382383
1999-03-10,323.2109052827593
1999-03-11,332.2232213771153
1999-03-12,335.4493160794575
1999-03-15,332.93540650315083
1999-03-16,330.16613767911184
1999-03-17,341.7212580932989
1999-03-18,356.90145474733305
1999-03-19,362.25184482233885
1999-03-22,387.99034519670846
1999-03-23,397.1124287791152
1999-03-24,393.26541041646794
1999-03-25,388.7256367931994
1999-03-26,380.701224917652
1999-03-29,379.466799162684
1999-03-30,370.1559687375715
1999-03-31,373.19385440320906
1999-04-01,378.726775272345
1999-04-02,382.13177212181705
1999-04-05,381.5163389364523
1999-04-06,382.8365079377216
1999-04-07,392.2325902862802
1999-04-08,403.15988431751543
1999-04-09,423.7566607654667
1999-04-12,423.56789093483314
1999-04-13,416.9066103833638
1999-04-14,412.0842523280802
1999-04-15,424.3468812506797
1999-04-16,431.978794025286
1999-04-19,442.3583138439486
1999-04-20,462.3371945451716
1999-04-21,460.0562655367051
1999-04-22,469.49161512803965
1999-04-23,461.25426526434376
1999-04-26,456.6551488556317
1999-04-27,460.63762940736746
1999-04-28,449.9655248587841
1999-04-29,454.55067069604905
1999-04-30,464.9877368529349
1999-05-03,464.7658420743849
1999-05-04,474.59937888394626
1999-05-05,477.3538831446824
1999-05-06,503.57822160314447
1999-05-07,508.2973236152911
1999-05-10,485.82616266922156
1999-05-11,496.78642263868556
1999-05-12,498.58634164622885
1999-05-13,499.361152854763
1999-05-14,498.9443971581049
1999-05-17,491.8981703124154
1999-05-18,498.228466876733
1999-05-19,505.203593798333
1999-05-20,496.27686412613843
1999-05-21,482.28130446643877
1999-05-24,493.13271612654256
1999-05-25,494.718211220658
1999-05-26,489.3081720214346
1999-05-27,486.92117257132384
1999-05-28,483.3584189404006
1999-05-31,505.44355373817257
1999-06-01,532.8018711693525
1999-06-02,520.3996863904374
1999-06-03,519.5829062646045
1999-06-04,527.1315431415535
1999-06-07,540.2592548894324
1999-06-08,542.9252071608419
1999-06-09,546.9993720473645
1999-06-10,579.0448025881042
1999-06-11,610.4075708469967
1999-06-14,631.6957236051741
1999-06-15,608.5730851908644
1999-06-16,625.3101379795927
1999-06-17,643.432400208656
1999-06-18,642.6368866706505
1999-06-21,662.1644763580911
1999-06-22,679.0193420439687
1999-06-23,718.5718322315671
1999-06-24,716.4013303911985
1999-06-25,708.9250737748713
1999-06-28,744.1129657291584
1999-06-29,770.212309211153
1999-06-30,765.3510028774069
1999-07-01,749.4767434994676
1999-07-02,759.0448373727265
1999-07-05,772.221785608415
1999-07-06,741.6116881516449
1999-07-07,711.6209350954219
1999-07-08,718.7132357705477
1999-07-09,730.2674997603142
1999-07-12,738.7117156798439
1999-07-13,719.5311660283542
1999-07-14,694.9735222412481
1999-07-15,686.30251701957
1999-07-16,668.8070105641148
1999-07-19,629.1579926162599
1999-07-20,650.007917663463
1999-07-21,667.0130403917547
1999-07-22,654.0739751773352
1999-07-23,661.8559409120951
1999-07-26,647.2495269110083
1999-07-27,645.204588690777
1999-07-28,654.4753736691893
1999-07-29,661.4586927064793
1999-07-30,673.1455648915668
1999-08-02,687.3342391247531
1999-08-03,686.3796498934813
1999-08-04,674.6583671959698
1999-08-05,662.4555195771088
1999-08-06,643.4053295697773
1999-08-09,622.3244030534544
1999-08-10,589.4359139861376
1999-08-11,576.4513791619725
1999-08-12,604.4240830049356
1999-08-13,594.6344233472714
1999-08-16,593.3906722032378
1999-08-17,600.8609067912828
1999-08-18,615.3100288826505
1999-08-19,654.5413844955722
1999-08-20,663.4680326400809
1999-08-23,662.7954992399207
