Date,CHILE EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1013.1126096401671
1999-01-05,1014.933461872827
1999-01-06,1019.4503776570582
1999-01-07,1005.4781692798765
1999-01-08,1004.5521167795251
1999-01-11,978.1567338115348
1999-01-12,958.0162186333569
1999-01-13,925.4635366659458
1999-01-14,914.365563703511
1999-01-15,922.5118994874067
1999-01-18,927.4053408841398
1999-01-19,924.3856399835405
1999-01-20,923.7331399093249
1999-01-21,921.6621470039273
1999-01-22,922.6726682615696
1999-01-25,942.8540849175116
1999-01-26,950.2948352536868
1999-01-27,961.6369707775128
1999-01-28,957.6421916705141
1999-01-29,959.6166050207412
1999-02-01,959.1099667252904
1999-02-02,955.9236464551826
1999-02-03,961.299257887917
1999-02-04,965.5487190251969
1999-02-05,965.9169723919418
1999-02-08,970.2328947969611
1999-02-09,974.6115263281653
1999-02-10,982.3439250282079
1999-02-11,997.6924755846028
1999-02-12,996.8099362572664
1999-02-15,997.419914237968
1999-02-16,1003.5372248513346
1999-02-17,1005.0196683620777
1999-02-18,1019.3300722500363
1999-02-19,1034.487648931586
1999-02-22,1036.948852327978
1999-02-23,1028.0517811863213
1999-02-24,1037.2352580503218
1999-02-25,1024.7695362821503
1999-02-26,1008.4425117006335
1999-03-01,1005.1117117256631
1999-03-02,990.541973570697
1999-03-03,1006.7375372125333
1999-03-04,1025.4967159237556
1999-03-05,1025.3498982279357
1999-03-08,1035.5716630680688
1999-03-09,1036.2727089156826
1999-03-10,1054.6233547679578
1999-03-11,1065.5960895085473
1999-03-12,1079.1319498892824
1999-03-15,1085.8309599643835
1999-03-16,1086.7623258635524
1999-03-17,1089.1199762841468
1999-03-18,1096.6139105733582
1999-03-19,1103.2634392277848
1999-03-22,1105.071767377542
1999-03-23,1102.6595518135982
1999-03-24,1108.3538533427616
1999-03-25,1130.1299911470126
1999-03-26,1137.5032026563415
1999-03-29,1139.8087253084411
1999-03-30,1146.2577647782687
1999-03-31,1161.3803064289134
1999-04-01,1177.074883204369
1999-04-02,1177.074883204369
1999-04-05,1196.7032369196725
1999-04-06,1207.7782637441726
1999-04-07,1230.4398829926922
1999-04-08,1261.12337617788
1999-04-09,1277.9196471676828
1999-04-12,1281.094100723556
1999-04-13,1293.3577067535311
1999-04-14,1310.1322772357867
1999-04-15,1322.0934824887445
1999-04-16,1343.4395773656195
1999-04-19,1383.667680202561
1999-04-20,1401.7589293231792
1999-04-21,1401.8494567344305
1999-04-22,1379.8373924225518
1999-04-23,1364.5774432791777
1999-04-26,1354.0696573579633
1999-04-27,1324.0823149927073
1999-04-28,1347.9308327841788
1999-04-29,1335.518945364108
1999-04-30,1360.88010504258
1999-05-03,1377.2418060161353
1999-05-04,1386.3709951117087
1999-05-05,1380.1837531462963
1999-05-06,1389.9940605395254
1999-05-07,1428.4674974469463
1999-05-10,1482.0337661017118
1999-05-11,1493.9558695754104
1999-05-12,1492.730136603349
1999-05-13,1507.0953763635362
1999-05-14,1489.2335414742618
1999-05-17,1459.7478540010322
1999-05-18,1457.3236880606962
1999-05-19,1435.7394386304882
1999-05-20,1418.2531157490732
1999-05-21,1418.2531157490732
1999-05-24,1382.230032047943
1999-05-25,1359.697197704951
1999-05-26,1373.5653632524045
1999-05-27,1372.5781080678105
1999-05-28,1362.7034922812622
1999-05-31,1367.7439152752095
1999-06-01,1364.5885757137664
1999-06-02,1363.8798662894087
1999-06-03,1363.8798662894087
1999-06-04,1378.2386172536696
1999-06-07,1393.610045190057
1999-06-08,1404.9836984907465
1999-06-09,1396.6003499290714
1999-06-10,1405.9503002227793
1999-06-11,1408.5425155738305
1999-06-14,1405.8329166984165
1999-06-15,1401.089397359934
1999-06-16,1416.8970440454577
1999-06-17,1429.9154789299134
1999-06-18,1419.6720746233073
1999-06-21,1419.0389225300387
1999-06-22,1444.9347655964045
1999-06-23,1419.3914448519245
1999-06-24,1405.6630924429112
1999-06-25,1391.0283784993128
1999-06-28,1387.5598705096452
1999-06-29,1387.5598705096452
1999-06-30,1406.9905661698267
1999-07-01,1438.6509064770007
1999-07-02,1465.5188020627318
1999-07-05,1474.589599055021
1999-07-06,1483.929198065132
1999-07-07,1492.0389908386835
1999-07-08,1493.0888588925397
1999-07-09,1495.7931298679168
1999-07-12,1473.1432682298425
1999-07-13,1474.4385773975544
1999-07-14,1467.566674694625
1999-07-15,1479.4298998847687
1999-07-16,1473.5823662652942
1999-07-19,1467.3395430955275
1999-07-20,1455.8894515742847
1999-07-21,1463.1681308702307
1999-07-22,1465.5987055747541
1999-07-23,1448.7202224739451
1999-07-26,1427.7978171995505
1999-07-27,1423.0102859718895
1999-07-28,1428.9387217079422
1999-07-29,1416.6942269856058
1999-07-30,1418.1327623869288
1999-08-02,1419.3542123175505
1999-08-03,1415.166169911726
1999-08-04,1428.6788041630505
