Date,TAIWAN EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1002.099533437014
1999-01-05,954.6412670146912
1999-01-06,960.0908616815037
1999-01-07,1000.0168629333208
1999-01-08,1004.0706419950485
1999-01-11,996.6685662413767
1999-01-12,982.9554913634745
1999-01-13,973.3357761627866
1999-01-14,962.3315257195799
1999-01-15,997.8468089761358
1999-01-18,990.1634837999227
1999-01-19,986.0245284062012
1999-01-20,981.809322718169
1999-01-21,983.7794865014636
1999-01-22,971.1244289425958
1999-01-25,941.7314409730615
1999-01-26,949.180040201041
1999-01-27,956.678089579107
1999-01-28,942.6821525254757
1999-01-29,932.7176908408642
1999-02-01,921.8544569645023
1999-02-02,904.0928287922223
1999-02-03,891.0671051773708
1999-02-04,849.7328507818142
1999-02-05,833.8375360397442
1999-02-08,903.1546182081581
1999-02-09,882.9064022759092
1999-02-10,902.2850293424566
1999-02-11,902.0057705899518
1999-02-12,902.2850293424565
1999-02-15,902.2850293424565
1999-02-16,902.2850293424565
1999-02-17,900.8904620637201
1999-02-18,900.8904620637201
1999-02-19,897.4228313398411
1999-02-22,959.0558043106496
1999-02-23,933.1501792765981
1999-02-24,932.6635270720371
1999-02-25,948.504971291108
1999-02-26,957.3799429209344
1999-03-01,964.2331033923864
1999-03-02,955.7279110270664
1999-03-03,971.3943627566348
1999-03-04,965.8576441838773
1999-03-05,968.1423806908801
1999-03-08,971.5895358251489
1999-03-09,978.2784009940017
1999-03-10,976.7362322979608
1999-03-11,968.0706210082383
1999-03-12,965.7979541196771
1999-03-15,977.2222935478807
1999-03-16,994.5743058384395
1999-03-17,1005.8238969408162
1999-03-18,1032.2193261573177
1999-03-19,1061.881364779359
1999-03-22,1065.1728894183793
1999-03-23,1058.5807760206321
1999-03-24,1047.853304278205
1999-03-25,1058.584484966318
1999-03-26,1085.60155499644
1999-03-29,1070.3602211550779
1999-03-30,1059.9801093507003
1999-03-31,1059.1695397759045
1999-04-01,1086.8018576793652
1999-04-02,1123.2220855128626
1999-04-05,1124.12203054763
1999-04-06,1123.455406638336
1999-04-07,1114.744539774262
1999-04-08,1128.819879240124
1999-04-09,1129.8620598365321
1999-04-12,1113.2811661960438
1999-04-13,1131.0717917886645
1999-04-14,1141.84602691066
1999-04-15,1163.6412732800852
1999-04-16,1169.6167665270043
1999-04-19,1215.070620094476
1999-04-20,1221.479397314659
1999-04-21,1192.2631302807586
1999-04-22,1184.7346480417605
1999-04-23,1215.599551195552
1999-04-26,1220.118657125854
1999-04-27,1207.018649717248
1999-04-28,1203.6059702105943
1999-04-29,1177.25789739894
1999-04-30,1188.372194909488
1999-05-03,1200.202198170555
1999-05-04,1233.466694578514
1999-05-05,1235.9652421608098
1999-05-06,1222.7957210838943
1999-05-07,1210.0464277280682
1999-05-10,1208.6264472855175
1999-05-11,1205.7405743283002
1999-05-12,1190.5574326127482
1999-05-13,1174.333265145973
1999-05-14,1191.4689184683466
1999-05-17,1187.6824155079917
1999-05-18,1160.6891011611197
1999-05-19,1155.3968899730082
1999-05-20,1169.6914531922107
1999-05-21,1163.8628580811855
1999-05-24,1146.626340087181
1999-05-25,1107.5558697507008
1999-05-26,1112.08826291746
1999-05-27,1125.5012921654925
1999-05-28,1104.7412764268909
1999-05-31,1066.583003159172
1999-06-01,1088.0775127193006
1999-06-02,1096.3769024073472
1999-06-03,1108.8832056667723
1999-06-04,1114.7266681279914
1999-06-07,1131.0098522456278
1999-06-08,1139.5184030465846
1999-06-09,1140.9366830484964
1999-06-10,1142.4270747495862
1999-06-11,1151.969552707661
1999-06-14,1152.9954346054783
1999-06-15,1141.1229778140955
1999-06-16,1144.6753763930185
1999-06-17,1155.3095913384902
1999-06-18,1155.4881830205647
1999-06-21,1178.5640950755253
1999-06-22,1203.0445689728776
1999-06-23,1186.282857289171
1999-06-24,1198.6249742756277
1999-06-25,1172.2062037702146
1999-06-28,1168.9197004268963
1999-06-29,1188.943790395445
1999-06-30,1183.6204679208781
1999-07-01,1183.2541353712274
1999-07-02,1191.621125169406
1999-07-05,1223.2775698523783
1999-07-06,1196.354853507499
1999-07-07,1196.4898874573214
1999-07-08,1209.0366297644969
1999-07-09,1199.5944711148638
1999-07-12,1184.5644347055922
1999-07-13,1151.019859763229
1999-07-14,1105.7201237188415
1999-07-15,1111.2723119102225
1999-07-16,1034.7551687446112
1999-07-19,1003.825474516952
1999-07-20,1067.496623428677
1999-07-21,1060.7111311268939
1999-07-22,1048.2599206202647
1999-07-23,1064.0270779246114
1999-07-26,1050.0458975928057
1999-07-27,1020.4333534430434
1999-07-28,1037.063079191119
1999-07-29,1013.8517633582708
1999-07-30,1016.8145983237832
1999-08-02,1001.5798435071207
1999-08-03,1001.1281031542823
1999-08-04,997.8707984664755
1999-08-05,971.7992271302204
1999-08-06,942.5577158713559
