Date,MEXICO EQUAL WEIGHTED
1999-08-05,1225.988359061839
1999-08-06,1194.8617031083204
1999-08-09,1210.7865825104825
1999-08-10,1213.0731268146758
1999-08-11,1250.9101891665093
1999-08-12,1268.1612210509973
1999-08-13,1294.7916062883887
1999-08-16,1279.173644206832
1999-08-17,1285.0318553181114
1999-08-18,1260.437705388413
1999-08-19,1252.1844421771445
1999-08-20,1241.1276961632743
1999-08-23,1273.7524209566475
1999-08-24,1274.3515023393957
1999-08-25,1293.483401645518
1999-08-26,1284.300895427158
1999-08-27,1268.4997984812837
1999-08-30,1254.9315314825963
1999-08-31,1247.7039547315821
1999-09-01,1242.3917505602928
1999-09-02,1230.5642938463334
1999-09-03,1233.884118234151
1999-09-06,1239.497587051835
1999-09-07,1208.7546398109878
1999-09-08,1197.0544330953726
1999-09-09,1188.7973341805703
1999-09-10,1210.4400329757548
1999-09-13,1215.9514532343082
1999-09-14,1198.1056805700173
1999-09-15,1192.8101296929992
1999-09-16,1187.0876930366894
1999-09-17,1189.2137758381914
1999-09-20,1198.7595346613582
1999-09-21,1178.116152306106
1999-09-22,1183.8220183928374
1999-09-23,1179.7440003022111
1999-09-24,1180.5155615572562
1999-09-27,1198.6570687962317
1999-09-28,1204.8844730634223
1999-09-29,1205.9997402555493
1999-09-30,1205.8025997464167
1999-10-01,1184.298149995441
1999-10-04,1179.3283746189052
1999-10-05,1176.3801060128023
1999-10-06,1193.1290536139322
1999-10-07,1200.3296579298578
1999-10-08,1214.5468736008704
1999-10-11,1226.7145503926865
1999-10-12,1196.8537708516205
1999-10-13,1156.426398413379
1999-10-14,1140.6130027762447
1999-10-15,1094.537518493385
1999-10-18,1100.4303088522624
1999-10-19,1119.9275435410138
1999-10-20,1115.4500270979072
1999-10-21,1115.3477653910777
1999-10-22,1126.7476896497515
1999-10-25,1119.5545679373938
1999-10-26,1114.6631225364333
1999-10-27,1113.2870111340321
1999-10-28,1144.008892787801
1999-10-29,1176.8932184454538
1999-11-01,1183.2901038462528
1999-11-02,1186.2512594160676
1999-11-03,1240.8144994912793
1999-11-04,1254.891176388482
1999-11-05,1270.6667366326928
1999-11-08,1280.8815600046348
1999-11-09,1273.1202316841843
1999-11-10,1288.1746370492783
1999-11-11,1297.926564721668
1999-11-12,1305.3463942075089
1999-11-15,1326.949949815406
1999-11-16,1337.338124214614
1999-11-17,1352.0724577324843
1999-11-18,1387.4874977468214
1999-11-19,1406.896124358522
1999-11-22,1369.2860366014952
1999-11-23,1373.2351651158494
1999-11-24,1408.3158639569897
1999-11-25,1440.1626206044284
1999-11-26,1434.0456124227956
1999-11-29,1419.8279270762696
1999-11-30,1386.9458903986417
1999-12-01,1377.47791885449
1999-12-02,1386.906524202274
1999-12-03,1421.9684765649006
1999-12-06,1417.7366243425502
1999-12-07,1409.9398465288134
1999-12-08,1448.3138660361062
1999-12-09,1447.4813114829258
1999-12-10,1447.5712577941404
1999-12-13,1423.2374556455043
1999-12-14,1407.332275389833
1999-12-15,1449.0046120679742
1999-12-16,1468.6738066013684
1999-12-17,1479.802659596211
1999-12-20,1474.7423705519445
1999-12-21,1490.5967922717043
1999-12-22,1473.3012166628898
1999-12-23,1484.927773025505
1999-12-24,1483.2758709104312
1999-12-27,1475.5345640950065
1999-12-28,1487.4707548858355
1999-12-29,1501.8435170161893
1999-12-30,1503.9423782626518
1999-12-31,1503.9423782626518
2000-01-03,1496.7452135199426
2000-01-04,1388.542629454046
2000-01-05,1411.0503556123329
2000-01-06,1389.6120235485514
2000-01-07,1468.1515059490496
2000-01-10,1508.5499096494304
2000-01-11,1465.032074414348
2000-01-12,1452.2176285499054
2000-01-13,1473.261676389562
2000-01-14,1503.2162455299292
2000-01-17,1521.63681674922
2000-01-18,1494.0499208158656
2000-01-19,1472.7039807646474
2000-01-20,1444.5664554215855
2000-01-21,1408.3359692629654
2000-01-24,1387.6859706273995
2000-01-25,1391.4225303470312
2000-01-26,1390.6560280681679
2000-01-27,1375.4768390171816
2000-01-28,1334.5933287834712
2000-01-31,1319.8601316538297
2000-02-01,1343.8148370174242
2000-02-02,1363.0720700725292
2000-02-03,1409.7634145983432
2000-02-04,1421.7955129855002
2000-02-07,1448.1078677157582
2000-02-08,1457.9856828825773
2000-02-09,1442.729770624817
2000-02-10,1468.164593511562
2000-02-11,1460.9529344188384
2000-02-14,1459.8880851584224
2000-02-15,1455.9878915665774
2000-02-16,1450.0521189200672
2000-02-17,1443.3632893473032
2000-02-18,1404.1412026032876
2000-02-21,1398.6573386023672
2000-02-22,1376.3042940629678
2000-02-23,1413.7927990722203
2000-02-24,1408.0914764951171
2000-02-25,1384.1685024211697
2000-02-28,1373.0080711801131
2000-02-29,1384.5204709888555
2000-03-01,1414.9893700841462
2000-03-02,1476.5238926622567
2000-03-03,1498.8283271846312
2000-03-06,1474.7430604644987
2000-03-07,1488.1420055570636
2000-03-08,1536.7414511477832
2000-03-09,1561.774581451118
2000-03-10,1541.6051212665643
2000-03-13,1505.394336160191
2000-03-14,1473.9952891456426
2000-03-15,1498.48565588451
2000-03-16,1502.6307375676001
2000-03-17,1507.0719445246968
2000-03-20,1501.083424386795
2000-03-21,1506.255115771418
2000-03-22,1487.2744043047037
2000-03-23,1507.889309456184
2000-03-24,1518.2004062461724
2000-03-27,1529.7743858573147
2000-03-28,1502.2951751730036
2000-03-29,1511.7005427301092
2000-03-30,1479.4130578299746
2000-03-31,1474.9691263530276
2000-04-03,1471.286890730733
2000-04-04,1429.898653221411
2000-04-05,1428.006097311862
2000-04-06,1452.7253974070602
2000-04-07,1470.1808333477609
2000-04-10,1434.387704754006
2000-04-11,1407.3312373089068
2000-04-12,1372.8750893634044
2000-04-13,1354.382244924935
2000-04-14,1280.123512625783
2000-04-17,1273.1243514392177
2000-04-18,1330.6870275315969
2000-04-19,1296.4654523068155
2000-04-20,1300.3305537404387
2000-04-21,1300.3305537404387
2000-04-24,1311.8979296195337
2000-04-25,1357.1410312065068
2000-04-26,1342.8862855049429
2000-04-27,1343.1119794711121
2000-04-28,1325.2618884190067
2000-05-01,1335.714938673747
2000-05-02,1324.364800427611
2000-05-03,1297.5650127657907
2000-05-04,1329.2450351248453
2000-05-05,1322.502589633353
2000-05-08,1299.0593372140006
2000-05-09,1278.224098828533
2000-05-10,1253.7612957182278
2000-05-11,1246.3631234926534
2000-05-12,1265.5863528393577
2000-05-15,1278.9071020334693
2000-05-16,1278.3939927198921
2000-05-17,1244.128173767576
2000-05-18,1230.7455888682773
2000-05-19,1192.723392775339
2000-05-22,1165.238702857177
2000-05-23,1157.7861052447688
2000-05-24,1190.9496386890767
2000-05-25,1161.7560661709945
2000-05-26,1163.1939186838024
2000-05-29,1173.2811660324667
2000-05-30,1218.5783057471883
2000-05-31,1216.5781229562242
2000-06-01,1237.7006384675003
2000-06-02,1275.143940190947
2000-06-05,1263.5795016574784
2000-06-06,1202.4826417384463
2000-06-07,1200.8360034120662
2000-06-08,1203.8218619734798
2000-06-09,1206.5388206837463
2000-06-12,1222.854378909413
2000-06-13,1243.4589869860104
2000-06-14,1254.4571469261443
2000-06-15,1214.85899304815
2000-06-16,1201.1462276917075
2000-06-19,1200.0235324056678
2000-06-20,1188.5210101084563
2000-06-21,1200.5938776935611
2000-06-22,1176.6837368849867
2000-06-23,1176.5632020319574
2000-06-26,1180.3441620019673
2000-06-27,1195.8034848606603
2000-06-28,1198.2745884848318
2000-06-29,1218.4486548521768
2000-06-30,1253.7890602661041
2000-07-03,1325.2127115026449
2000-07-04,1365.4107066906413
2000-07-05,1334.2659628801036
2000-07-06,1328.6392590396515
2000-07-07,1349.0799804034464
2000-07-10,1356.845716834472
2000-07-11,1349.3246925199749
2000-07-12,1370.0231828083608
2000-07-13,1372.7858845363637
2000-07-14,1389.5584843207066
2000-07-17,1382.1120404101268
2000-07-18,1375.1084233050628
2000-07-19,1319.7234704473215
2000-07-20,1336.9761632487064
2000-07-21,1335.0420366743788
2000-07-24,1325.6740429753952
2000-07-25,1338.2402533583072
2000-07-26,1323.5557361549502
2000-07-27,1297.6444676229994
2000-07-28,1263.6146134573837
2000-07-31,1274.4995920193344
2000-08-01,1290.2269634008442
2000-08-02,1289.919428769797
2000-08-03,1275.0540728743592
2000-08-04,1283.6211199193506
2000-08-07,1284.5882190271273
2000-08-08,1282.7746763137218
2000-08-09,1273.9103473619814
2000-08-10,1268.5529007204987
2000-08-11,1282.6173299486343
2000-08-14,1285.4061992558322
2000-08-15,1279.281364158038
2000-08-16,1285.4384793514712
2000-08-17,1299.6695198775046
2000-08-18,1280.0983318311896
2000-08-21,1257.7785997701974
2000-08-22,1261.3262309567408
2000-08-23,1247.2923230709066
2000-08-24,1252.2334902333337
2000-08-25,1233.1401466750715
2000-08-28,1247.5779948345084
2000-08-29,1255.701027359211
2000-08-30,1291.3673236933969
2000-08-31,1308.1144661397443
2000-09-01,1301.9644437573415
2000-09-04,1304.5928197788162
2000-09-05,1310.1908769943027
2000-09-06,1300.204921801035
2000-09-07,1294.8986362918868
2000-09-08,1285.286816039112
2000-09-11,1285.1465147858116
2000-09-12,1278.4152087665082
2000-09-13,1286.030822660386
2000-09-14,1282.6340960710797
2000-09-15,1287.1178411373323
2000-09-18,1246.9943730100692
2000-09-19,1239.9823493060835
2000-09-20,1241.5408936818978
2000-09-21,1223.461517162033
2000-09-22,1216.2452922170753
2000-09-25,1217.3226546576502
2000-09-26,1203.484342918205
2000-09-27,1199.7361848306057
2000-09-28,1204.269975366543
2000-09-29,1187.8639477653296
2000-10-02,1177.7236394895917
2000-10-03,1170.634304974132
2000-10-04,1176.1711087195622
2000-10-05,1172.4908656671369
2000-10-06,1149.7142617327163
2000-10-09,1142.382043593344
2000-10-10,1138.9172288594684
2000-10-11,1101.582174795526
2000-10-12,1093.8234716016327
2000-10-13,1093.6630575442257
2000-10-16,1096.3280662964917
2000-10-17,1078.0763699399508
2000-10-18,1075.4864731599441
2000-10-19,1111.8181957997544
2000-10-20,1099.6178759153995
2000-10-23,1091.988973322982
2000-10-24,1113.6175652222762
2000-10-25,1079.132168858337
2000-10-26,1101.2360692611069
2000-10-27,1115.6709118955055
2000-10-30,1130.0871535524254
2000-10-31,1157.9488228903974
2000-11-01,1173.4507570818294
2000-11-02,1173.1445010120199
2000-11-03,1156.4161991215071
2000-11-06,1149.448049046928
2000-11-07,1159.8882363323446
2000-11-08,1158.784995355907
2000-11-09,1142.9639727988028
2000-11-10,1130.9906083077105
2000-11-13,1102.1654755339232
2000-11-14,1128.7242610282399
2000-11-15,1144.942519377827
2000-11-16,1137.687198044669
2000-11-17,1163.617374733561
2000-11-20,1168.4165580684394
2000-11-21,1155.642663580003
2000-11-22,1127.7394454983112
2000-11-23,1134.5617521434237
2000-11-24,1147.3959278205907
2000-11-27,1137.7426904777467
2000-11-28,1109.9894611742081
2000-11-29,1101.546907943795
2000-11-30,1061.4993559186996
2000-12-01,1059.866279986517
2000-12-04,1045.8169776171471
2000-12-05,1078.1238086140409
2000-12-06,1078.692789379845
2000-12-07,1078.1958032972948
2000-12-08,1077.6873205312475
2000-12-11,1075.090101857759
2000-12-12,1070.8927468119916
2000-12-13,1060.3644140425697
2000-12-14,1065.8903622565244
2000-12-15,1046.7315851965052
2000-12-18,1040.1615222154774
2000-12-19,1032.038706837099
2000-12-20,982.8128594411735
2000-12-21,976.619252785921
2000-12-22,999.1829516004119
2000-12-25,999.1829516004119
2000-12-26,1005.0881579071967
2000-12-27,1007.369478607124
2000-12-28,1007.5895494515578
2000-12-29,1018.5763720544508
2001-01-01,1018.5763720544508
2001-01-02,994.0755621006974
2001-01-03,1010.4291097190466
2001-01-04,1043.358751480651
2001-01-05,1017.8535011905946
2001-01-08,1029.698719286508
2001-01-09,1016.1809175839478
2001-01-10,987.283214747797
2001-01-11,1008.3559094797156
2001-01-12,1003.711763350579
2001-01-15,1001.8827431634718
2001-01-16,1000.0571437947103
2001-01-17,1012.7828199527703
2001-01-18,1036.0851501625807
2001-01-19,1052.4204093548942
2001-01-22,1057.597943591721
2001-01-23,1085.8893254627346
2001-01-24,1087.2225437745922
2001-01-25,1085.6709738787515
2001-01-26,1098.3919231177415
2001-01-29,1103.5222935067054
2001-01-30,1115.2840742995872
2001-01-31,1129.5407974808977
2001-02-01,1126.503705609048
2001-02-02,1112.5477110370416
2001-02-05,1109.9306210494321
2001-02-06,1106.8124466512975
2001-02-07,1091.5633580571418
2001-02-08,1097.4853580243118
2001-02-09,1096.2958070672332
2001-02-12,1106.9737373601768
2001-02-13,1102.5725150474038
2001-02-14,1105.1698476532888
2001-02-15,1112.9151790081057
2001-02-16,1100.7316845007967
2001-02-19,1105.6613161069065
2001-02-20,1096.2195988068142
2001-02-21,1061.222975135488
2001-02-22,1058.8197073417512
2001-02-23,1050.1783167134183
2001-02-26,1069.545656261695
2001-02-27,1068.8454960664753
2001-02-28,1064.1689317666865
2001-03-01,1071.7683438631423
2001-03-02,1098.0562197168401
2001-03-05,1102.449317842071
2001-03-06,1119.0150302033553
2001-03-07,1146.4778329765982
2001-03-08,1161.4714343411044
2001-03-09,1143.797800001494
2001-03-12,1101.094215755612
2001-03-13,1096.538157675942
2001-03-14,1076.025171291203
2001-03-15,1069.8881429117423
2001-03-16,1068.0243530466603
2001-03-19,1081.502716271098
2001-03-20,1063.1687445011505
2001-03-21,1065.0682577598493
2001-03-22,1037.0158564706182
2001-03-23,1027.6358160179389
2001-03-26,1040.4843166558355
2001-03-27,1059.1509027109003
2001-03-28,1042.9756847478523
2001-03-29,1052.3337385352709
2001-03-30,1079.9800925337677
2001-04-02,1080.6906266928115
2001-04-03,1062.53657883788
2001-04-04,1064.5810494574268
2001-04-05,1090.488346486399
2001-04-06,1089.0633596911402
2001-04-09,1101.076563874768
2001-04-10,1129.873836868391
2001-04-11,1130.458293111568
2001-04-12,1126.8214299701904
2001-04-13,1126.8214299701904
2001-04-16,1107.1098462006244
2001-04-17,1124.737236225875
2001-04-18,1146.3346487603098
2001-04-19,1090.7215807128
2001-04-20,1099.3993349096554
2001-04-23,1079.367123235748
2001-04-24,1090.8159566534953
2001-04-25,1102.9885739502367
2001-04-26,1127.0057084618436
2001-04-27,1112.0639711973397
2001-04-30,1125.6009542335312
2001-05-01,1125.2359733793699
2001-05-02,1139.6599866902188
2001-05-03,1132.474138695076
2001-05-04,1148.1969292831307
2001-05-07,1135.9038481997384
2001-05-08,1128.481700568435
2001-05-09,1141.0185525312631
2001-05-10,1143.5114317977882
2001-05-11,1142.9561517094319
2001-05-14,1139.0094264579336
2001-05-15,1134.5321685686908
2001-05-16,1135.1653110989043
2001-05-17,1204.5393608895074
2001-05-18,1230.7310487464606
2001-05-21,1235.0264689534536
2001-05-22,1237.72439776974
2001-05-23,1240.9028384801593
2001-05-24,1223.0987659793768
2001-05-25,1218.3406722191598
2001-05-28,1221.4828802082136
2001-05-29,1213.3351382280168
2001-05-30,1197.9942464221242
2001-05-31,1207.7682410838522
2001-06-01,1216.7019841635502
2001-06-04,1231.5651588112585
2001-06-05,1227.98804203009
2001-06-06,1232.1020309443343
2001-06-07,1235.6965315966322
2001-06-08,1236.4019134256105
2001-06-11,1239.6273531484096
2001-06-12,1238.9208408169925
2001-06-13,1236.1461387975353
2001-06-14,1234.4580148125756
2001-06-15,1200.2605493492342
2001-06-18,1178.7309230140183
2001-06-19,1159.8874728118055
2001-06-20,1174.2640153804832
2001-06-21,1198.7394318808235
2001-06-22,1186.0343658114537
2001-06-25,1185.6042218282803
2001-06-26,1183.2898856857735
2001-06-27,1189.5104940046247
2001-06-28,1182.0257441302283
2001-06-29,1188.0137401956379
2001-07-02,1216.5775368089985
2001-07-03,1226.5163019388642
2001-07-04,1226.223861884407
2001-07-05,1213.3206213383355
2001-07-06,1185.1066566966551
2001-07-09,1186.8128088597887
2001-07-10,1190.0297504544417
2001-07-11,1142.8025317257232
2001-07-12,1122.7906716277
2001-07-13,1119.4602439848852
2001-07-16,1117.2513133479813
2001-07-17,1124.6780650521732
2001-07-18,1126.8958899234347
2001-07-19,1128.2301086732118
2001-07-20,1119.0658870000857
2001-07-23,1128.0020556031188
2001-07-24,1117.9616674962633
2001-07-25,1118.2602674787042
2001-07-26,1139.7638814600587
2001-07-27,1142.9945850526906
2001-07-30,1156.8622524694456
2001-07-31,1149.204565214541
2001-08-01,1148.0624658409436
2001-08-02,1168.7856035009374
2001-08-03,1172.308303501909
2001-08-06,1163.3637981166723
2001-08-07,1168.735754708788
2001-08-08,1175.1015390838795
2001-08-09,1174.9350898648504
2001-08-10,1178.1020568185409
2001-08-13,1190.9474725653747
2001-08-14,1188.22718646809
2001-08-15,1182.1811979318945
2001-08-16,1175.7423841907946
2001-08-17,1141.9838021568066
2001-08-20,1139.9453496271212
2001-08-21,1144.0471458670029
2001-08-22,1162.1830076828198
2001-08-23,1155.8399475144338
2001-08-24,1175.2133329979329
2001-08-27,1178.5644222410463
2001-08-28,1170.2235990644408
2001-08-29,1179.1361678080007
2001-08-30,1176.6999200969672
2001-08-31,1165.6677959405686
2001-09-03,1153.3258024356248
2001-09-04,1150.5064664805689
2001-09-05,1136.7706636889511
2001-09-06,1101.4785466048204
2001-09-07,1092.8999142236619
2001-09-10,1083.5622912980814
2001-09-11,1013.9766995767187
2001-09-12,1017.1922705056089
2001-09-13,1015.6891364769959
2001-09-14,1013.9766995767188
2001-09-17,968.563759698149
2001-09-18,970.266800881289
2001-09-19,968.4591527830291
2001-09-20,923.0378596102814
2001-09-21,903.7668220927181
2001-09-24,940.2673544493172
2001-09-25,930.6857555607047
2001-09-26,918.9732969046839
2001-09-27,907.4364402584326
2001-09-28,899.7010740346423
2001-10-01,900.3783849721328
2001-10-02,900.6111394609461
2001-10-03,915.5492652239683
2001-10-04,932.28498242701
2001-10-05,929.0270021767792
2001-10-08,933.815994779933
2001-10-09,941.221081016612
2001-10-10,968.6375408377825
2001-10-11,993.608494772189
2001-10-12,976.291243442978
2001-10-15,970.6997679295243
2001-10-16,993.6565572270159
2001-10-17,994.7819810079726
2001-10-18,990.383654762811
2001-10-19,1007.8495986097589
2001-10-22,997.8724021662331
2001-10-23,987.4555343253924
2001-10-24,1006.319417473268
2001-10-25,1006.3259040577841
2001-10-26,998.1746467024241
2001-10-29,988.217634361845
2001-10-30,971.0318571341181
2001-10-31,979.2492104182963
2001-11-01,982.2860425455311
2001-11-02,987.1018554071218
2001-11-05,997.510525782885
2001-11-06,997.9342429227751
2001-11-07,982.2218396160488
2001-11-08,991.5155273432396
2001-11-09,983.1377895807324
2001-11-12,961.680117368301
2001-11-13,973.4889917510976
2001-11-14,1004.916575915748
2001-11-15,1015.1769370630722
2001-11-16,986.7055780910205
2001-11-19,996.3045287762255
2001-11-20,1000.4376698344676
2001-11-21,993.2023984659272
2001-11-22,996.8725922485243
2001-11-23,1013.7340197433541
2001-11-26,1014.8091502415742
2001-11-27,1026.1707005120043
2001-11-28,1013.7391130955202
2001-11-29,1017.0372134778298
2001-11-30,1017.1917731306515
2001-12-03,1022.3792680102506
2001-12-04,1031.5762120022875
2001-12-05,1056.2644566878373
2001-12-06,1052.2107711613269
2001-12-07,1059.7727666518538
2001-12-10,1063.1510264609383
2001-12-11,1066.187651587792
2001-12-12,1072.1368387027785
2001-12-13,1072.4959637867598
2001-12-14,1084.156957689155
2001-12-17,1090.662598355207
2001-12-18,1090.7067545346385
2001-12-19,1086.749485603945
2001-12-20,1082.4459152836043
2001-12-21,1103.1755122744898
2001-12-24,1106.5186218893973
2001-12-25,1106.5186218893973
2001-12-26,1110.9262903533051
2001-12-27,1110.9455385937179
2001-12-28,1113.6066470471287
2001-12-31,1104.3021125208136
2002-01-01,1104.3021125208136
2002-01-02,1110.9350550490003
2002-01-03,1139.959300854146
2002-01-04,1139.3930926790308
2002-01-07,1128.868808483831
2002-01-08,1138.8378618216057
2002-01-09,1129.0626355310947
2002-01-10,1116.0029247052971
2002-01-11,1108.6173455942974
2002-01-14,1108.0528238963684
2002-01-15,1147.792580148871
2002-01-16,1144.1504879075594
2002-01-17,1160.3431956100103
2002-01-18,1165.6989514169336
2002-01-21,1168.4270343692144
2002-01-22,1160.8515193262278
2002-01-23,1188.463304658749
2002-01-24,1194.7801995520874
2002-01-25,1215.6491013889708
2002-01-28,1226.4626240731577
2002-01-29,1204.9202402376966
2002-01-30,1195.9390794720878
2002-01-31,1217.1855171069135
2002-02-01,1214.4390257778175
2002-02-04,1208.5292856230094
2002-02-05,1209.6848251667
2002-02-06,1209.7492076323567
2002-02-07,1205.9840239966122
2002-02-08,1193.3420361445073
2002-02-11,1183.0434265135614
2002-02-12,1190.6935954213675
2002-02-13,1211.7899179812534
2002-02-14,1212.5146970180301
2002-02-15,1207.736039020887
2002-02-18,1209.801201922792
2002-02-19,1193.7585562374443
2002-02-20,1192.8092807157068
2002-02-21,1189.7017836925054
2002-02-22,1177.6811716363377
2002-02-25,1185.745090049954
2002-02-26,1196.2919750803615
2002-02-27,1215.3516014878462
2002-02-28,1196.8186695732713
2002-03-01,1231.6383206390615
2002-03-04,1255.4108490826102
2002-03-05,1252.2424066732524
2002-03-06,1298.9062640604245
2002-03-07,1293.1499213883253
2002-03-08,1312.8785136060383
2002-03-11,1307.9669187115082
2002-03-12,1329.5506501174723
2002-03-13,1322.0856123653157
2002-03-14,1318.4608764300153
2002-03-15,1335.4372097902356
2002-03-18,1357.9775537166581
2002-03-19,1374.9488182697296
2002-03-20,1366.5904344923974
2002-03-21,1367.7666860131478
2002-03-22,1390.6187156882575
2002-03-25,1381.1424980886868
2002-03-26,1377.178089435201
2002-03-27,1379.9937565738612
2002-03-28,1380.5702482331599
2002-03-29,1380.5702482331599
2002-04-01,1385.9164921136437
2002-04-02,1393.4548743227606
2002-04-03,1367.087550240846
2002-04-04,1381.8884563964218
2002-04-05,1408.6264344849249
2002-04-08,1404.1232886595978
2002-04-09,1408.532717753924
2002-04-10,1445.2439390393624
2002-04-11,1430.490320876204
2002-04-12,1441.2125647312191
2002-04-15,1432.1938710014747
2002-04-16,1451.293426746045
2002-04-17,1469.976296500007
2002-04-18,1442.0139999645428
2002-04-19,1459.8848831124794
2002-04-22,1442.5014836948294
2002-04-23,1437.4506018784227
2002-04-24,1443.7219591315086
2002-04-25,1434.6710589217726
2002-04-26,1458.7782669569324
2002-04-29,1459.6654228611499
2002-04-30,1477.0267482546192
2002-05-01,1466.5849419163442
2002-05-02,1495.0317618625083
2002-05-03,1494.5302338982137
2002-05-06,1548.454727849175
2002-05-07,1530.7937574693285
2002-05-08,1559.0946456383215
2002-05-09,1529.2080407577841
2002-05-10,1529.7455511916933
2002-05-13,1537.215049186641
2002-05-14,1542.4209743526792
2002-05-15,1561.4068641608953
2002-05-16,1574.545363270363
2002-05-17,1564.3733869194255
2002-05-20,1539.6017378321844
2002-05-21,1522.9075470896053
2002-05-22,1531.1584987760164
2002-05-23,1542.9094779239954
2002-05-24,1530.9047482735427
2002-05-27,1523.900802455937
