Date,CHINA ALL SHARES EQUAL WEIGHTED
2012-04-23,1917.195695079752
2012-04-24,1912.5725395134511
2012-04-25,1927.2863997439392
2012-04-26,1936.259732266262
2012-04-27,1930.1525028692383
2012-04-30,1939.3292734346367
2012-05-01,1939.3045239425828
2012-05-02,1967.368604509006
2012-05-03,1967.9802309065606
2012-05-04,1972.4396117446156
2012-05-07,1948.0780062346628
2012-05-08,1942.2990689888245
2012-05-09,1903.645675289862
2012-05-10,1897.9960666708332
2012-05-11,1879.8678085956496
2012-05-14,1860.0349925063397
2012-05-15,1860.9896371179211
2012-05-16,1813.1068648374167
2012-05-17,1836.3067622698688
2012-05-18,1807.8961286466838
2012-05-21,1815.3169905417271
2012-05-22,1848.8001462621326
2012-05-23,1830.7698819278107
2012-05-24,1817.7078199216808
2012-05-25,1810.1203338662713
2012-05-28,1834.832245501353
2012-05-29,1873.3641919106901
2012-05-30,1863.3074854331564
2012-05-31,1852.8693431134825
2012-06-01,1845.0937308533241
2012-06-04,1786.3038271789287
2012-06-05,1785.643866075384
2012-06-06,1800.0378184810133
2012-06-07,1800.3149893900816
2012-06-08,1798.3743836240606
2012-06-11,1833.1173412420583
2012-06-12,1827.5958342476738
2012-06-13,1850.6969550533224
2012-06-14,1827.8284346949906
2012-06-15,1843.9221729428118
2012-06-18,1858.9465475409797
2012-06-19,1849.6724968924502
2012-06-20,1847.4288539401894
2012-06-21,1809.4692326831205
2012-06-22,1797.3390094278511
2012-06-25,1768.8193192220408
2012-06-26,1770.8889206978251
2012-06-27,1779.0546881373084
2012-06-28,1757.5382612907254
2012-06-29,1785.5433549676256
2012-07-02,1789.2268399736076
2012-07-03,1804.2528821687622
2012-07-04,1811.0829811768892
2012-07-05,1794.482255582184
2012-07-06,1819.447358804809
2012-07-09,1779.0400491164448
2012-07-10,1774.415433993751
2012-07-11,1780.6529392958282
2012-07-12,1776.4451690403694
2012-07-13,1776.5720742495948
2012-07-16,1753.3943207296822
2012-07-17,1762.3758812191084
2012-07-18,1753.7868360136085
2012-07-19,1764.5134316748117
2012-07-20,1755.330516245245
2012-07-23,1721.5814294420713
2012-07-24,1723.4067209973446
2012-07-25,1701.871327537749
2012-07-26,1697.8067272934975
2012-07-27,1715.9149397154902
2012-07-30,1714.613957589941
2012-07-31,1722.6165049418776
2012-08-01,1739.7910228585813
2012-08-02,1722.3695330259766
2012-08-03,1729.9841639619717
2012-08-06,1759.8315262536144
2012-08-07,1770.8292647811272
2012-08-08,1768.787434645622
2012-08-09,1788.1292226642486
2012-08-10,1777.9397064636055
2012-08-13,1750.8390792474593
2012-08-14,1753.5568730256682
2012-08-15,1737.052042849074
2012-08-16,1730.571929524492
2012-08-17,1735.7061840454821
2012-08-20,1732.9732839112548
2012-08-21,1746.2576627379628
2012-08-22,1731.2449229216013
2012-08-23,1746.0424985594116
2012-08-24,1722.9749513252893
2012-08-27,1694.250332856451
2012-08-28,1698.0370567360003
2012-08-29,1684.0101559391196
2012-08-30,1669.775182098369
2012-08-31,1665.9780918220304
2012-09-03,1679.3256246082738
2012-09-04,1662.7902211352186
2012-09-05,1649.2407938032507
2012-09-06,1664.7342099489692
2012-09-07,1733.7519918064802
2012-09-10,1745.140150552278
2012-09-11,1737.8320163340104
2012-09-12,1753.0443807179156
2012-09-13,1744.1320883093185
2012-09-14,1779.997021866242
2012-09-17,1753.114657228368
2012-09-18,1730.7056517120757
2012-09-19,1746.984932855123
2012-09-20,1715.8562459291147
2012-09-21,1726.1844171259722
2012-09-24,1731.4816515283808
2012-09-25,1726.647027839763
2012-09-26,1703.3873435695284
2012-09-27,1738.4523014740664
2012-09-28,1768.9595421206
2012-10-01,1768.8600286688504
2012-10-02,1768.7715916582497
2012-10-03,1769.0454162149974
2012-10-04,1777.2238806942412
2012-10-05,1790.4843173993072
2012-10-08,1769.0698549669196
2012-10-09,1791.8577572571712
2012-10-10,1798.984647871731
2012-10-11,1797.0051078114402
2012-10-12,1806.841210737111
2012-10-15,1800.54125041868
2012-10-16,1809.1818373517663
2012-10-17,1822.3006204456256
2012-10-18,1854.5080794250314
2012-10-19,1854.925367726598
2012-10-22,1864.1051373250232
2012-10-23,1852.9967712246898
2012-10-24,1851.2889860896194
2012-10-25,1839.2090607133662
2012-10-26,1803.066721894082
2012-10-29,1806.2688565582714
2012-10-30,1807.1185053666707
2012-10-31,1827.8030834388892
2012-11-01,1861.4104246318648
2012-11-02,1877.10564291716
2012-11-05,1876.827858998893
2012-11-06,1868.272116399163
2012-11-07,1873.1387011858342
2012-11-08,1833.6564886931558
2012-11-09,1825.901588588388
2012-11-12,1828.683219796687
2012-11-13,1799.2245922666764
2012-11-14,1816.3409779104713
2012-11-15,1789.5890646429896
2012-11-16,1784.6700073225716
2012-11-19,1787.5353328975891
2012-11-20,1782.4625182082311
2012-11-21,1803.4238075819426
2012-11-22,1801.8222275379915
2012-11-23,1818.1305344262269
2012-11-26,1811.6009954257656
2012-11-27,1796.7992753433848
2012-11-28,1782.105804528661
2012-11-29,1782.7000057146286
2012-11-30,1800.4034994636706
2012-12-03,1777.0833165230356
2012-12-04,1790.426864712149
2012-12-05,1844.5442446134423
2012-12-06,1841.4959922591706
2012-12-07,1867.1593135700114
2012-12-10,1882.9640977849244
2012-12-11,1874.4922138608183
2012-12-12,1883.787221831803
2012-12-13,1872.9605404289666
2012-12-14,1929.4048663922774
2012-12-17,1933.5856781195544
2012-12-18,1931.7355605572598
2012-12-19,1943.3030764145706
2012-12-20,1953.228276763695
2012-12-21,1944.8828400134794
2012-12-24,1951.303723028733
2012-12-25,1980.7065932862051
2012-12-26,1988.5341101917438
2012-12-27,1989.5309850133353
2012-12-28,2012.2405550544574
2012-12-31,2033.596334909342
2013-01-01,2033.596334909342
2013-01-02,2061.23756300431
2013-01-03,2075.3968989003342
2013-01-04,2071.4094445584
2013-01-07,2086.5460423593595
2013-01-08,2073.317338026282
2013-01-09,2082.6365388877803
2013-01-10,2089.960733261922
2013-01-11,2056.343033389725
2013-01-14,2109.10879401422
2013-01-15,2124.0411243729227
2013-01-16,2116.849603367053
2013-01-17,2097.7015664456894
2013-01-18,2131.6257620460747
2013-01-21,2139.477284350683
2013-01-22,2129.9299872345155
2013-01-23,2129.8898665418974
2013-01-24,2103.874119941002
2013-01-25,2089.5782908643023
2013-01-28,2128.9551732118853
2013-01-29,2143.234516857573
2013-01-30,2151.737337280573
2013-01-31,2144.0705452140132
2013-02-01,2160.7205584324233
2013-02-04,2164.8294680866425
2013-02-05,2169.2279270744602
2013-02-06,2172.808431604201
2013-02-07,2164.244151483613
2013-02-08,2178.622658992603
2013-02-11,2178.538822337259
2013-02-12,2178.5947116389993
2013-02-13,2178.5220569519956
2013-02-14,2188.949259321428
2013-02-15,2197.5626229347513
2013-02-18,2175.300556713983
2013-02-19,2129.8489336080456
2013-02-20,2151.975212125076
2013-02-21,2094.2906342613865
2013-02-22,2087.929810605349
2013-02-25,2087.571485433834
2013-02-26,2053.7361783543406
2013-02-27,2072.5918722759307
2013-02-28,2127.916372576887
2013-03-01,2126.587960020609
2013-03-04,2056.5027226237503
2013-03-05,2088.1528004158667
2013-03-06,2112.8864209625317
2013-03-07,2100.941323030183
2013-03-08,2099.9719031336067
2013-03-11,2086.2338181004443
2013-03-12,2056.6549893910374
2013-03-13,2027.119125207128
2013-03-14,2036.3205801069512
2013-03-15,2027.5417162055633
2013-03-18,1996.5992293810157
2013-03-19,2004.7807836961858
2013-03-20,2054.718989953948
2013-03-21,2061.0161568744124
2013-03-22,2060.5599357954025
2013-03-25,2061.2743740119313
2013-03-26,2043.2296921173665
2013-03-27,2054.2443225920433
2013-03-28,2015.563498333192
2013-03-29,2012.3554882069845
2013-04-01,2014.0768267559833
2013-04-02,1999.5960698173017
2013-04-03,1989.6726871534313
2013-04-04,1989.5363859122624
2013-04-05,1963.4998333872288
2013-04-08,1963.3754343535961
2013-04-09,1988.0154544209522
2013-04-10,1997.7629052624852
2013-04-11,1995.6368407240775
2013-04-12,1986.7422445446007
2013-04-15,1955.8548991377256
2013-04-16,1969.6292543825468
2013-04-17,1970.7626340778852
2013-04-18,1968.8564579374452
2013-04-19,2016.859077802338
2013-04-22,2025.3098390058083
2013-04-23,1976.2827955279092
2013-04-24,2012.125508290534
2013-04-25,2002.6259617556361
2013-04-26,1987.8700024708514
2013-04-29,1985.8022686079075
2013-04-30,1994.252767884657
2013-05-01,1994.3249198141002
2013-05-02,1993.7640926741929
2013-05-03,2017.601999040468
2013-05-06,2041.4925302561226
2013-05-07,2054.8119037675306
2013-05-08,2071.138220292584
2013-05-09,2066.264172591961
2013-05-10,2073.4383508886663
2013-05-13,2058.4413593358418
2013-05-14,2034.8780905115493
2013-05-15,2047.717549987903
2013-05-16,2066.6401931125674
2013-05-17,2090.173113489716
2013-05-20,2108.3926606037503
2013-05-21,2115.285096022434
2013-05-22,2111.8411801332654
2013-05-23,2080.2835357567096
2013-05-24,2091.301204905943
2013-05-27,2094.87179498653
2013-05-28,2127.5818584395433
2013-05-29,2124.6258436911903
2013-05-30,2114.7780960924865
2013-05-31,2098.5219617946627
2013-06-03,2087.5852517006006
2013-06-04,2067.0442282218282
2013-06-05,2064.6733812059547
2013-06-06,2038.330266125644
2013-06-07,2012.9813811973513
2013-06-10,2009.0356125909
2013-06-11,1993.6357701071447
2013-06-12,1993.5734132303337
2013-06-13,1937.050706629859
2013-06-14,1955.906617432757
2013-06-17,1962.0577685347303
2013-06-18,1968.423914672476
2013-06-19,1956.698583208849
2013-06-20,1899.6520768473883
2013-06-21,1889.1911103070206
2013-06-24,1792.4705295439635
2013-06-25,1777.2283425093392
2013-06-26,1812.14863660517
2013-06-27,1809.0947765609199
2013-06-28,1838.6221518674868
2013-07-01,1852.228992807147
2013-07-02,1855.2311986761426
2013-07-03,1826.4153087847544
2013-07-04,1841.3166293354277
2013-07-05,1846.3933778345286
2013-07-08,1800.1285772681192
2013-07-09,1800.0586388690492
2013-07-10,1832.929539022923
2013-07-11,1900.7947519104312
2013-07-12,1885.1858980318586
2013-07-15,1910.6794157191748
2013-07-16,1919.4721746950981
2013-07-17,1903.305756919952
2013-07-18,1887.9974222360763
2013-07-19,1857.4943954196888
2013-07-22,1866.96197114559
2013-07-23,1920.3286563276451
2013-07-24,1922.6439838338486
2013-07-25,1917.260312279191
2013-07-26,1907.9161352964468
2013-07-29,1874.322507888605
2013-07-30,1877.3820247494168
2013-07-31,1879.907974164173
2013-08-01,1920.0800379910308
2013-08-02,1928.1255043503074
2013-08-05,1950.366399453069
2013-08-06,1959.208144094854
2013-08-07,1939.9695506976839
2013-08-08,1940.129560977313
2013-08-09,1959.0314885550351
2013-08-12,2004.263597358001
2013-08-13,2019.1164043545625
2013-08-14,2014.5345389914294
2013-08-15,1997.7370279768968
2013-08-16,1982.3135977779987
2013-08-19,1991.8824531437378
2013-08-20,1959.6870564352075
2013-08-21,1960.4586741573596
2013-08-22,1961.8808288302241
2013-08-23,1958.7619346584959
2013-08-26,1989.0693787983328
2013-08-27,1991.8472220341616
2013-08-28,1975.515824956453
2013-08-29,1977.0727238638246
2013-08-30,1981.7713932661288
2013-09-02,1991.8886648500418
2013-09-03,2017.110402349799
2013-09-04,2017.0440720705906
2013-09-05,2018.3279991970223
2013-09-06,2025.7686492432063
2013-09-09,2063.475345161228
2013-09-10,2095.9153233980774
2013-09-11,2103.9827988535612
2013-09-12,2104.3666951480527
2013-09-13,2092.149062570354
2013-09-16,2094.3377050422337
2013-09-17,2068.996227012987
2013-09-18,2070.4428738018505
2013-09-19,2075.1947312189136
2013-09-20,2075.2662892933727
2013-09-23,2101.9811148775066
2013-09-24,2090.480945222522
2013-09-25,2085.5035480554243
2013-09-26,2055.224826550134
2013-09-27,2060.8053496910725
2013-09-30,2061.4633513371796
2013-10-01,2061.620511946141
2013-10-02,2066.83114588292
2013-10-03,2076.7416812210517
2013-10-04,2082.571109046952
2013-10-07,2080.1522530507086
2013-10-08,2111.6971049905173
2013-10-09,2119.591108745415
2013-10-10,2110.3588091241813
2013-10-11,2134.9418012356746
2013-10-14,2147.528140173887
2013-10-15,2149.385801808151
2013-10-16,2118.785383978076
2013-10-17,2117.271883713313
2013-10-18,2129.0721404630094
2013-10-21,2160.8805222891297
2013-10-22,2147.569770154406
2013-10-23,2113.2287382782956
2013-10-24,2101.0718540602143
2013-10-25,2069.0426666870576
2013-10-28,2067.982801052097
2013-10-29,2056.5993751527485
2013-10-30,2088.813914550516
2013-10-31,2073.585498625901
2013-11-01,2077.781931520553
2013-11-04,2079.595296947342
2013-11-05,2085.0386183145197
2013-11-06,2072.3693138285075
2013-11-07,2055.2476471044433
2013-11-08,2025.3377906311812
2013-11-11,2031.1043463685555
2013-11-12,2039.695946190637
2013-11-13,2005.4545373243477
2013-11-14,2029.8600218914285
2013-11-15,2066.815781653148
2013-11-18,2127.348406909778
2013-11-19,2118.851888137038
2013-11-20,2131.165304090035
2013-11-21,2123.9386074418594
2013-11-22,2117.5139587954845
2013-11-25,2114.4372963631245
2013-11-26,2111.6079142625827
2013-11-27,2132.93957358057
2013-11-28,2148.6924954334936
2013-11-29,2159.660100761012
2013-12-02,2136.098856659096
2013-12-03,2152.76482553647
2013-12-04,2170.55145971941
2013-12-05,2166.9678624084254
2013-12-06,2158.449623811191
2013-12-09,2165.728180738039
2013-12-10,2162.3445242214643
2013-12-11,2135.739622697336
2013-12-12,2131.042189487105
2013-12-13,2133.7977354872655
2013-12-16,2105.721372106143
2013-12-17,2099.6196101608894
2013-12-18,2101.9264364348696
2013-12-19,2082.879543446056
2013-12-20,2049.5652299224967
2013-12-23,2056.426706937707
2013-12-24,2068.700168019966
2013-12-25,2080.7904282288946
2013-12-26,2058.0057057727063
2013-12-27,2083.937822499845
2013-12-30,2083.8725699926676
2013-12-31,2106.032778513151
2014-01-01,2106.032778513151
2014-01-02,2110.385869354039
2014-01-03,2086.2446043530203
2014-01-06,2039.2330804356568
2014-01-07,2037.8963820505364
2014-01-08,2052.170515275363
2014-01-09,2032.855515590047
2014-01-10,2019.233247758383
2014-01-13,2018.4680434397415
2014-01-14,2026.6557932399185
2014-01-15,2033.2154806848816
2014-01-16,2030.3075245749874
2014-01-17,2012.0388352528964
2014-01-20,1996.2202901596718
2014-01-21,2013.5270387250355
2014-01-22,2052.992012333587
2014-01-23,2045.5602709974714
2014-01-24,2040.595698993347
2014-01-27,2003.721507251299
2014-01-28,2002.8807075127484
2014-01-29,2018.096590328769
2014-01-30,1998.0964491177424
2014-01-31,1998.117854536478
2014-02-03,1998.166020760572
2014-02-04,1974.346988250194
2014-02-05,1970.0360481378514
2014-02-06,1977.970268159435
2014-02-07,1999.8081647350632
2014-02-10,2037.1639420473707
2014-02-11,2050.511600605532
2014-02-12,2065.8667903148407
2014-02-13,2048.2572423516185
2014-02-14,2065.865163854466
2014-02-17,2083.7352157515484
2014-02-18,2068.696498968304
2014-02-19,2076.4536654051703
2014-02-20,2054.757378622988
2014-02-21,2038.754221076031
2014-02-24,2003.1496258783825
2014-02-25,1955.605809827327
2014-02-26,1967.264545945938
2014-02-27,1961.9713950260943
2014-02-28,1976.2123437187336
2014-03-03,1984.5476755569925
2014-03-04,1980.6296279135947
2014-03-05,1969.4692197164377
2014-03-06,1980.1205535394233
2014-03-07,1971.4124997739088
2014-03-10,1916.893591507786
2014-03-11,1926.0520770000976
2014-03-12,1915.8215643387016
2014-03-13,1928.9570809575257
2014-03-14,1906.6278392145393
2014-03-17,1912.864585361526
2014-03-18,1915.7344133018912
2014-03-19,1906.8144688113377
2014-03-20,1871.0188621233692
2014-03-21,1915.2791081544897
2014-03-24,1938.2517455637064
2014-03-25,1928.2411729307687
2014-03-26,1933.5072226148864
2014-03-27,1916.701366997482
2014-03-28,1918.3818596702254
2014-03-31,1925.1872578670107
2014-04-01,1946.4782907076926
2014-04-02,1961.2765187112125
2014-04-03,1955.0340660758454
2014-04-04,1959.383364606593
2014-04-07,1956.9122896286808
2014-04-08,1988.2610690075642
2014-04-09,1996.8635672386933
2014-04-10,2017.05617357324
2014-04-11,2004.3300572644177
2014-04-14,2001.5708276131313
2014-04-15,1970.8037029251432
2014-04-16,1971.9578784846008
2014-04-17,1974.1105934643374
2014-04-18,1974.1851509131945
2014-04-21,1952.4903107508685
2014-04-22,1946.6253119686564
2014-04-23,1940.7809811232523
2014-04-24,1936.707226178046
2014-04-25,1909.4382236933093
2014-04-28,1873.40851870194
2014-04-29,1888.152021487018
2014-04-30,1885.233216456069
2014-05-01,1885.2128851495238
2014-05-02,1890.7817954341772
2014-05-05,1890.7334035666672
2014-05-06,1896.1701319824683
2014-05-07,1868.4131126543161
2014-05-08,1864.866016837324
2014-05-09,1858.6256069072456
2014-05-12,1894.0320880082197
2014-05-13,1901.4622134253846
2014-05-14,1911.049830950372
2014-05-15,1889.7560130739653
2014-05-16,1884.9014109111397
2014-05-19,1870.5577065136204
2014-05-20,1865.8611637694403
2014-05-21,1880.8926282536472
2014-05-22,1888.3501345455757
2014-05-23,1903.942058656872
2014-05-26,1912.926566129535
2014-05-27,1902.4168804110984
2014-05-28,1914.4272531160673
2014-05-29,1903.7744197941738
2014-05-30,1900.7842039907514
2014-06-02,1900.691387106245
2014-06-03,1906.049788795802
2014-06-04,1887.2349441583767
2014-06-05,1901.3994080425737
2014-06-06,1896.2186498880426
2014-06-09,1899.0757375379364
2014-06-10,1923.7094984879354
2014-06-11,1922.7013829416503
2014-06-12,1922.5053699165453
2014-06-13,1936.706621435907
2014-06-16,1940.9810652275155
2014-06-17,1925.9125938602185
2014-06-18,1916.5188426180755
2014-06-19,1891.7944041022458
2014-06-20,1901.6769893474834
2014-06-23,1895.6261945034864
2014-06-24,1905.4759263656729
2014-06-25,1900.5771144591768
2014-06-26,1920.7445106356686
2014-06-27,1925.3583008189569
2014-06-30,1941.2461676380253
2014-07-01,1944.2720887268074
2014-07-02,1959.6549359416906
2014-07-03,1975.7165477648225
2014-07-04,1979.7870329801933
2014-07-07,1981.005716993611
2014-07-08,1984.259818626261
2014-07-09,1958.632160444175
2014-07-10,1959.1167232072164
2014-07-11,1965.9990543784131
2014-07-14,1984.1535186694855
2014-07-15,1991.5164727587385
2014-07-16,1989.6671439381942
2014-07-17,1981.8832270932865
2014-07-18,1982.3176665659412
2014-07-21,1979.501545389339
2014-07-22,2007.1747692121132
2014-07-23,2016.7720702380532
2014-07-24,2039.411082104105
2014-07-25,2058.072019652981
2014-07-28,2093.8956803830315
2014-07-29,2101.0727200763336
2014-07-30,2098.590818118567
2014-07-31,2113.7783917611496
2014-08-01,2095.216131880717
2014-08-04,2127.522102270935
2014-08-05,2126.2548553940815
2014-08-06,2133.576883510565
2014-08-07,2107.9170416232664
2014-08-08,2107.7782331310586
2014-08-11,2139.173236973258
2014-08-12,2140.541914980325
2014-08-13,2151.8340534580843
2014-08-14,2129.7211508394143
2014-08-15,2147.1882264469536
2014-08-18,2157.435969923544
2014-08-19,2163.6578205095707
2014-08-20,2160.385231105634
2014-08-21,2147.6020137797123
2014-08-22,2158.813919214702
2014-08-25,2144.684992281186
2014-08-26,2126.5336265649694
2014-08-27,2129.367459327756
2014-08-28,2110.7927464011495
2014-08-29,2129.971537464259
2014-09-01,2142.989836499328
2014-09-02,2163.0728623152822
2014-09-03,2191.7161934008914
2014-09-04,2206.941683151531
2014-09-05,2219.110804025823
2014-09-08,2221.7201643445783
2014-09-09,2223.9418163711166
2014-09-10,2210.9485681344213
2014-09-11,2203.8503987088143
2014-09-12,2211.1191248431833
2014-09-15,2202.8127233809705
2014-09-16,2160.819964423579
2014-09-17,2178.7005027556006
2014-09-18,2176.6925687320045
2014-09-19,2188.575808855554
2014-09-22,2154.2972583136384
2014-09-23,2161.7765855093135
2014-09-24,2190.4235207604215
2014-09-25,2188.1416659470124
2014-09-26,2186.365023648668
2014-09-29,2176.034083409346
2014-09-30,2172.4286147740363
2014-10-01,2172.4119892412723
2014-10-02,2172.750168039067
2014-10-03,2178.1246067137217
2014-10-06,2189.0402311554976
2014-10-07,2194.4601217686713
2014-10-08,2208.2053343139414
2014-10-09,2219.9179773804194
2014-10-10,2199.2790844138053
2014-10-13,2187.3016065556926
2014-10-14,2181.9255841034264
2014-10-15,2193.233687113291
2014-10-16,2171.472398679403
2014-10-17,2170.7835827390213
2014-10-20,2184.845447502647
2014-10-21,2169.263382907988
2014-10-22,2168.443555290759
2014-10-23,2147.907917909484
2014-10-24,2144.341833237401
2014-10-27,2130.6117602487434
2014-10-28,2171.130828910659
2014-10-29,2200.172915941896
2014-10-30,2208.1484164685526
2014-10-31,2232.150585046297
2014-11-03,2239.9473798771055
2014-11-04,2243.6812029461976
2014-11-05,2233.8351229498817
2014-11-06,2234.7723700371134
2014-11-07,2222.4866255078114
2014-11-10,2261.547965085845
2014-11-11,2243.650286854633
2014-11-12,2269.438158646095
2014-11-13,2267.8237464300378
2014-11-14,2270.023153000396
2014-11-17,2258.727019073427
2014-11-18,2244.7994828007186
2014-11-19,2243.5169771622895
2014-11-20,2236.2633158592275
2014-11-21,2261.1170563121086
2014-11-24,2318.982607863528
2014-11-25,2343.5945819739027
2014-11-26,2362.448864782365
2014-11-27,2370.518905302568
2014-11-28,2380.4187818782475
2014-12-01,2358.960632475247
2014-12-02,2402.6033086683206
2014-12-03,2427.124665634275
2014-12-04,2488.0960971613436
2014-12-05,2481.009237222925
2014-12-08,2528.9407318510935
2014-12-09,2439.2421200190565
2014-12-10,2513.330623340769
2014-12-11,2507.4745442562903
2014-12-12,2522.338529022076
2014-12-15,2536.256756868552
2014-12-16,2549.909193032175
2014-12-17,2533.589264713526
2014-12-18,2530.3733816142667
2014-12-19,2543.9620935801904
2014-12-22,2521.214409026283
2014-12-23,2474.037251500655
2014-12-24,2462.5998874807287
2014-12-25,2505.535402222958
2014-12-26,2544.9231153965366
2014-12-29,2549.64835758416
2014-12-30,2531.188636011948
2014-12-31,2570.738379846643
2015-01-01,2570.738379846643
2015-01-02,2587.566313973452
2015-01-05,2639.8255261315144
2015-01-06,2650.557829461802
2015-01-07,2652.966962991905
2015-01-08,2628.1250348032318
2015-01-09,2616.190010592369
2015-01-12,2592.1608796779756
2015-01-13,2608.6240507541966
2015-01-14,2593.4314159337896
2015-01-15,2629.158245410654
2015-01-16,2637.046218876077
2015-01-19,2500.7082310526575
2015-01-20,2554.229217961945
2015-01-21,2632.193972023909
2015-01-22,2652.6387263902707
2015-01-23,2645.0639449089376
2015-01-26,2670.2353140874843
2015-01-27,2662.5027775461995
2015-01-28,2640.365692051916
2015-01-29,2616.9255157624275
2015-01-30,2591.59280402121
2015-02-02,2554.159180773686
2015-02-03,2594.338571657662
2015-02-04,2586.67504399953
2015-02-05,2563.0372013532447
2015-02-06,2526.708441130339
2015-02-09,2523.8288271820106
2015-02-10,2560.5205613066328
2015-02-11,2579.8370128536903
2015-02-12,2592.151388072527
2015-02-13,2624.8733167815326
2015-02-16,2652.3466184259055
2015-02-17,2663.6189824269063
2015-02-18,2665.122820093547
2015-02-19,2665.255190072394
2015-02-20,2665.0787058659716
2015-02-23,2664.994303624554
2015-02-24,2666.8344722468246
2015-02-25,2654.325158247821
2015-02-26,2698.3293178728723
2015-02-27,2703.9420715949723
2015-03-02,2732.3871635019614
2015-03-03,2697.467288120127
2015-03-04,2716.9040051200723
2015-03-05,2710.852896563166
2015-03-06,2699.0776672622533
2015-03-09,2713.6543614631237
2015-03-10,2715.436477677968
2015-03-11,2702.0019183681225
2015-03-12,2718.1206394642404
2015-03-13,2733.8199681917595
2015-03-16,2783.8530941616195
2015-03-17,2819.884709447511
2015-03-18,2871.460054698139
2015-03-19,2895.675002324896
2015-03-20,2914.2494461284227
2015-03-23,2962.034181868131
2015-03-24,2981.5410952894044
2015-03-25,2978.7920432291153
2015-03-26,2965.2209660924213
2015-03-27,2987.8601743702648
2015-03-30,3064.574928894627
2015-03-31,3062.9793482941977
2015-04-01,3121.1939419875043
2015-04-02,3163.4643621613363
2015-04-03,3188.2390106662237
2015-04-06,3188.266663021162
2015-04-07,3229.329028851254
2015-04-08,3308.211452390154
2015-04-09,3322.144412220911
2015-04-10,3389.511913035202
2015-04-13,3475.049249907075
2015-04-14,3445.2647546234894
2015-04-15,3385.6317167632387
2015-04-16,3452.798595653807
2015-04-17,3492.3247211116504
2015-04-20,3431.7459740617833
2015-04-21,3519.2205002737483
2015-04-22,3619.465398783373
2015-04-23,3641.1500397184277
2015-04-24,3645.1243659386996
2015-04-27,3700.6563101320066
2015-04-28,3630.6784945574086
2015-04-29,3657.4289884322357
2015-04-30,3653.224581469745
2015-05-01,3653.2739033158955
2015-05-04,3687.9783870892566
2015-05-05,3564.7120156390597
2015-05-06,3509.2202313380467
2015-05-07,3424.768709817303
2015-05-08,3525.334810149795
2015-05-11,3630.095866302577
2015-05-12,3660.4234731731926
2015-05-13,3671.1851597482223
2015-05-14,3668.061005954191
2015-05-15,3640.5771698376975
2015-05-18,3656.4937941450085
2015-05-19,3741.5713206490354
2015-05-20,3757.441504040987
2015-05-21,3802.6772667362447
2015-05-22,3859.997619066326
2015-05-25,3940.762775317142
2015-05-26,4045.9770348656607
2015-05-27,4064.46986888277
2015-05-28,3848.366424379734
2015-05-29,3856.093846851754
2015-06-01,4015.5622132648555
2015-06-02,4077.4633573662645
2015-06-03,4065.3734163929985
2015-06-04,4064.4888174117314
2015-06-05,4107.874160954444
2015-06-08,4114.71782624572
2015-06-09,4078.250552819216
2015-06-10,4093.5163427376583
2015-06-11,4119.604464572876
2015-06-12,4171.824144576197
2015-06-15,4102.085821091658
2015-06-16,3961.706267886012
2015-06-17,4025.234910539674
2015-06-18,3926.0611582332726
2015-06-19,3726.629924822487
2015-06-22,3737.698204955035
2015-06-23,3820.2190806009485
2015-06-24,3896.7628743358378
2015-06-25,3780.2169313793356
2015-06-26,3526.2427070452727
2015-06-29,3374.506387503671
2015-06-30,3530.3587395192967
2015-07-01,3397.5069157362677
2015-07-02,3236.6126608071113
2015-07-03,3071.361982764724
2015-07-06,3010.7076984198256
2015-07-07,2856.9884032283207
2015-07-08,2694.264234757415
2015-07-09,2885.282104351375
2015-07-10,3036.1680047646505
2015-07-13,3166.423648448669
2015-07-14,3156.4579185373227
2015-07-15,3015.140724258008
2015-07-16,3069.9754426034165
2015-07-17,3194.73563353298
2015-07-20,3216.835356708527
2015-07-21,3246.1997962859577
2015-07-22,3250.756707537866
2015-07-23,3322.1932548221866
2015-07-24,3277.111536828107
2015-07-27,3036.274677273109
2015-07-28,3013.071000184179
2015-07-29,3116.9525716659805
2015-07-30,3048.259850784982
2015-07-31,3045.7683089321386
2015-08-03,3017.0618881234545
2015-08-04,3112.4126720922827
2015-08-05,3079.1866999954846
2015-08-06,3054.6181069680656
2015-08-07,3117.01517276367
2015-08-10,3242.3185018738336
2015-08-11,3196.7369341714607
2015-08-12,3126.427455414753
2015-08-13,3169.8713630560737
2015-08-14,3184.6637644493812
2015-08-17,3208.6486636622703
2015-08-18,3028.545772005815
2015-08-19,3063.3537357757045
2015-08-20,2966.608338134404
2015-08-21,2837.846040314626
2015-08-24,2609.4566402196992
2015-08-25,2468.5416532544873
2015-08-26,2422.7137880784508
2015-08-27,2546.257914627746
2015-08-28,2651.7450888939275
2015-08-31,2618.7673794193774
2015-09-01,2548.2164255112116
2015-09-02,2524.453742212061
2015-09-03,2524.3217421163795
2015-09-04,2525.5776716828123
2015-09-07,2497.6491387093192
2015-09-08,2586.202893085293
2015-09-09,2662.465565803054
2015-09-10,2618.2022830306996
2015-09-11,2620.0645017658444
2015-09-14,2527.672747220964
2015-09-15,2425.1949557203543
2015-09-16,2557.36634711312
2015-09-17,2522.8787132192656
2015-09-18,2551.2338847700084
2015-09-21,2598.981033566794
2015-09-22,2614.671188566636
