Date,PERU EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1009.0110795661442
1999-01-05,1011.3898661876957
1999-01-06,1049.0088307908397
1999-01-07,1052.25061671945
1999-01-08,1064.3729152654391
1999-01-11,1060.170351257755
1999-01-12,1050.430104322361
1999-01-13,982.026110331427
1999-01-14,956.2329999648254
1999-01-15,1006.8010864607022
1999-01-18,1019.2915724907687
1999-01-19,988.8745909520053
1999-01-20,1016.852479483031
1999-01-21,1006.8923572277232
1999-01-22,987.1878747000876
1999-01-25,983.3715008729948
1999-01-26,991.4959893661577
1999-01-27,974.7113259638643
1999-01-28,986.6413771658063
1999-01-29,993.8752931598038
1999-02-01,991.7210513917775
1999-02-02,1011.548997956689
1999-02-03,1018.2664757697063
1999-02-04,1013.5709432838211
1999-02-05,1012.7912056696748
1999-02-08,1014.1230396434099
1999-02-09,1023.7929887286733
1999-02-10,1016.3243037592736
1999-02-11,1019.1148894683724
1999-02-12,1018.1374688949948
1999-02-15,1023.8310063009233
1999-02-16,1022.4358667836864
1999-02-17,1025.8543744215635
1999-02-18,1022.1411048478572
1999-02-19,1012.8948371215916
1999-02-22,999.1348648244748
1999-02-23,1004.5490917495788
1999-02-24,1006.9322915128556
1999-02-25,985.5702926697704
1999-02-26,1003.3572804655186
1999-03-01,1010.2236545186494
1999-03-02,1003.9827144784012
1999-03-03,1011.2005882121191
1999-03-04,1017.3392774157037
1999-03-05,1033.3945857046017
1999-03-08,1031.1283842225578
1999-03-09,1033.4301061474127
1999-03-10,1034.6697538984515
1999-03-11,1048.9348078554974
1999-03-12,1045.8945374801228
1999-03-15,1052.7276570920749
1999-03-16,1037.5579985919712
1999-03-17,1031.1415492979263
1999-03-18,1034.6860440136531
1999-03-19,1042.2889322222668
1999-03-22,1040.8694118571095
1999-03-23,1026.1468203617853
1999-03-24,1032.47863423274
1999-03-25,1042.229278636415
1999-03-26,1043.2205164664672
1999-03-29,1041.8487085270588
1999-03-30,1044.4768699445
1999-03-31,1051.5062411479464
1999-04-01,1051.5062411479464
1999-04-02,1051.5062411479464
1999-04-05,1047.4028218510537
1999-04-06,1045.2261545683775
1999-04-07,1044.8068287801814
1999-04-08,1057.8610409038438
1999-04-09,1057.9688636892233
1999-04-12,1055.8213546742998
1999-04-13,1059.40655794887
1999-04-14,1065.2266681462017
1999-04-15,1074.093399232278
1999-04-16,1109.895395644439
1999-04-19,1161.851064911235
1999-04-20,1156.752976438961
1999-04-21,1163.627473724013
1999-04-22,1162.8796157615257
1999-04-23,1163.3882170107113
1999-04-26,1151.9712309641786
1999-04-27,1152.044656849229
1999-04-28,1152.5390579553675
1999-04-29,1173.4099349062096
1999-04-30,1190.0036057960592
1999-05-03,1198.5643428945352
1999-05-04,1211.2847542411298
1999-05-05,1204.065783541122
1999-05-06,1238.1340846484757
1999-05-07,1241.2929250564873
1999-05-10,1254.8444989249165
1999-05-11,1271.350542650498
1999-05-12,1245.5309925425086
1999-05-13,1240.8932984894411
1999-05-14,1235.6900970863112
1999-05-17,1227.6723543846529
1999-05-18,1236.8340492530328
1999-05-19,1203.1620518036527
1999-05-20,1210.8062749380695
1999-05-21,1205.8079760072296
1999-05-24,1190.605066864937
1999-05-25,1164.76097646415
1999-05-26,1160.1814979012654
1999-05-27,1140.1597157553572
1999-05-28,1138.8040414197035
1999-05-31,1143.455448163141
1999-06-01,1154.4408633316489
1999-06-02,1135.3384208058508
1999-06-03,1145.1073734154038
1999-06-04,1139.37879296639
1999-06-07,1157.233446855872
1999-06-08,1177.1473640521342
1999-06-09,1174.977264252539
1999-06-10,1159.8723091403945
1999-06-11,1165.9535905854777
1999-06-14,1163.4931131172414
1999-06-15,1158.6868320205208
1999-06-16,1148.7870782660368
1999-06-17,1143.0577480243912
1999-06-18,1134.483124245905
1999-06-21,1141.1904033101973
1999-06-22,1134.581092283009
1999-06-23,1127.3958650292413
1999-06-24,1136.0421701632154
1999-06-25,1152.6132686016595
1999-06-28,1154.7670429300317
1999-06-29,1154.7670429300317
1999-06-30,1168.541387140147
1999-07-01,1186.499706547872
1999-07-02,1188.4821514361429
1999-07-05,1181.2034386635553
1999-07-06,1186.9814732989632
1999-07-07,1189.9863475942395
1999-07-08,1196.1320667731504
1999-07-09,1196.1472376423703
1999-07-12,1181.4102523937893
1999-07-13,1171.6404143731456
1999-07-14,1189.3666951556443
1999-07-15,1198.33415894033
1999-07-16,1197.0788511930368
1999-07-19,1183.3866431759693
1999-07-20,1185.679215140484
1999-07-21,1174.564109360735
1999-07-22,1168.4681105988714
1999-07-23,1172.5681132558448
1999-07-26,1171.0778542351165
1999-07-27,1173.151350653605
1999-07-28,1173.151350653605
1999-07-29,1173.151350653605
1999-07-30,1171.9803911591046
1999-08-02,1146.2531728191727
1999-08-03,1135.3592007360317
