Date,BRAZIL EQUAL WEIGHTED
1998-12-31,245.562271
1999-01-01,245.562271
1999-01-04,245.78127812042817
1999-01-05,244.29900137191578
1999-01-06,246.78570660457996
1999-01-07,238.8645954106159
1999-01-08,236.68032552450933
1999-01-11,230.42978659148116
1999-01-12,221.73173849839517
1999-01-13,199.20890903822445
1999-01-14,191.99443255582065
1999-01-15,205.06842341681522
1999-01-18,190.10841605514244
1999-01-19,195.30139023939307
1999-01-20,198.34289238163197
1999-01-21,181.74845060097377
1999-01-22,179.8458284188921
1999-01-25,171.8080260314556
1999-01-26,176.95600308979638
1999-01-27,174.02145069475603
1999-01-28,176.23074272176407
1999-01-29,172.72912812205934
1999-02-01,195.5134444476334
1999-02-02,208.5622844697925
1999-02-03,200.91573545234692
1999-02-04,200.87489222077232
1999-02-05,196.36020474076392
1999-02-08,190.31451881359703
1999-02-09,190.10740109217048
1999-02-10,193.107726150485
1999-02-11,192.16261793352834
1999-02-12,192.23982655438067
1999-02-15,192.23982655438067
1999-02-16,192.23982655438067
1999-02-17,191.17009262987645
1999-02-18,189.1376920898912
1999-02-19,188.97928758872135
1999-02-22,185.34475369127918
1999-02-23,181.68710897951073
1999-02-24,179.27250946978725
1999-02-25,174.9107522052478
1999-02-26,180.6022618303463
1999-03-01,172.43026949897873
1999-03-02,171.29604879956605
1999-03-03,173.3102448218869
1999-03-04,183.75772015899952
1999-03-05,192.24072881466853
1999-03-08,194.5309833834034
1999-03-09,202.69189490094914
1999-03-10,208.447502718525
1999-03-11,204.21423132336005
1999-03-12,203.225055290865
1999-03-15,215.025328103781
1999-03-16,217.18799873953623
1999-03-17,220.11533495540885
1999-03-18,227.85809371542368
1999-03-19,227.2563342771593
1999-03-22,223.96341797079378
1999-03-23,222.18774044337485
1999-03-24,222.60870730103588
1999-03-25,235.6923772971644
1999-03-26,237.01184993638427
1999-03-29,241.31475724178344
1999-03-30,245.98612709681487
1999-03-31,250.55875037423374
1999-04-01,250.55875037423374
1999-04-02,250.55875037423374
1999-04-05,252.98921752734915
1999-04-06,258.6209722439774
1999-04-07,263.5470499431469
1999-04-08,263.9837414705604
1999-04-09,262.66625260483835
1999-04-12,265.22968636694344
1999-04-13,267.7891482502595
1999-04-14,270.0248043738556
1999-04-15,273.5836252227596
1999-04-16,276.14784782501727
1999-04-19,280.08158963162964
1999-04-20,268.7762369011591
1999-04-21,268.7762369011591
1999-04-22,268.2573461940297
1999-04-23,268.264930827189
1999-04-26,265.1886057906473
1999-04-27,264.7045317639598
1999-04-28,274.4136462748798
1999-04-29,281.5510002387855
1999-04-30,284.2128486517561
1999-05-03,284.1100407964121
1999-05-04,280.2333274295495
1999-05-05,283.59120797536673
1999-05-06,288.8909437161976
1999-05-07,298.73931869563796
1999-05-10,305.601626068366
1999-05-11,303.0890879823352
1999-05-12,301.19610183804036
1999-05-13,307.6317944166933
1999-05-14,307.90149776580375
1999-05-17,302.6493644099245
1999-05-18,306.7032426578488
1999-05-19,303.1548858644322
1999-05-20,298.9052082244857
1999-05-21,290.25617407974596
1999-05-24,275.38609783638185
1999-05-25,265.4768891485125
1999-05-26,280.50139716255717
1999-05-27,273.8874580534854
1999-05-28,272.9143943086753
1999-05-31,276.6158782901828
1999-06-01,273.84072663154456
1999-06-02,274.92370148991574
1999-06-03,275.17612255922734
1999-06-04,279.84017940422086
1999-06-07,276.85603115291536
1999-06-08,274.1311169942545
1999-06-09,273.1806165317409
1999-06-10,278.52896733686794
1999-06-11,280.261289464728
1999-06-14,277.878839612569
1999-06-15,281.89769960493476
1999-06-16,291.97446840641624
1999-06-17,292.11586017609153
1999-06-18,294.1105289964951
1999-06-21,292.78212797502044
1999-06-22,290.4667793880654
1999-06-23,287.7745054489434
1999-06-24,280.74410314016365
1999-06-25,279.26696441982136
1999-06-28,281.30164422011705
1999-06-29,283.8009758118955
1999-06-30,294.3770311904416
1999-07-01,292.4878911089391
1999-07-02,299.7199369279041
1999-07-05,299.78712322907154
1999-07-06,298.54797580024444
1999-07-07,300.3638832098673
1999-07-08,293.0692564059286
1999-07-09,293.7212458528829
1999-07-12,282.18668319058764
1999-07-13,282.44782173668915
1999-07-14,283.2545283233156
1999-07-15,286.13549792985634
1999-07-16,289.22085268678086
1999-07-19,294.4994590519584
1999-07-20,286.1695513030298
1999-07-21,288.2984854246925
1999-07-22,287.962958850736
1999-07-23,285.70414209841556
1999-07-26,279.36329412032387
1999-07-27,279.7563315222159
1999-07-28,283.93916063883216
1999-07-29,281.61808865013063
1999-07-30,280.4593008516927
1999-08-02,273.2507497335451
1999-08-03,272.40634171807005
1999-08-04,270.39680030568064
1999-08-05,264.50521731711046
1999-08-06,264.0185341482158
1999-08-09,259.35259076642467
1999-08-10,255.36398134697723
1999-08-11,260.4393414892393
1999-08-12,259.5443005787418
1999-08-13,261.03904511955756
1999-08-16,258.95369454197714
1999-08-17,257.16503936223137
1999-08-18,250.25870097371208
1999-08-19,248.59910651670165
1999-08-20,256.49849236325684
1999-08-23,259.5439093915342
1999-08-24,254.78639887803533
1999-08-25,261.4455614816661
1999-08-26,258.58969541638
1999-08-27,257.7004921708115
1999-08-30,259.1837777908859
1999-08-31,260.15012029547216
1999-09-01,263.5036214436753
1999-09-02,267.7849864208823
1999-09-03,269.3840701975917
1999-09-06,270.82747302618236
1999-09-07,270.82747302618236
1999-09-08,271.72645084322613
1999-09-09,277.6853464629897
1999-09-10,281.186097753721
1999-09-13,281.25189115859325
1999-09-14,284.1702150035397
1999-09-15,279.60350287942356
1999-09-16,277.02717863561395
1999-09-17,278.4799765267935
1999-09-20,286.5875204889106
1999-09-21,283.147739924641
1999-09-22,284.9922194337977
1999-09-23,282.1669471749556
1999-09-24,283.93139682414744
1999-09-27,284.37277793915104
1999-09-28,280.85865287569675
1999-09-29,282.7632803088477
1999-09-30,275.9585404985749
1999-10-01,272.6045636137703
1999-10-04,274.2771977975635
1999-10-05,270.074798467945
1999-10-06,276.3718639398063
1999-10-07,279.051012419256
1999-10-08,279.39138236953045
1999-10-11,281.1510295941252
1999-10-12,281.1510295941252
1999-10-13,276.4946427042761
1999-10-14,276.0705666365328
1999-10-15,272.09736480228366
1999-10-18,267.0833257428212
1999-10-19,269.74406136602585
1999-10-20,275.0538116654091
1999-10-21,275.40408693612045
1999-10-22,281.0336929639612
1999-10-25,278.56621957706176
1999-10-26,279.85312602193164
1999-10-27,282.47193022116153
1999-10-28,287.58339362900824
1999-10-29,292.3477044285409
1999-11-01,295.07024258304233
1999-11-02,295.07024258304233
1999-11-03,303.5151719535917
1999-11-04,310.32259705881194
1999-11-05,321.3451019739964
1999-11-08,323.4647043077132
1999-11-09,320.5153930225587
1999-11-10,325.7467562244669
1999-11-11,323.8157384655205
1999-11-12,321.5385202224662
1999-11-15,321.5385202224662
1999-11-16,325.1700081610325
1999-11-17,322.24114746151054
1999-11-18,326.73987981868265
1999-11-19,337.1924242652409
1999-11-22,335.2904492395006
1999-11-23,338.76633117544776
1999-11-24,334.1532520228766
1999-11-25,337.53251366760963
1999-11-26,345.0464598221983
1999-11-29,347.5821107853037
1999-11-30,347.42673134367294
1999-12-01,350.3139818511874
1999-12-02,362.9503382258938
1999-12-03,365.4653708571993
1999-12-06,365.27196081582787
1999-12-07,366.35223211429076
1999-12-08,366.32331467430856
1999-12-09,369.4632456956216
1999-12-10,377.61997873859326
1999-12-13,380.5392955092439
1999-12-14,378.9885388859415
1999-12-15,376.81465248369295
1999-12-16,387.5270464733992
1999-12-17,400.7950127305134
1999-12-20,412.1217115054648
1999-12-21,423.0049165695781
1999-12-22,426.5266522978975
1999-12-23,423.7816430573983
1999-12-24,423.7816430573983
1999-12-27,424.49157513192915
1999-12-28,431.7254980665877
1999-12-29,447.59194951879743
1999-12-30,454.4915265275755
1999-12-31,454.4915265275755
2000-01-03,449.5566890640862
2000-01-04,425.0075960528756
2000-01-05,431.04327008381085
