Date,COLOMBIA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1004.5696985940455
1999-01-05,1002.576431604062
1999-01-06,1020.4889620153142
1999-01-07,1014.2617537386484
1999-01-08,1005.3796875373956
1999-01-11,1006.9922698349025
1999-01-12,966.0478907619387
1999-01-13,907.0410087560853
1999-01-14,892.5787292635408
1999-01-15,906.0834814039742
1999-01-18,908.8993228113808
1999-01-19,884.4154071945683
1999-01-20,907.8074275672719
1999-01-21,889.5557380929597
1999-01-22,880.1737221692698
1999-01-25,869.8256997307341
1999-01-26,820.6134453732104
1999-01-27,853.9208816028778
1999-01-28,820.0912327488373
1999-01-29,804.4179184292711
1999-02-01,802.6126060156043
1999-02-02,791.7123674675979
1999-02-03,778.3881810180916
1999-02-04,772.8288319337729
1999-02-05,785.6294169196531
1999-02-08,786.3805210906345
1999-02-09,800.28582268845
1999-02-10,829.1408891811844
1999-02-11,853.404666096604
1999-02-12,865.9687823466394
1999-02-15,869.9947316921964
1999-02-16,870.6556029561642
1999-02-17,875.241401091121
1999-02-18,892.3430006019559
1999-02-19,913.4209408980747
1999-02-22,915.9567812475577
1999-02-23,920.0118566870173
1999-02-24,897.9706436068516
1999-02-25,874.9591935393929
1999-02-26,891.5204452785289
1999-03-01,884.9880812210203
1999-03-02,875.9949227398208
1999-03-03,890.9892953503105
1999-03-04,894.8793126367234
1999-03-05,896.9550286411638
1999-03-08,899.6082392202203
1999-03-09,898.6865148866384
1999-03-10,888.7956788855558
1999-03-11,885.9189254560715
1999-03-12,884.1495745991666
1999-03-15,885.2459530994568
1999-03-16,900.0555732809671
1999-03-17,902.5963108177575
1999-03-18,907.6380738089101
1999-03-19,925.3845275902211
1999-03-22,927.1666427793076
1999-03-23,933.6262764111259
1999-03-24,933.7882963323736
1999-03-25,956.8344290678826
1999-03-26,961.8492903654111
1999-03-29,965.1356898340579
1999-03-30,949.9070063026179
1999-03-31,950.2334671844246
1999-04-01,948.8711567981363
1999-04-02,950.9822027089735
1999-04-05,957.4905912221985
1999-04-06,946.5227535947467
1999-04-07,942.0438244713973
1999-04-08,952.8699227416026
1999-04-09,977.9575040851042
1999-04-12,1032.3610616795766
1999-04-13,1061.1922943016464
1999-04-14,1077.2969950610773
1999-04-15,1062.525549438894
1999-04-16,1084.1076100112812
1999-04-19,1147.2378012565687
1999-04-20,1139.8881868527437
1999-04-21,1140.7049494351718
1999-04-22,1160.1725559425
1999-04-23,1181.7741976660773
1999-04-26,1222.9183836530237
1999-04-27,1249.1365775535994
1999-04-28,1245.4282101498786
1999-04-29,1273.5159206925705
1999-04-30,1275.9508656321311
1999-05-03,1311.1390872455222
1999-05-04,1359.7354334015454
1999-05-05,1320.4219880677779
1999-05-06,1246.033714789806
1999-05-07,1308.8923910984965
1999-05-10,1324.8242980832952
1999-05-11,1335.41165216794
1999-05-12,1376.104443282405
1999-05-13,1393.7199675685852
1999-05-14,1373.7918503909748
1999-05-17,1381.1819165509091
1999-05-18,1365.175571762749
1999-05-19,1337.276900571607
1999-05-20,1311.2780433837504
1999-05-21,1284.3096870097195
1999-05-24,1270.3482709515667
1999-05-25,1206.5726425307437
1999-05-26,1151.0228845657634
1999-05-27,1225.8816403449487
1999-05-28,1263.2176884707953
1999-05-31,1243.6372514780835
1999-06-01,1198.0794307990598
1999-06-02,1189.8188728542975
1999-06-03,1189.4063401729097
1999-06-04,1170.328916978274
1999-06-07,1173.2389186666082
1999-06-08,1136.1121103573737
1999-06-09,1112.5730947869192
1999-06-10,1058.1328501392138
1999-06-11,1021.017310022053
1999-06-14,1027.7042334220623
1999-06-15,1014.0876363996174
1999-06-16,1000.3258395840263
1999-06-17,1018.8521361330503
1999-06-18,1040.95361976458
1999-06-21,1037.3333722713123
1999-06-22,1019.7545853816423
1999-06-23,995.919027886484
1999-06-24,975.4637004609363
1999-06-25,943.2507350234755
1999-06-28,977.1561283637444
1999-06-29,986.4195560922418
1999-06-30,977.5933755276998
1999-07-01,975.7983086777323
1999-07-02,986.8503809565711
1999-07-05,985.7893033757566
1999-07-06,953.5716745568872
1999-07-07,946.531481274882
1999-07-08,905.3254019644329
1999-07-09,891.8488967308293
1999-07-12,864.0888013224874
1999-07-13,860.426805557892
1999-07-14,864.4611314337599
1999-07-15,926.9432029902858
1999-07-16,962.4726946080524
1999-07-19,963.0273567985148
1999-07-20,941.1950363177803
1999-07-21,944.9097230822646
1999-07-22,929.0241931392404
1999-07-23,901.1318471795051
1999-07-26,882.3079516453362
1999-07-27,889.313731406387
1999-07-28,886.4085986166086
1999-07-29,883.1548608292712
1999-07-30,869.790449844265
1999-08-02,872.637834067939
1999-08-03,846.671674054916
1999-08-04,809.281115982863
1999-08-05,783.9153439721858
1999-08-06,792.2473675668076
1999-08-09,784.9107056775747
1999-08-10,786.7107906358467
