Date,CHINA EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,977.1153182316627
1999-01-05,974.6184786277103
1999-01-06,1002.0811282788106
1999-01-07,1017.6726738274074
1999-01-08,1020.906931411791
1999-01-11,1003.8557178826612
1999-01-12,982.0387613253685
1999-01-13,906.6272695964985
1999-01-14,880.7675879017727
1999-01-15,909.8315005332149
1999-01-18,898.8204464857977
1999-01-19,877.8162498268358
1999-01-20,854.55008904693
1999-01-21,847.6957681487277
1999-01-22,817.8267276737364
1999-01-25,814.1897615157447
1999-01-26,823.2180267342964
1999-01-27,857.0027467792096
1999-01-28,856.1533340372615
1999-01-29,863.2380933267737
1999-02-01,855.8369595962848
1999-02-02,838.0335559044661
1999-02-03,820.9427915338246
1999-02-04,818.4465247368173
1999-02-05,815.501061865501
1999-02-08,816.650269311791
1999-02-09,834.524897722983
1999-02-10,823.772343678282
1999-02-11,829.4444328112869
1999-02-12,846.2962217647166
1999-02-15,847.4638026262029
1999-02-16,851.782639107044
1999-02-17,846.8362968441174
1999-02-18,846.0651370454173
1999-02-19,842.160784675823
1999-02-22,839.077846387306
1999-02-23,841.6394479753417
1999-02-24,845.3037984455507
1999-02-25,836.8932898410317
1999-02-26,863.3637988666153
1999-03-01,882.7366615345877
1999-03-02,854.0352973521067
1999-03-03,884.4037850473844
1999-03-04,884.7194597588971
1999-03-05,875.5896910669626
1999-03-08,859.7975860060568
1999-03-09,852.9961948505795
1999-03-10,840.151212913453
1999-03-11,873.4241902761497
1999-03-12,872.8799210301523
1999-03-15,866.2988420265607
1999-03-16,861.8889808248014
1999-03-17,883.9901191313655
1999-03-18,925.0661575065722
1999-03-19,944.1763533876408
1999-03-22,1013.2089019981911
1999-03-23,1037.744317266245
1999-03-24,1025.4327357196773
1999-03-25,1018.1167964316988
1999-03-26,1009.9654522485968
1999-03-29,1008.2875118058682
1999-03-30,979.4349652005059
1999-03-31,984.3633654978969
1999-04-01,997.5252377888704
1999-04-02,1008.7328743095256
1999-04-05,1013.2606426493523
1999-04-06,1013.0348151142493
1999-04-07,1034.5813257015961
1999-04-08,1059.67409014042
1999-04-09,1119.754043484207
1999-04-12,1111.9806379525555
1999-04-13,1100.22382987243
1999-04-14,1085.4354115700894
1999-04-15,1126.4354934389817
1999-04-16,1149.0510047545126
1999-04-19,1186.91567313739
1999-04-20,1235.4582649298645
1999-04-21,1235.042049523508
1999-04-22,1261.68004116807
1999-04-23,1233.8960226955264
1999-04-26,1226.4897203461828
1999-04-27,1231.783608114086
1999-04-28,1205.0560894735397
1999-04-29,1222.1631074081479
1999-04-30,1251.5845442598882
1999-05-03,1252.4078485648351
1999-05-04,1273.9636010272088
1999-05-05,1272.9579061579748
1999-05-06,1330.4312848370434
1999-05-07,1341.7163749948916
1999-05-10,1280.6202283897144
1999-05-11,1318.9118195173337
1999-05-12,1330.2012687753593
1999-05-13,1338.0350047217214
1999-05-14,1327.8597518608499
1999-05-17,1312.1731848402933
1999-05-18,1330.3682579130766
1999-05-19,1349.8792605398037
1999-05-20,1330.0835600821015
1999-05-21,1301.0843463269446
1999-05-24,1328.1570100658164
1999-05-25,1327.8432659408572
1999-05-26,1329.80484186638
1999-05-27,1325.7849765778085
1999-05-28,1316.3360657959686
1999-05-31,1380.176573310652
1999-06-01,1449.8075053389714
1999-06-02,1430.6190070993975
1999-06-03,1429.1324345016342
1999-06-04,1456.7194409219492
1999-06-07,1494.0851096473418
1999-06-08,1482.8092724151973
1999-06-09,1493.3635102777
1999-06-10,1571.9590034051473
1999-06-11,1656.548187384299
1999-06-14,1724.0972194330702
1999-06-15,1663.778872236298
1999-06-16,1726.2753632300132
1999-06-17,1775.960615955875
1999-06-18,1762.065608617012
1999-06-21,1827.486550985309
1999-06-22,1876.1857897439209
1999-06-23,1984.5097507055127
1999-06-24,1971.8221669032137
1999-06-25,1928.8721457594265
1999-06-28,2042.863097659254
1999-06-29,2121.674552500476
1999-06-30,2113.394286657385
1999-07-01,2082.890559921027
1999-07-02,2115.0547684857006
1999-07-05,2149.4583036493636
1999-07-06,2060.328810207914
1999-07-07,1982.0367842246267
1999-07-08,2010.5414501374885
1999-07-09,2040.858686680514
1999-07-12,2074.84240924942
1999-07-13,2012.8295430858234
1999-07-14,1938.893608180173
1999-07-15,1907.4144794213914
1999-07-16,1863.8834556472948
1999-07-19,1760.969442124851
1999-07-20,1778.0818637110272
1999-07-21,1808.787304503944
1999-07-22,1775.305585304685
1999-07-23,1800.6324906444247
1999-07-26,1729.5001772400021
1999-07-27,1728.9028961782158
1999-07-28,1755.9757760724242
1999-07-29,1757.9008971839066
1999-07-30,1791.0494933640427
1999-08-02,1835.7483026601456
1999-08-03,1832.9408933653604
1999-08-04,1784.984320570678
1999-08-05,1746.5321796443595
1999-08-06,1699.375300532776
