Date,SOUTH AFRICA EQUAL WEIGHTED
1999-08-03,1349.5884002882838
1999-08-04,1360.2623104762042
1999-08-05,1338.9002278661026
1999-08-06,1331.1610441552118
1999-08-09,1343.3111248931218
1999-08-10,1322.2112576109062
1999-08-11,1347.7653729977155
1999-08-12,1361.2099754253268
1999-08-13,1371.4099017695944
1999-08-16,1372.1152846859522
1999-08-17,1380.2379058639224
1999-08-18,1385.041933609707
1999-08-19,1364.8957782623515
1999-08-20,1368.0472851424058
1999-08-23,1388.934717262084
1999-08-24,1385.090517983051
1999-08-25,1393.805493014715
1999-08-26,1395.2595570623546
1999-08-27,1388.9889781335928
1999-08-30,1381.4192201227997
1999-08-31,1355.7637524920308
1999-09-01,1370.7684467296478
1999-09-02,1342.207543718122
1999-09-03,1362.5432935915348
1999-09-06,1361.638685134934
1999-09-07,1346.1085272128882
1999-09-08,1317.1502487259718
1999-09-09,1311.8034746370822
1999-09-10,1319.2912777477538
1999-09-13,1330.194534212996
1999-09-14,1343.9540095728387
1999-09-15,1344.842145260715
1999-09-16,1326.0873238588651
1999-09-17,1324.778112596023
1999-09-20,1324.4406458979133
1999-09-21,1311.529997545051
1999-09-22,1293.6766197524978
1999-09-23,1312.918571197855
1999-09-24,1309.126179753793
1999-09-27,1330.0982300183182
1999-09-28,1358.4385275039733
1999-09-29,1336.8761436388374
1999-09-30,1337.153365936143
1999-10-01,1350.8816574910863
1999-10-04,1410.361987613621
1999-10-05,1434.5145816750478
1999-10-06,1408.1629490125415
1999-10-07,1426.5913512787697
1999-10-08,1468.7327085821983
1999-10-11,1479.1859092123177
1999-10-12,1466.6595409681934
1999-10-13,1428.228012446176
1999-10-14,1416.90668193663
1999-10-15,1349.5606855327128
1999-10-18,1346.9682621353138
1999-10-19,1373.3096866111339
1999-10-20,1376.581230471272
1999-10-21,1344.0345302995297
1999-10-22,1388.2730623140133
1999-10-25,1400.1390240369055
1999-10-26,1422.4711421374432
1999-10-27,1423.6465264176313
1999-10-28,1443.1860038740208
1999-10-29,1458.4171959126681
1999-11-01,1454.622586329849
1999-11-02,1445.8195737556505
1999-11-03,1444.5068519710271
1999-11-04,1481.5249420423645
1999-11-05,1495.7860473368046
1999-11-08,1509.8676822807472
1999-11-09,1542.1907672768018
1999-11-10,1516.6213060771809
1999-11-11,1530.1570689783355
1999-11-12,1543.8518184422944
1999-11-15,1568.4475369517136
1999-11-16,1577.9131859283393
1999-11-17,1556.7030301606644
1999-11-18,1565.5083536772456
1999-11-19,1601.8490228521214
1999-11-22,1602.2171098636331
1999-11-23,1630.8347002351572
1999-11-24,1652.2168196386385
1999-11-25,1642.0874067467062
1999-11-26,1664.191273634263
1999-11-29,1653.9588237198502
1999-11-30,1641.5581787825336
1999-12-01,1667.4377578777032
1999-12-02,1686.5822816309785
1999-12-03,1693.1950211429821
1999-12-06,1673.2472967557144
1999-12-07,1678.8327582455709
1999-12-08,1700.34757953674
1999-12-09,1724.5970635359454
1999-12-10,1735.4047799470757
1999-12-13,1767.42236881206
1999-12-14,1772.5381278167972
1999-12-15,1770.5213399053935
1999-12-16,1746.639283700352
1999-12-17,1788.1105330602886
1999-12-20,1847.9610204416967
1999-12-21,1846.819640454845
1999-12-22,1860.1866413168257
1999-12-23,1847.6676937548284
1999-12-24,1859.6285970097351
1999-12-27,1865.2693127703853
1999-12-28,1869.9009257929824
1999-12-29,1887.5511101355744
1999-12-30,1892.1127357277942
1999-12-31,1892.1127357277942
2000-01-03,1879.5176303276928
2000-01-04,1838.3113330391711
2000-01-05,1822.7611828594106
2000-01-06,1810.3283093694158
2000-01-07,1889.6117983691454
2000-01-10,1973.0796663924639
2000-01-11,1989.544734253995
2000-01-12,1995.306823454247
2000-01-13,2010.2785367959175
2000-01-14,2061.762360287693
2000-01-17,2122.501653577632
2000-01-18,2099.4708338044143
2000-01-19,2087.8191084001696
2000-01-20,2092.8284017703727
2000-01-21,2066.134075754098
2000-01-24,2061.4098178999952
2000-01-25,1987.711025162654
2000-01-26,1959.0325979507036
2000-01-27,1971.704068861155
2000-01-28,1917.6378446294336
2000-01-31,1916.0333825550952
2000-02-01,2005.4252192466952
2000-02-02,2022.2897038213475
2000-02-03,2030.1628300740854
2000-02-04,1983.5295875979489
2000-02-07,2010.8220445875122
2000-02-08,2013.2841713923867
2000-02-09,2029.6942078509944
2000-02-10,2001.4794885609422
2000-02-11,1973.8436791156423
2000-02-14,1967.6563371316927
2000-02-15,1937.7505968017504
2000-02-16,1911.6725476423453
2000-02-17,1933.4110642345095
2000-02-18,1930.1598114681626
2000-02-21,1902.2512005304582
2000-02-22,1826.581009455669
2000-02-23,1856.6299412147516
2000-02-24,1882.0276858941693
2000-02-25,1907.0524425098918
2000-02-28,1876.5401724680082
2000-02-29,1893.0520662144288
2000-03-01,1905.3588945408749
2000-03-02,1882.8679533271115
2000-03-03,1828.4067601063668
2000-03-06,1845.570863321382
2000-03-07,1850.366846515163
2000-03-08,1844.9657938146252
2000-03-09,1840.0198454830588
2000-03-10,1857.3198705238701
2000-03-13,1787.1021039542668
2000-03-14,1831.8213961226938
2000-03-15,1798.9629542721675
2000-03-16,1805.9313322984117
2000-03-17,1827.6662828744286
2000-03-20,1805.3794681965992
2000-03-21,1805.5155023439645
2000-03-22,1849.043321450602
2000-03-23,1845.815751595717
2000-03-24,1854.185684860699
2000-03-27,1871.4386337259955
2000-03-28,1842.5862199521953
2000-03-29,1845.8943485631503
2000-03-30,1791.2482916259235
2000-03-31,1782.2258288613266
2000-04-03,1804.5489796534553
2000-04-04,1806.940298707689
2000-04-05,1715.2895566584698
2000-04-06,1755.1946191056065
2000-04-07,1754.121218285712
2000-04-10,1758.6935044810236
2000-04-11,1699.953557006693
2000-04-12,1702.3799521793464
2000-04-13,1656.8702872875456
2000-04-14,1614.9057874814523
2000-04-17,1486.201149548097
2000-04-18,1552.9805746644683
2000-04-19,1607.9454656291844
2000-04-20,1626.1696390774846
2000-04-21,1626.1696390774846
2000-04-24,1615.1188756506376
2000-04-25,1682.298486911744
2000-04-26,1698.9175437260087
2000-04-27,1703.4553442926317
2000-04-28,1723.3760614005269
2000-05-01,1726.3002600663401
2000-05-02,1731.4838537364408
2000-05-03,1737.4006951230122
2000-05-04,1706.3749469376423
2000-05-05,1677.2586061784436
2000-05-08,1673.4799869562366
2000-05-09,1665.771980766802
2000-05-10,1632.6481038799996
2000-05-11,1669.2651729374338
2000-05-12,1641.573345699882
2000-05-15,1627.7262637701058
2000-05-16,1656.9760375474934
2000-05-17,1653.6938590732223
2000-05-18,1618.2700573764193
2000-05-19,1573.240772741712
2000-05-22,1543.6440975084477
2000-05-23,1536.1551088858794
2000-05-24,1510.5228180811712
2000-05-25,1534.8100064871721
2000-05-26,1499.2245857046205
2000-05-29,1530.9880146369273
2000-05-30,1551.2190799351902
2000-05-31,1590.1544976044763
2000-06-01,1579.329216963685
2000-06-02,1600.2977756351165
2000-06-05,1594.0117347699556
2000-06-06,1586.278281645816
2000-06-07,1592.0019531498672
2000-06-08,1585.8950591006817
2000-06-09,1603.3120371412742
2000-06-12,1615.9750654169875
2000-06-13,1596.065935122752
2000-06-14,1606.7293620077896
2000-06-15,1616.357051493555
2000-06-16,1623.3789219577907
2000-06-19,1630.7319565589348
2000-06-20,1639.196828679851
2000-06-21,1630.4844937782993
2000-06-22,1638.3191178901095
2000-06-23,1644.4791326533154
2000-06-26,1655.4702252033892
2000-06-27,1661.4184916376869
2000-06-28,1644.6957743066655
2000-06-29,1605.431112942353
2000-06-30,1617.9274629743084
2000-07-03,1623.3398565200848
2000-07-04,1642.785648682374
2000-07-05,1641.1435622415631
2000-07-06,1610.4822019304593
2000-07-07,1612.2229495872857
2000-07-10,1616.877367852636
2000-07-11,1609.0128145458816
2000-07-12,1636.7200262836177
2000-07-13,1656.7682335876532
2000-07-14,1661.6608530518215
2000-07-17,1660.901215664865
2000-07-18,1647.0003318441973
2000-07-19,1660.0865940821127
2000-07-20,1662.8383603360123
2000-07-21,1661.1437507835458
2000-07-24,1649.742743716769
2000-07-25,1628.9347337140305
2000-07-26,1624.1138752425863
2000-07-27,1634.8266707969867
2000-07-28,1634.9300377939585
2000-07-31,1634.0587525300202
2000-08-01,1638.5280426677593
2000-08-02,1664.0412583375985
2000-08-03,1677.41626142332
2000-08-04,1684.536327643509
2000-08-07,1698.1184944711022
2000-08-08,1708.0275205906619
2000-08-09,1707.8655807007285
2000-08-10,1722.2091577652147
2000-08-11,1740.7186979390053
2000-08-14,1768.3495529463657
2000-08-15,1741.5479284174683
2000-08-16,1747.07004929077
2000-08-17,1731.9345478270545
2000-08-18,1739.5351900727076
2000-08-21,1764.2635654689705
2000-08-22,1786.4315014989838
2000-08-23,1787.5508360848532
2000-08-24,1783.825564733076
2000-08-25,1795.3410787498362
2000-08-28,1806.6733873900896
2000-08-29,1830.2663222234478
2000-08-30,1835.1581886584704
2000-08-31,1864.391173147518
2000-09-01,1848.986617664143
2000-09-04,1869.7518878793253
2000-09-05,1861.3213178199937
2000-09-06,1864.9614885362453
2000-09-07,1862.7407087664749
2000-09-08,1864.5784673796525
2000-09-11,1866.1855204742537
2000-09-12,1848.5661813723138
2000-09-13,1848.5276820757483
2000-09-14,1853.2179273487725
2000-09-15,1817.635805981155
2000-09-18,1813.380212795055
2000-09-19,1781.741880877402
2000-09-20,1784.4816128520913
2000-09-21,1743.769889312546
2000-09-22,1694.0471849084302
2000-09-25,1710.557921306117
2000-09-26,1720.5078678429331
2000-09-27,1726.1682404905387
2000-09-28,1722.6324591781813
2000-09-29,1731.2822636043854
2000-10-02,1733.6447356287895
2000-10-03,1735.5156034162749
2000-10-04,1724.696534649049
2000-10-05,1712.967486911574
2000-10-06,1703.519967586167
2000-10-09,1677.730805160667
2000-10-10,1658.8205706873114
2000-10-11,1613.0770059945842
2000-10-12,1609.077343273215
2000-10-13,1599.7644976593886
2000-10-16,1625.1338141227056
2000-10-17,1590.5054858950084
2000-10-18,1504.606231448396
2000-10-19,1571.6788095199977
2000-10-20,1595.2823624853374
2000-10-23,1603.8429266515207
2000-10-24,1600.3012738769444
2000-10-25,1578.0836096652197
2000-10-26,1557.6178340010802
2000-10-27,1546.1438685004784
2000-10-30,1545.754112313036
2000-10-31,1568.0762362510143
2000-11-01,1604.78657105539
2000-11-02,1630.2722124255733
2000-11-03,1608.8618730715384
2000-11-06,1610.032566075106
2000-11-07,1600.4891228544593
2000-11-08,1594.9802077024835
2000-11-09,1558.8948108793581
2000-11-10,1555.7147442128953
2000-11-13,1523.5448326157737
2000-11-14,1550.9873312903126
2000-11-15,1535.770896662139
2000-11-16,1513.0613904306476
2000-11-17,1503.350229779202
2000-11-20,1496.2627452389293
2000-11-21,1495.9501578951545
2000-11-22,1466.3681303717647
2000-11-23,1446.9429100316333
2000-11-24,1452.3436497313485
2000-11-27,1480.636802310411
2000-11-28,1471.8206804817605
2000-11-29,1470.3634469548972
2000-11-30,1410.5710816221945
2000-12-01,1424.2052845347246
2000-12-04,1421.1301314013765
2000-12-05,1428.4766065813828
2000-12-06,1486.5699349389706
2000-12-07,1450.8129740508255
2000-12-08,1469.9598364837627
2000-12-11,1514.1747311347647
2000-12-12,1489.7745676492034
2000-12-13,1485.3976228627826
2000-12-14,1456.9066525785233
2000-12-15,1438.3943063801428
2000-12-18,1462.8870183887618
2000-12-19,1461.8564257119758
2000-12-20,1448.827669779311
2000-12-21,1421.2551524764824
2000-12-22,1455.7669443847258
2000-12-25,1455.7669443847258
2000-12-26,1449.221867496516
2000-12-27,1460.7426535711102
2000-12-28,1477.9677607226986
2000-12-29,1446.9162316507384
2001-01-01,1446.9162316507384
2001-01-02,1421.9881284685243
2001-01-03,1414.8621867482625
2001-01-04,1464.777526868897
2001-01-05,1456.5440332865014
2001-01-08,1453.959314742299
2001-01-09,1436.2905809233625
2001-01-10,1418.3374963234864
2001-01-11,1444.0174999932788
2001-01-12,1463.6651251713747
2001-01-15,1504.6282356366
2001-01-16,1491.108611970316
2001-01-17,1513.7600314597235
2001-01-18,1478.5288973447844
2001-01-19,1497.737474231195
2001-01-22,1487.5079533033002
2001-01-23,1494.2498524358052
2001-01-24,1523.7581815444034
2001-01-25,1542.1407201873951
2001-01-26,1536.0663853090134
2001-01-29,1558.2908111877377
2001-01-30,1566.1938205340932
2001-01-31,1568.6234222456249
2001-02-01,1580.0653074161444
2001-02-02,1574.6357279810475
2001-02-05,1556.0298593768741
2001-02-06,1573.5487977331366
2001-02-07,1541.9756302328576
2001-02-08,1535.3290792976654
2001-02-09,1527.2724560228069
2001-02-12,1545.1164091845628
2001-02-13,1544.8358659546807
2001-02-14,1536.34252025885
2001-02-15,1568.9858369315002
2001-02-16,1543.965855693071
2001-02-19,1569.29032978125
2001-02-20,1586.413728309132
2001-02-21,1552.943135445221
2001-02-22,1546.2863930447495
2001-02-23,1523.726175352182
2001-02-26,1553.4344161798745
2001-02-27,1567.4975588573543
2001-02-28,1543.8861206121367
2001-03-01,1523.7382219248814
2001-03-02,1499.8640616843916
2001-03-05,1520.1946525555084
2001-03-06,1521.6466728888674
2001-03-07,1519.9384315972209
2001-03-08,1530.1119862003213
2001-03-09,1511.7380194451093
2001-03-12,1493.0720361282993
2001-03-13,1494.7117657088788
2001-03-14,1446.2018350936296
2001-03-15,1443.8329911854548
2001-03-16,1435.2203592474295
2001-03-19,1423.0371974681102
2001-03-20,1419.8546349351407
2001-03-21,1426.8150732312176
2001-03-22,1412.2975340306389
2001-03-23,1430.9737715853184
2001-03-26,1453.6330809552005
2001-03-27,1441.4967281977845
2001-03-28,1434.4008246189806
2001-03-29,1434.3955711789627
2001-03-30,1397.9132199005792
2001-04-02,1373.1911009528976
2001-04-03,1331.361404139376
2001-04-04,1326.3076011218127
2001-04-05,1371.0465190075288
2001-04-06,1350.9527146002897
2001-04-09,1359.2949602964038
2001-04-10,1395.6935217264063
2001-04-11,1440.2655056320702
2001-04-12,1429.4456595697816
2001-04-13,1429.4456595697816
2001-04-16,1440.9989812650547
2001-04-17,1422.8867308646081
2001-04-18,1464.584444906541
2001-04-19,1448.5745965635385
2001-04-20,1418.6795080765003
2001-04-23,1416.5375105206863
2001-04-24,1442.8324648659877
2001-04-25,1435.6944534811757
2001-04-26,1439.5724710741224
2001-04-27,1464.0635963131754
2001-04-30,1503.9581275882003
2001-05-01,1497.5217351404829
2001-05-02,1494.5402936878552
2001-05-03,1470.4977892673676
2001-05-04,1473.734933193531
2001-05-07,1499.305296050064
2001-05-08,1509.5106330252702
2001-05-09,1512.6265847209859
2001-05-10,1518.7987471929612
2001-05-11,1518.8114324663525
2001-05-14,1511.4190472319074
2001-05-15,1497.115928721589
2001-05-16,1490.9462497868908
2001-05-17,1525.9818213443186
2001-05-18,1536.8027444529957
2001-05-21,1565.3333418844413
2001-05-22,1579.1403438630355
2001-05-23,1576.4923844813968
2001-05-24,1578.764248558979
2001-05-25,1576.125985695133
2001-05-28,1585.2602748914976
2001-05-29,1589.9047977355788
2001-05-30,1592.9779064829968
2001-05-31,1613.0609452880565
2001-06-01,1581.4855625210537
2001-06-04,1588.4161439401837
2001-06-05,1588.302853532941
2001-06-06,1578.2326708443688
2001-06-07,1578.5116736038158
2001-06-08,1603.362307157458
2001-06-11,1606.7172980498447
2001-06-12,1592.6878260958365
2001-06-13,1593.745595312956
2001-06-14,1588.415914430223
2001-06-15,1595.3480777802242
2001-06-18,1576.2399765216587
2001-06-19,1599.145427835492
2001-06-20,1597.1063257710582
2001-06-21,1617.958845590316
2001-06-22,1628.5586995417634
2001-06-25,1623.4918315922941
2001-06-26,1625.6552783812147
2001-06-27,1629.466792656526
2001-06-28,1641.792111278204
2001-06-29,1649.4782850239217
2001-07-02,1664.3430569389504
2001-07-03,1645.9517674453487
2001-07-04,1604.8684417604525
2001-07-05,1591.8086097899072
2001-07-06,1557.535897004673
2001-07-09,1553.5990598338801
2001-07-10,1545.403250876939
2001-07-11,1521.6416107638452
2001-07-12,1549.1144270867921
2001-07-13,1561.288797854935
2001-07-16,1556.87439192051
2001-07-17,1540.6467757494813
2001-07-18,1501.8101772910145
2001-07-19,1509.9207554582197
2001-07-20,1497.4789211618734
2001-07-23,1517.825089789874
2001-07-24,1501.9087041128707
2001-07-25,1486.4408315645092
2001-07-26,1484.5214363323394
2001-07-27,1494.890135280183
2001-07-30,1496.9647553065909
2001-07-31,1487.4849752678126
2001-08-01,1498.4359786213427
2001-08-02,1525.3184509319742
2001-08-03,1511.4817938372987
2001-08-06,1498.7454134056136
2001-08-07,1491.4459187369257
2001-08-08,1474.304206125399
2001-08-09,1458.0183497028781
2001-08-10,1449.6462347404054
2001-08-13,1446.9707368012646
2001-08-14,1465.0638571344532
2001-08-15,1453.0481631964813
2001-08-16,1453.3737342637996
2001-08-17,1449.555646080047
2001-08-20,1438.9974023329207
2001-08-21,1433.6157245797108
2001-08-22,1431.9677044747864
2001-08-23,1454.7647737878658
2001-08-24,1467.5517748442169
2001-08-27,1493.0876619790397
2001-08-28,1499.3325784650485
2001-08-29,1489.4889137598118
2001-08-30,1473.8378379866208
2001-08-31,1462.4940162648072
2001-09-03,1457.9324575156427
2001-09-04,1490.6723214690935
2001-09-05,1480.507950953358
2001-09-06,1458.0569866247956
2001-09-07,1434.2187701189055
2001-09-10,1424.20780090385
2001-09-11,1352.645235411758
2001-09-12,1300.3351833124975
2001-09-13,1322.9449643092526
2001-09-14,1294.5802513945632
2001-09-17,1267.7951195359303
2001-09-18,1253.402271918936
2001-09-19,1245.4345624877844
2001-09-20,1203.6019686035493
2001-09-21,1168.0600318682384
2001-09-24,1171.817740169083
2001-09-25,1206.3503060151068
2001-09-26,1203.1523891068482
2001-09-27,1194.6360692378307
2001-09-28,1228.9803165630544
2001-10-01,1215.9672030465124
2001-10-02,1209.3902006021708
2001-10-03,1189.5954950951073
2001-10-04,1234.2361388043955
2001-10-05,1231.9289605579675
2001-10-08,1230.730260282717
2001-10-09,1236.5187777450762
2001-10-10,1246.228577561462
2001-10-11,1288.1873990538961
2001-10-12,1277.1316339715245
2001-10-15,1285.4845098577518
2001-10-16,1261.2176445731736
2001-10-17,1271.6881660403983
2001-10-18,1266.850246906519
2001-10-19,1277.8377182185716
2001-10-22,1260.1840598978279
2001-10-23,1269.7393473514467
2001-10-24,1277.1990797287863
2001-10-25,1272.3609882124563
2001-10-26,1274.4840117065753
2001-10-29,1270.7302406232939
2001-10-30,1242.3362659287377
2001-10-31,1253.089290890809
2001-11-01,1240.1038150967695
2001-11-02,1249.1022978220194
2001-11-05,1275.574181746833
2001-11-06,1272.9938331767214
2001-11-07,1251.5164042771535
2001-11-08,1270.0978075434164
2001-11-09,1252.1092934762705
2001-11-12,1248.45050573697
2001-11-13,1283.4803925957601
2001-11-14,1302.5493379675027
2001-11-15,1331.7145376197418
2001-11-16,1341.4604219715095
2001-11-19,1359.5394026312797
2001-11-20,1338.2138583954527
2001-11-21,1321.187188913703
2001-11-22,1305.15707614999
2001-11-23,1312.0561076501142
2001-11-26,1325.9126978510571
2001-11-27,1302.1806830035462
2001-11-28,1301.6336546724297
2001-11-29,1267.9883760898097
2001-11-30,1248.296375589618
2001-12-03,1239.1828798417662
2001-12-04,1226.4649831998333
2001-12-05,1217.3269122681
2001-12-06,1207.590837532795
2001-12-07,1182.089315414681
2001-12-10,1206.1149809301828
2001-12-11,1177.3371753906588
2001-12-12,1156.6415063396707
2001-12-13,1118.0946775707353
2001-12-14,1067.443611881349
2001-12-17,1098.9460668050558
2001-12-18,1085.672762917011
2001-12-19,1064.8483187844492
2001-12-20,997.0907884498523
2001-12-21,1075.4328178227886
2001-12-24,1112.695727027269
2001-12-25,1112.695727027269
2001-12-26,1117.3398573023899
2001-12-27,1120.988045552897
2001-12-28,1131.3849435558786
2001-12-31,1124.5360234186558
2002-01-01,1124.5360234186558
2002-01-02,1085.336510919714
2002-01-03,1090.890175342508
2002-01-04,1139.8762981436203
2002-01-07,1184.2997628871267
2002-01-08,1214.8048109297902
2002-01-09,1238.862335140387
2002-01-10,1229.2462804865697
2002-01-11,1238.9499293422841
2002-01-14,1218.5009729039314
2002-01-15,1182.7459131517003
2002-01-16,1172.343997966689
2002-01-17,1186.04556753295
2002-01-18,1174.1172640188713
2002-01-21,1157.9700696462432
2002-01-22,1148.1119342808122
2002-01-23,1163.4427136465424
2002-01-24,1182.0990444137765
2002-01-25,1181.351376960266
2002-01-28,1171.1833832049783
2002-01-29,1171.1682569884413
2002-01-30,1150.7605978320648
2002-01-31,1168.180016444242
2002-02-01,1156.331540174109
2002-02-04,1153.7687544869175
2002-02-05,1152.187390535796
2002-02-06,1172.9030619540567
2002-02-07,1173.5362672979986
2002-02-08,1177.3812944152144
2002-02-11,1155.2280201174804
2002-02-12,1174.0919423591604
2002-02-13,1173.5170291998006
2002-02-14,1189.1869191780143
2002-02-15,1189.047087867811
2002-02-18,1187.4401752454128
2002-02-19,1174.1576891858442
2002-02-20,1169.2684004015339
2002-02-21,1156.3985107828971
2002-02-22,1151.0881964918863
2002-02-25,1167.6569370576403
2002-02-26,1190.9064610364258
2002-02-27,1195.5684788931626
2002-02-28,1179.477062336917
2002-03-01,1191.396926369846
2002-03-04,1232.923348721201
2002-03-05,1241.4857146219686
2002-03-06,1228.9735938082201
2002-03-07,1198.9047370717842
2002-03-08,1168.872088051104
2002-03-11,1189.6129197207636
2002-03-12,1171.627878762148
2002-03-13,1143.8146175627446
2002-03-14,1135.66828242856
2002-03-15,1126.872423987602
2002-03-18,1120.6459794319128
2002-03-19,1128.2798712321198
2002-03-20,1131.397966181831
2002-03-21,1150.6054051665112
2002-03-22,1153.0882102077624
2002-03-25,1140.5679176512567
2002-03-26,1136.97012777659
2002-03-27,1140.01566058471
2002-03-28,1140.9932530854417
2002-03-29,1140.9932530854417
2002-04-01,1132.2160551366414
2002-04-02,1159.455365211365
2002-04-03,1173.0214717493768
2002-04-04,1185.0858235754388
2002-04-05,1215.474630129657
2002-04-08,1216.3243378293994
2002-04-09,1213.2579435761718
2002-04-10,1232.8082795570524
2002-04-11,1232.2463646601739
2002-04-12,1229.0790801282676
2002-04-15,1251.25707732161
2002-04-16,1269.5983375352337
2002-04-17,1283.9534886981862
2002-04-18,1279.0015336469498
2002-04-19,1291.7603134758228
2002-04-22,1315.4172038214344
2002-04-23,1329.943469118093
2002-04-24,1327.6862506788518
2002-04-25,1344.5719320573044
2002-04-26,1354.043323017288
2002-04-29,1344.1335927427033
2002-04-30,1338.7415777597498
2002-05-01,1337.9576820744894
2002-05-02,1350.7740119035125
2002-05-03,1368.5879944429164
2002-05-06,1385.389917533616
2002-05-07,1428.2599976911092
2002-05-08,1458.8623426186239
2002-05-09,1469.3332060644623
2002-05-10,1470.1828956241616
2002-05-13,1479.330429873489
2002-05-14,1514.6311596055355
2002-05-15,1475.5866457568054
2002-05-16,1483.1823661085637
2002-05-17,1482.1951561573562
2002-05-20,1470.5904128443196
2002-05-21,1465.9439307753162
