Date,BRAZIL EQUAL WEIGHTED
1998-12-31,245.562271
1999-01-01,245.562271
1999-01-04,244.60434429435782
1999-01-05,243.4489772656444
1999-01-06,247.25948462493858
1999-01-07,240.33824699962784
1999-01-08,240.57292555477605
1999-01-11,234.59526348625522
1999-01-12,225.5737439304661
1999-01-13,199.8727401530611
1999-01-14,192.68361388716076
1999-01-15,207.76669214598382
1999-01-18,192.49358243748472
1999-01-19,197.5898483510165
1999-01-20,201.2913369164093
1999-01-21,184.25115955986658
1999-01-22,182.33807979699884
1999-01-25,174.49020460771206
1999-01-26,179.53997202937174
1999-01-27,177.64469136600647
1999-01-28,181.23922722108202
1999-01-29,178.60007810269727
1999-02-01,203.08873647010788
1999-02-02,215.68916512277409
1999-02-03,207.9369842719182
1999-02-04,208.92590096567042
1999-02-05,204.29359891626459
1999-02-08,198.66372452383885
1999-02-09,197.55187232962936
1999-02-10,200.28860789842955
1999-02-11,199.73175844960886
1999-02-12,200.15748921039327
1999-02-15,200.89673504336892
1999-02-16,201.91200029649508
1999-02-17,199.84107653399133
1999-02-18,197.91029668201278
1999-02-19,199.99903424907038
1999-02-22,197.28161441441677
1999-02-23,194.2954216285146
1999-02-24,192.18582575879645
1999-02-25,185.85553413900303
1999-02-26,193.18807192373868
1999-03-01,185.18886354705788
1999-03-02,184.0717321463193
1999-03-03,186.40673687391865
1999-03-04,199.25893701791964
1999-03-05,208.04449178436437
1999-03-08,209.90398092162778
1999-03-09,218.60937551085144
1999-03-10,223.43174812161385
1999-03-11,221.38998396478377
1999-03-12,218.06279634056585
1999-03-15,230.7140821691016
1999-03-16,233.79292067644533
1999-03-17,234.80235471601455
1999-03-18,243.53740185257922
1999-03-19,244.25037803757658
1999-03-22,241.1747843112518
1999-03-23,239.42732331433683
1999-03-24,239.3537904479822
1999-03-25,254.55210305007617
1999-03-26,259.2800119133587
1999-03-29,264.4059472717778
1999-03-30,268.39733297104146
1999-03-31,272.52557672002956
1999-04-01,272.13486808208296
1999-04-02,272.74031297978587
1999-04-05,277.0682602886492
1999-04-06,282.1964193258286
1999-04-07,286.6525781731569
1999-04-08,286.12046189939593
1999-04-09,286.21152240637633
1999-04-12,287.1263567957807
1999-04-13,291.41504780396383
1999-04-14,293.2907469577282
1999-04-15,299.4691884575395
1999-04-16,302.8972120017996
1999-04-19,309.8895756383125
1999-04-20,296.1671244603632
1999-04-21,297.5352309037813
1999-04-22,297.2690876877642
1999-04-23,295.92305779598564
1999-04-26,293.7021649136218
1999-04-27,291.8859014215699
1999-04-28,303.04732825945416
1999-04-29,312.16246060843537
1999-04-30,315.45624796004023
1999-05-03,315.7002274948539
1999-05-04,310.18898499707643
1999-05-05,311.8480834996248
1999-05-06,314.7285713770423
1999-05-07,325.17115774782434
1999-05-10,332.1787553557148
1999-05-11,331.81275551301235
1999-05-12,331.3622734654227
1999-05-13,339.907442572385
1999-05-14,337.9003119172851
1999-05-17,332.91430085091696
1999-05-18,337.70573650051944
1999-05-19,334.01794485227254
1999-05-20,330.3430030659786
1999-05-21,322.8964164777999
1999-05-24,305.8470872830524
1999-05-25,293.82745377505137
1999-05-26,314.35270625895464
1999-05-27,307.5128819804993
1999-05-28,306.47896286229803
1999-05-31,311.4697176796732
1999-06-01,307.26944409659933
1999-06-02,311.6562788768003
1999-06-03,312.10814441724403
1999-06-04,318.89206721859995
1999-06-07,315.7212727797522
1999-06-08,308.7310834225323
1999-06-09,307.5426287928639
1999-06-10,311.80002850023084
1999-06-11,313.6346318059247
1999-06-14,312.7418674606403
1999-06-15,317.7979778812352
1999-06-16,332.3810174757482
1999-06-17,332.4775116911655
1999-06-18,332.5398764374699
1999-06-21,333.2035411656016
1999-06-22,330.9534404195961
1999-06-23,327.7269062393772
1999-06-24,318.63885860461744
1999-06-25,313.32814157268797
1999-06-28,318.4559708126994
1999-06-29,322.37320033578555
1999-06-30,335.1973128488495
1999-07-01,335.19143720750674
1999-07-02,344.38684469650315
1999-07-05,344.09367035016595
1999-07-06,342.01947373993863
1999-07-07,344.97485314865673
1999-07-08,338.0682492604369
1999-07-09,338.4878285909492
1999-07-12,326.8311019742048
1999-07-13,325.8159582241832
1999-07-14,325.86619955290814
1999-07-15,327.9275897366132
1999-07-16,332.3718792987398
1999-07-19,339.9017002081405
1999-07-20,322.79980366722646
1999-07-21,322.3831030472766
1999-07-22,322.29948475477937
1999-07-23,320.51981356555314
1999-07-26,307.81866202570166
1999-07-27,309.12192743950504
1999-07-28,314.14289290069127
1999-07-29,308.62346299338867
1999-07-30,307.7125288718525
1999-08-02,300.9423118313781
1999-08-03,299.9701287217553
1999-08-04,295.00459236174436
1999-08-05,287.56156970152483
1999-08-06,287.55160573532663
1999-08-09,284.62128944623754
1999-08-10,279.4214742549392
1999-08-11,286.89985153500567
1999-08-12,286.2898830065169
1999-08-13,290.05024482554927
1999-08-16,287.70590956184753
1999-08-17,287.4046325983632
1999-08-18,278.8766591870761
1999-08-19,274.69417599250676
1999-08-20,282.87706471712073
1999-08-23,288.0754625483331
1999-08-24,284.29983264363847
1999-08-25,293.6277084499511
1999-08-26,291.2141074543821
1999-08-27,289.4493308446845
1999-08-30,291.31041021387676
1999-08-31,289.2130449770018
1999-09-01,292.0701599775681
1999-09-02,293.6145667909063
1999-09-03,298.3346641794983
1999-09-06,300.6420497267864
1999-09-07,300.14549591901715
1999-09-08,301.0281474622937
1999-09-09,308.7072360560148
1999-09-10,315.31564273247085
1999-09-13,317.92456025508096
1999-09-14,319.929889710361
1999-09-15,315.8332098082469
1999-09-16,312.74255108673714
1999-09-17,314.3222112140984
1999-09-20,323.2557474992588
1999-09-21,317.3941421474007
1999-09-22,318.62526294405114
1999-09-23,317.62885272510346
1999-09-24,318.5310430120905
1999-09-27,319.72877680491007
1999-09-28,314.1085510160359
1999-09-29,313.0041307528888
1999-09-30,304.2812490543702
1999-10-01,299.20634558439946
1999-10-04,301.01406562343
1999-10-05,296.9014952029063
1999-10-06,303.1146137685682
1999-10-07,305.2973551973459
1999-10-08,308.7041456103704
1999-10-11,310.2980370326627
1999-10-12,307.7095689261828
1999-10-13,301.6854062400076
1999-10-14,300.6778860761014
1999-10-15,293.55965694513196
1999-10-18,289.1197006254969
1999-10-19,293.379302606452
1999-10-20,299.7094959848807
1999-10-21,299.18886953903177
1999-10-22,308.6455424269841
1999-10-25,306.3797905103403
1999-10-26,310.3532447761753
1999-10-27,315.04265950724124
1999-10-28,321.170573939667
1999-10-29,326.6155672186995
1999-11-01,330.2227613563378
1999-11-02,330.2227613563378
1999-11-03,340.06267894328045
1999-11-04,348.88822786759533
1999-11-05,362.4256696854106
1999-11-08,366.25854976455537
1999-11-09,361.75048083116076
1999-11-10,366.5802180234609
1999-11-11,365.4227388334414
1999-11-12,365.8945705700464
1999-11-15,366.3383373320049
1999-11-16,370.4398564958453
1999-11-17,364.08319773566706
1999-11-18,371.88553249693524
1999-11-19,384.69585056444896
1999-11-22,381.2110863860221
1999-11-23,386.4727138664816
1999-11-24,384.81778667960856
1999-11-25,388.76660536948555
1999-11-26,400.5049230921923
1999-11-29,405.532608266325
1999-11-30,405.1701651408362
1999-12-01,408.1521984310729
1999-12-02,424.72911920051405
1999-12-03,428.5691433854958
1999-12-06,419.44122822998816
1999-12-07,420.62000348101293
1999-12-08,419.80691187850186
1999-12-09,426.2758204451817
1999-12-10,436.28696810527185
1999-12-13,441.724266263078
1999-12-14,442.54901728999283
1999-12-15,440.9093773892446
1999-12-16,446.9855452299877
1999-12-17,466.22769200931725
1999-12-20,479.8789426697329
1999-12-21,492.331770524162
1999-12-22,496.873930020641
1999-12-23,490.0542561033531
1999-12-24,490.0542561033531
1999-12-27,492.52431411359896
1999-12-28,503.2797241186246
1999-12-29,523.1521890433962
1999-12-30,532.4354517134789
1999-12-31,532.4354517134789
2000-01-03,519.9625137980825
2000-01-04,484.4352258445828
