Date,CHINA A ONSHORE EQUAL WEIGHTED
2005-09-26,941.4295512465975
2005-09-27,925.3946472853827
2005-09-28,921.8999823468451
2005-09-29,936.2118661011034
2005-09-30,933.2194740078837
2005-10-03,944.7382835867207
2005-10-04,942.5223529529674
2005-10-05,941.1820308984942
2005-10-06,927.2972010035066
2005-10-07,928.6748865813256
2005-10-10,929.3531360861253
2005-10-11,942.7917879298258
2005-10-12,945.6383292931713
2005-10-13,946.3077447870148
2005-10-14,924.1797938275042
2005-10-17,923.0493282375489
2005-10-18,939.0829314460564
2005-10-19,928.6500831805607
2005-10-20,927.7393120165582
2005-10-21,931.1418113376211
2005-10-24,936.573611574528
2005-10-25,911.1678219880602
2005-10-26,890.3071517064359
2005-10-27,882.529753935982
2005-10-28,870.8657462779831
2005-10-31,886.392419151479
2005-11-01,880.3185176501554
2005-11-02,889.1319284559961
2005-11-03,885.5973727829196
2005-11-04,903.9180703902317
2005-11-07,907.2502052459092
2005-11-08,914.8183053496483
2005-11-09,914.0763956069918
2005-11-10,892.243021852508
2005-11-11,898.7978750918078
2005-11-14,897.9502588141011
2005-11-15,893.1247991772603
2005-11-16,901.4755369661907
2005-11-17,896.0497248885897
2005-11-18,918.3405640946759
2005-11-21,917.4223082140379
2005-11-22,902.4499070408915
2005-11-23,903.6790015690959
2005-11-24,908.3990615885536
2005-11-25,912.3331557344312
2005-11-28,903.3236374793495
2005-11-29,896.1771636266046
2005-11-30,895.1520137886774
2005-12-01,899.9369065949104
2005-12-02,896.5415866581681
2005-12-05,875.7190702276571
2005-12-06,879.6423477171065
2005-12-07,890.9356373513053
2005-12-08,884.1110766139996
2005-12-09,897.7282292487596
2005-12-12,892.7159106302578
2005-12-13,895.0604985746182
2005-12-14,897.72668690034
2005-12-15,900.7896957445669
2005-12-16,903.9464708415784
2005-12-19,906.1341858792736
2005-12-20,917.435978396585
2005-12-21,918.6844880375745
2005-12-22,920.4591672970386
2005-12-23,929.1809113388421
2005-12-26,936.4860391653975
2005-12-27,935.3794861140201
2005-12-28,931.9665500035064
2005-12-29,951.2510841407653
2005-12-30,947.2413837175706
2006-01-02,947.2413837175706
2006-01-03,932.8479016189189
2006-01-04,939.2918406197707
2006-01-05,955.1480025924736
2006-01-06,963.5903390207231
2006-01-09,979.8814376360197
2006-01-10,984.1818134092656
2006-01-11,979.6625691606447
2006-01-12,1000.2337570014957
2006-01-13,995.305087023316
2006-01-16,976.1545100078018
2006-01-17,982.4908743088845
2006-01-18,999.927439704687
2006-01-19,1006.4656967273991
2006-01-20,1013.4510831238032
2006-01-23,1001.6775396736601
2006-01-24,1005.149738373942
2006-01-25,1009.6843064733783
2006-01-26,1010.8670017511242
2006-01-27,1020.2879149061681
2006-01-30,1024.7630470690372
2006-01-31,1019.7417672122793
2006-02-01,1023.4079324979305
2006-02-02,1024.4239320999966
2006-02-03,1031.8506961592188
2006-02-06,1059.3150190277338
2006-02-07,1061.1849796170966
2006-02-08,1066.1600139485142
2006-02-09,1053.7613648202791
2006-02-10,1072.119192355727
2006-02-13,1075.0773074277063
2006-02-14,1084.023518017493
2006-02-15,1083.9121582537164
2006-02-16,1058.3507222236824
2006-02-17,1050.9927485302132
2006-02-20,1047.8370383757847
2006-02-21,1070.7464003207199
2006-02-22,1072.4998783324681
2006-02-23,1071.884875337745
2006-02-24,1086.7416738756365
2006-02-27,1082.8746499950007
2006-02-28,1082.1751714321897
2006-03-01,1088.7551492488217
2006-03-02,1066.4443276530806
2006-03-03,1067.608567846589
2006-03-06,1064.2431444543527
2006-03-07,1048.3623322998435
2006-03-08,1039.1613399900345
2006-03-09,1034.0539769862423
2006-03-10,1041.6048016861685
2006-03-13,1046.7839272595495
2006-03-14,1038.993384906831
2006-03-15,1050.3418968007911
2006-03-16,1039.5891251731173
2006-03-17,1036.430015378701
2006-03-20,1049.6567439676764
2006-03-21,1060.3478383590166
2006-03-22,1071.0713336853878
2006-03-23,1082.2376733854417
2006-03-24,1073.3072853961608
2006-03-27,1081.8538093659674
2006-03-28,1080.9308036579375
2006-03-29,1094.9477554859086
2006-03-30,1072.9031892339628
2006-03-31,1087.5470459388323
2006-04-03,1104.1064523928671
2006-04-04,1103.993153035102
2006-04-05,1115.0596110474964
2006-04-06,1124.8713904269596
2006-04-07,1143.06172439981
2006-04-10,1170.2479223837463
2006-04-11,1174.7705162802922
2006-04-12,1169.6879725073056
2006-04-13,1140.9485244689417
2006-04-14,1168.4916838309953
2006-04-17,1157.438265307475
2006-04-18,1161.4153736544913
2006-04-19,1167.4561070219593
2006-04-20,1168.3057178872855
2006-04-21,1174.7497580454014
2006-04-24,1161.8019615112348
2006-04-25,1161.849487301921
2006-04-26,1169.741483338468
2006-04-27,1160.2814639128153
2006-04-28,1167.1478634383911
2006-05-01,1165.1129739510795
2006-05-02,1162.8091953811602
2006-05-03,1165.8521122716543
2006-05-04,1158.776596004075
2006-05-05,1154.1373051616515
2006-05-08,1204.630950137374
2006-05-09,1237.949564034451
2006-05-10,1256.8593376543702
2006-05-11,1248.7354103704795
2006-05-12,1287.8826689074335
2006-05-15,1356.5795000261987
2006-05-16,1317.5303855431264
2006-05-17,1334.7586368558746
2006-05-18,1336.5035875652075
2006-05-19,1387.0197158338847
2006-05-22,1393.9976347490172
2006-05-23,1329.048928286715
2006-05-24,1320.435045867822
2006-05-25,1326.8883268862637
2006-05-26,1360.5786070796123
2006-05-29,1393.509549762734
2006-05-30,1396.3843251420496
2006-05-31,1392.1854543924871
2006-06-01,1440.6014400199465
2006-06-02,1425.7635625982557
2006-06-05,1446.6886874018346
2006-06-06,1454.34170599216
2006-06-07,1365.5832682039302
2006-06-08,1384.00029013196
2006-06-09,1347.9642548532581
2006-06-12,1355.5982480674909
2006-06-13,1366.9381396576623
2006-06-14,1348.4438178750163
2006-06-15,1350.2314016097282
2006-06-16,1381.7657969443426
2006-06-19,1408.0285211699404
2006-06-20,1411.4657158700013
2006-06-21,1404.4256513471385
2006-06-22,1409.5298357609922
2006-06-23,1426.154621333409
2006-06-26,1446.3030238713752
2006-06-27,1445.0722939643013
2006-06-28,1454.9631021296113
2006-06-29,1487.438230151716
2006-06-30,1459.5260001517213
2006-07-03,1483.171898291858
2006-07-04,1475.6409478637413
2006-07-05,1471.4301664596235
2006-07-06,1498.264992101041
2006-07-07,1487.484389569009
2006-07-10,1500.350111841741
2006-07-11,1510.1192853623772
2006-07-12,1518.890399547168
2006-07-13,1428.9766832684118
2006-07-14,1449.2238525400187
2006-07-17,1483.2012524474073
2006-07-18,1493.7572203364603
2006-07-19,1444.8126060405946
2006-07-20,1445.243806177205
2006-07-21,1453.3859432826
2006-07-24,1459.094886194056
2006-07-25,1480.0911788955775
2006-07-26,1480.0964293182974
2006-07-27,1451.401809337067
2006-07-28,1435.6905059059095
2006-07-31,1379.5512352506748
2006-08-01,1366.5078785838707
2006-08-02,1352.6974608222572
2006-08-03,1348.991867710795
2006-08-04,1299.7270768397682
2006-08-07,1280.7781014539016
2006-08-08,1315.9850321824315
2006-08-09,1309.0026776486106
2006-08-10,1342.3756492711732
2006-08-11,1349.8387181801954
2006-08-14,1314.6481174968878
2006-08-15,1327.7500137797804
2006-08-16,1343.7548761595212
2006-08-17,1336.0780656033899
2006-08-18,1334.0204822618366
2006-08-21,1329.335934541521
2006-08-22,1353.799372959602
2006-08-23,1351.3210159653715
2006-08-24,1358.4205023385414
2006-08-25,1366.3566119784496
2006-08-28,1395.0682018781285
2006-08-29,1404.6335908883552
2006-08-30,1405.0611932474637
2006-08-31,1415.3775078606777
2006-09-01,1391.4733265945401
2006-09-04,1410.4515748044175
2006-09-05,1416.3476983997014
2006-09-06,1427.0846126182635
2006-09-07,1413.2398537600136
2006-09-08,1420.1370140021681
2006-09-11,1422.4861467378755
2006-09-12,1433.0693490783194
2006-09-13,1420.062903341781
2006-09-14,1412.4898250379358
2006-09-15,1445.6521982932225
2006-09-18,1459.766367922351
2006-09-19,1459.9630872854136
2006-09-20,1462.1684154055536
2006-09-21,1468.2654955678431
2006-09-22,1444.4139016198726
2006-09-25,1449.7340794316474
2006-09-26,1451.411783782905
2006-09-27,1464.713688375046
2006-09-28,1481.7091876952804
2006-09-29,1498.3617172166823
2006-10-02,1489.3088824859608
2006-10-03,1489.9518842014543
2006-10-04,1495.9997677117105
2006-10-05,1495.8818656927397
2006-10-06,1508.004373959586
2006-10-09,1533.7220887682654
2006-10-10,1544.755777511646
2006-10-11,1541.1662736664043
2006-10-12,1535.4443493422991
2006-10-13,1547.0000864896454
2006-10-16,1536.8147042286246
2006-10-17,1532.2056714130713
2006-10-18,1554.9950933234372
2006-10-19,1546.951233336235
2006-10-20,1540.5608418620984
2006-10-23,1510.061296640994
2006-10-24,1542.416767434865
2006-10-25,1536.6589051515182
2006-10-26,1528.0493669944858
2006-10-27,1504.7048983178443
2006-10-30,1518.6359985072913
2006-10-31,1529.857278022689
2006-11-01,1544.292369254838
2006-11-02,1549.4554306458112
2006-11-03,1563.2189411831841
2006-11-06,1567.6130575257964
2006-11-07,1558.0319731566665
2006-11-08,1548.8652734740717
2006-11-09,1561.7394080725285
2006-11-10,1519.152145931206
2006-11-13,1483.9285239379726
2006-11-14,1501.48779223697
2006-11-15,1535.4503357504689
2006-11-16,1521.5792948398564
2006-11-17,1545.8421560481597
2006-11-20,1559.6862673900262
2006-11-21,1578.950911533331
2006-11-22,1582.062188775805
2006-11-23,1592.4592027692067
2006-11-24,1590.9646494118647
2006-11-27,1615.4716481138678
2006-11-28,1609.6883655247077
2006-11-29,1632.1874574924757
2006-11-30,1654.1969717227605
2006-12-01,1660.8388264726434
2006-12-04,1705.5274387631896
2006-12-05,1719.8684092967417
2006-12-06,1698.2340799215538
2006-12-07,1691.7758672918887
2006-12-08,1624.813863007503
2006-12-11,1697.071656242258
2006-12-12,1700.0959044078868
2006-12-13,1709.6236499462273
2006-12-14,1748.2325428974
2006-12-15,1781.302150550721
2006-12-18,1819.558694781739
2006-12-19,1810.3790038024003
2006-12-20,1832.5607763670191
2006-12-21,1813.6916425892668
2006-12-22,1805.3481312315434
2006-12-25,1829.4656815720202
2006-12-26,1821.2337907196224
2006-12-27,1849.93627677286
2006-12-28,1830.1945419523468
2006-12-29,1864.0765308978673
2007-01-01,1864.0765308978673
2007-01-02,1851.3007098237415
2007-01-03,1862.8051361967885
2007-01-04,1902.7306264139493
2007-01-05,1962.4426524564326
2007-01-08,2027.1166693276932
2007-01-09,2083.550805375879
2007-01-10,2151.392435699476
2007-01-11,2154.833870866297
2007-01-12,2076.8413935587005
2007-01-15,2188.9161305581415
2007-01-16,2254.18473859027
2007-01-17,2232.3019040970403
2007-01-18,2280.6667764001027
2007-01-19,2361.0344524058632
2007-01-22,2464.8662608864
2007-01-23,2464.206179607972
2007-01-24,2495.416282564676
2007-01-25,2382.1065437726297
2007-01-26,2434.273064929165
2007-01-29,2497.087140934788
2007-01-30,2477.1584826743
2007-01-31,2321.715059059693
2007-02-01,2338.693192219825
2007-02-02,2275.9310593153627
2007-02-05,2288.8584376156964
2007-02-06,2333.675555781078
2007-02-07,2374.496642036821
2007-02-08,2421.8450923376963
2007-02-09,2433.234660815854
2007-02-12,2505.4921103211823
2007-02-13,2538.305019194757
2007-02-14,2572.7751654578465
2007-02-15,2653.281274252675
2007-02-16,2690.838540436332
2007-02-19,2687.1526005004207
2007-02-20,2684.4968066959955
2007-02-21,2689.199097283102
2007-02-22,2693.9178902823405
2007-02-23,2681.846257310278
2007-02-26,2764.9008795860746
2007-02-27,2506.3924414131907
2007-02-28,2626.216894542222
2007-03-01,2567.9787663991583
2007-03-02,2599.619584219001
2007-03-05,2603.5430852407953
2007-03-06,2622.6882006810797
2007-03-07,2684.368968052556
2007-03-08,2738.4226130838406
2007-03-09,2725.079790350708
2007-03-12,2738.415158408786
2007-03-13,2776.570334933715
2007-03-14,2745.7491681814154
2007-03-15,2784.446358597371
2007-03-16,2727.6529720286076
2007-03-19,2766.4892768612563
2007-03-20,2809.5436283054587
2007-03-21,2850.1328227091053
2007-03-22,2850.856541294083
2007-03-23,2889.7917357011174
2007-03-26,2952.128623203244
2007-03-27,2993.4118796719854
2007-03-28,2978.4118491721347
2007-03-29,2914.2112464195993
2007-03-30,2934.329913196574
2007-04-02,2989.9529744329793
2007-04-03,3033.098849480177
2007-04-04,3063.4740999606533
2007-04-05,3102.8409218423153
2007-04-06,3153.1351258542413
2007-04-09,3234.5961618191027
2007-04-10,3267.257768717837
2007-04-11,3316.7078066724007
2007-04-12,3373.1509927155876
2007-04-13,3355.0646517315236
2007-04-16,3433.291632449246
2007-04-17,3505.415781498016
2007-04-18,3581.2585514253174
2007-04-19,3401.4415798089412
2007-04-20,3572.8862914495376
2007-04-23,3748.496908736281
2007-04-24,3761.264118777075
2007-04-25,3741.523120448032
2007-04-26,3804.4162073731563
2007-04-27,3778.2651157055852
2007-04-30,3900.201132799514
2007-05-01,3914.830651997306
2007-05-02,3915.118602470035
2007-05-03,3923.77685746057
2007-05-04,3917.4237320979846
2007-05-07,3907.645630795533
2007-05-08,4113.257758849093
2007-05-09,4115.671438230462
2007-05-10,4157.952698566872
2007-05-11,4135.563529353893
2007-05-14,4152.401160353709
2007-05-15,3977.6900541527107
2007-05-16,4110.488016464194
2007-05-17,4236.025497825805
2007-05-18,4247.68204770352
2007-05-21,4365.787249547318
2007-05-22,4447.263941448542
2007-05-23,4542.536472365321
2007-05-24,4536.221530181224
2007-05-25,4602.5786045358
2007-05-28,4707.851319622244
2007-05-29,4817.786674999126
2007-05-30,4470.551630623582
2007-05-31,4395.210135572177
2007-06-01,4205.5477484015355
2007-06-04,3843.75617380119
2007-06-05,3954.686791792792
2007-06-06,4033.1642586005323
2007-06-07,4205.080020690395
2007-06-08,4298.366944220118
2007-06-11,4411.153881370952
2007-06-12,4566.738452776583
2007-06-13,4687.247307357174
2007-06-14,4633.359184579086
2007-06-15,4634.8257002817645
2007-06-18,4745.883064644722
2007-06-19,4798.591556193145
2007-06-20,4678.021883262573
2007-06-21,4701.034085230711
2007-06-22,4472.359006510827
2007-06-25,4227.1823363549265
2007-06-26,4308.055384767676
2007-06-27,4427.957541787767
2007-06-28,4178.938664023403
2007-06-29,4041.5393845794897
2007-07-02,4031.1041964136966
2007-07-03,4122.721640572406
2007-07-04,4023.168502948623
2007-07-05,3783.3760272411505
2007-07-06,3972.7943149108
2007-07-09,4094.692867357135
2007-07-10,3983.7463451897966
2007-07-11,4007.8527671623083
2007-07-12,4021.853605358523
2007-07-13,4014.4490593308105
2007-07-16,3885.0005619720732
2007-07-17,3955.721031718784
2007-07-18,3958.22510987925
2007-07-19,3966.3723275684147
2007-07-20,4105.967969650696
2007-07-23,4326.58314501223
2007-07-24,4321.428695379651
2007-07-25,4467.324606168911
2007-07-26,4532.547785261604
2007-07-27,4603.554794776663
2007-07-30,4697.19642751989
2007-07-31,4757.961639138983
2007-08-01,4536.444266431645
2007-08-02,4685.327743136415
2007-08-03,4759.2094891968045
2007-08-06,4885.791628886819
2007-08-07,4914.911131060407
2007-08-08,4812.893795095598
2007-08-09,4921.309129826571
2007-08-10,4854.641828303546
2007-08-13,4855.511699105087
2007-08-14,4964.3584658739965
2007-08-15,4987.111680640182
2007-08-16,4974.354727539966
2007-08-17,4863.191390845898
2007-08-20,5113.389382597043
2007-08-21,5191.505389512098
2007-08-22,5246.509002435887
2007-08-23,5308.184041088189
2007-08-24,5343.220497551089
2007-08-27,5364.079550605678
2007-08-28,5382.833384451016
2007-08-29,5311.155260564271
2007-08-30,5446.822482730613
2007-08-31,5509.200078566045
2007-09-03,5671.21269931503
2007-09-04,5632.5759886375645
2007-09-05,5646.911290343693
2007-09-06,5698.734798586028
2007-09-07,5556.785692106379
2007-09-10,5662.201763843259
2007-09-11,5329.665119323677
2007-09-12,5399.742778546487
2007-09-13,5539.954191851319
2007-09-14,5612.599961671894
2007-09-17,5733.956941724365
2007-09-18,5753.046402116398
2007-09-19,5667.288198775673
2007-09-20,5691.104687923991
2007-09-21,5664.886356412401
2007-09-24,5684.3497237645315
2007-09-25,5586.128943112529
2007-09-26,5473.253102041107
2007-09-27,5529.220242806608
2007-09-28,5651.00033170348
2007-10-01,5642.668156385538
2007-10-02,5678.15036685774
2007-10-03,5681.361649805311
2007-10-04,5685.380865008032
2007-10-05,5682.566817558496
2007-10-08,5700.541587016753
2007-10-09,5717.000338616453
2007-10-10,5681.9026918369345
2007-10-11,5624.037974626285
2007-10-12,5583.975590188179
2007-10-15,5610.153855262852
2007-10-16,5695.4447762197915
2007-10-17,5646.158686509131
2007-10-18,5434.177392981898
2007-10-19,5431.177120004061
2007-10-22,5313.824901135966
2007-10-23,5311.221188494081
2007-10-24,5276.654311645245
2007-10-25,4929.643832992007
2007-10-26,4893.930645778327
2007-10-29,5005.6035576638005
2007-10-30,5094.046616987503
2007-10-31,5217.01476971078
2007-11-01,5094.063700225432
2007-11-02,4930.399836938616
2007-11-05,4937.918779908781
2007-11-06,4915.717447983946
2007-11-07,4892.796961623234
2007-11-08,4695.523714879793
2007-11-09,4637.191969030783
2007-11-12,4605.9596789847155
2007-11-13,4571.533276119534
2007-11-14,4727.361101094321
2007-11-15,4674.02715837812
2007-11-16,4638.997307632002
2007-11-19,4703.598161204063
2007-11-20,4747.953992302832
2007-11-21,4682.697929181429
2007-11-22,4461.50513966229
2007-11-23,4566.8246580638615
2007-11-26,4517.829666053644
2007-11-27,4468.0375312774395
2007-11-28,4441.5726185057165
2007-11-29,4570.495573441473
2007-11-30,4501.916923297727
2007-12-03,4540.145293804638
2007-12-04,4546.440528430674
2007-12-05,4697.370721135613
2007-12-06,4708.061520476541
2007-12-07,4783.182833846029
2007-12-10,4900.328863576792
2007-12-11,4962.990033244554
2007-12-12,4971.859120297858
2007-12-13,4817.232310677956
2007-12-14,4985.268290889579
2007-12-17,4964.683388000061
2007-12-18,4930.79199299199
2007-12-19,5047.54035554746
2007-12-20,5134.321849207082
2007-12-21,5212.965873238665
2007-12-24,5298.237518773568
2007-12-25,5347.272519435806
2007-12-26,5397.7612084884195
2007-12-27,5456.20280588563
2007-12-28,5392.456455834719
2007-12-31,5423.438046224248
2008-01-01,5423.438046224248
2008-01-02,5527.2847169007555
2008-01-03,5649.359174694584
2008-01-04,5662.043763416063
2008-01-07,5771.648076714735
2008-01-08,5666.264082515094
2008-01-09,5823.224963274093
2008-01-10,5832.455950720762
2008-01-11,5802.571709009095
2008-01-14,5853.261634700457
2008-01-15,5892.061851218715
2008-01-16,5839.354417337393
2008-01-17,5681.66406752128
2008-01-18,5782.590552773678
2008-01-21,5598.553095697012
2008-01-22,5112.397796668783
2008-01-23,5410.04187187416
2008-01-24,5490.062817596416
2008-01-25,5520.195745476994
2008-01-28,5140.305775937901
2008-01-29,5213.400536194561
2008-01-30,5196.992171106064
2008-01-31,5036.148989134449
2008-02-01,4874.414214204724
2008-02-04,5265.3417261220975
2008-02-05,5325.662436038471
2008-02-06,5320.212329503211
2008-02-07,5376.7030178710875
2008-02-08,5379.299294291263
2008-02-11,5379.299294291263
2008-02-12,5344.276614446308
2008-02-13,5278.234917035786
2008-02-14,5344.59719112499
2008-02-15,5278.0274772299135
2008-02-18,5441.278414695038
2008-02-19,5529.076112317519
2008-02-20,5510.766881821724
2008-02-21,5493.454050945052
2008-02-22,5349.419371259058
2008-02-25,5152.156706838672
2008-02-26,5106.799046805059
2008-02-27,5162.775998957448
2008-02-28,5162.254371281952
2008-02-29,5217.642737819782
2008-03-03,5366.006658372997
2008-03-04,5284.3860310766095
2008-03-05,5260.355967919265
2008-03-06,5271.366380511015
2008-03-07,5186.781902573968
2008-03-10,4999.011519311466
2008-03-11,5039.79620163349
2008-03-12,4841.325030451824
2008-03-13,4666.974046658747
2008-03-14,4616.12934258622
2008-03-17,4280.429871306819
2008-03-18,4002.7917274489055
2008-03-19,4199.813940441599
2008-03-20,4409.136789809811
2008-03-21,4466.194887400886
2008-03-24,4320.81119603989
2008-03-25,4331.018215465271
2008-03-26,4288.307294155017
2008-03-27,4090.0254846912253
2008-03-28,4239.8037512009005
2008-03-31,4053.73810333871
2008-04-01,3827.9616461246783
2008-04-02,3690.933007189148
2008-04-03,3790.1500186762705
2008-04-04,3764.268416198411
2008-04-07,4007.7905742323505
2008-04-08,4078.8452440597184
2008-04-09,3854.5179147410036
2008-04-10,3940.621534310044
2008-04-11,3968.3319773067797
2008-04-14,3723.1083717867846
2008-04-15,3817.718285526701
2008-04-16,3686.6516006018287
2008-04-17,3575.742871747282
2008-04-18,3460.4197513566396
2008-04-21,3393.1135946108648
2008-04-22,3368.2423102121184
2008-04-23,3545.5788558879717
2008-04-24,3896.9953192830485
2008-04-25,3935.934983710447
2008-04-28,3888.5038033963224
2008-04-29,3949.440628135771
2008-04-30,4123.918243947359
2008-05-01,4155.547272904853
2008-05-02,4167.956320556749
2008-05-05,4275.972017597115
2008-05-06,4220.510933029244
2008-05-07,4074.7384341739025
2008-05-08,4189.292642377359
2008-05-09,4183.972742185063
2008-05-12,4219.373789948227
2008-05-13,4203.7319952205125
2008-05-14,4318.102781387475
2008-05-15,4282.851511261771
2008-05-16,4226.54242312522
2008-05-19,4238.162713436998
2008-05-20,3954.0606282534145
2008-05-21,4017.0259355398334
2008-05-22,3978.598171958688
2008-05-23,3920.337415730627
2008-05-26,3803.936943198593
2008-05-27,3828.7810697743157
2008-05-28,3960.4193712516717
