Date,MEXICO EQUAL WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,974.2890444458756
1999-01-05,966.739121723624
1999-01-06,952.278121474734
1999-01-07,949.5196399284574
1999-01-08,950.7418278953475
1999-01-11,924.4655457595989
1999-01-12,878.9549210613534
1999-01-13,791.9260101341852
1999-01-14,781.7916483308004
1999-01-15,883.677573457934
1999-01-18,895.0893140599107
1999-01-19,882.1881524865674
1999-01-20,920.7296345521634
1999-01-21,899.7115631234468
1999-01-22,897.0093587534301
1999-01-25,898.9083665861032
1999-01-26,920.4852552238207
1999-01-27,934.4964593466007
1999-01-28,978.4718262475438
1999-01-29,994.5644393724267
1999-02-01,1025.931809357026
1999-02-02,1017.835421888596
1999-02-03,1028.199594680325
1999-02-04,1029.9693418192546
1999-02-05,1032.0796570631576
1999-02-08,1031.9795816340159
1999-02-09,1012.9682579866924
1999-02-10,1017.1663030602137
1999-02-11,1059.0415191138986
1999-02-12,1062.5546507170427
1999-02-15,1069.2575639465408
1999-02-16,1085.1034715526434
1999-02-17,1070.488186304079
1999-02-18,1080.6117148283847
1999-02-19,1099.2573331803655
1999-02-22,1109.8557733626367
1999-02-23,1107.6584188325787
1999-02-24,1121.1147123753622
1999-02-25,1118.004299780163
1999-02-26,1128.792835755881
1999-03-01,1118.7528778839726
1999-03-02,1106.7460654424262
1999-03-03,1096.4115125977805
1999-03-04,1125.5695673999674
1999-03-05,1147.7779494414133
1999-03-08,1186.9622924223288
1999-03-09,1210.9168819454005
1999-03-10,1238.5862706195296
1999-03-11,1253.602792807971
1999-03-12,1244.567797717428
1999-03-15,1280.3451858653805
1999-03-16,1327.7469170129673
1999-03-17,1307.0524471098472
1999-03-18,1313.0469911897167
1999-03-19,1297.0113123204449
1999-03-22,1280.3070087512933
1999-03-23,1262.320835298801
1999-03-24,1294.675391357078
1999-03-25,1314.5710167547813
1999-03-26,1320.2973720301109
1999-03-29,1347.561546773433
1999-03-30,1351.9094122473286
1999-03-31,1368.3827567417597
1999-04-01,1364.8434409260578
1999-04-02,1371.189908060184
1999-04-05,1434.3795196123936
1999-04-06,1426.9037212899166
1999-04-07,1410.9384758156518
1999-04-08,1414.508695636127
1999-04-09,1425.1226046771342
1999-04-12,1441.9958980491053
1999-04-13,1455.2073783173455
1999-04-14,1441.9000556116503
1999-04-15,1520.801656376591
1999-04-16,1564.1016959738301
1999-04-19,1578.776815804517
1999-04-20,1543.9041671922128
1999-04-21,1534.7672544123566
1999-04-22,1580.6006860819878
1999-04-23,1567.7236751662008
1999-04-26,1549.3819563305053
1999-04-27,1530.0499843061423
1999-04-28,1553.4040087848932
1999-04-29,1575.215078119611
1999-04-30,1538.818530712881
1999-05-03,1576.168610665358
1999-05-04,1565.992998944985
1999-05-05,1555.7275581128315
1999-05-06,1601.151883508468
1999-05-07,1636.9421844337517
1999-05-10,1678.9393021688252
1999-05-11,1675.7728388258922
1999-05-12,1666.758052115274
1999-05-13,1730.3789535349044
1999-05-14,1662.96967915235
1999-05-17,1654.298010725935
1999-05-18,1669.1713683037992
1999-05-19,1635.8976478238433
1999-05-20,1651.7603178657437
1999-05-21,1595.8283617263933
1999-05-24,1541.255230905389
1999-05-25,1484.4360231345709
1999-05-26,1539.726255559791
1999-05-27,1450.457366372158
1999-05-28,1453.8665549295556
1999-05-31,1472.6322776802417
1999-06-01,1449.5852634472017
1999-06-02,1453.2216150388724
1999-06-03,1463.0040831451975
1999-06-04,1500.8855558214225
1999-06-07,1538.9526674232545
1999-06-08,1510.1525730413591
1999-06-09,1499.0478425053839
1999-06-10,1482.7905334462175
1999-06-11,1447.82879940681
1999-06-14,1432.7468122948965
1999-06-15,1473.3489462681844
1999-06-16,1578.57545117444
1999-06-17,1601.890401474041
1999-06-18,1599.7007711897759
1999-06-21,1631.6361768771228
1999-06-22,1631.0427303553756
1999-06-23,1586.8519549425707
1999-06-24,1548.1630942913375
1999-06-25,1500.9154636598853
1999-06-28,1544.5694585407603
1999-06-29,1570.3329339259917
1999-06-30,1634.1787053320718
1999-07-01,1639.3862549163985
1999-07-02,1664.039772506108
1999-07-05,1677.1454120205563
1999-07-06,1665.9094674265675
1999-07-07,1676.574866679883
1999-07-08,1667.2007875908519
1999-07-09,1661.6522156108535
1999-07-12,1623.887030372341
1999-07-13,1642.172353251247
1999-07-14,1644.7627398875397
1999-07-15,1638.8850016988692
1999-07-16,1619.1173514397283
1999-07-19,1647.278268518329
1999-07-20,1580.1174936000514
1999-07-21,1572.194339698126
1999-07-22,1547.466042794821
1999-07-23,1496.4188103135848
1999-07-26,1426.1777042990252
1999-07-27,1435.9860625100423
1999-07-28,1455.8125314155704
1999-07-29,1388.5455268034616
1999-07-30,1388.1279674471248
1999-08-02,1364.5524408565736
1999-08-03,1374.9002775930092
1999-08-04,1346.6760392580918
