Date,ACWI ex PHILIPPINES IMI
2015-12-11,2311.0918915892375
2015-12-14,2295.5831716138496
2015-12-15,2338.528406250526
2015-12-16,2364.7900270377704
2015-12-17,2374.3894584679933
2015-12-18,2343.5719310783875
2015-12-21,2335.0821437404184
2015-12-22,2339.845888018743
2015-12-23,2388.0581530971976
2015-12-24,2374.6155914043507
2015-12-25,2373.8484165131144
2015-12-28,2366.476316607025
2015-12-29,2400.938674882426
2015-12-30,2385.8246297933597
2015-12-31,2380.3749496023793
2016-01-01,2380.4350976519013
2016-01-04,2344.7978114534626
2016-01-05,2362.621002607886
2016-01-06,2327.3167930430577
2016-01-07,2259.398773791043
2016-01-08,2225.4276056856493
2016-01-11,2225.142576680974
2016-01-12,2234.441745878582
2016-01-13,2208.2028588951807
2016-01-14,2213.316397017588
2016-01-15,2151.5765734341308
2016-01-18,2155.559275241543
2016-01-19,2160.626267720005
2016-01-20,2119.748320276743
2016-01-21,2139.6035060021522
2016-01-22,2196.4067592613305
2016-01-25,2176.120591048997
2016-01-26,2190.368658082946
2016-01-27,2182.168330314394
2016-01-28,2171.610710733974
2016-01-29,2239.9681021394094
2016-02-01,2231.4459001783607
2016-02-02,2191.0065197921967
2016-02-03,2162.479731286904
2016-02-04,2154.359092274222
2016-02-05,2127.1737871910227
2016-02-08,2092.234695431415
2016-02-09,2048.0716395950653
2016-02-10,2067.2873812254056
2016-02-11,2014.41126298935
2016-02-12,2051.9759786401364
2016-02-15,2096.7616264625303
2016-02-16,2119.113530536808
2016-02-17,2153.2560405994222
2016-02-18,2163.358900689425
2016-02-19,2154.7252127080533
2016-02-22,2197.449201967572
2016-02-23,2175.893104011439
2016-02-24,2168.026002493735
2016-02-25,2190.0928624096987
2016-02-26,2214.4246208948393
2016-02-29,2219.019574129724
2016-03-01,2259.4638601458205
2016-03-02,2288.01238234925
2016-03-03,2284.1881149692003
2016-03-04,2285.151390039738
2016-03-07,2292.1742587759904
2016-03-08,2256.0341846179113
2016-03-09,2270.5649217526
2016-03-10,2242.009202193044
2016-03-11,2279.34430711782
2016-03-14,2292.4882080788902
2016-03-15,2276.2370974898613
2016-03-16,2288.0832954792713
2016-03-17,2274.469131923022
2016-03-18,2286.3488984779196
2016-03-21,2290.8716749077103
2016-03-22,2298.3215678836723
2016-03-23,2289.3002984460395
2016-03-24,2279.298706447813
2016-03-25,2280.60678446228
2016-03-28,2275.3592843895053
2016-03-29,2295.9810490909886
2016-03-30,2287.857301302227
2016-03-31,2275.685231352661
2016-04-01,2273.275556155832
2016-04-04,2266.4081345427176
2016-04-05,2236.683345923798
2016-04-06,2254.6552496541526
2016-04-07,2239.325161502449
2016-04-08,2249.7674053661976
2016-04-11,2245.3785749888652
2016-04-12,2275.1083600163274
2016-04-13,2325.337774917326
2016-04-14,2336.6765775001
2016-04-15,2328.4850371854286
2016-04-18,2327.5528305655225
2016-04-19,2341.9803955698735
2016-04-20,2352.097896629324
2016-04-21,2356.311948362112
2016-04-22,2360.3797010480807
2016-04-25,2348.3748757557505
2016-04-26,2346.1818757176634
2016-04-27,2347.398819824938
2016-04-28,2336.5506340203947
2016-04-29,2300.099069169631
2016-05-02,2293.0577286351727
2016-05-03,2267.164206702931
2016-05-04,2252.5883046824556
2016-05-05,2266.867861108135
2016-05-06,2264.428308602521
2016-05-09,2267.6316731008096
2016-05-10,2293.4033951702077
2016-05-11,2275.7800699350487
2016-05-12,2277.202422778513
2016-05-13,2278.313554467613
2016-05-16,2288.1476531697617
2016-05-17,2280.3148602924025
2016-05-18,2289.0218199116266
2016-05-19,2284.371856749897
2016-05-20,2300.6106508722887
2016-05-23,2300.5187742645885
2016-05-24,2332.073474056871
2016-05-25,2356.748020977694
2016-05-26,2353.416767047951
2016-05-27,2371.9328981889003
2016-05-30,2371.303583744601
2016-05-31,2371.084994863895
2016-06-01,2361.4300239408794
2016-06-02,2367.008330131621
2016-06-03,2339.1833157609262
2016-06-06,2344.6493657833016
2016-06-07,2360.8638251422813
2016-06-08,2361.8306616267537
2016-06-09,2361.75305378387
2016-06-10,2333.590404815642
2016-06-13,2303.409286823727
2016-06-14,2300.652401280577
2016-06-15,2301.8086368188387
2016-06-16,2309.0041700821894
2016-06-17,2300.345954958394
2016-06-20,2323.0926688854015
2016-06-21,2342.677101377892
2016-06-22,2339.9741236261834
2016-06-23,2357.916941626626
2016-06-24,2292.951201255698
2016-06-27,2268.7025760153947
2016-06-28,2292.408217313953
2016-06-29,2331.969239904537
2016-06-30,2358.7360882122193
2016-07-01,2365.2885056826512
2016-07-04,2366.1569178589866
2016-07-05,2348.0155261768473
2016-07-06,2347.1412482835567
2016-07-07,2353.8592506246764
2016-07-08,2386.907064763646
2016-07-11,2408.595545393523
2016-07-12,2424.6800864485917
2016-07-13,2422.2080585989333
2016-07-14,2435.1797722688484
2016-07-15,2439.4947044259634
2016-07-18,2445.8026048603588
2016-07-19,2450.6210072166896
2016-07-20,2463.294454936782
2016-07-21,2463.5380799308678
2016-07-22,2469.9050163973625
2016-07-25,2466.9382222472996
2016-07-26,2468.828983989632
2016-07-27,2469.6856811248326
2016-07-28,2451.409368278261
2016-07-29,2447.7948119876373
2016-08-01,2447.151884614166
2016-08-02,2419.693959735845
2016-08-03,2425.0583957426184
2016-08-04,2440.7054415966186
2016-08-05,2470.1555023389105
2016-08-08,2476.2715347630733
2016-08-09,2480.071578386042
2016-08-10,2468.585405651915
2016-08-11,2477.5187648981996
2016-08-12,2479.2616652667625
2016-08-15,2482.1238652483257
2016-08-16,2457.212441262259
2016-08-17,2452.2074077139764
