Date,ACFM AMERICA INDEX IMI
2010-11-30,1000.0
2010-12-01,1018.2431222109435
2010-12-02,1022.8050875860263
2010-12-03,1010.3720172441507
2010-12-06,1017.9025546421985
2010-12-07,1013.9599217284305
2010-12-08,1024.3241004030685
2010-12-09,1030.3263669673745
2010-12-10,1033.253941128796
2010-12-13,1021.9466229280055
2010-12-14,1022.5380038042746
2010-12-15,1021.6512690732021
2010-12-16,1036.9244200998296
2010-12-17,1042.0525493958457
2010-12-20,1047.1656047903427
2010-12-21,1052.8338570459248
2010-12-22,1058.9939052981206
2010-12-23,1060.3612691646895
2010-12-24,1056.8322348315403
2010-12-27,1054.3981410181077
2010-12-28,1057.090949527816
2010-12-29,1059.5028898510336
2010-12-30,1047.6276701682664
2010-12-31,1037.175989372192
2011-01-03,1052.9051887261041
2011-01-04,1052.1293961473623
2011-01-05,1071.7320855685307
2011-01-06,1077.100291046565
2011-01-07,1079.9431178978468
2011-01-10,1082.1580714579698
2011-01-11,1088.0669246111056
2011-01-12,1087.8350382723024
2011-01-13,1063.0920648768442
2011-01-14,1067.4770216813547
2011-01-17,1073.688138351284
2011-01-18,1067.88318143326
2011-01-19,1047.3870602582633
2011-01-20,1048.8579843879172
2011-01-21,1036.940680123607
2011-01-24,1036.532273395694
2011-01-25,1035.9188822085948
2011-01-26,1041.2753874213229
2011-01-27,1039.7915245675556
2011-01-28,1030.066862071815
2011-01-31,1031.2129439312112
2011-02-01,1043.2879369985817
2011-02-02,1039.4577672141143
2011-02-03,1055.906946091842
2011-02-04,1063.2840521535982
2011-02-07,1070.695547002841
2011-02-08,1065.2486393554436
2011-02-09,1057.596133187833
2011-02-10,1067.232924216175
2011-02-11,1078.2720484632616
2011-02-14,1090.0347260192875
2011-02-15,1082.3166526709022
2011-02-16,1090.1549113056144
2011-02-17,1089.6696695458602
2011-02-18,1086.5140354238665
2011-02-21,1083.3006666554616
2011-02-22,1059.5898626228413
2011-02-23,1046.5663680355801
2011-02-24,1044.5603251698828
2011-02-25,1061.2560315844391
2011-02-28,1062.239716138315
2011-03-01,1045.694190310013
2011-03-02,1044.7306277302457
2011-03-03,1057.1554853945179
2011-03-04,1047.9212317471745
2011-03-07,1036.3108645509762
2011-03-08,1052.3222539963517
2011-03-09,1047.8529093915188
2011-03-10,1035.935231686718
2011-03-11,1039.6271803125614
2011-03-14,1024.2591484845498
2011-03-15,1013.9876779157978
2011-03-16,1000.0052021258529
2011-03-17,1005.007520877344
2011-03-18,1001.8227443412007
2011-03-21,1014.7292679039515
2011-03-22,1010.1965036903091
2011-03-23,1019.4330755392685
2011-03-24,1022.5481784324629
2011-03-25,1029.9301860787132
2011-03-28,1028.8792597327724
2011-03-29,1038.6109860128543
2011-03-30,1046.1432656698494
2011-03-31,1039.3368044870238
2011-04-01,1049.1502203203443
2011-04-04,1043.946898708299
2011-04-05,1047.5445823179666
2011-04-06,1039.0642411627448
2011-04-07,1040.437736160234
2011-04-08,1027.2671968989782
2011-04-11,1021.1754576371972
2011-04-12,1007.2419736126312
2011-04-13,1007.8079040462277
2011-04-14,1011.0144391612057
2011-04-15,1018.4426587523496
2011-04-18,1020.164886525411
2011-04-19,1019.7947545030868
2011-04-20,1020.940344177861
2011-04-21,1022.6610361836875
2011-04-22,1022.6610361836875
2011-04-25,1021.0737491499797
2011-04-26,1024.918898867138
2011-04-27,1028.2090870186835
2011-04-28,1018.6069480663108
2011-04-29,1021.2483448471845
2011-05-02,1014.7853767411452
2011-05-03,1010.3786574974873
2011-05-04,999.4462250938998
2011-05-05,1008.2626379798132
2011-05-06,1021.3234108360019
2011-05-09,1043.3257144035267
2011-05-10,1045.7405390524439
2011-05-11,1037.8997172755692
2011-05-12,1047.9720275982847
2011-05-13,1038.6434186427766
2011-05-16,1029.8468053403662
2011-05-17,1033.7692946574896
2011-05-18,1038.4170421188348
2011-05-19,1040.503242291722
2011-05-20,1041.1089450570646
2011-05-23,1038.0635236730295
2011-05-24,1031.6810047234785
2011-05-25,1039.3358080463765
2011-05-26,1042.3194073884713
2011-05-27,1036.0932754785856
2011-05-30,1035.4712750041958
2011-05-31,1038.4354269168737
2011-06-01,1011.1554005612766
2011-06-02,1009.0050436556962
2011-06-03,991.3357238018526
2011-06-06,976.3265268699162
2011-06-07,971.6066981894656
2011-06-08,970.8758115640072
2011-06-09,984.3823160573049
2011-06-10,980.3060741691862
2011-06-13,977.9059146824126
2011-06-14,985.0022953518145
2011-06-15,981.3601993273984
2011-06-16,989.5303314407666
2011-06-17,980.4858281856594
2011-06-20,985.4317798719669
2011-06-21,996.7321748790249
2011-06-22,987.4715733513808
2011-06-23,1004.1623118739584
2011-06-24,992.4144695098225
2011-06-27,991.9027129178772
2011-06-28,1000.223512869274
2011-06-29,1007.3272003083941
2011-06-30,1010.3743956090876
2011-07-01,1025.297004382257
2011-07-04,1024.216412574668
2011-07-05,1026.7657610763301
2011-07-06,1038.8050675014354
2011-07-07,1045.0350698715006
2011-07-08,1045.1440598000365
2011-07-11,1044.6122108582033
2011-07-12,1041.016203669786
2011-07-13,1034.0151655299428
2011-07-14,1026.1363506051327
2011-07-15,1034.1454426734717
2011-07-18,1031.5642421469718
2011-07-19,1036.8488311256162
2011-07-20,1036.0927940645242
2011-07-21,1035.8667999924908
2011-07-22,1038.144724445037
2011-07-25,1034.6700578724567
2011-07-26,1019.5513761151882
2011-07-27,1003.8837616535441
2011-07-28,1007.4247936363782
2011-07-29,996.5549630821708
2011-08-01,1003.9696006863448
2011-08-02,977.21331573946
2011-08-03,975.5655800280614
2011-08-04,935.512709429063
2011-08-05,927.607789796851
2011-08-08,863.9292101313308
2011-08-09,902.9143515701344
2011-08-10,874.130397515293
2011-08-11,907.3139425954506
2011-08-12,915.3499319634122
2011-08-15,921.3979577355813
2011-08-16,914.9872381937008
2011-08-17,912.8068652812364
2011-08-18,878.7824962743841
2011-08-19,860.1141898947981
2011-08-22,862.3859912979763
2011-08-23,890.5938993265509
2011-08-24,899.7810752508302
2011-08-25,889.3399869179384
2011-08-26,902.2346536350777
2011-08-29,918.70751039749
2011-08-30,928.7557888276576
2011-08-31,936.696803258411
2011-09-01,936.2122789373668
2011-09-02,915.1469656419746
2011-09-05,918.5436438017222
2011-09-06,918.3714299751321
2011-09-07,944.2821123299798
2011-09-08,937.8501462392901
2011-09-09,930.7537244712745
2011-09-12,940.3676144068487
2011-09-13,944.9128198613296
2011-09-14,957.4316191944031
2011-09-15,960.5859815877583
2011-09-16,968.7153524266056
2011-09-19,969.355382639758
2011-09-20,958.7581484133651
2011-09-21,931.4058338540086
2011-09-22,911.7340333252276
2011-09-23,912.7829892197639
2011-09-26,935.5202959283994
2011-09-27,937.9835227824193
2011-09-28,918.6884215774141
2011-09-29,921.6931501125528
2011-09-30,914.6279517075465
2011-10-03,894.1675496740421
2011-10-04,912.5579704617716
2011-10-05,929.2502871601056
2011-10-06,942.6923353540707
2011-10-07,928.4806303617867
2011-10-10,946.83459207787
2011-10-11,950.7580051504211
2011-10-12,950.9314393635568
2011-10-13,954.1541893980778
2011-10-14,960.822087968138
2011-10-17,948.0010502822589
2011-10-18,972.2421362959733
2011-10-19,951.7199272998839
2011-10-20,960.1942556788756
2011-10-21,965.4099094560995
2011-10-24,982.881712583246
2011-10-25,962.0575740103668
2011-10-26,978.5516281386449
2011-10-27,991.8850585672491
2011-10-28,991.1178625958619
2011-10-31,983.197512545613
2011-11-01,972.5302672935784
2011-11-02,979.6247168287226
2011-11-03,1003.0032959103627
2011-11-04,996.389384156752
2011-11-07,1002.2882778641651
2011-11-08,1009.2132186911639
2011-11-09,987.8147139593386
2011-11-10,993.6833355386755
