Date,ACWI ex GREECE IMI
2015-12-11,2322.7990002455244
2015-12-14,2307.2254822842515
2015-12-15,2350.3637465697866
2015-12-16,2376.7442595483003
2015-12-17,2386.4195043041364
2015-12-18,2355.4499167882495
2015-12-21,2346.917961391402
2015-12-22,2351.723227046776
2015-12-23,2400.1840918341154
2015-12-24,2386.66212556926
2015-12-25,2385.891781078894
2015-12-28,2378.488996492929
2015-12-29,2413.109930367466
2015-12-30,2397.9542294541366
2015-12-31,2392.448664848388
2016-01-01,2392.5090642733303
2016-01-04,2356.7113107078726
2016-01-05,2374.658394251379
2016-01-06,2339.179732871066
2016-01-07,2270.919164109187
2016-01-08,2236.765195854068
2016-01-11,2236.354927863895
2016-01-12,2245.6754123635137
2016-01-13,2219.390476339804
2016-01-14,2224.515645239299
2016-01-15,2162.533890234109
2016-01-18,2166.5604035624897
2016-01-19,2171.628715116197
2016-01-20,2130.5994195255353
2016-01-21,2150.488758820575
2016-01-22,2207.5560770326406
2016-01-25,2187.2734366492436
2016-01-26,2201.491446322818
2016-01-27,2193.3454352801746
2016-01-28,2182.7624364064445
2016-01-29,2251.4906226770936
2016-02-01,2242.9061876392375
2016-02-02,2202.2811496503577
2016-02-03,2173.58993843014
2016-02-04,2165.5098719172624
2016-02-05,2138.295086036716
2016-02-08,2103.3079088349687
2016-02-09,2058.8891016275384
2016-02-10,2078.2412930367113
2016-02-11,2025.1358566856175
2016-02-12,2062.8319443380246
2016-02-15,2107.7668507278768
2016-02-16,2130.2405571640184
2016-02-17,2164.506472065545
2016-02-18,2174.7093035655384
2016-02-19,2166.0585373255512
2016-02-22,2208.976984851063
2016-02-23,2187.3376695157144
2016-02-24,2179.4518337326263
2016-02-25,2201.5817270113184
2016-02-26,2225.991600782961
2016-02-29,2230.5468479045308
2016-03-01,2271.1867464290863
2016-03-02,2299.896175704469
2016-03-03,2296.0467385217335
2016-03-04,2296.9795573936894
2016-03-07,2304.0257735847626
2016-03-08,2267.707598423742
2016-03-09,2282.3716896731694
2016-03-10,2253.677886005906
2016-03-11,2291.198453873025
2016-03-14,2304.429724157219
2016-03-15,2288.0731732687773
2016-03-16,2299.957484262764
2016-03-17,2286.3238385287245
2016-03-18,2298.3480335289987
2016-03-21,2302.960628294795
2016-03-22,2310.4373432325415
2016-03-23,2301.3718765694975
2016-03-24,2291.313555288636
2016-03-25,2292.6271079072876
2016-03-28,2287.335498056361
2016-03-29,2307.9974850821777
2016-03-30,2299.806023540782
2016-03-31,2287.5664086252286
2016-04-01,2285.158951635415
2016-04-04,2278.274246374394
2016-04-05,2248.4068306831973
2016-04-06,2266.456785242011
2016-04-07,2251.084944109742
2016-04-08,2261.555273271112
2016-04-11,2257.173024726443
2016-04-12,2287.0900189547615
2016-04-13,2337.5884168854263
2016-04-14,2348.9745923357013
2016-04-15,2340.6452180126507
2016-04-18,2339.653880060776
2016-04-19,2354.117023632176
2016-04-20,2364.2631016754985
2016-04-21,2368.4538177081286
2016-04-22,2372.513299443217
2016-04-25,2360.4552382502375
2016-04-26,2358.2343678393845
2016-04-27,2359.4849751277075
2016-04-28,2348.589334943477
2016-04-29,2311.9355168625434
2016-05-02,2304.7923680655817
2016-05-03,2278.8010111692533
2016-05-04,2264.1568313048556
2016-05-05,2278.433387095272
2016-05-06,2275.977491358617
2016-05-09,2279.187697316646
2016-05-10,2305.12802598417
2016-05-11,2287.5677408427496
2016-05-12,2288.930892609482
2016-05-13,2290.1601406465606
2016-05-16,2300.0833680793294
2016-05-17,2292.1997920362674
2016-05-18,2300.9420668725497
2016-05-19,2296.2525491849115
2016-05-20,2312.4534676088715
2016-05-23,2312.348593041121
2016-05-24,2344.0835039802764
2016-05-25,2368.941523849566
2016-05-26,2365.5461271932263
2016-05-27,2384.2134083917103
2016-05-30,2383.583129428672
2016-05-31,2383.3294699102125
2016-06-01,2373.6757963078394
2016-06-02,2379.3026027604055
2016-06-03,2351.3040467837673
2016-06-06,2356.8776275297505
2016-06-07,2373.1924887275472
2016-06-08,2374.1847572472766
2016-06-09,2374.0579221571306
2016-06-10,2345.8355185851697
2016-06-13,2315.594332955066
2016-06-14,2312.79338459338
2016-06-15,2314.008710813512
2016-06-16,2321.3473852723873
2016-06-17,2312.565403769081
2016-06-20,2335.40368647863
2016-06-21,2355.085145042979
2016-06-22,2352.33341822797
2016-06-23,2370.2871537375063
2016-06-24,2305.2636539528853
2016-06-27,2281.0301287456573
2016-06-28,2304.7549409201292
2016-06-29,2344.495936195071
2016-06-30,2371.3959009667064
2016-07-01,2377.9925825684113
2016-07-04,2378.8996269091786
2016-07-05,2360.6881753653474
2016-07-06,2359.8115058127423
2016-07-07,2366.5172996154956
2016-07-08,2399.700025863457
2016-07-11,2421.4901775325866
2016-07-12,2437.656453592481
2016-07-13,2435.1537236434147
2016-07-14,2448.182666417622
2016-07-15,2452.59186524283
2016-07-18,2458.924727876189
2016-07-19,2463.774549192142
2016-07-20,2476.494217839603
2016-07-21,2476.7734543631664
2016-07-22,2483.1276879868487
2016-07-25,2480.1633407861805
2016-07-26,2482.047294112045
2016-07-27,2482.9372162452205
2016-07-28,2464.541612290337
2016-07-29,2460.819524577366
2016-08-01,2460.245703066004
2016-08-02,2432.6781289533583
2016-08-03,2438.0058670554486
2016-08-04,2453.768567591753
2016-08-05,2483.367683603373
2016-08-08,2489.536846093812
2016-08-09,2493.354036872573
2016-08-10,2481.7992971559165
2016-08-11,2490.7310476209186
2016-08-12,2492.478420336917
2016-08-15,2495.3583754377946
2016-08-16,2470.3563752323416
2016-08-17,2465.304348979389
2016-08-18,2463.8936711246974
2016-08-19,2456.9307105688054
2016-08-22,2455.4445174740245
2016-08-23,2466.0685135674153
2016-08-24,2469.3625787844594
2016-08-25,2458.3977380838355
2016-08-26,2458.112632579872
2016-08-29,2480.9355947207223
2016-08-30,2482.8314800852286
2016-08-31,2479.0503476846184
2016-09-01,2471.7895166751287
2016-09-02,2495.523892873455
2016-09-05,2506.0792481881736
2016-09-06,2500.7147008226634
2016-09-07,2504.1363826410034
2016-09-08,2493.870863444337
2016-09-09,2454.907588180519
2016-09-12,2456.763297286179
2016-09-13,2424.184051725397
2016-09-14,2419.78202939812
2016-09-15,2437.8182050755045
2016-09-16,2444.4443516860297
2016-09-19,2453.074982047909
2016-09-20,2455.5287718984487
2016-09-21,2488.7573728044445
2016-09-22,2495.7334187993365
2016-09-23,2485.8014759448533
2016-09-26,2453.5361248904987
2016-09-27,2476.5910482601953
2016-09-28,2488.2111615686927
2016-09-29,2471.8573823672787
2016-09-30,2474.8631303773236
2016-10-03,2478.1899694099848
2016-10-04,2485.6150420695285
2016-10-05,2480.974268950616
2016-10-06,2484.6467931627644
2016-10-07,2473.596059178098
2016-10-10,2488.301935015721
2016-10-11,2481.48680388603
2016-10-12,2484.869730663148
2016-10-13,2469.5639762507685
2016-10-14,2482.0237202839417
2016-10-17,2476.4968921565337
2016-10-18,2502.1020468499987
2016-10-19,2513.1400836183416
2016-10-20,2518.792485303501
2016-10-21,2526.924778062391
2016-10-24,2532.4896731087974
2016-10-25,2530.5778343349666
2016-10-26,2512.20469438202
2016-10-27,2501.6788857952333
2016-10-28,2494.4570434009474
2016-10-31,2488.0014044987743
2016-11-01,2459.6944284840424
2016-11-02,2424.393805297349
2016-11-03,2421.553270827612
2016-11-04,2405.863174273856
2016-11-07,2462.0255674682544
2016-11-08,2469.250753793852
2016-11-09,2492.6745765019473
2016-11-10,2515.657966205646
2016-11-11,2509.920837865061
2016-11-14,2534.534940629243
2016-11-15,2546.4556595182426
2016-11-16,2557.2546075288456
2016-11-17,2568.7702461084978
2016-11-18,2580.5430680009026
2016-11-21,2586.773724270235
2016-11-22,2602.837372666766
2016-11-23,2612.777157381764
2016-11-24,2608.5034892028875
2016-11-25,2609.5657001686786
2016-11-28,2605.687705335117
2016-11-29,2598.828785282975
2016-11-30,2598.941089348215
2016-12-01,2591.8536334487994
2016-12-02,2578.6894609638885
2016-12-05,2577.0544430178165
2016-12-06,2591.275657033872
2016-12-07,2613.3272791885793
2016-12-08,2661.8263278154222
2016-12-09,2688.6354684548046
2016-12-12,2667.4160302097002
2016-12-13,2678.216487316445
2016-12-14,2659.196044619701
2016-12-15,2702.8845355686326
2016-12-16,2704.183460109875
2016-12-19,2701.8625411697676
2016-12-20,2721.3933266782064
2016-12-21,2705.002525836818
2016-12-22,2692.1956785806287
2016-12-23,2693.417569271101
2016-12-26,2692.8116910845583
2016-12-27,2697.8241276486406
2016-12-28,2703.706326900233
2016-12-29,2685.667314786339
2016-12-30,2670.176333794493
2017-01-02,2672.7823472979426
2017-01-03,2723.229640984493
2017-01-04,2724.585772246414
2017-01-05,2706.20945478071
2017-01-06,2711.687386016592
2017-01-09,2707.2309030419733
2017-01-10,2705.3475015648
2017-01-11,2735.4047536379335
2017-01-12,2697.539937107416
2017-01-13,2711.6559532913543
2017-01-16,2708.690677211641
2017-01-17,2685.663255187764
2017-01-18,2691.048004785662
2017-01-19,2696.7904063599694
2017-01-20,2688.761957231488
2017-01-23,2673.4100592081377
2017-01-24,2687.1427973728987
2017-01-25,2711.6081657453947
2017-01-26,2728.210514292286
2017-01-27,2717.6488445826058
2017-01-30,2704.756792236102
2017-01-31,2676.730583007625
2017-02-01,2691.4568206384483
2017-02-02,2682.7511938913544
2017-02-03,2703.3572763251536
2017-02-06,2706.622307906058
2017-02-07,2717.404114421946
2017-02-08,2720.0779964642943
2017-02-09,2740.461678117536
2017-02-10,2762.9825695489094
2017-02-13,2780.8071289286163
2017-02-14,2792.4868347594415
2017-02-15,2805.619304456589
2017-02-16,2785.6798390237445
2017-02-17,2794.128239630072
2017-02-20,2798.342872720601
2017-02-21,2830.4213403762433
2017-02-22,2828.547770667515
2017-02-23,2819.6414820544746
2017-02-24,2817.2601038049474
2017-02-27,2807.470724149122
2017-02-28,2797.3533726068226
2017-03-01,2841.029930406504
2017-03-02,2837.1276282475997
2017-03-03,2825.6223988003235
2017-03-06,2812.340871265678
2017-03-07,2810.197858859361
2017-03-08,2807.7654004469427
2017-03-09,2798.119539736407
2017-03-10,2792.8767114356824
2017-03-13,2799.8446516309978
2017-03-14,2796.855121202584
2017-03-15,2818.2657640616676
2017-03-16,2811.135197792297
2017-03-17,2810.2845730322683
2017-03-20,2805.6664213876343
2017-03-21,2770.5855389727394
2017-03-22,2765.372732715409
2017-03-23,2773.8498686906646
2017-03-24,2770.9958584284973
2017-03-27,2749.017743664654
2017-03-28,2773.1321155090945
2017-03-29,2803.428866403444
2017-03-30,2811.992833423812
2017-03-31,2812.0780729710277
2017-04-03,2818.1588126035413
2017-04-04,2816.588686788258
2017-04-05,2811.6214120831205
2017-04-06,2813.869621844491
2017-04-07,2822.9616272625526
2017-04-10,2829.2820801630655
2017-04-11,2823.456417639043
2017-04-12,2818.9070992005377
2017-04-13,2805.5736772963164
2017-04-14,2803.2694052795687
2017-04-17,2813.3778081805067
2017-04-18,2792.220074023497
2017-04-19,2785.079057227023
2017-04-20,2789.2612094375254
2017-04-21,2804.8034767805293
2017-04-24,2801.155697562944
2017-04-25,2802.4323669209225
2017-04-26,2816.7286234806515
2017-04-27,2817.527157889255
2017-04-28,2806.268363859715
2017-05-01,2805.4988695303746
2017-05-02,2816.906681037547
2017-05-03,2809.4805121255076
2017-05-04,2801.918922100175
2017-05-05,2804.721222330165
2017-05-08,2822.149617912971
2017-05-09,2829.6189328962364
2017-05-10,2841.467613788018
2017-05-11,2837.251084093325
2017-05-12,2824.911095920953
2017-05-15,2825.2915212033613
2017-05-16,2806.7264551156163
2017-05-17,2757.9507714035226
2017-05-18,2755.074281225046
2017-05-19,2758.5119488104433
2017-05-22,2761.3253683493763
2017-05-23,2768.72430176422
2017-05-24,2781.8235625852053
2017-05-25,2785.616094662486
2017-05-26,2790.6019224627353
2017-05-29,2791.085343274563
2017-05-30,2787.3189732717897
2017-05-31,2771.644662720599
2017-06-01,2794.3639312959162
2017-06-02,2799.810796373045
2017-06-05,2801.3553136214864
2017-06-06,2790.615031508719
2017-06-07,2792.891867455978
2017-06-08,2802.1538400984214
2017-06-09,2809.99611086875
2017-06-12,2797.35496783581
2017-06-13,2810.683918943557
2017-06-14,2795.968356499949
2017-06-15,2806.0582391566454
2017-06-16,2802.252675776895
2017-06-19,2829.6797515510602
2017-06-20,2820.2904249047397
2017-06-21,2811.8157308415102
2017-06-22,2811.709058369297
2017-06-23,2807.583494426814
2017-06-26,2813.1139164297674
2017-06-27,2778.205833678762
2017-06-28,2777.2226245297325
2017-06-29,2747.93358561983
2017-06-30,2748.6893373963567
2017-07-03,2764.3647534371626
2017-07-04,2763.8408043446234
2017-07-05,2771.427883033041
2017-07-06,2737.469843845714
2017-07-07,2745.7350843292465
2017-07-10,2752.3413284623375
2017-07-11,2746.3152192457196
2017-07-12,2771.422656239352
2017-07-13,2783.905436112984
2017-07-14,2789.393594364174
2017-07-17,2786.4414673668048
2017-07-18,2761.812505838313
2017-07-19,2791.4172380840937
2017-07-20,2769.28799505382
2017-07-21,2758.299813064181
2017-07-24,2758.6896089676443
2017-07-25,2761.302892084127
2017-07-26,2769.5934319733346
2017-07-27,2764.9804391595635
2017-07-28,2740.124737264948
2017-07-31,2731.995969126699
2017-08-01,2739.260301055635
2017-08-02,2727.325317541485
2017-08-03,2718.6139859481023
2017-08-04,2748.2979953374006
2017-08-07,2745.3586174800885
2017-08-08,2753.7513071667836
2017-08-09,2742.7537716842307
2017-08-10,2711.833757576679
2017-08-11,2695.5688993691415
2017-08-14,2719.013571655842
2017-08-15,2728.5935785928673
2017-08-16,2740.8575221520678
2017-08-17,2711.7463662910686
2017-08-18,2701.973787790744
2017-08-21,2690.0704935131685
2017-08-22,2720.38551604725
2017-08-23,2706.626852798919
2017-08-24,2708.3450904002016
2017-08-25,2700.4139156611154
2017-08-28,2684.146738785853
2017-08-29,2666.042310581011
2017-08-30,2696.5180754461903
2017-08-31,2718.821301907021
2017-09-01,2730.6458684167087
2017-09-04,2717.639457501337
2017-09-05,2705.2198909837193
2017-09-06,2706.658778555181
2017-09-07,2700.137979070835
2017-09-08,2697.83701523197
2017-09-11,2729.097108371889
2017-09-12,2744.8422786639076
2017-09-13,2750.7971971387146
2017-09-14,2757.884487452292
2017-09-15,2743.5694033942946
2017-09-18,2752.7158266007505
2017-09-19,2752.5947506090174
2017-09-20,2753.239657204243
2017-09-21,2758.826189115537
2017-09-22,2751.9536202155286
2017-09-25,2764.974368549874
2017-09-26,2779.80737108417
2017-09-27,2796.3650142342703
2017-09-28,2788.713597574671
2017-09-29,2793.0184576458296
2017-10-02,2820.122535641001
2017-10-03,2825.68037544849
2017-10-04,2826.807021807218
2017-10-05,2844.5889394451196
2017-10-06,2837.8076812396553
2017-10-09,2834.3732411100154
2017-10-10,2829.675590469231
2017-10-11,2827.959409010844
2017-10-12,2828.297938447274
2017-10-13,2837.4150745503057
2017-10-16,2850.343457556569
2017-10-17,2855.231886405256
2017-10-18,2853.8051300380157
2017-10-19,2835.3132785430735
2017-10-20,2855.0590382189343
2017-10-23,2857.167451950724
2017-10-24,2854.380968780958
2017-10-25,2833.316016984392
2017-10-26,2860.4570771632334
2017-10-27,2901.6577006355933
2017-10-30,2891.7534327344915
2017-10-31,2891.738974836445
2017-11-01,2907.252823560608
2017-11-02,2895.371793298047
2017-11-03,2911.5076162098603
2017-11-06,2923.0769255983264
2017-11-07,2924.461152589725
2017-11-08,2927.1257503011134
2017-11-09,2906.2131843405227
2017-11-10,2893.596168742395
2017-11-13,2885.598730768271
2017-11-14,2857.9639103843774
2017-11-15,2831.0568687711857
2017-11-16,2862.3910266160783
2017-11-17,2861.2767744286975
2017-11-20,2873.7687972991503
2017-11-21,2898.6737277309835
2017-11-22,2889.3699829956336
2017-11-23,2878.8944397519385
2017-11-24,2864.008208230668
