Date,ACWI ex JAPAN IMI
2007-05-31,1000.0
2007-06-01,1009.2096528292033
2007-06-04,1007.1463066083151
2007-06-05,1000.535388364883
2007-06-06,990.7998526834058
2007-06-07,978.7574713042683
2007-06-08,987.3085901131075
2007-06-11,992.2913307741571
2007-06-12,986.4316067107682
2007-06-13,995.3499826789354
2007-06-14,1005.0633742748138
2007-06-15,1012.1436649790307
2007-06-18,1010.3739408708311
2007-06-19,1009.8681146648512
2007-06-20,1003.9329934445827
2007-06-21,1004.9585685867415
2007-06-22,996.1868704374881
2007-06-25,990.9921366134167
2007-06-26,985.8379513460649
2007-06-27,989.1311981366138
2007-06-28,992.9570979808275
2007-06-29,992.8246325907357
2007-07-02,993.1223686822989
2007-07-03,1000.4579062509669
2007-07-04,1002.3422990637273
2007-07-05,1002.5284399603422
2007-07-06,1006.1637725706274
2007-07-09,1009.8357695909025
2007-07-10,994.0942134400321
2007-07-11,992.3509879029252
2007-07-12,1007.8645147862268
2007-07-13,1012.7114877215142
2007-07-16,1011.141108458011
2007-07-17,1009.317305651054
2007-07-18,1003.2227339299561
2007-07-19,1009.5698978035898
2007-07-20,1000.5184898704146
2007-07-23,1005.7184260548306
2007-07-24,989.2760199337949
2007-07-25,992.4786020197852
2007-07-26,967.5381504441131
2007-07-27,955.7634620207565
2007-07-30,959.5131328759983
2007-07-31,962.5234081931081
2007-08-01,955.8426422721009
2007-08-02,962.1239223403495
2007-08-03,940.6281793277005
2007-08-06,943.043600854638
2007-08-07,952.0059604471318
2007-08-08,967.4825960642013
2007-08-09,952.0009207943126
2007-08-10,939.0863152759733
2007-08-13,949.5826694591349
2007-08-14,936.7371926208258
2007-08-15,929.0700658765095
2007-08-16,914.5826897449448
2007-08-17,927.0701610645117
2007-08-20,937.1600676642968
2007-08-21,937.6849033149637
2007-08-22,951.0129079683272
2007-08-23,951.4769652981541
2007-08-24,955.5116354883394
2007-08-27,954.4672652776355
2007-08-28,935.7817824636404
2007-08-29,947.2017314940873
2007-08-30,951.1370971311092
2007-08-31,964.560150683351
2007-09-03,967.6499807674536
2007-09-04,976.3740561351874
2007-09-05,962.0594572337617
2007-09-06,964.2245590397206
2007-09-07,945.5311357405826
2007-09-10,938.3850373824612
2007-09-11,949.9562533352612
2007-09-12,949.2711721746084
2007-09-13,956.8045839379621
2007-09-14,955.320983977758
2007-09-17,946.7323728269375
2007-09-18,965.7199211485575
2007-09-19,977.9512382177752
2007-09-20,968.0896858345667
2007-09-21,972.3132707290613
2007-09-24,971.802015603346
2007-09-25,966.3723734891443
2007-09-26,972.5651843277064
2007-09-27,978.7758785708529
2007-09-28,974.7816733810091
2007-10-01,984.455303471013
2007-10-02,992.9100228602484
2007-10-03,990.7874054027466
2007-10-04,991.4935886399039
2007-10-05,1002.3451749390737
2007-10-08,1004.0218262991639
2007-10-09,1009.7661737348541
2007-10-10,1007.5597222068479
2007-10-11,1005.6206959505416
2007-10-12,1010.1094355138496
2007-10-15,1001.6494748727597
2007-10-16,996.2481041634885
2007-10-17,998.4645367124153
2007-10-18,992.4479105059158
2007-10-19,977.2511586441204
2007-10-22,975.4766196156929
2007-10-23,983.4236785052116
2007-10-24,980.409188946724
2007-10-25,981.9664982816607
2007-10-26,990.6590218736973
2007-10-29,998.0663509984404
2007-10-30,991.3133135054004
2007-10-31,1000.0598276283979
2007-11-01,983.078528607175
2007-11-02,976.9654992784407
2007-11-05,969.5396968207481
2007-11-06,975.5880224866519
2007-11-07,955.6369793146473
2007-11-08,949.2097482686986
2007-11-09,936.2172455167214
2007-11-12,929.3926343034088
2007-11-13,941.0942865038388
2007-11-14,940.9192267988064
2007-11-15,930.3539654513386
2007-11-16,927.2903941310566
2007-11-19,909.7483815426249
2007-11-20,909.0288849570939
2007-11-21,887.6402080290925
2007-11-22,888.3262964720636
2007-11-23,902.1524754504684
2007-11-26,892.0385861769008
2007-11-27,894.0353576270229
2007-11-28,920.7749630207138
2007-11-29,924.4051884605389
2007-11-30,937.5353944197121
2007-12-03,934.6064019745515
2007-12-04,922.7563376184121
2007-12-05,940.7574395752348
2007-12-06,951.367331738609
2007-12-07,952.6685964081313
2007-12-10,954.7000134740397
2007-12-11,943.0394675229458
2007-12-12,946.2887771865192
2007-12-13,938.7584031744426
2007-12-14,938.4238499372666
2007-12-17,922.5331758180996
2007-12-18,924.3709880841208
2007-12-19,924.5166769367868
2007-12-20,929.6870410900416
2007-12-21,943.5980473803489
2007-12-24,949.2047958262809
2007-12-25,949.2511250554211
2007-12-26,945.7665109245308
2007-12-27,937.5191200593712
2007-12-28,932.0262796813957
2007-12-31,933.0179809354506
2008-01-01,933.082158605101
2008-01-02,918.1337159485244
2008-01-03,915.8002220228271
2008-01-04,896.0486157816384
2008-01-07,895.4685152320671
2008-01-08,890.65605947977
2008-01-09,893.6677581489316
2008-01-10,890.6628145943223
2008-01-11,879.6215349363207
2008-01-14,881.9792327784148
2008-01-15,862.2321640726022
2008-01-16,857.1194159383277
2008-01-17,843.0542666105764
2008-01-18,839.340072875774
2008-01-21,819.9746768272036
2008-01-22,812.6548342168044
2008-01-23,818.7501126048616
2008-01-24,834.3979478399776
2008-01-25,834.6884467324953
2008-01-28,832.837606462918
2008-01-29,842.3506073937992
2008-01-30,836.0118885702907
2008-01-31,842.2917557776943
2008-02-01,857.2132078445437
2008-02-04,856.8872192096916
2008-02-05,839.3663893003727
2008-02-06,833.2715908485833
2008-02-07,836.4187168869029
2008-02-08,837.5265984440185
2008-02-11,835.930131866037
2008-02-12,845.5867929640332
2008-02-13,853.4569947592344
2008-02-14,849.4955395589359
2008-02-15,841.3425103631783
2008-02-18,848.2002713367879
