Date,AC ASIA PACIFIC IMI
1998-12-31,529.7477503827288
1999-01-01,529.7484079975648
1999-01-04,522.3103645219834
1999-01-05,521.1751902934757
1999-01-06,528.3065055998269
1999-01-07,543.876935876501
1999-01-08,543.6910636771271
1999-01-11,552.5667610074324
1999-01-12,542.3284189665076
1999-01-13,525.034651959369
1999-01-14,527.7258931798624
1999-01-15,532.3571941822811
1999-01-18,534.5645141866403
1999-01-19,536.190234912282
1999-01-20,543.9218097454309
1999-01-21,546.9078952218667
1999-01-22,537.731046971139
1999-01-25,536.3578162882005
1999-01-26,539.4288351162097
1999-01-27,543.2282312919328
1999-01-28,541.3011030720645
1999-01-29,549.9416812234997
1999-02-01,556.011174754295
1999-02-02,559.1192531109773
1999-02-03,554.3015841844797
1999-02-04,554.8778065992901
1999-02-05,549.454356103173
1999-02-08,550.3883541872874
1999-02-09,541.7745624436282
1999-02-10,538.3414355974315
1999-02-11,541.9306365189914
1999-02-12,547.6892523032556
1999-02-15,547.0784718478345
1999-02-16,542.2739554871043
1999-02-17,536.193524317972
1999-02-18,532.5216118521192
1999-02-19,536.3617805360761
1999-02-22,545.7803500884787
1999-02-23,548.2301374755717
1999-02-24,549.0393144880069
1999-02-25,550.2353596787835
1999-02-26,557.7422297606536
1999-03-01,555.7004174447608
1999-03-02,547.7723586473344
1999-03-03,548.9078216478175
1999-03-04,547.9263177538276
1999-03-05,565.9850773357468
1999-03-08,568.8131837327584
1999-03-09,576.356075210447
1999-03-10,586.797767343378
1999-03-11,594.8076097955769
1999-03-12,593.3237532348331
1999-03-15,604.819752193826
1999-03-16,617.9017890541411
1999-03-17,616.5346717063579
1999-03-18,610.347240418771
1999-03-19,632.034694050092
1999-03-22,631.3680371132981
1999-03-23,630.9948737351829
1999-03-24,618.6829360395523
1999-03-25,628.1500900970124
1999-03-26,634.6487385597989
1999-03-29,635.8883248444604
1999-03-30,632.5828145211847
1999-03-31,637.485263666062
1999-04-01,646.2669008742106
1999-04-02,646.2379697851319
1999-04-05,646.1940842986061
1999-04-06,653.6302412188952
1999-04-07,653.9693440722106
1999-04-08,660.8352312706064
1999-04-09,666.202948535697
1999-04-12,656.6301801091533
1999-04-13,667.2998066413272
1999-04-14,676.9051440137118
1999-04-15,679.9763148055049
1999-04-16,691.9529295151449
1999-04-19,699.2096405103852
1999-04-20,690.8108272552089
1999-04-21,680.3478663491723
1999-04-22,686.4336875698359
1999-04-23,693.3050453182921
1999-04-26,702.1659631534342
1999-04-27,698.869287755149
1999-04-28,702.5902233896691
1999-04-29,703.7139734201356
1999-04-30,702.4377071529732
1999-05-03,700.6090308011367
1999-05-04,698.5782340064004
1999-05-05,693.6106011647846
1999-05-06,705.622121899092
1999-05-07,696.6592981307946
1999-05-10,699.1983752529281
1999-05-11,695.2938888699554
1999-05-12,700.3704194299659
1999-05-13,696.48164635133
1999-05-14,689.33820320138
1999-05-17,674.3996547162737
1999-05-18,677.3804602203734
1999-05-19,662.4314075621954
1999-05-20,664.873104533124
1999-05-21,672.1797559632427
1999-05-24,673.9106001090677
1999-05-25,670.0850443833513
1999-05-26,679.8820317039454
1999-05-27,680.4255863559935
1999-05-28,679.9167001092393
1999-05-31,680.4168392146662
1999-06-01,691.5883049769218
1999-06-02,702.8314828522236
1999-06-03,699.2439206862492
1999-06-04,703.3179024866903
1999-06-07,716.0362044938737
1999-06-08,718.9569826515419
1999-06-09,723.9309382947788
1999-06-10,731.0826787654314
1999-06-11,738.4320797074172
1999-06-14,731.8283232486308
1999-06-15,731.0405128840829
1999-06-16,742.116136494195
1999-06-17,754.4175993115331
1999-06-18,744.7187121620485
1999-06-21,756.4642319820813
1999-06-22,765.0534736757747
1999-06-23,759.1102447403367
1999-06-24,755.1922805017498
1999-06-25,748.7469031556442
1999-06-28,761.5882734162324
1999-06-29,769.4695457199263
1999-06-30,767.2974282710908
1999-07-01,789.2557191423999
1999-07-02,798.8809115284016
1999-07-05,806.4635121533366
1999-07-06,802.583702830785
1999-07-07,801.4828497845657
1999-07-08,798.4688087455287
1999-07-09,797.9375158247691
1999-07-12,809.9895787757256
1999-07-13,809.4748088694772
1999-07-14,811.1378329651315
1999-07-15,817.9491301879722
1999-07-16,813.3096219361516
1999-07-19,828.0076529974186
1999-07-20,809.7978038268951
1999-07-21,797.7207953179326
1999-07-22,786.2578842352746
1999-07-23,778.9449282888266
1999-07-26,761.6539508905206
1999-07-27,762.5641615271115
