Date,ACWI ex ITALY IMI
2015-12-11,2333.77028147635
2015-12-14,2318.4991921897745
2015-12-15,2361.4732657861923
2015-12-16,2388.2697499260066
2015-12-17,2397.80234589558
2015-12-18,2366.682645487637
2015-12-21,2358.1966406861725
2015-12-22,2363.101977661101
2015-12-23,2411.831589437593
2015-12-24,2398.1278423983777
2015-12-25,2397.347141728095
2015-12-28,2389.8834892463315
2015-12-29,2424.6853582815083
2015-12-30,2409.5107604540294
2015-12-31,2403.980469086274
2016-01-01,2404.0416779902766
2016-01-04,2368.397985269737
2016-01-05,2386.3534269772135
2016-01-06,2350.927598328198
2016-01-07,2281.94276890992
2016-01-08,2247.632630381806
2016-01-11,2247.358763500952
2016-01-12,2256.610748476873
2016-01-13,2229.7875258975955
2016-01-14,2235.3024372759733
2016-01-15,2173.0440443042685
2016-01-18,2177.601031300628
2016-01-19,2182.561611951783
2016-01-20,2141.8383036563037
2016-01-21,2161.2513277503085
2016-01-22,2218.784568550098
2016-01-25,2198.588721765002
2016-01-26,2212.7728385599403
2016-01-27,2204.592186200731
2016-01-28,2194.493804809637
2016-01-29,2263.6883428257665
2016-02-01,2255.1368703819035
2016-02-02,2214.511847595186
2016-02-03,2185.899561699234
2016-02-04,2177.496402752785
2016-02-05,2150.2798635694153
2016-02-08,2115.5490755766045
2016-02-09,2070.9866799020347
2016-02-10,2089.8021207493975
2016-02-11,2036.8804599072375
2016-02-12,2074.395459377979
2016-02-15,2119.4790807060026
2016-02-16,2142.348535962971
2016-02-17,2176.657442642298
2016-02-18,2187.2448444011984
2016-02-19,2178.65094546688
2016-02-22,2221.5587040361033
2016-02-23,2199.97762409545
2016-02-24,2192.3777954388684
2016-02-25,2214.4440346163474
2016-02-26,2238.8827130888585
2016-02-29,2243.3966075037274
2016-03-01,2284.2000000078506
2016-03-02,2313.1447896701657
2016-03-03,2309.1051354347796
2016-03-04,2310.094120270954
2016-03-07,2317.4926044301237
2016-03-08,2280.7442807084753
2016-03-09,2295.393102995803
2016-03-10,2266.440127538919
2016-03-11,2303.617134685693
2016-03-14,2317.009763517819
2016-03-15,2300.663154302432
2016-03-16,2312.7248767154942
2016-03-17,2299.0269824283014
2016-03-18,2311.144594261406
2016-03-21,2315.6990434241393
2016-03-22,2323.281570396308
2016-03-23,2314.369448590487
2016-03-24,2304.4972087583246
2016-03-25,2305.828597463478
2016-03-28,2300.4651354287907
2016-03-29,2321.4354712715763
2016-03-30,2312.953466908517
2016-03-31,2300.782628001235
2016-04-01,2298.6555680162915
2016-04-04,2291.79979031597
2016-04-05,2262.05129442791
2016-04-06,2280.2096036066855
2016-04-07,2265.047656972792
2016-04-08,2275.002115906891
2016-04-11,2270.3276912052834
2016-04-12,2300.9023570326863
2016-04-13,2351.366022283998
2016-04-14,2362.73948851776
2016-04-15,2354.4598531905076
2016-04-18,2353.3097676710045
2016-04-19,2367.8987054426875
2016-04-20,2377.9884382272626
2016-04-21,2382.2164727495297
2016-04-22,2386.4188328865057
2016-04-25,2374.4432373572663
2016-04-26,2371.950157597671
2016-04-27,2373.1131810712627
2016-04-28,2361.838280610182
2016-04-29,2325.040683695433
2016-05-02,2317.9701124757544
2016-05-03,2292.072372839801
2016-05-04,2277.268513912482
2016-05-05,2291.783118327373
2016-05-06,2289.386091490679
2016-05-09,2292.78625250493
2016-05-10,2318.891174741485
2016-05-11,2301.2902437907837
2016-05-12,2302.7515641737655
2016-05-13,2303.897949707701
2016-05-16,2313.9198319613442
2016-05-17,2306.179473872073
2016-05-18,2314.8665786553033
2016-05-19,2310.2573426303734
2016-05-20,2326.4761623853856
2016-05-23,2326.569396946198
2016-05-24,2358.174692424263
2016-05-25,2383.032807934809
2016-05-26,2379.5606064146414
2016-05-27,2398.4623480632954
2016-05-30,2397.7294324223694
2016-05-31,2397.747215627586
2016-06-01,2388.161402866419
2016-06-02,2393.882367755516
2016-06-03,2365.8001324923507
2016-06-06,2371.316127841643
2016-06-07,2387.532376238427
2016-06-08,2388.59097733877
2016-06-09,2388.587719794948
2016-06-10,2360.555380567372
2016-06-13,2330.3965368942772
2016-06-14,2327.927017628639
2016-06-15,2328.896233600322
2016-06-16,2336.479489957982
2016-06-17,2327.0425433904275
2016-06-20,2349.6652622669717
2016-06-21,2369.593285943617
2016-06-22,2366.921933613222
2016-06-23,2384.509637499749
