Date,ACWI ex BELGIUM IMI
2015-12-11,2316.0051904144552
2015-12-14,2300.5637770127855
2015-12-15,2343.520125854292
2015-12-16,2369.868123507311
2015-12-17,2379.356782757504
2015-12-18,2348.426758727247
2015-12-21,2340.036645542431
2015-12-22,2344.860507037409
2015-12-23,2393.168375570883
2015-12-24,2379.6203831679627
2015-12-25,2378.8487172581267
2015-12-28,2371.4344546839657
2015-12-29,2405.895721046565
2015-12-30,2390.75672337628
2015-12-31,2385.412989211096
2016-01-01,2385.4734895704287
2016-01-04,2349.7677994174037
2016-01-05,2367.646986725064
2016-01-06,2332.257755358661
2016-01-07,2264.03491282714
2016-01-08,2230.0470254246484
2016-01-11,2229.556915498848
2016-01-12,2238.916639153437
2016-01-13,2212.5573491857594
2016-01-14,2217.9425599542956
2016-01-15,2155.9272014719622
2016-01-18,2159.9460026654197
2016-01-19,2164.8543398320176
2016-01-20,2124.0576737738907
2016-01-21,2143.742292854547
2016-01-22,2200.5776392600824
2016-01-25,2180.2187104214217
2016-01-26,2194.408033054128
2016-01-27,2186.2446942305824
2016-01-28,2175.8300130897487
2016-01-29,2244.3619797780198
2016-02-01,2235.7532660842994
2016-02-02,2195.164945534383
2016-02-03,2166.642331568934
2016-02-04,2158.668202460209
2016-02-05,2131.596664227105
2016-02-08,2096.9049752466503
2016-02-09,2052.419261787708
2016-02-10,2071.635977069116
2016-02-11,2018.7150616119832
2016-02-12,2056.3048387144063
2016-02-15,2101.0964449661724
2016-02-16,2123.63501202432
2016-02-17,2157.7436442827084
2016-02-18,2168.0250800190456
2016-02-19,2159.377394897896
2016-02-22,2202.2345912375336
2016-02-23,2180.6341437539204
2016-02-24,2172.913986395157
2016-02-25,2195.0867120328135
2016-02-26,2219.5445672915635
2016-02-29,2224.067513318759
2016-03-01,2264.6159951463446
2016-03-02,2293.433256715833
2016-03-03,2289.661419759869
2016-03-04,2290.47008440319
2016-03-07,2297.6015389953723
2016-03-08,2261.3576215972244
2016-03-09,2275.9148159756114
2016-03-10,2247.341303819598
2016-03-11,2284.737360174087
2016-03-14,2297.9234769288473
2016-03-15,2281.6494490307446
2016-03-16,2293.5467319825407
2016-03-17,2279.952114424659
2016-03-18,2291.7979415106315
2016-03-21,2296.3740180178065
2016-03-22,2303.8034396783223
2016-03-23,2294.6942138203353
2016-03-24,2284.8017579671687
2016-03-25,2286.117557937397
2016-03-28,2280.816894687947
2016-03-29,2301.4380933740485
2016-03-30,2293.1190345637
2016-03-31,2281.0156461505862
2016-04-01,2278.601664076834
2016-04-04,2271.575081417309
2016-04-05,2241.8058543523675
2016-04-06,2259.843340190516
2016-04-07,2244.5325532038173
2016-04-08,2255.003510558298
2016-04-11,2250.6333124268554
2016-04-12,2280.567546293298
2016-04-13,2330.9424756414633
2016-04-14,2342.250176336542
2016-04-15,2333.909498554144
2016-04-18,2332.893057163075
2016-04-19,2347.2065374119993
2016-04-20,2357.3545810313713
2016-04-21,2361.7234514439347
2016-04-22,2365.842652713796
2016-04-25,2353.737016602683
2016-04-26,2351.5827685443255
2016-04-27,2352.7536980936043
2016-04-28,2341.861445843556
2016-04-29,2305.3816650537574
2016-05-02,2298.158540601837
2016-05-03,2272.208995004192
2016-05-04,2257.704424231839
2016-05-05,2271.901906463748
2016-05-06,2269.4583229513905
2016-05-09,2272.572659090407
2016-05-10,2298.5072491074343
2016-05-11,2280.960300952948
2016-05-12,2282.358155558766
2016-05-13,2283.4764380813467
2016-05-16,2293.442262667627
2016-05-17,2285.63598564722
2016-05-18,2294.4347013467755
2016-05-19,2289.7748404112886
2016-05-20,2305.914550026204
2016-05-23,2305.8613926160706
2016-05-24,2337.4100591205793
2016-05-25,2362.1399178887787
2016-05-26,2358.6781815629615
2016-05-27,2377.3258234826208
2016-05-30,2376.659317469633
2016-05-31,2376.441460650293
2016-06-01,2366.7290809377464
2016-06-02,2372.3172625461793
2016-06-03,2344.383021636879
2016-06-06,2349.86142668161
2016-06-07,2366.11782478935
2016-06-08,2367.145666764308
2016-06-09,2367.0723828720797
2016-06-10,2338.9832396364745
2016-06-13,2308.891917536607
2016-06-14,2306.263570505453
2016-06-15,2307.3147989608265
2016-06-16,2314.7082868266307
2016-06-17,2305.9291643008296
2016-06-20,2328.5092154918034
2016-06-21,2348.1909141214624
2016-06-22,2345.447163795581
2016-06-23,2363.3988106232073
2016-06-24,2298.549974541949
2016-06-27,2274.543657314036
2016-06-28,2298.185065023506
2016-06-29,2337.65469023049
2016-06-30,2364.3694074780356
2016-07-01,2370.8836897985116
2016-07-04,2371.888239768969
2016-07-05,2353.7776232443803
2016-07-06,2353.046606842143
2016-07-07,2359.7085749843627
2016-07-08,2392.852624759248
2016-07-11,2414.6284724912493
2016-07-12,2430.7779772553754
2016-07-13,2428.3296214973293
2016-07-14,2441.4076064419405
2016-07-15,2445.866516715564
2016-07-18,2452.1872179577517
2016-07-19,2457.045355281543
2016-07-20,2469.7808379974936
2016-07-21,2470.070063968644
2016-07-22,2476.368038811226
2016-07-25,2473.344615909524
2016-07-26,2475.1608391264763
2016-07-27,2476.1555564405594
2016-07-28,2457.8807007346195
2016-07-29,2453.8671652877665
2016-08-01,2453.4326106586886
2016-08-02,2425.9772554857427
2016-08-03,2431.307419670806
2016-08-04,2447.0293363698534
2016-08-05,2476.582630267803
2016-08-08,2482.8055655152075
2016-08-09,2486.586634496218
2016-08-10,2475.0508059591853
2016-08-11,2483.862877098801
2016-08-12,2485.5499906898135
2016-08-15,2488.373569645237
2016-08-16,2463.4663742200187
2016-08-17,2458.4432825958897
2016-08-18,2456.991523067344
2016-08-19,2450.012465936634
2016-08-22,2448.5482068013453
2016-08-23,2459.0808276218563
2016-08-24,2462.372573510382
2016-08-25,2451.4540205916505
2016-08-26,2451.0945612415053
2016-08-29,2473.9549340333697
2016-08-30,2475.8263872602943
2016-08-31,2472.1731613233524
2016-09-01,2464.8919141912825
2016-09-02,2488.445488981977
2016-09-05,2498.9924765726473
2016-09-06,2493.6266136885665
2016-09-07,2496.996072961937
2016-09-08,2486.79194345882
2016-09-09,2447.893299086969
2016-09-12,2449.814711834187
2016-09-13,2417.2874816949566
2016-09-14,2412.879393082803
2016-09-15,2430.7892458231127
2016-09-16,2437.447085038924
2016-09-19,2445.9724965173596
2016-09-20,2448.3888978535983
2016-09-21,2481.61092339342
2016-09-22,2488.395874089847
2016-09-23,2478.4716861593092
2016-09-26,2446.211761228478
2016-09-27,2469.2569027084733
2016-09-28,2480.785214258356
2016-09-29,2464.5619986246556
2016-09-30,2467.556125955529
2016-10-03,2470.9670463607913
2016-10-04,2478.354660861203
2016-10-05,2473.730091596931
2016-10-06,2477.475316039186
2016-10-07,2466.4970622925575
2016-10-10,2481.120843999587
2016-10-11,2474.278345040776
2016-10-12,2477.730326600699
2016-10-13,2462.435363577842
2016-10-14,2474.746261234745
2016-10-17,2469.250303947735
2016-10-18,2494.841405991446
2016-10-19,2505.8509415480166
2016-10-20,2511.5456236185273
2016-10-21,2519.713220481671
2016-10-24,2525.3698636908125
2016-10-25,2523.5026994380264
2016-10-26,2505.2594896608393
2016-10-27,2494.66055510651
2016-10-28,2487.7108924351883
2016-10-31,2481.4031024285405
2016-11-01,2453.0896262786628
2016-11-02,2417.867301555306
2016-11-03,2415.1161402692314
2016-11-04,2399.4428515894206
2016-11-07,2455.6438819010837
2016-11-08,2462.798216851545
2016-11-09,2486.2019121462145
2016-11-10,2509.4359927322366
2016-11-11,2503.670043526567
2016-11-14,2528.4047831311195
2016-11-15,2540.368111281846
2016-11-16,2551.179289891409
2016-11-17,2562.678642505873
2016-11-18,2574.624528888133
2016-11-21,2580.82188259277
2016-11-22,2596.8893429029554
2016-11-23,2606.8125129563837
2016-11-24,2602.5052603548734
2016-11-25,2603.453223821957
2016-11-28,2599.558196562135
2016-11-29,2592.6957683488486
2016-11-30,2592.865079863204
2016-12-01,2585.984048222646
2016-12-02,2572.8102091231453
2016-12-05,2571.060051011303
2016-12-06,2585.197026019134
2016-12-07,2607.2874482532516
2016-12-08,2655.805595541641
2016-12-09,2682.6155218073404
2016-12-12,2661.422728442865
2016-12-13,2672.1036332280255
2016-12-14,2653.117534032599
2016-12-15,2696.851979956429
2016-12-16,2698.093763513897
2016-12-19,2695.752913439981
2016-12-20,2715.2256036553936
2016-12-21,2698.8407706171342
2016-12-22,2686.020692189601
2016-12-23,2687.2074391655697
2016-12-26,2686.600713590969
2016-12-27,2691.589504239029
2016-12-28,2697.4572072078986
2016-12-29,2679.3943785090505
2016-12-30,2663.8748491541064
2017-01-02,2666.4296564087554
