Date,AC ASIA ex JAPAN+CHINA A ONSHORE IMI
2004-12-01,1000.0
2004-12-02,1014.4533379012603
2004-12-03,1002.5336489372746
2004-12-06,999.2240756621923
2004-12-07,993.3252965924518
2004-12-08,996.0626973564046
2004-12-09,993.5627074909873
2004-12-10,981.9052235949825
2004-12-13,977.2701423392557
2004-12-14,985.8717002542106
2004-12-15,988.5840202677488
2004-12-16,1002.2934043694493
2004-12-17,1003.7900905852478
2004-12-20,997.472426443155
2004-12-21,1000.8676354523993
2004-12-22,1001.1927494932717
2004-12-23,992.6684365690868
2004-12-24,992.4929290643812
2004-12-27,985.1324155818825
2004-12-28,990.168500338208
2004-12-29,996.6170742884469
2004-12-30,995.9194582715464
2004-12-31,1005.8409138459366
2005-01-03,1016.0094707611562
2005-01-04,1019.5227515918735
2005-01-05,1007.4959130237278
2005-01-06,1007.1219895886337
2005-01-07,1015.628397221412
2005-01-10,1011.2923696978289
2005-01-11,1012.4726705474675
2005-01-12,998.8703266392495
2005-01-13,1011.9852599016307
2005-01-14,1021.7676909191151
2005-01-17,1034.1177105744134
2005-01-18,1038.2032670100923
2005-01-19,1038.594713157296
2005-01-20,1038.5086181972435
2005-01-21,1034.412492312661
2005-01-24,1028.7143393382046
2005-01-25,1037.2864215911186
2005-01-26,1035.4803764769374
2005-01-27,1037.4601005742495
2005-01-28,1044.5282656689014
2005-01-31,1050.002408292139
2005-02-01,1046.863333674594
2005-02-02,1052.394762320886
2005-02-03,1062.462573626716
2005-02-04,1067.8087129826708
2005-02-07,1085.9574493548757
2005-02-08,1090.794420756494
2005-02-09,1089.1672310063932
2005-02-10,1077.631794788766
2005-02-11,1082.1618278767712
2005-02-14,1089.625871868355
2005-02-15,1091.1655170575325
2005-02-16,1090.4650539482398
2005-02-17,1080.119957595059
2005-02-18,1087.323831789216
2005-02-21,1091.1934350316
2005-02-22,1083.3069121657882
2005-02-23,1080.7717466027782
2005-02-24,1087.2442126598971
2005-02-25,1094.8246254375067
2005-02-28,1096.2402451462024
2005-03-01,1104.4577110910411
2005-03-02,1100.9011005456334
2005-03-03,1103.5854460144749
2005-03-04,1089.3003009081913
2005-03-07,1097.5530919884784
2005-03-08,1086.6131662952657
2005-03-09,1092.024802580026
2005-03-10,1081.222961246973
2005-03-11,1084.2267837131203
2005-03-14,1086.527925892283
2005-03-15,1073.8503960799567
2005-03-16,1067.926746783869
2005-03-17,1064.824349556378
2005-03-18,1069.7961295276773
2005-03-21,1077.0374739543884
2005-03-22,1066.527054439786
2005-03-23,1071.8691260889216
2005-03-24,1069.8541399024828
2005-03-25,1074.7211874681457
2005-03-28,1081.9176831588657
2005-03-29,1061.5811690652201
2005-03-30,1054.289362230838
2005-03-31,1064.2552911039177
2005-04-01,1081.8311056346402
2005-04-04,1089.1228899785867
2005-04-05,1086.786783854414
2005-04-06,1090.1636558073296
2005-04-07,1087.3967570353686
2005-04-08,1096.9599072274734
2005-04-11,1083.3750360179179
2005-04-12,1087.4613360989322
2005-04-13,1094.0039678453652
2005-04-14,1086.8367397668205
2005-04-15,1062.0472095476382
2005-04-18,1031.5144440814486
2005-04-19,1037.8335484888512
2005-04-20,1036.560895701957
2005-04-21,1035.6804248435894
2005-04-22,1043.6481834883064
2005-04-25,1054.4397835613213
2005-04-26,1060.3726952119664
2005-04-27,1052.1533263536016
2005-04-28,1056.75819070988
2005-04-29,1054.0207120503187
2005-05-02,1060.495175126828
2005-05-03,1057.327933096987
2005-05-04,1061.5930154583168
2005-05-05,1071.5744798699816
2005-05-06,1085.3175019494886
2005-05-09,1084.5646040900035
