Date,ACWI ex SOUTH AFRICA IMI
2015-12-11,2299.5199195265654
2015-12-14,2283.0407148714376
2015-12-15,2325.270672019232
2015-12-16,2351.63075794303
2015-12-17,2360.8255252269023
2015-12-18,2330.1876675859326
2015-12-21,2321.6363086918846
2015-12-22,2326.3952307222794
2015-12-23,2374.1727388450745
2015-12-24,2360.841968152112
2015-12-25,2360.075331015548
2015-12-28,2352.7500997036454
2015-12-29,2387.182162902636
2015-12-30,2372.5286016216687
2015-12-31,2367.0013378139365
2016-01-01,2367.061443972721
2016-01-04,2331.877628985246
2016-01-05,2349.4431553514078
2016-01-06,2314.5278916510624
2016-01-07,2247.192238777531
2016-01-08,2213.486436533178
2016-01-11,2213.5218960020184
2016-01-12,2222.5572986084053
2016-01-13,2196.243167736463
2016-01-14,2201.6017680884875
2016-01-15,2140.554343293599
2016-01-18,2144.456654184727
2016-01-19,2149.2612965313406
2016-01-20,2108.8851791319976
2016-01-21,2128.360615330975
2016-01-22,2184.65970127214
2016-01-25,2164.571748443289
2016-01-26,2178.566890285439
2016-01-27,2170.3268390874337
2016-01-28,2159.4148457856368
2016-01-29,2227.0188292529906
2016-02-01,2218.7900252297795
2016-02-02,2178.918846066818
2016-02-03,2150.454054176406
2016-02-04,2141.6877586143205
2016-02-05,2114.7137075448577
2016-02-08,2080.0755060667566
2016-02-09,2036.2754367668156
2016-02-10,2055.16694324967
2016-02-11,2002.5724840327146
2016-02-12,2039.831010815077
2016-02-15,2084.03653034757
2016-02-16,2106.4631367865163
2016-02-17,2140.1605933243513
2016-02-18,2150.007009822451
2016-02-19,2141.8386583977863
2016-02-22,2184.165658457232
2016-02-23,2162.8436434052624
2016-02-24,2155.4389630223513
2016-02-25,2177.3313122668387
2016-02-26,2201.774708146751
2016-02-29,2205.9536314985853
2016-03-01,2245.9584502511966
2016-03-02,2274.227995355919
2016-03-03,2270.292137249665
2016-03-04,2271.0591470459785
2016-03-07,2277.786198651059
2016-03-08,2241.9952192073765
2016-03-09,2256.581545965894
2016-03-10,2228.4007474397604
2016-03-11,2265.5164899445153
2016-03-14,2278.82797921297
2016-03-15,2263.0539525636445
2016-03-16,2274.829636009099
2016-03-17,2260.319527845462
2016-03-18,2271.9611338484606
2016-03-21,2276.3711984352385
2016-03-22,2283.7672503097197
2016-03-23,2275.135085688224
2016-03-24,2265.4283704525005
2016-03-25,2266.7355098019116
2016-03-28,2261.589453658549
2016-03-29,2282.1070247898397
2016-03-30,2273.323258991866
2016-03-31,2261.0296524128457
2016-04-01,2258.903718967232
2016-04-04,2251.807714669086
2016-04-05,2222.640705591791
2016-04-06,2240.852954896944
2016-04-07,2225.5717625584016
2016-04-08,2235.5740386526822
2016-04-11,2231.0308634886733
2016-04-12,2260.4270517820555
2016-04-13,2310.179882719507
2016-04-14,2321.432514340874
2016-04-15,2313.378025283681
2016-04-18,2312.2470934877074
2016-04-19,2326.453108940764
2016-04-20,2336.3523279588453
2016-04-21,2340.622058497548
2016-04-22,2344.9806114462076
2016-04-25,2333.0990541761953
2016-04-26,2330.8065835851367
2016-04-27,2332.1323020606537
2016-04-28,2320.8695884386184
2016-04-29,2284.622376346768
2016-05-02,2277.7331710632916
2016-05-03,2252.6923272753497
2016-05-04,2238.4334336492193
2016-05-05,2252.671689402463
2016-05-06,2250.378646045595
2016-05-09,2253.826205561853
2016-05-10,2279.4860177918595
2016-05-11,2261.864605115704
2016-05-12,2263.3948826967844
2016-05-13,2264.740332945906
2016-05-16,2274.9083527872363
2016-05-17,2267.0176516300457
2016-05-18,2275.8074239890593
2016-05-19,2271.2882680621756
2016-05-20,2287.099271410215
2016-05-23,2286.998486297226
2016-05-24,2318.3169815333495
2016-05-25,2342.886055733522
2016-05-26,2339.38788002823
2016-05-27,2357.77412365528
2016-05-30,2357.2936075580724
2016-05-31,2357.081323587922
2016-06-01,2347.3049103659596
2016-06-02,2352.8260141262936
2016-06-03,2324.6706468548746
2016-06-06,2329.890160723774
2016-06-07,2346.0096445515574
2016-06-08,2346.97749363769
2016-06-09,2347.0567549739853
2016-06-10,2319.144241631565
2016-06-13,2289.142351500286
2016-06-14,2286.9139909833357
2016-06-15,2287.861381695659
2016-06-16,2295.260430455514
2016-06-17,2286.41382594364
2016-06-20,2308.5830004108107
2016-06-21,2328.037545701826
2016-06-22,2325.0224686888796
2016-06-23,2342.7622990212185
2016-06-24,2278.4269055915065
2016-06-27,2255.317344637018
2016-06-28,2278.4291764080376
2016-06-29,2317.2631332391784
2016-06-30,2343.6142992152827
2016-07-01,2350.063229274528
2016-07-04,2350.9057376355227
2016-07-05,2333.303208683619
2016-07-06,2332.7621881572954
2016-07-07,2339.2188173698037
2016-07-08,2371.8684712409577
2016-07-11,2393.0723794898477
2016-07-12,2408.962477921911
2016-07-13,2406.6502996844515
2016-07-14,2419.288824485662
2016-07-15,2423.59134913648
2016-07-18,2429.801004364512
2016-07-19,2434.6200531351765
2016-07-20,2447.0527191381725
2016-07-21,2447.17951460507
2016-07-22,2453.585140447956
2016-07-25,2450.593141767053
2016-07-26,2452.3810176731313
2016-07-27,2453.020421505066
2016-07-28,2435.0003485565403
2016-07-29,2431.1949504695754
2016-08-01,2430.4892354198278
2016-08-02,2403.436876010705
2016-08-03,2408.6970496051717
2016-08-04,2423.921648401672
2016-08-05,2453.4303330994876
2016-08-08,2459.2158084998173
2016-08-09,2462.805686622399
2016-08-10,2451.2055710526806
2016-08-11,2459.960397091788
2016-08-12,2461.8450400346087
2016-08-15,2464.5851569868055
2016-08-16,2440.051813408931
2016-08-17,2435.207792204012
2016-08-18,2433.4453858949896
2016-08-19,2426.794743049183
2016-08-22,2425.464139684844
2016-08-23,2435.9296707592052
2016-08-24,2440.0340764653843
2016-08-25,2429.3854559854394
2016-08-26,2428.8030392517944
2016-08-29,2451.7945009917007
2016-08-30,2453.828011004718
2016-08-31,2450.711552646927
2016-09-01,2443.629325771208
2016-09-02,2466.5691956180885
2016-09-05,2476.8359071011623
2016-09-06,2471.050372323082
2016-09-07,2474.530974692883
2016-09-08,2464.2946923485542
2016-09-09,2426.0737170855155
2016-09-12,2428.221384241361
2016-09-13,2395.777120756366
2016-09-14,2391.218085605037
2016-09-15,2409.088269344131
2016-09-16,2415.84547341244
2016-09-19,2423.9494878403198
2016-09-20,2426.4079326078117
2016-09-21,2459.457141866764
2016-09-22,2465.9928687175716
2016-09-23,2456.2140658372964
2016-09-26,2424.3381248775677
2016-09-27,2447.182106106046
2016-09-28,2458.616384831874
2016-09-29,2442.4437793373713
2016-09-30,2445.5794672861844
2016-10-03,2448.8664337047626
2016-10-04,2456.091061224399
2016-10-05,2451.677816077367
2016-10-06,2455.6342409701306
2016-10-07,2444.4914345510106
2016-10-10,2459.084533656087
2016-10-11,2452.9809852535195
2016-10-12,2456.252509095428
2016-10-13,2441.515937762535
2016-10-14,2453.492291030854
2016-10-17,2448.0350354123443
2016-10-18,2473.0865853734927
2016-10-19,2483.7445143942377
2016-10-20,2489.412489190974
2016-10-21,2497.429035577307
2016-10-24,2502.752523643653
2016-10-25,2500.705757592544
2016-10-26,2482.71625135684
2016-10-27,2472.3912292674777
2016-10-28,2465.2752772313756
2016-10-31,2458.4123534701926
2016-11-01,2430.3648375463163
2016-11-02,2395.4110453034496
2016-11-03,2392.6248079444495
2016-11-04,2377.61928242541
2016-11-07,2432.828892493879
2016-11-08,2439.7221354092553
2016-11-09,2463.3545973426917
2016-11-10,2486.806402348888
2016-11-11,2481.9787205563657
2016-11-14,2506.624245355727
2016-11-15,2518.0927484315507
2016-11-16,2528.6071049632415
2016-11-17,2539.9060517772455
2016-11-18,2551.615823126683
2016-11-21,2557.691686996973
2016-11-22,2573.290853346312
2016-11-23,2583.5276237640082
2016-11-24,2579.323742949104
2016-11-25,2580.372381067171
2016-11-28,2575.9308376978797
2016-11-29,2569.4799971097236
2016-11-30,2569.806867382466
2016-12-01,2562.8766499009707
2016-12-02,2550.0163736372997
2016-12-05,2548.192436337922
2016-12-06,2562.318760911076
2016-12-07,2583.9780590694954
2016-12-08,2631.785793789625
2016-12-09,2658.2558510856065
2016-12-12,2637.2982820532034
2016-12-13,2647.8154591497596
2016-12-14,2629.0245716623267
2016-12-15,2672.93756048059
2016-12-16,2674.418594689775
2016-12-19,2672.0001918992857
2016-12-20,2691.09127061755
2016-12-21,2674.7921995611946
2016-12-22,2662.422310821409
2016-12-23,2663.715957897693
2016-12-26,2663.1129018293095
2016-12-27,2667.973111479366
2016-12-28,2673.199710650098
2016-12-29,2654.8518501000576
2016-12-30,2639.6533551676753
2017-01-02,2642.2529701747017
2017-01-03,2692.1962299267348
2017-01-04,2693.465863195994
2017-01-05,2675.589072585322
2017-01-06,2680.850259918918
2017-01-09,2676.4073324999426
2017-01-10,2674.417581555654
2017-01-11,2704.3856015856145
2017-01-12,2666.4736354848797
2017-01-13,2680.2688155687774
2017-01-16,2677.420216541309
2017-01-17,2654.562756225314
2017-01-18,2659.783554644007
2017-01-19,2665.6121658841894
2017-01-20,2657.8614333215546
2017-01-23,2642.432166214879
2017-01-24,2655.7654670571665
2017-01-25,2680.085798251276
2017-01-26,2696.5350716924313
2017-01-27,2686.529486949738
2017-01-30,2673.748530501369
2017-01-31,2645.9908594514322
2017-02-01,2660.37674140426
2017-02-02,2651.7504081223105
2017-02-03,2672.1211587489497
2017-02-06,2675.582739030775
2017-02-07,2686.2589425085084
2017-02-08,2689.0447044290713
2017-02-09,2709.1936695223894
2017-02-10,2731.253512415407
2017-02-13,2748.7619212117506
2017-02-14,2760.3404017421476
2017-02-15,2773.078914001252
2017-02-16,2753.160564838341
2017-02-17,2761.8548818071486
2017-02-20,2765.8487057451784
2017-02-21,2797.8117053110204
2017-02-22,2795.9932313860563
2017-02-23,2786.7005685912977
2017-02-24,2784.6383334452357
2017-02-27,2774.9633155164847
2017-02-28,2765.367762954733
2017-03-01,2808.527620812485
2017-03-02,2804.5263606280196
2017-03-03,2793.18121215658
2017-03-06,2779.873363328447
2017-03-07,2777.7189535557295
2017-03-08,2775.4707024386935
2017-03-09,2766.3899053774526
2017-03-10,2760.9498075421825
2017-03-13,2767.5694728067065
2017-03-14,2764.602139486767
2017-03-15,2785.663267350994
2017-03-16,2777.8458625968374
2017-03-17,2777.137853782348
2017-03-20,2772.1990870117575
2017-03-21,2737.3599752569858
2017-03-22,2732.207480080617
2017-03-23,2740.579509677331
2017-03-24,2737.7238575104593
2017-03-27,2716.664371619089
2017-03-28,2740.7257945467436
2017-03-29,2770.6595701688366
2017-03-30,2779.087681047656
2017-03-31,2780.2887149085414
2017-04-03,2786.2063576181886
2017-04-04,2784.6243249864237
2017-04-05,2780.037030970153
2017-04-06,2782.391561112019
2017-04-07,2791.366539537906
2017-04-10,2797.750445253883
2017-04-11,2791.767643518478
2017-04-12,2786.7402023632394
2017-04-13,2772.9604976002884
2017-04-14,2770.6669040100182
2017-04-17,2780.622834585126
2017-04-18,2759.8637293168204
2017-04-19,2752.826174343868
2017-04-20,2756.886758566713
2017-04-21,2772.2864712728438
2017-04-24,2768.4786376591546
2017-04-25,2769.887113050578
2017-04-26,2784.261238274612
2017-04-27,2785.140911658047
2017-04-28,2774.026724548076
2017-05-01,2773.2712412929754
2017-05-02,2784.408053375817
2017-05-03,2777.257303059888
2017-05-04,2770.2964880690492
2017-05-05,2773.0284274879346
2017-05-08,2790.314976455615
2017-05-09,2797.557132906819
2017-05-10,2809.068073616249
2017-05-11,2804.8470310724115
2017-05-12,2792.4958034893907
2017-05-15,2792.6954498837295
2017-05-16,2774.3367289679168
2017-05-17,2726.0996367800244
2017-05-18,2723.438073229701
2017-05-19,2726.691330735239
2017-05-22,2729.4964126629625
2017-05-23,2736.38349937112
2017-05-24,2749.184373030992
2017-05-25,2752.9817246925004
2017-05-26,2757.871430651506
2017-05-29,2758.599616948826
2017-05-30,2755.0402941419056
2017-05-31,2740.020858632792
2017-06-01,2762.480015936529
2017-06-02,2767.662568046888
2017-06-05,2768.972641272499
2017-06-06,2758.723396143587
2017-06-07,2761.147398306081
2017-06-08,2770.6066809067675
2017-06-09,2778.0889184268035
2017-06-12,2765.69822791809
2017-06-13,2779.001561156062
2017-06-14,2764.1688443575867
2017-06-15,2774.7487438670328
2017-06-16,2771.009284683546
2017-06-19,2798.1468880581024
2017-06-20,2789.162718447273
2017-06-21,2780.5421505415266
2017-06-22,2780.4962906874744
2017-06-23,2776.1489806127897
2017-06-26,2781.5460187581534
2017-06-27,2747.1136882153237
2017-06-28,2746.37928235829
2017-06-29,2717.445449018286
2017-06-30,2718.260468526183
2017-07-03,2733.831649560214
2017-07-04,2733.403586983437
2017-07-05,2741.1051163818884
2017-07-06,2707.43456874222
2017-07-07,2715.8419765160493
2017-07-10,2722.337975636553
2017-07-11,2716.538784276986
2017-07-12,2740.811271827261
2017-07-13,2753.0227113162573
2017-07-14,2758.0421793914834
2017-07-17,2754.8910449775044
2017-07-18,2730.7614122059827
2017-07-19,2759.7791173463293
2017-07-20,2737.9739177744354
2017-07-21,2726.9673402926796
2017-07-24,2727.234731303257
2017-07-25,2730.046687277064
2017-07-26,2738.0896812961973
2017-07-27,2733.487113276097
2017-07-28,2708.8662755466166
2017-07-31,2701.0765265189393
2017-08-01,2708.438513660811
2017-08-02,2696.7232349405435
2017-08-03,2688.1858067220564
2017-08-04,2717.598007762737
2017-08-07,2714.2565673018166
2017-08-08,2722.4429934456784
2017-08-09,2711.8918152863002
2017-08-10,2681.092219805018
2017-08-11,2665.3252542262844
2017-08-14,2688.2512358729255
2017-08-15,2697.862146596602
2017-08-16,2709.6760890396413
2017-08-17,2680.6890135244043
2017-08-18,2670.9984480003645
2017-08-21,2659.16805147298
2017-08-22,2689.137074888628
2017-08-23,2675.4382883888075
2017-08-24,2676.9962745169773
2017-08-25,2669.027582491056
2017-08-28,2653.0151684835605
2017-08-29,2635.024241636617
2017-08-30,2665.3312829207275
2017-08-31,2687.3327660921104
2017-09-01,2698.9234207388354
2017-09-04,2686.2687842173023
2017-09-05,2673.8651146952184
2017-09-06,2675.4690338493406
2017-09-07,2668.9949516583997
2017-09-08,2666.910266656163
2017-09-11,2697.8840502217595
2017-09-12,2713.573735389675
2017-09-13,2719.686524577991
2017-09-14,2726.6464326200417
2017-09-15,2712.6792313538654
2017-09-18,2721.8095811789476
2017-09-19,2721.8034682713414
2017-09-20,2722.365085855883
2017-09-21,2727.882087372122
2017-09-22,2721.0329422451287
2017-09-25,2733.9427712600996
2017-09-26,2748.970814371936
2017-09-27,2765.679322352015
2017-09-28,2758.197691628887
2017-09-29,2762.2838907023465
2017-10-02,2789.283767081946
2017-10-03,2794.7124372208855
2017-10-04,2795.496415127594
2017-10-05,2813.073810344726
2017-10-06,2806.409604898292
2017-10-09,2803.0832246497325
2017-10-10,2798.123704432543
2017-10-11,2796.2274480641586
2017-10-12,2796.365631158795
2017-10-13,2805.1119761943514
2017-10-16,2817.7674124671735
2017-10-17,2822.922084271785
2017-10-18,2821.6188744430924
2017-10-19,2803.3549417054865
2017-10-20,2823.177500378578
2017-10-23,2825.2388883582075
2017-10-24,2822.591904542253
2017-10-25,2801.9900247509413
