Date,ACWI ex INDONESIA IMI
2015-12-11,2310.200181473098
2015-12-14,2294.767081030047
2015-12-15,2337.630765473834
2015-12-16,2363.8417557262724
2015-12-17,2373.317678880099
2015-12-18,2342.5732823848853
2015-12-21,2334.025494293861
2015-12-22,2338.761257235305
2015-12-23,2386.9990846135647
2015-12-24,2373.5663934382096
2015-12-25,2372.798763940668
2015-12-28,2365.363217665279
2015-12-29,2399.8595458011646
2015-12-30,2384.7233223690027
2015-12-31,2379.25976349994
2016-01-01,2379.3199472413257
2016-01-04,2343.7126742755127
2016-01-05,2361.4645617927076
2016-01-06,2326.0945726342434
2016-01-07,2258.1689535274977
2016-01-08,2224.136757967431
2016-01-11,2223.7992765922468
2016-01-12,2233.018663533038
2016-01-13,2206.7456207426653
2016-01-14,2211.8963838712816
2016-01-15,2150.159228155765
2016-01-18,2154.151338334992
2016-01-19,2159.182544484365
2016-01-20,2118.356285521765
2016-01-21,2138.118284220511
2016-01-22,2194.913710479916
2016-01-25,2174.6564831810647
2016-01-26,2188.8896027219357
2016-01-27,2180.6959227502994
2016-01-28,2170.1586431569062
2016-01-29,2238.513235244028
2016-02-01,2229.955101117129
2016-02-02,2189.5519633980293
2016-02-03,2161.0075770209614
2016-02-04,2152.8080779169127
2016-02-05,2125.4252124801073
2016-02-08,2090.466351066387
2016-02-09,2046.316025503771
2016-02-10,2065.5123773005694
2016-02-11,2012.5719829793668
2016-02-12,2050.2401615000763
2016-02-15,2094.9596977237243
2016-02-16,2117.3317275181166
2016-02-17,2151.503890449041
2016-02-18,2161.6237085784715
2016-02-19,2153.115691249929
2016-02-22,2195.8374055217046
2016-02-23,2174.3691034126714
2016-02-24,2166.456577459456
2016-02-25,2188.5439198095382
2016-02-26,2212.7225312970195
2016-02-29,2217.2008993629365
2016-03-01,2257.684284654839
2016-03-02,2286.202771869582
2016-03-03,2282.4024000278746
2016-03-04,2283.3072476179877
2016-03-07,2290.3285812197405
2016-03-08,2254.247348682135
2016-03-09,2268.801252042795
2016-03-10,2240.297113090102
2016-03-11,2277.653775558204
2016-03-14,2290.7062693908038
2016-03-15,2274.5505230102654
2016-03-16,2286.375698824125
2016-03-17,2272.784326194095
2016-03-18,2284.710156575849
2016-03-21,2289.27305768451
2016-03-22,2296.7433614773627
2016-03-23,2287.733150749437
2016-03-24,2277.7975807627467
2016-03-25,2279.106467780403
2016-03-28,2274.000312604748
2016-03-29,2294.62771249004
2016-03-30,2286.4529994373506
2016-03-31,2274.2318320208956
2016-04-01,2271.7433943192054
2016-04-04,2264.854120164146
2016-04-05,2235.121824690077
2016-04-06,2253.0857309718344
2016-04-07,2237.7273975229136
2016-04-08,2248.2274490422487
2016-04-11,2243.9647620755723
2016-04-12,2273.652619197528
2016-04-13,2323.888428816554
2016-04-14,2335.2958178028157
2016-04-15,2327.062243931105
2016-04-18,2326.0176263571125
2016-04-19,2340.419780954138
2016-04-20,2350.496857422846
2016-04-21,2354.6908161731626
2016-04-22,2358.741105733661
2016-04-25,2346.762164632709
2016-04-26,2344.6775999340784
2016-04-27,2345.8759850068923
2016-04-28,2335.0373720488906
2016-04-29,2298.6131827919776
2016-05-02,2291.567044203672
2016-05-03,2265.672793083497
2016-05-04,2251.096555873348
2016-05-05,2265.307701786092
2016-05-06,2262.8838527838225
2016-05-09,2266.2032559886698
2016-05-10,2292.0545643571745
2016-05-11,2274.5106526658724
2016-05-12,2275.903371805322
2016-05-13,2277.139029276428
2016-05-16,2287.0703261873964
2016-05-17,2279.24634097948
2016-05-18,2287.959527473184
2016-05-19,2283.3564311083364
2016-05-20,2299.5563684872263
2016-05-23,2299.404738933243
2016-05-24,2331.0653055205826
2016-05-25,2355.690763508387
2016-05-26,2352.286588692605
2016-05-27,2370.7649334795483
2016-05-30,2370.151866714381
2016-05-31,2369.9752858841566
2016-06-01,2360.315402381443
2016-06-02,2365.906413548721
2016-06-03,2338.0699399579507
2016-06-06,2343.4255143045857
2016-06-07,2359.6117906383147
2016-06-08,2360.6345962354503
2016-06-09,2360.5208035917212
2016-06-10,2332.371656791661
2016-06-13,2302.233169270648
2016-06-14,2299.4188527537476
2016-06-15,2300.574665806485
2016-06-16,2307.7944372245665
2016-06-17,2299.128404042969
2016-06-20,2321.86671410409
